run_id,training_regime,task_id,graph_id,size_stratum,m,dilution_score,objective,alpha,shots_per_evaluation,seed,nfev_budget,actual_nfev,scipy_reported_nfev,nit,termination_reason,optimizer_status,optimizer_success,wall_time_s,total_sampled_bitstrings,sampled_objective_terminal,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,terminal_parameters
a3train-1df113269401d9250dd6,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O3,0.1,10000,7302,240,54,54,28,EARLY_CONVERGENCE,0,True,2.5708628157153726,540000,0.44081266149870807,1.2630707694724725,0.05861226341749281,0.01061574306924742,0.181118121878896,2.5844684233881394,"[6.530766237209518, 7.545808180681163, -0.03476868283697849, 2.6705717147021955, -0.24427292325679636, 0.007590252525142102]"
a3train-1f7a917520a2e72b8c0c,SHOT_1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O0,0.1,1000,7305,240,57,57,28,EARLY_CONVERGENCE,0,True,2.497256087139249,57000,1.17891498675392,1.2018589892751717,0.04727036972140267,0.008287476946962434,0.17532075580974568,2.491068929739329,"[6.4641896996592765, 7.022648131597971, 0.4369986947277639, 2.5945759953472005, -0.18735258560447585, -0.01958606731434266]"
a3train-2009830119b2855f1b1a,SHOT_10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O3,0.1,10000,7302,240,50,50,24,EARLY_CONVERGENCE,0,True,70.54531494155526,500000,0.9276437632135305,1.6034310398829175,0.013018704797505512,0.0029389127588354074,0.22574540282982117,2.754956450940261,"[4.0407287708964, 4.086838315959304, 0.5023560243282142, 3.364388484062085, -0.6560333587242939, -0.06485642166270619]"
a3train-201bee3ed8c54e01b41e,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O3,0.1,1000,7303,240,57,57,28,EARLY_CONVERGENCE,0,True,0.3400905719026923,57000,0.51921682626539,1.8680760052210208,0.03989818339603699,0.03989818339603699,1.0,2.5143430659090478,"[5.299650674047154, 4.708476722621386, -0.012462384665544213, 2.3434682355550285, 0.24837280439139084, 0.04168101999279268]"
a3train-21aa0da05b1e069439a4,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O3,0.1,1000,7302,240,49,49,23,EARLY_CONVERGENCE,0,True,0.26230331417173147,49000,0.5803043775649797,1.6732710515929832,0.034513441748237846,0.034513441748237846,1.0,2.4513782137820224,"[5.305393157226575, 4.670558056383748, -0.00021953882982134973, 2.361913291000588, 0.1537440921579606, -0.0008247862274311746]"
a3train-223a545c7019c5800848,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O0,0.1,1000,7304,240,49,49,23,EARLY_CONVERGENCE,0,True,0.2715542959049344,49000,1.5732087194094901,1.6147223505976491,0.02367210087806427,0.02367210087806427,1.0,2.2876267465233195,"[5.814147498696958, 4.17125508458569, 0.0005112386166199243, 2.373705848971822, 0.16832960960650706, 0.012904615147045238]"
a3train-246d346cc52d9aa422f4,SHOT_1000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,3.0682919036174985,O3,0.1,1000,7304,240,49,49,23,EARLY_CONVERGENCE,0,True,0.2850098330527544,49000,0.11438953488372089,1.3369317211966938,0.07761709792693935,0.012120160458273896,0.15615322888885322,1.958249304223529,"[6.022363226155469, 4.70501764026905, -0.0034638958645711463, 2.483133206851078, 0.12645105199905374, -0.0011282571504290532]"
a3train-25c3956a0835dff727ad,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,10000,7303,240,52,52,25,EARLY_CONVERGENCE,0,True,2.389737601391971,520000,1.0287861077111384,1.518217106064236,0.0018500249368461374,0.0018500249368461374,1.0,2.0836575130060013,"[3.1296798690950354, 5.104303792015093, -0.022330688783959253, 3.187378831058797, -0.7673252837539423, -0.0033076599220581942]"
a3train-25f999d4119451faeb78,SHOT_10000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,3.0682919036174985,O3,0.1,10000,7304,240,55,55,28,EARLY_CONVERGENCE,0,True,0.3933355947956443,550000,0.16752325581395347,1.4863967661233002,0.08719537679791263,0.013494842484326114,0.15476557335834767,2.0087853623530116,"[6.034033180252271, 4.67859561338569, -0.0025205352406404025, 2.56345687152906, 0.20412600175187232, 0.0022165944544152985]"
a3train-27c9075520a1e385846b,SHOT_10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O3,0.1,10000,7304,240,47,47,22,EARLY_CONVERGENCE,0,True,65.84459841437638,470000,0.9172494714587738,1.602296213963724,0.012975677703870325,0.0029315641569847774,0.22592763352239892,2.753518721353642,"[4.0374208139097565, 4.1140892561160225, 0.5000147718791391, 3.3674502718573915, -0.655917424126884, -0.06517185213913654]"
a3train-27f91f3c85aa54883b45,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O0,0.1,10000,7301,240,51,51,26,EARLY_CONVERGENCE,0,True,2.3315644608810544,510000,1.1985873268258742,1.206251904432179,0.04405141842628606,0.007730348235990809,0.17548466115629116,2.4604398275895023,"[6.4920484101168245, 7.024438383480809, -0.00023320366122865676, 2.5903438180318443, -0.20130989159646276, 0.004622185745652163]"
a3train-2aa2d56ed4d20c4830ff,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O3,0.1,1000,7304,240,48,48,22,EARLY_CONVERGENCE,0,True,0.2846030993387103,48000,0.5293980848153216,1.6768317505296493,0.0355160348486041,0.0355160348486041,1.0,2.4638144170813523,"[5.299320804596538, 4.694172860050814, 0.49996661675522064, 2.3640608207340654, 0.1553581814860441, -0.0012285783235796996]"
a3train-2c00dec6e14830de8334,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,10000,7304,240,51,51,24,EARLY_CONVERGENCE,0,True,2.5483450666069984,510000,1.502693238570628,1.5146983233633646,0.001870475254947767,0.001870475254947767,1.0,2.088431897789987,"[2.5669566944593973, 5.605247601382894, 6.799996086135928e-05, 3.180283550535178, -0.7652640736091962, 0.00032368556019616446]"
a3train-2c55725eee656afd6e06,SHOT_1000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O0,0.1,1000,7301,240,49,49,24,EARLY_CONVERGENCE,0,True,0.12934940494596958,49000,1.66511238989679,1.6988858690471895,0.07602201782455649,0.07602201782455649,1.0,0.9881493623871997,"[5.483767412745114, 3.921819290345235, 0.0002429539457756444, 2.5898058458079465, 0.1767394368576935, -0.002423804692654263]"
a3train-2c994d103518104aa2a9,SHOT_1000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O3,0.1,1000,7304,240,48,48,24,EARLY_CONVERGENCE,0,True,0.08826455753296614,48000,0.05232558139534881,1.2373877527038526,0.2530761538121439,0.10240873013093126,0.4046557867595393,1.033339940466956,"[2.250200247560789, 4.270793580028745, 0.0, 3.151499755542524, -0.47765860019613887, 0.0]"
a3train-306b445356c91113e0ed,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O0,0.1,10000,7305,240,50,50,26,EARLY_CONVERGENCE,0,True,2.2445205375552177,500000,1.196839260575848,1.206398519857411,0.04384892614043809,0.007695004132146646,0.17548899846489527,2.458438892590462,"[6.49198667756473, 7.024316374815699, 0.0016443666227203028, 2.5886916168569902, -0.23311217420136957, 0.03839891419416815]"
a3train-309f95e5624e2150598a,SHOT_10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,0.1,10000,7303,240,49,49,23,EARLY_CONVERGENCE,0,True,0.1747136628255248,490000,1.3981125053775998,1.416849975257208,0.15334360941562486,0.045437586472421784,0.2963122274581855,1.593905646814823,"[6.544332535204968, 4.349197102932313, 0.49993855896445266, 2.612399186932768, 0.132856374094481, 0.001695365291991061]"
a3train-3121bbbde8360e0e19da,SHOT_10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,0.1,10000,7302,240,50,50,24,EARLY_CONVERGENCE,0,True,0.1295049674808979,500000,1.2206302195574574,1.2397041104369728,0.2567650056088502,0.10238782940456953,0.39876084033252085,1.0396245485517253,"[2.259020715696599, 4.244163489930446, -0.00028526706149493384, 3.1531279786549193, -0.49865218373093717, 0.043526711405629796]"
a3train-3179a081141659469758,SHOT_10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O3,0.1,10000,7303,240,32,32,21,EARLY_CONVERGENCE,0,True,0.08310496993362904,320000,0.052325581395348826,1.2373877527038526,0.2530761538121439,0.10240873013093126,0.4046557867595393,1.033339940466956,"[2.250200247560789, 4.270793580028745, 0.5, 3.151499755542524, -0.47765860019613887, 0.0]"
a3train-320cb36933dca1c38200,SHOT_1000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O0,0.1,1000,7305,240,53,53,27,EARLY_CONVERGENCE,0,True,0.09237516019493341,53000,1.6697799002103388,1.711442788211552,0.07985306120026582,0.07985306120026582,1.0,1.0095015393008344,"[5.981091867029589, 3.9001741606931764, -0.00013744159796001863, 2.604496212253395, 0.17472334723636784, -0.006792316618803068]"
a3train-3361e864bc26d32a6be3,SHOT_1000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,3.0682919036174985,O0,0.1,1000,7305,240,51,51,24,EARLY_CONVERGENCE,0,True,0.335919220931828,51000,1.324867673214027,1.3554123900269592,0.06237183335661113,0.01071213441577108,0.17174634509337608,1.863280413500881,"[5.960054002583027, 4.202722919970237, -0.02496712406054054, 2.481491327175906, 0.1293011937941461, -0.00042008472982420046]"
a3train-351ea15c01c433bcfdff,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O3,0.1,1000,7305,240,50,50,24,EARLY_CONVERGENCE,0,True,0.31438275799155235,50000,0.6821169630642956,1.8197620417843363,0.02788384869101595,0.02788384869101595,1.0,2.3587426610459907,"[5.292889658008404, 4.167516184387042, -0.000766765162551513, 2.2985516143077134, 0.06681741537147289, 0.22421643042554848]"
a3train-35b982694cb88598a254,SHOT_1000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O0,0.1,1000,7301,240,55,55,27,EARLY_CONVERGENCE,0,True,50.4992888905108,55000,1.566223131807351,1.6036430215791553,0.0003719015017707435,0.0003719015017707435,1.0,2.2899978496972024,"[4.263313179595858, 6.685600085540171, 0.48170820787975605, 0.6562603440767409, -1.1012084985039756, -0.04450959455598846]"
a3train-36e2c9e44c2e3889bb74,SHOT_1000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,0.1,1000,7303,240,53,53,26,EARLY_CONVERGENCE,0,True,64.4611654849723,53000,1.5292040402044316,1.571083348710502,0.006016863891673238,0.0017365048105453104,0.28860629753457884,2.419758858934058,"[4.0962980787254955, 3.5935851394682845, 0.5187520345276965, 3.4168854571590095, -0.9007083340891406, -0.012233331338805055]"
a3train-3942af9bdcd9909f6f01,SHOT_1000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,1000,7301,240,64,64,33,EARLY_CONVERGENCE,0,True,2.743611676618457,64000,1.0016829865361074,1.5150306835276153,0.0021855616204011956,0.0021855616204011956,1.0,2.1560429862551125,"[3.077831040564711, 5.117401713226512, 0.0528167728589534, 3.1377804572428114, -0.7076179349442475, -0.020093362217269477]"
a3train-3a1bd34f908df2c9ef73,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,10000,7303,240,57,57,29,EARLY_CONVERGENCE,0,True,2.515873226337135,570000,1.440298851690857,1.450844396920206,0.0027592579556219186,0.0027592579556219186,1.0,2.2572722340265456,"[2.602377578215394, 5.122271326317387, 0.5178375175763101, 3.195728086240009, -0.7039090646264491, -0.10281736711432682]"
a3train-3dbc6701e0659a1a83e9,SHOT_1000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O3,0.1,1000,7303,240,51,51,25,EARLY_CONVERGENCE,0,True,65.69436332117766,51000,1.0174105525854313,1.6592028684256483,0.00046787503482967184,0.00046787503482967184,1.0,2.389699790067982,"[4.15655023373041, 6.192027770186211, -0.0014634924415121008, 0.5908108402205712, -1.0579606506114076, 0.009199618782204171]"
a3train-3dc9a0aedcb5171366b7,SHOT_1000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O3,0.1,1000,7304,240,54,54,26,EARLY_CONVERGENCE,0,True,0.13143349159508944,54000,1.031151372476796,2.377558535808311,0.007302556437533288,0.007302556437533288,1.0,0.8737748787269692,"[2.3891941685709623, 4.6276914732188255, -0.0008799491584763023, 3.7649375697985876, -0.5119118272569199, 0.0013636719425485784]"
a3train-3efcb0e8cbf4777f205b,SHOT_1000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O3,0.1,1000,7303,240,51,51,24,EARLY_CONVERGENCE,0,True,0.09080685954540968,51000,0.21390905751859843,1.7227600801456755,0.07700528461464667,0.07700528461464667,1.0,0.9937305000180963,"[5.977698498927904, 3.903231002439752, 0.4882413477916624, 2.5881414290950437, 0.1810598253487815, 0.008741908679736355]"
a3train-3f70d30765ad8cd9b527,SHOT_10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O3,0.1,10000,7305,240,50,50,25,EARLY_CONVERGENCE,0,True,0.18677000049501657,500000,0.10037209302325578,1.4360211199657167,0.1578931648162849,0.043036068354070284,0.2725644799389796,1.6066032951502767,"[6.541375128382947, 4.3723746325434885, 0.0027617837089331737, 2.656381096313042, 0.1523771318207655, 0.011909056054921154]"
a3train-40417a37812594244ee5,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,10000,7301,240,49,49,23,EARLY_CONVERGENCE,0,True,2.1622470561414957,490000,1.5056284836523934,1.5149450682636894,0.0017450207468536125,0.0017450207468536125,1.0,2.0582805253518366,"[2.5687794306892178, 5.105640683169648, -0.024752212626668654, 3.186557204770725, -0.7657619110028494, -0.0016888048211926086]"
a3train-43ea5c2eb7454d3bc89b,SHOT_1000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,1000,7305,240,50,50,24,EARLY_CONVERGENCE,0,True,2.1526807341724634,50000,1.4706665912479402,1.515729115533631,0.0019053998467526416,0.0019053998467526416,1.0,2.096466056575869,"[3.0913698016197118, 5.101148128536317, -0.026508376942590388, 3.180802796883092, -0.768203955957527, 0.005105602785190097]"
a3train-4716949cacd044cd4a4e,SHOT_10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O3,0.1,10000,7301,240,52,52,27,EARLY_CONVERGENCE,0,True,79.36497030314058,520000,0.8933472515856236,1.558697336928431,0.014404121204375836,0.0035827528928281905,0.24873109868999047,2.798875438680633,"[4.093067756690865, 4.103152402812903, 0.506444048104084, 3.3115533218205413, -0.6475766380418411, -0.20156985771560948]"
a3train-48d9c19fbe4ca795c7e4,SHOT_10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,0.1,10000,7302,240,47,47,22,EARLY_CONVERGENCE,0,True,64.67149032652378,470000,1.5662312315644804,1.58024069522752,0.005978182970757626,0.0019613379594536407,0.3280826246114506,2.4169578746724727,"[4.032147963382811, 4.08629766156742, 0.5003071160673588, 3.4118494813696003, -0.8972698650088573, 0.00465362154635217]"
a3train-493c21775a919affe20e,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,10000,7301,240,52,52,25,EARLY_CONVERGENCE,0,True,2.5074728606268764,520000,1.0114176866585067,1.6138188193246379,0.003673127652225309,0.003673127652225309,1.0,2.381515952269759,"[3.073469739442396, 5.614904330411609, 0.5218496249967148, 3.1763951493886666, -0.5316268162338427, -0.06809528560358188]"
a3train-4bf28f386d147584d51a,SHOT_10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O3,0.1,10000,7301,240,34,34,21,EARLY_CONVERGENCE,0,True,0.09530853852629662,340000,0.052325581395348826,1.3087570848547667,0.2107112751497562,0.09458880322748925,0.4489024289766332,0.9537764902340156,"[2.250200247560789, 4.770793580028745, 0.0, 3.151499755542524, -0.47765860019613887, 0.0]"
a3train-4d6449c462c069fe9ab7,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O3,0.1,10000,7303,240,50,50,24,EARLY_CONVERGENCE,0,True,2.4317795811221004,500000,0.43754780361757106,1.2597988170464807,0.05913675052454735,0.010675988161750484,0.18053051726808927,2.5883373876411584,"[6.464844705603739, 7.538338265426542, 0.4837571026255997, 2.6684293909283228, -0.236156378812603, -0.009547357987440818]"
a3train-4fac2f78ceef9c1e10c6,SHOT_10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,0.1,10000,7301,240,52,52,25,EARLY_CONVERGENCE,0,True,0.1589931845664978,520000,1.4095258391802508,1.427762795033041,0.1571046844743698,0.04074457026727281,0.2593466286736976,1.6044291001356428,"[6.042467469417374, 4.371984816655796, 0.4998824727627728, 2.614852088743567, 0.13075150490891396, 0.02479286947052724]"
a3train-502841157f17bc50ffc0,SHOT_1000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O3,0.1,1000,7301,240,51,51,25,EARLY_CONVERGENCE,0,True,67.91022530850023,51000,1.0233062015503873,1.659437266405217,0.0004591431328331418,0.0004591431328331418,1.0,2.3815180107988216,"[4.158125769815449, 6.192499396919913, -0.002357195255123909, 0.5862637030658459, -1.045157731001043, -0.0037144251500566107]"
a3train-509186c17371e8fe62b8,SHOT_10000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O3,0.1,10000,7301,240,51,51,25,EARLY_CONVERGENCE,0,True,76.82300146762282,510000,1.030150339599926,1.8060963308129636,0.0008812183910471141,0.0008812183910471141,1.0,2.6646534699243,"[4.156661512735881, 6.691267616041578, -0.004726608833967643, 0.6234732130733188, -1.0987973714417871, 0.21357826234959115]"
a3train-510cd9666e06d8e47bd2,SHOT_1000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,3.0682919036174985,O3,0.1,1000,7302,240,50,50,24,EARLY_CONVERGENCE,0,True,0.28278838377445936,50000,0.21691860465116278,1.4905591911034186,0.07199253712410945,0.010819981805115111,0.15029310310959476,1.9255793826348646,"[5.466890267717781, 4.6708073280288795, 0.00021550552975239796, 2.472244897135914, 0.1667410731397624, 0.004040528395745844]"
a3train-52010d54087a1300c28a,SHOT_1000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O0,0.1,1000,7303,240,51,51,25,EARLY_CONVERGENCE,0,True,0.09137683268636465,51000,1.6220189988812006,1.6988549124748205,0.07661581209373731,0.07661581209373731,1.0,0.9915283789199846,"[5.484593027820196, 3.9240900108156818, -0.025012763779035465, 2.5917131921933194, 0.17559037157117577, -0.0005529629772049852]"
a3train-5832115ed683dc3881df,SHOT_10000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,3.0682919036174985,O0,0.1,10000,7304,240,50,50,25,EARLY_CONVERGENCE,0,True,0.34728561248630285,500000,1.3248116323011432,1.3367367198641098,0.07625438408244627,0.011890528320410395,0.15593238950765576,1.9505567211849235,"[6.021941305355568, 4.704357922769436, 0.00027483987759846984, 2.4846434036357, 0.12315602464194254, -0.0037984186658409137]"
a3train-5891863d74787d28d13c,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,10000,7302,240,49,49,23,EARLY_CONVERGENCE,0,True,2.1501810336485505,490000,1.5009082552958461,1.514785294649803,0.0018716659491484265,0.0018716659491484265,1.0,2.088708270011252,"[3.063553490109563, 5.10520022867837, 0.5002475242073109, 3.1841238497584703, -0.7671423564683654, -0.0011646690366757654]"
a3train-59693660c3177543253d,SHOT_1000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O3,0.1,1000,7305,240,50,50,25,EARLY_CONVERGENCE,0,True,61.867553069256246,50000,0.9574207188160679,1.5889308578132169,0.005857259067131291,0.0017354137149737353,0.29628426796284574,2.4080831049074565,"[3.9856530737133298, 3.584855779367342, -0.025693476151512365, 3.404008755399804, -0.8763721857932671, 6.035900915043657e-05]"
a3train-59bf35df08c9ba195676,SHOT_1000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,1000,7305,240,51,51,26,EARLY_CONVERGENCE,0,True,2.19292772654444,51000,1.0045899632802935,1.5149701736501993,0.001820850618458151,0.001820850618458151,1.0,2.076754248609488,"[2.6201117019193005, 5.082481751196303, -0.0074994636776870354, 3.1765425349062375, -0.7631360590222114, 0.004971950947726194]"
a3train-5a1b9d6ab2146ca4f830,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,10000,7305,240,49,49,24,EARLY_CONVERGENCE,0,True,2.2825194196775556,490000,1.5024300786807578,1.5159781234148553,0.0016696806479247598,0.0016696806479247598,1.0,2.0391133442223097,"[2.5406829572476246, 5.081800658782717, 0.004149712334434095, 3.188990780421859, -0.771683109769994, -0.002879838695271376]"
a3train-5acf13ee40d4f7fde2ae,SHOT_10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O3,0.1,10000,7301,240,53,53,26,EARLY_CONVERGENCE,0,True,0.1734984964132309,530000,0.1000581395348837,1.415827719635602,0.15349526600976204,0.0467519868302452,0.3045825975328246,1.594334951134557,"[6.5232533689501695, 4.371916677993267, 0.4925149709813201, 2.628148911905494, 0.14200056159850788, -0.04323653620194378]"
a3train-5bc19c3c4522d580a0e7,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O0,0.1,10000,7304,240,53,53,27,EARLY_CONVERGENCE,0,True,2.492277097888291,530000,1.2005536512594261,1.2053665399011646,0.04477862213469705,0.0078387860441207,0.1750564369877464,2.467550656568266,"[6.461561902074122, 7.049851513719566, -0.026616495255447424, 2.593539774721012, -0.2437566717595024, 0.03449603150779733]"
a3train-5f09b197a6453f115e1c,SHOT_1000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O3,0.1,1000,7302,240,47,47,23,EARLY_CONVERGENCE,0,True,61.07318625692278,47000,1.0249341085271313,1.655393406461423,0.00045384988695370654,0.00045384988695370654,1.0,2.376482149221705,"[4.205277299553629, 6.169878654638336, 0.0, 0.602461457133293, -1.0609096427095384, 1.7293509523579516e-20]"
a3train-5fab54e695ce56ad58a8,SHOT_10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,10000,7304,240,50,50,25,EARLY_CONVERGENCE,0,True,2.3215247485786676,500000,1.0085354957160342,1.4675669907228843,0.003561295846850503,0.003561295846850503,1.0,2.368087983859234,"[3.005053520574591, 5.6112544254988, 0.5004599010135775, 3.1577939529685795, -0.5481422374701632, -0.20313038106964776]"
a3train-60cbacbbfdc51c8fc340,SHOT_10000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O3,0.1,10000,7301,240,46,46,25,EARLY_CONVERGENCE,0,True,0.14585580676794052,460000,0.10465116279069765,1.742522993374859,0.10131597787204003,0.10131597787204003,1.0,1.1128879101164497,"[5.958409236712847, 3.931646366334247, 0.48108654834924114, 2.717839384786532, 0.16992316648184427, -0.024094306209761412]"
a3train-61a769bd52bfccd70ffc,SHOT_1000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O3,0.1,1000,7303,240,52,52,25,EARLY_CONVERGENCE,0,True,0.12289049569517374,52000,0.09854651162790695,1.4420953602406423,0.15069989020395377,0.036695867121661396,0.24350294530406127,1.5863529012108584,"[6.04117440916383, 4.872068555308977, -0.02404443493917169, 2.614072890234153, 0.12654872334540238, -0.00010997061623953574]"
a3train-6201251487bca1003b83,SHOT_10000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O3,0.1,10000,7303,240,57,57,29,EARLY_CONVERGENCE,0,True,0.1984776956960559,570000,0.9978700040876002,2.209841317365319,0.012903987347175528,0.012903987347175528,1.0,1.1210238851795404,"[2.3467886277485412, 4.6397036228526005, -0.09646958194587045, 3.7074056612893487, -1.147257578668539, 0.5136102882013874]"
a3train-62c0fde99e8caf95bae2,SHOT_1000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O0,0.1,1000,7303,240,45,45,22,EARLY_CONVERGENCE,0,True,0.10022970102727413,45000,1.7521716577843145,1.7759701362718776,0.0009912220115056028,0.0009912220115056028,1.0,0.006470894246398474,"[2.430548310082536, 4.096117693242797, -0.0014214368827857023, 3.8101325256015084, -1.027435199689611, -0.014596399126691448]"
a3train-65cac043591b8d979163,SHOT_10000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O0,0.1,10000,7301,240,56,56,28,EARLY_CONVERGENCE,0,True,0.1782985543832183,560000,1.722461169111833,1.7322847675922963,0.00046918417337644757,0.00046918417337644757,1.0,-0.31835668938643735,"[2.448163770001775, 4.644879190764964, -0.013861671440584943, 3.853986731579397, -1.0391997478603292, -0.044490872300583455]"
a3train-6b4e31dbf1cf81c5193c,SHOT_1000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O3,0.1,1000,7304,240,55,55,28,EARLY_CONVERGENCE,0,True,2.407155162654817,55000,1.0209914320685434,1.5214824693232658,0.0021664434710556655,0.0021664434710556655,1.0,2.1522272921090786,"[2.5864180915724404, 5.148803782002778, -0.054326436771541343, 3.191362665850773, -0.7352741536833998, 0.009291245276570232]"
a3train-6d1f7f2feb3f106caef9,SHOT_1000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O0,0.1,1000,7303,240,49,49,23,EARLY_CONVERGENCE,0,True,0.26586104091256857,49000,1.5730676456630954,1.6068000322618392,0.01915702541257432,0.01915702541257432,1.0,2.1957180189799796,"[5.7999349837080425, 4.17055291795341, 0.5000311599470127, 2.3636763909436227, 0.15599347711023231, 4.58618737223011e-05]"
a3train-6d71265871a502b1956f,SHOT_1000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,0.1,1000,7301,240,52,52,25,EARLY_CONVERGENCE,0,True,0.14459337666630745,52000,1.386750570118685,1.4386940017904295,0.1478600851451828,0.041798505904989895,0.28268958362865965,1.5780909172617588,"[6.5276259028525665, 4.377572593930039, 0.5006904837513159, 2.597953273243201, 0.13424731097842946, 0.04375385307428998]"
a3train-6f357f4f05b505fb517c,SHOT_1000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,0.1,1000,7302,240,49,49,23,EARLY_CONVERGENCE,0,True,0.10907541774213314,49000,1.3828590690122498,1.4436007203094738,0.15069621664178862,0.03647878405267542,0.24206834694056759,1.586342314426616,"[6.0422662142783725, 4.871877074239347, 0.00016912118375307937, 2.6161690084860214, 0.13095738967199017, -3.877778625023336e-05]"
