run_id,training_regime,task_id,graph_id,size_stratum,m,dilution_score,objective,alpha,shots_per_evaluation,seed,nfev_budget,actual_nfev,scipy_reported_nfev,nit,termination_reason,optimizer_status,optimizer_success,wall_time_s,total_sampled_bitstrings,sampled_objective_terminal,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,terminal_parameters
a3train-130a3e417031bea3e41d,SHOT_1000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O3,0.1,1000,7305,240,60,60,30,EARLY_CONVERGENCE,0,True,0.15361362881958485,60000,0.9405294891396387,2.187681159979031,0.0112515676009805,0.0112515676009805,1.0,1.0615129904674518,"[2.0081671024005137, 4.139818638722621, 0.07297147753460284, 3.7077696125587254, -0.5249129142350271, -0.1121328198536809]"
a3train-13265f2c013859774cb7,SHOT_1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O0,0.1,1000,7303,240,46,46,21,EARLY_CONVERGENCE,0,True,2.015382630750537,46000,1.1804700860729336,1.2088699629067121,0.04645287416718864,0.008105703386987382,0.17449304337583346,2.4834925207796985,"[6.467447340831824, 7.049533175549684, 0.5000103648909726, 2.6235403621944755, -0.2385464875616502, -6.322643024521514e-07]"
a3train-13955ae1d44915632e7a,SHOT_1000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O0,0.1,1000,7305,240,50,50,24,EARLY_CONVERGENCE,0,True,0.10694889817386866,50000,1.7329068644685863,1.7747190215089368,0.0008490974425496769,0.0008490974425496769,1.0,-0.06074251055642308,"[2.3895202610250488, 4.12119005105337, 0.0, 3.765746594549294, -1.0375723583247598, 0.0]"
a3train-14b0d667944f068570ff,SHOT_10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O3,0.1,10000,7304,240,33,33,20,EARLY_CONVERGENCE,0,True,0.0841746274381876,330000,0.052325581395348826,1.2373877527038526,0.2530761538121439,0.10240873013093126,0.4046557867595393,1.033339940466956,"[2.250200247560789, 4.270793580028745, 0.5, 3.151499755542524, -0.47765860019613887, 0.0]"
a3train-155e494cf485dbc933a5,SHOT_1000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,0.1,1000,7304,240,50,50,23,EARLY_CONVERGENCE,0,True,61.70131032541394,50000,1.5290017199948571,1.5751691382222424,0.006278501587904535,0.0020185361850053383,0.32149966942654384,2.438244679994391,"[4.032025588798394, 4.083874027417117, 0.5000165488335345, 3.410438175779447, -0.8933632306292475, -0.002241166744391186]"
a3train-17e1b24a92194d14064f,SHOT_1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O3,0.1,1000,7303,240,53,53,27,EARLY_CONVERGENCE,0,True,2.2811143277212977,53000,0.45582041343669244,1.2199478074911556,0.05142159765107841,0.008969601207840253,0.17443256564495604,2.5276254965180245,"[6.468651296623141, 7.0688847574927705, -0.0009867801518633518, 2.666611418963886, -0.25231958923866854, 0.0030051300601222517]"
a3train-1a12e63f3ab9777f9be8,SHOT_10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,0.1,10000,7303,240,51,51,25,EARLY_CONVERGENCE,0,True,0.13241058867424726,510000,1.2049681244023436,1.2294869617590702,0.2611806079514427,0.10432190684175675,0.3994243970101782,1.0470296433799207,"[2.25826309105972, 4.283083708985947, 0.5008025998384151, 3.1488069054671217, -0.43422595387307317, -0.019739627916284835]"
a3train-1a5b5b37cd9a01762a35,SHOT_1000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,0.1,1000,7305,240,48,48,22,EARLY_CONVERGENCE,0,True,0.11041379999369383,48000,1.3843787459055747,1.4284301216580952,0.15638133612222394,0.04128157085209636,0.26398016461396434,1.6024248847338465,"[5.973769658512066, 4.372061419211934, 0.5000076836986046, 2.6152207743804023, 0.13020524860280508, -0.0010277014006607793]"
a3train-1a60d5a568818c645865,SHOT_1000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,0.1,1000,7301,240,51,51,25,EARLY_CONVERGENCE,0,True,2.2845447873696685,51000,1.4779371015932634,1.5160836099721033,0.0018788994592420008,0.0018788994592420008,1.0,2.0903834720522543,"[3.067870393551855, 5.1050718385036635, -0.0006720298323780713, 3.1849326438601753, -0.7666338420498116, 0.0006963973491591557]"
a3train-1b4516e9868c31aea947,SHOT_1000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,2.1072099696478683,O0,0.1,1000,7302,240,52,52,25,EARLY_CONVERGENCE,0,True,0.09495603200048208,52000,1.6532847700779385,1.6989575122454519,0.0769634160505123,0.0769634160505123,1.0,0.993494305431295,"[5.484401149146545, 3.9207082558697968, -0.019531116802128698, 2.5940971778527406, 0.1753552646860337, -0.0008141670886165903]"
a3train-1b9d3b97c72aee91a4ad,SHOT_1000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,5.719569917615643,O0,0.1,1000,7304,240,53,53,26,EARLY_CONVERGENCE,0,True,65.2528285374865,53000,1.628780704796622,1.6543586196808846,0.0004350013371248021,0.0004350013371248021,1.0,2.3580605095243734,"[4.205277299553629, 6.194376707880534, 0.0, 0.5974769423783285, -1.0609096427095384, 0.0]"
a3train-1cae9b8a7c0bafa43615,SHOT_10000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,3.9133899436317554,O0,0.1,10000,7305,240,47,47,22,EARLY_CONVERGENCE,0,True,0.31942502595484257,470000,1.5912525206190582,1.6067454642114378,0.019059070263657527,0.019059070263657527,1.0,2.193491654770813,"[5.799849509767653, 4.17088265456154, 0.5247794860611242, 2.363461508837087, 0.15548794824531634, -4.0635449514269354e-05]"
a3train-1ccdaaa7b7fad210810f,SHOT_10000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,3.010299956639812,O3,0.1,10000,7301,240,65,65,35,EARLY_CONVERGENCE,0,True,0.22204036358743906,650000,1.0288106029100008,2.134346122827654,0.009801284245691582,0.009801284245691582,1.0,1.0015829409318728,"[2.8373034385184814, 4.093812917755341, -0.0539614719144214, 3.70808444778556, -0.8583520607710777, 0.11286658956039573]"
a3train-1cf8d95d160fffe0dfd9,SHOT_10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O3,0.1,10000,7305,240,49,49,23,EARLY_CONVERGENCE,0,True,66.68764563463628,490000,0.9727658562367865,1.5763816133158757,0.006390452457274315,0.002079905502446773,0.325470773212497,2.445920279764145,"[4.031870448185498, 4.10959844093811, -0.024682873639427436, 3.414758397541651, -0.8927868229421047, 0.0026434724986337784]"
a3train-1d30d784ca7a295d48bf,SHOT_10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O3,0.1,10000,7304,240,55,55,28,EARLY_CONVERGENCE,0,True,2.597310893237591,550000,0.45143863049095606,1.2652775260085023,0.05891703464981541,0.010625061837902652,0.18033938573206756,2.586720810891534,"[6.4627758653644145, 7.547648639861465, 0.5230704746496516, 2.6736717292354295, -0.2349089380899908, -0.00473585943049499]"
a3train-1dce9929814c376d13b5,SHOT_1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,3.816479930623699,O3,0.1,1000,7301,240,49,49,23,EARLY_CONVERGENCE,0,True,2.2301510330289602,49000,0.39545219638242896,1.2351757483988488,0.05516335718003672,0.0099432884447613,0.18025169157688095,2.5581306196067994,"[6.467412789161071, 7.549406838097363, 0.4998228819916329, 2.6237367862039043, -0.2383650799250391, 0.00011776543346585435]"
