run_id,task_id,graph_id,size_stratum,m,dilution_score,endpoint_objective,shots,replicate,sampling_seed,alpha,cvar_estimate,cvar_exact,cvar_error,relative_error,p_feas_estimate,p_feas_exact,p_opt_estimate,p_opt_exact
a3est-7483f4ff2f2f9b8f2677,task-v2-59fd840ba77c,g-64377640089a831f,S3,13,3.9133899436317554,O3,100000,6,4072534740386053197,0.25,1.0399884284415197,1.040354103847501,-0.00036567540598131387,-0.0003514912899645907,0.0139,0.013813360268453813,0.0139,0.013813360268453813
a3est-7483f4ff2f2f9b8f2677,task-v2-59fd840ba77c,g-64377640089a831f,S3,13,3.9133899436317554,O3,100000,6,4072534740386053197,0.5,1.0920200863137832,1.0919279825169905,9.210379679269742e-05,8.434969912611822e-05,0.0139,0.013813360268453813,0.0139,0.013813360268453813
a3est-7484731aa8d37a62e0aa,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,100000,41,6155044520771149384,0.02,0.270838266384778,0.27788624764419856,-0.007047981259420577,-0.025362828564458893,0.01584,0.015705497434730625,0.00387,0.00372542788827734
a3est-7484731aa8d37a62e0aa,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,100000,41,6155044520771149384,0.05,0.7429010570824522,0.745322088387288,-0.00242103130483573,-0.0032483020999341454,0.01584,0.015705497434730625,0.00387,0.00372542788827734
a3est-7484731aa8d37a62e0aa,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,100000,41,6155044520771149384,0.1,0.9126932875264269,0.9135239021862804,-0.000830614659853568,-0.0009092423940585562,0.01584,0.015705497434730625,0.00387,0.00372542788827734
a3est-7484731aa8d37a62e0aa,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,100000,41,6155044520771149384,0.25,1.0348630443974631,1.0352467928324023,-0.00038374843493915733,-0.0003706830463963417,0.01584,0.015705497434730625,0.00387,0.00372542788827734
a3est-7484731aa8d37a62e0aa,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,4.640388671568018,O0,100000,41,6155044520771149384,0.5,1.097180042283298,1.0974559159741324,-0.00027587369083437174,-0.0002513756469110639,0.01584,0.015705497434730625,0.00387,0.00372542788827734
a3est-74880fd471e9097bd580,task-v2-a4fc95665697,g-e23fad4558949e26,S1,7,1.630088714928206,O0,10000,25,9206978373185204950,0.02,0.05813953488372093,0.05813953488372093,0.0,0.0,0.3057,0.30512170106619746,0.0889,0.08548772319749855
a3est-74880fd471e9097bd580,task-v2-a4fc95665697,g-e23fad4558949e26,S1,7,1.630088714928206,O0,10000,25,9206978373185204950,0.05,0.058139534883720936,0.05813953488372093,6.938893903907228e-18,1.1934897514720432e-16,0.3057,0.30512170106619746,0.0889,0.08548772319749855
a3est-74880fd471e9097bd580,task-v2-a4fc95665697,g-e23fad4558949e26,S1,7,1.630088714928206,O0,10000,25,9206978373185204950,0.1,0.059430232558139534,0.05982700893052342,-0.0003967763723838891,-0.006632060995137864,0.3057,0.30512170106619746,0.0889,0.08548772319749855
