task_id,base_instance_id,size_stratum,dilution_score,p3_view,p2_reference,Delta_G_3_2,Delta_log10_P_feas_3_2,Delta_P_opt_3_2
task-v2-5d31ef4af595,v2-S4-b001-g-bd62d2d752385cc7,S4,4.214419939295737,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5056300122946522,0.5056300122946553,0.0036684257332602
task-v2-69173fedcdae,v2-S3-b000-g-8a16a856f5377a40,S3,3.0682919036174985,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3224250579466301,0.3224250579466301,0.0174106123830989
task-v2-6996479d6302,v2-S2-b000-g-60667963f6db3f1b,S2,2.4082399653118496,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.04598917694410165,0.04598917694410187,0.004934573212859103
task-v2-606c43f06406,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.214419939295737,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4933663860442068,0.49336638604421434,0.0021399599704171
task-v2-73f419868dc6,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.630088714928206,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.10024029522579636,0.10024029522579636,0.02048931236653051
task-v2-420d9636beee,v2-S5-b001-g-e0c69f84d376b633,S5,5.719569917615643,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4935370441971898,0.49353704419720135,0.0018689719636459001
task-v2-4746dcc3bd93,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.719569917615643,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.04733111262229306,0.04733111262229883,0.00015435198709379998
task-v2-11173062a501,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.941418667231999,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.38014695684419264,0.3801469568442015,0.0022754925013516
task-v2-8792ce3c54d5,v2-S3-b001-g-a712031e7959d564,S3,3.9133899436317554,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.27826362017335127,0.27826362017335526,0.0057155120801071
task-v2-8c0a098a6f8b,v2-S3-b001-g-a712031e7959d564,S3,3.0682919036174985,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4216365202677248,0.4216365202677257,0.018075443696623
task-v2-8f4071cbe937,v2-S3-b000-g-8a16a856f5377a40,S3,3.612359947967774,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.48684745369596816,0.48684745369597393,0.0061357344534125995
task-v2-526a936f38d9,v2-S5-b001-g-e0c69f84d376b633,S5,5.11750992628768,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5279778573962317,0.5279778573962424,0.0013810095227697998
task-v2-a0f813383468,v2-S2-b000-g-60667963f6db3f1b,S2,2.533178701920149,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3266450246429733,0.3266450246429734,0.0294767022786865
task-v2-5f165c277bb9,v2-S5-b001-g-e0c69f84d376b633,S5,4.816479930623699,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4081230691162534,0.40812306911625695,0.0024269145027930998
task-v2-ac528a9510be,v2-S3-b001-g-a712031e7959d564,S3,3.311329952303793,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3923657184222171,0.3923657184222189,0.006364790351849
task-v2-9f1427c2fbd8,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.038328680240055,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4460957399450658,0.44609573994506824,0.007592163683114801
task-v2-a2561503b5d0,v2-S4-b001-g-bd62d2d752385cc7,S4,4.515449934959718,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.39375578868303185,0.3937557886830314,0.0017996223725090998
task-v2-c5ed7c8b71f4,v2-S3-b001-g-a712031e7959d564,S3,3.135238693248112,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4843603197859132,0.4843603197859141,0.013479966488035998
task-v2-7133b996bac7,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.24244866289598,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.07720318039670859,0.0772031803967117,0.0004123493158311
task-v2-ce7fc44fc7b5,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.630088714928206,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.019674987501261842,0.01967498750126162,0.004431379031900301
task-v2-6e79cb6720c5,v2-S5-b001-g-e0c69f84d376b633,S5,5.24244866289598,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5740181920719722,0.5740181920719749,0.0034067903448017998
task-v2-d7382a83ef13,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.806179973983887,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.13618014023096747,0.13618014023096736,0.02497555269332591
task-v2-b5e00db3fe1a,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.8622374211843744,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.368388931989704,0.368388931989706,0.007170959027572401
task-v2-e442db508705,v2-S1-b000-g-548c8c6335dd2a2e,S1,2.1072099696478683,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.018994693135048868,0.018994693135048868,0.004270977072774906
task-v2-780e1209d403,v2-S5-b001-g-e0c69f84d376b633,S5,4.640388671568018,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.45339652979344125,0.45339652979344236,0.0029287000997282996
task-v2-cf1a83d8dbf9,v2-S4-b001-g-bd62d2d752385cc7,S4,4.038328680240055,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.29607377157871806,0.29607377157871895,0.0037220244216283
task-v2-eb1005d46905,v2-S3-b000-g-8a16a856f5377a40,S3,3.311329952303793,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3364055946993767,0.3364055946993767,0.0130761587568109
task-v2-ef23e17da545,v2-S3-b001-g-a712031e7959d564,S3,3.436268688912093,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.36032871771832364,0.3603287177183254,0.0088481606025642
task-v2-f1a738d52e35,v2-S2-b000-g-60667963f6db3f1b,S2,2.709269960975831,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4127381933586711,0.41273819335867157,0.0288735208928192
task-v2-f0ef0f25a74e,v2-S3-b000-g-8a16a856f5377a40,S3,3.135238693248112,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.32775813053679004,0.32775813053679004,0.019825907334561098
task-v2-f4789f22d2c1,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.4082399653118496,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.01137556298631004,0.011375562986309706,0.00025815759866869986
task-v2-e243a3cd3e64,v2-S4-b001-g-bd62d2d752385cc7,S4,3.9133899436317554,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3813679084383288,0.38136790843832724,0.0023664702719425005
task-v2-f83834022ee2,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.806179973983887,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,-1.908295415264938e-05,-1.9082954152538356e-05,3.458743022700245e-05
task-v2-f6d986d24578,v2-S4-b001-g-bd62d2d752385cc7,S4,4.339358675904037,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.37976229002544315,0.37976229002544537,0.0018552621378332005
task-v2-89b7591232ff,v2-S5-b001-g-e0c69f84d376b633,S5,4.941418667231999,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2514852972186232,0.25148529721862856,-0.0001326497414123
task-v2-b9b3757d64c0,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.11750992628768,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2072406096782049,0.20724060967821023,0.0013193663567388997
task-v2-7d4ec5aed494,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.418539921951662,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.25374025178620485,0.2537402517862022,0.001323393564804
task-v2-c95d7e1ff6e7,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.816479930623699,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4236128734726212,0.42361287347262944,0.0020508667416123
task-v2-e449b07a1126,v2-S5-b001-g-e0c69f84d376b633,S5,5.418539921951662,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4770161183745385,0.47701611837453584,0.0019006627451640002
task-v2-f5c9b9bdeb27,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.719569917615643,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2584047904260012,0.2584047904259996,0.0019777627317398
task-v2-2d64318cb7be,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.709269960975831,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.3913555159302444,0.39135551593024687,0.012307482817190702
task-v2-3cd2eda112d3,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.533178701920149,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.0005957404291832002,-0.0005957404291832002,5.4337156292896815e-05
task-v2-3f363bac5736,v2-S2-b000-g-60667963f6db3f1b,S2,3.010299956639812,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.26670836493498373,0.26670836493498484,0.013178323696774399
task-v2-0c6c4504c3d3,v2-S3-b000-g-8a16a856f5377a40,S3,3.2144199392957367,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.24304596392771405,0.24304596392771427,0.010324296798397602
task-v2-4968f3a685c2,v2-S3-b000-g-8a16a856f5377a40,S3,3.9133899436317554,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-1.3383320982162648,-1.3383320982162146,-0.0007224205580006039
task-v2-4d2b9f5eb099,v2-S2-b001-g-6aa6775bed3bc2cc,S2,3.010299956639812,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.33947079650927536,0.3394707965092765,0.007935876462053099
task-v2-4e78b3f98433,v2-S1-b001-g-553bb3c5ba0f2136,S1,2.1072099696478683,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.010518884519777227,0.010518884519777116,0.002458857469484599
task-v2-095187356858,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.515449934959718,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.019943697324353415,0.019943697324356968,6.914739913679987e-05
task-v2-07b8f456a957,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.9133899436317554,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.20415167431282244,0.204151674312824,0.0029446024069982
task-v2-3f11ce371857,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.816479930623699,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.8905927940048115,-0.8905927940049607,-0.0009946810961520998
task-v2-0b71cbcaebc2,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.339358675904037,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.22874136248983845,0.228741362489846,0.0013673972118366999
task-v2-5acbf653f95a,v2-S3-b001-g-a712031e7959d564,S3,3.612359947967774,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.0016235765419099213,0.001623576541908589,-6.339715249010017e-05
task-v2-5b0627539151,v2-S3-b001-g-a712031e7959d564,S3,3.2144199392957367,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.05391414757777779,0.05391414757777779,0.005972523195181299
task-v2-5de325b6f026,v2-S3-b000-g-8a16a856f5377a40,S3,3.436268688912093,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.014685959484896927,0.014685959484900035,0.00018500636751490017
task-v2-59a464f36e13,v2-S4-b001-g-bd62d2d752385cc7,S4,4.816479930623699,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-1.7469708348126602,-1.7469708348126431,-0.0013776793535638268
task-v2-5d31ef4af595,v2-S4-b001-g-bd62d2d752385cc7,S4,4.214419939295737,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.4805893744163676,0.4805893744163692,0.0036102657182381
task-v2-5b5a3995de2b,v2-S4-b001-g-bd62d2d752385cc7,S4,4.11750992628768,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.11519402554310032,0.1151940255431021,0.0008329116655561002
task-v2-6996479d6302,v2-S2-b000-g-60667963f6db3f1b,S2,2.4082399653118496,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.005721145884263423,0.005721145884263645,-0.0016585225438389972
task-v2-69173fedcdae,v2-S3-b000-g-8a16a856f5377a40,S3,3.0682919036174985,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.005561125928677857,0.005561125928677191,0.0009297230061999992
task-v2-606c43f06406,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.214419939295737,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.02408780298910851,0.024087802989112284,0.0001399906888519
task-v2-73f419868dc6,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.630088714928206,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.02069676877158111,0.020696768771580887,0.0060749597057740135
task-v2-11173062a501,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.941418667231999,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.45664536349282936,-0.45664536349284957,-0.0009198552294686001
task-v2-4746dcc3bd93,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.719569917615643,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.42875906556226573,-0.42875906556230614,-0.0008410368201087001
task-v2-420d9636beee,v2-S5-b001-g-e0c69f84d376b633,S5,5.719569917615643,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.5849113330159823,-0.5849113330159912,-0.0006536831234034001
task-v2-8792ce3c54d5,v2-S3-b001-g-a712031e7959d564,S3,3.9133899436317554,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.31212510282787775,0.3121251028278804,0.006695168325184
task-v2-8c0a098a6f8b,v2-S3-b001-g-a712031e7959d564,S3,3.0682919036174985,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.05977100152013559,0.05977100152013559,0.0022932100014041003
task-v2-526a936f38d9,v2-S5-b001-g-e0c69f84d376b633,S5,5.11750992628768,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.8186364620893094,-0.8186364620893101,-0.0006189887650653409
task-v2-8f4071cbe937,v2-S3-b000-g-8a16a856f5377a40,S3,3.612359947967774,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.012727684932177352,0.01272768493218246,8.248625699960009e-05
task-v2-a0f813383468,v2-S2-b000-g-60667963f6db3f1b,S2,2.533178701920149,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.07323257975557951,0.07323257975557995,0.004381111351215803
task-v2-5f165c277bb9,v2-S5-b001-g-e0c69f84d376b633,S5,4.816479930623699,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.03538452603475584,0.03538452603475761,0.00027753762923770015
task-v2-ac528a9510be,v2-S3-b001-g-a712031e7959d564,S3,3.311329952303793,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.013638363013737997,-0.013638363013736887,-0.00010895615186649974
task-v2-9f1427c2fbd8,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.038328680240055,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.291727497676328,0.2917274976763298,0.0041203667037918
task-v2-a2561503b5d0,v2-S4-b001-g-bd62d2d752385cc7,S4,4.515449934959718,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.05251163637716827,0.05251163637716738,0.00044474161609500034
task-v2-c5ed7c8b71f4,v2-S3-b001-g-a712031e7959d564,S3,3.135238693248112,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.1841145452206261,0.18411454522062654,0.0043268221955843
task-v2-7133b996bac7,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.24244866289598,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.4877921382892412,-0.4877921382892656,-0.0010114707224104
task-v2-ce7fc44fc7b5,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.630088714928206,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.0009610774738944006,0.0009610774738944006,0.001143896841167405
task-v2-b5e00db3fe1a,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.8622374211843744,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.2215921536949197,0.22159215369492147,0.0029442358512891008
task-v2-d7382a83ef13,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.806179973983887,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.12130278774629,0.12130278774628989,0.016098984773398703
task-v2-6e79cb6720c5,v2-S5-b001-g-e0c69f84d376b633,S5,5.24244866289598,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.7744572202749833,-0.774457220274992,-0.0007311963763192001
task-v2-e442db508705,v2-S1-b000-g-548c8c6335dd2a2e,S1,2.1072099696478683,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.011654620903050583,-0.011654620903050805,-0.00252957097606879
task-v2-780e1209d403,v2-S5-b001-g-e0c69f84d376b633,S5,4.640388671568018,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.42257743188553265,0.42257743188553354,0.0028105140094905993
task-v2-cf1a83d8dbf9,v2-S4-b001-g-bd62d2d752385cc7,S4,4.038328680240055,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.08112223169805377,0.08112223169805377,0.00039455568198470004
task-v2-eb1005d46905,v2-S3-b000-g-8a16a856f5377a40,S3,3.311329952303793,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.26237426747586645,0.2623742674758667,0.010776909458033598
task-v2-ef23e17da545,v2-S3-b001-g-a712031e7959d564,S3,3.436268688912093,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.032804782224783446,-0.03280478222478145,-0.0007481821423269011
task-v2-f1a738d52e35,v2-S2-b000-g-60667963f6db3f1b,S2,2.709269960975831,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.17000791429382045,0.1700079142938209,0.009089137872181902
task-v2-f4789f22d2c1,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.4082399653118496,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.013272483742424734,0.013272483742426733,0.0003100646072003001
task-v2-f0ef0f25a74e,v2-S3-b000-g-8a16a856f5377a40,S3,3.135238693248112,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.25731712148573216,0.2573171214857328,0.0153744869517004
task-v2-e243a3cd3e64,v2-S4-b001-g-bd62d2d752385cc7,S4,3.9133899436317554,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.0018894625489649375,-0.0018894625489642713,-6.154606251939981e-05
task-v2-f83834022ee2,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.806179973983887,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.00030488496023828304,0.00030488496023795,0.00011463196424290473
task-v2-f6d986d24578,v2-S4-b001-g-bd62d2d752385cc7,S4,4.339358675904037,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.06314874181163876,0.06314874181164098,0.0004554648247924002
task-v2-b9b3757d64c0,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.11750992628768,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.6523079067624749,-0.6523079067624917,-0.0013992994543942001
task-v2-f5c9b9bdeb27,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.719569917615643,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,0.13221850418494618,0.13221850418494174,0.0012358809602587002
task-v2-7d4ec5aed494,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.418539921951662,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.5951699455244825,-0.5951699455245336,-0.0012640194301761
task-v2-89b7591232ff,v2-S5-b001-g-e0c69f84d376b633,S5,4.941418667231999,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.5242015366497377,-0.5242015366497292,-0.00017276690241429998
task-v2-c95d7e1ff6e7,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.816479930623699,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.006590164461524495,-0.006590164461514725,-6.203186804190001e-05
task-v2-e449b07a1126,v2-S5-b001-g-e0c69f84d376b633,S5,5.418539921951662,P3_NELDER_MEAD_B1,P2_OBJECTIVE_SELECTED_MATCHED,-0.6801452194777025,-0.6801452194776987,-0.0007174103582219
