task_id,base_instance_id,size_stratum,dilution_score,p3_view,p2_reference,Delta_G_3_2,Delta_log10_P_feas_3_2,Delta_P_opt_3_2
task-v2-4d2b9f5eb099,v2-S2-b001-g-6aa6775bed3bc2cc,S2,3.010299956639812,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.11403839153935014,0.11403839153934969,0.0020108228024167006
task-v2-4e78b3f98433,v2-S1-b001-g-553bb3c5ba0f2136,S1,2.1072099696478683,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1401767817944366,0.1401767817944367,0.038206886528123915
task-v2-526a936f38d9,v2-S5-b001-g-e0c69f84d376b633,S5,5.11750992628768,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.32055735309008737,0.32055735309009536,0.0007000392266846001
task-v2-59a464f36e13,v2-S4-b001-g-bd62d2d752385cc7,S4,4.816479930623699,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2446515248878609,0.24465152488787067,0.0010612370620816
task-v2-5acbf653f95a,v2-S3-b001-g-a712031e7959d564,S3,3.612359947967774,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.039377048489875,0.03937704848987411,0.0005869454955775002
task-v2-5b0627539151,v2-S3-b001-g-a712031e7959d564,S3,3.2144199392957367,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.035435444569107855,0.03543544456910808,0.0021423610193081997
task-v2-5b5a3995de2b,v2-S4-b001-g-bd62d2d752385cc7,S4,4.11750992628768,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1731936267877816,0.17319362678778205,0.0015403831770749998
task-v2-5d31ef4af595,v2-S4-b001-g-bd62d2d752385cc7,S4,4.214419939295737,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.48869144810471554,0.48869144810471754,0.0036324790260849004
task-v2-5de325b6f026,v2-S3-b000-g-8a16a856f5377a40,S3,3.436268688912093,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.16744219031593532,0.16744219031593643,0.0030133065153267
task-v2-5f165c277bb9,v2-S5-b001-g-e0c69f84d376b633,S5,4.816479930623699,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.04441073149268027,0.04441073149268271,0.00031856870689390016
task-v2-606c43f06406,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.214419939295737,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.17594447030252458,0.17594447030252836,0.0003248153973782
task-v2-69173fedcdae,v2-S3-b000-g-8a16a856f5377a40,S3,3.0682919036174985,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1519776594363218,0.1519776594363218,0.0067436655846787995
task-v2-6996479d6302,v2-S2-b000-g-60667963f6db3f1b,S2,2.4082399653118496,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.0028628419289147278,0.00286284192891495,-0.0025401308425672953
task-v2-6e79cb6720c5,v2-S5-b001-g-e0c69f84d376b633,S5,5.24244866289598,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4811883259270311,0.48118832592703287,0.0024317848246686
task-v2-7133b996bac7,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.24244866289598,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.09767085672716158,0.09767085672715314,0.0003491381813170002
task-v2-73f419868dc6,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.630088714928206,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.00012897234408137948,0.00012897234408137948,-4.6825212352191725e-05
task-v2-780e1209d403,v2-S5-b001-g-e0c69f84d376b633,S5,4.640388671568018,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2572235530248781,0.25722355302487876,0.0010737359011164002
task-v2-7d4ec5aed494,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.418539921951662,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1398591581759514,0.1398591581759412,0.0006114658224954999
task-v2-8792ce3c54d5,v2-S3-b001-g-a712031e7959d564,S3,3.9133899436317554,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.12002776911558755,0.12002776911558799,0.0020264706114165006
task-v2-89b7591232ff,v2-S5-b001-g-e0c69f84d376b633,S5,4.941418667231999,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.06897357845837204,0.06897357845837337,-0.0002471418000483
task-v2-8c0a098a6f8b,v2-S3-b001-g-a712031e7959d564,S3,3.0682919036174985,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.22045793683686377,0.220457936836864,0.006594763354457801
task-v2-8f4071cbe937,v2-S3-b000-g-8a16a856f5377a40,S3,3.612359947967774,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.14404806306483287,0.14404806306483575,0.0012237325511356002
task-v2-9f1427c2fbd8,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.038328680240055,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2466312807408504,0.24663128074085128,0.003744108830692
task-v2-a0f813383468,v2-S2-b000-g-60667963f6db3f1b,S2,2.533178701920149,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1292850540955961,0.12928505409559587,0.007295091609643301
task-v2-a2561503b5d0,v2-S4-b001-g-bd62d2d752385cc7,S4,4.515449934959718,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.12377075219343014,0.12377075219342437,0.0005887530117209003
task-v2-ac528a9510be,v2-S3-b001-g-a712031e7959d564,S3,3.311329952303793,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3341546649043339,0.334154664904335,0.0051438740962262
task-v2-b5e00db3fe1a,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.8622374211843744,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.36229970848733783,0.36229970848733895,0.0074688793282423
task-v2-b9b3757d64c0,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.11750992628768,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1042384992394223,0.10423849923942674,0.0005085826020381999
task-v2-c5ed7c8b71f4,v2-S3-b001-g-a712031e7959d564,S3,3.135238693248112,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2761755486950861,0.27617554869508654,0.005594098249364099
task-v2-c95d7e1ff6e7,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.816479930623699,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.11996283203591807,0.11996283203592162,0.0003888261276741999
task-v2-ce7fc44fc7b5,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.630088714928206,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,-0.00040035978111085946,-0.0004003597811109705,0.0005964272096997958
task-v2-cf1a83d8dbf9,v2-S4-b001-g-bd62d2d752385cc7,S4,4.038328680240055,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2610723311328682,0.261072331132868,0.0031286275052688
task-v2-d7382a83ef13,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.806179973983887,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.11498805971376491,0.1149880597137648,0.019406851912531206
task-v2-e243a3cd3e64,v2-S4-b001-g-bd62d2d752385cc7,S4,3.9133899436317554,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.11391404164227192,0.11391404164226993,0.0004051752113431004
task-v2-e442db508705,v2-S1-b000-g-548c8c6335dd2a2e,S1,2.1072099696478683,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.017609815919890304,0.017609815919890304,0.003953233550521698
task-v2-e449b07a1126,v2-S5-b001-g-e0c69f84d376b633,S5,5.418539921951662,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2852349617028964,0.2852349617028982,0.0009124131011168002
task-v2-eb1005d46905,v2-S3-b000-g-8a16a856f5377a40,S3,3.311329952303793,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2446611283967961,0.244661128396797,0.009908147673371899
task-v2-ef23e17da545,v2-S3-b001-g-a712031e7959d564,S3,3.436268688912093,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.24945281293012123,0.24945281293012234,0.005359403090220899
task-v2-f0ef0f25a74e,v2-S3-b000-g-8a16a856f5377a40,S3,3.135238693248112,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2641590170076751,0.26415901700767574,0.015877069060033402
task-v2-f1a738d52e35,v2-S2-b000-g-60667963f6db3f1b,S2,2.709269960975831,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2877709526829568,0.28777095268295727,0.0165785772942064
task-v2-f4789f22d2c1,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.4082399653118496,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.006967268930449522,0.006967268930451187,0.0001463048195537997
task-v2-f5c9b9bdeb27,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.719569917615643,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.0933173156586502,0.09331731565864887,0.0009801234964790001
task-v2-f6d986d24578,v2-S4-b001-g-bd62d2d752385cc7,S4,4.339358675904037,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.39827004337102334,0.398270043371026,0.0027067009164782998
task-v2-f83834022ee2,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.806179973983887,P3_CONTINUATION_B1_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,-1.908295415264938e-05,-1.9082954152538356e-05,3.458743022700245e-05
task-v2-3cd2eda112d3,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.533178701920149,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.0013078560937720418,0.0013078560937722639,0.00010878095524329695
task-v2-2d64318cb7be,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.709269960975831,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.6570140841143404,0.657014084114343,0.0302891906162761
task-v2-3f363bac5736,v2-S2-b000-g-60667963f6db3f1b,S2,3.010299956639812,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.26434746506692464,0.2643474650669253,0.013022629623024399
task-v2-0c6c4504c3d3,v2-S3-b000-g-8a16a856f5377a40,S3,3.2144199392957367,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2844872788353858,0.2844872788353858,0.0112820013554987
task-v2-4968f3a685c2,v2-S3-b000-g-8a16a856f5377a40,S3,3.9133899436317554,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.35432421303465667,0.3543242130346904,0.000954875451055
task-v2-4d2b9f5eb099,v2-S2-b001-g-6aa6775bed3bc2cc,S2,3.010299956639812,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4779557533092962,0.4779557533092973,0.013431422272081002
task-v2-4e78b3f98433,v2-S1-b001-g-553bb3c5ba0f2136,S1,2.1072099696478683,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.17390305740309642,0.17390305740309653,0.0493912439652925
task-v2-095187356858,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.515449934959718,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.42853479793217675,0.42853479793217897,0.0023702417378462
task-v2-3f11ce371857,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.816479930623699,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.603017961725729,0.6030179617257492,0.0034347009225302004
task-v2-07b8f456a957,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.9133899436317554,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2468641633420665,0.2468641633420674,0.0042780297839541005
task-v2-0b71cbcaebc2,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.339358675904037,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.20226691128242935,0.2022669112824338,-0.0002121854780965
task-v2-5acbf653f95a,v2-S3-b001-g-a712031e7959d564,S3,3.612359947967774,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.35444881625701186,0.3544488162570114,0.0085000118939446
task-v2-5b0627539151,v2-S3-b001-g-a712031e7959d564,S3,3.2144199392957367,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.051352726811170424,0.05135272681117087,0.004505755913765598
task-v2-5de325b6f026,v2-S3-b000-g-8a16a856f5377a40,S3,3.436268688912093,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.37058045610539203,0.3705804561053956,0.008513138084593001
task-v2-59a464f36e13,v2-S4-b001-g-bd62d2d752385cc7,S4,4.816479930623699,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4194620095440982,0.41946200954411417,0.0022823714698917003
task-v2-5b5a3995de2b,v2-S4-b001-g-bd62d2d752385cc7,S4,4.11750992628768,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.25945542171121305,0.2594554217112155,0.0026894157999127
task-v2-5d31ef4af595,v2-S4-b001-g-bd62d2d752385cc7,S4,4.214419939295737,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.49110450083043333,0.49110450083043644,0.0036536214791544996
task-v2-69173fedcdae,v2-S3-b000-g-8a16a856f5377a40,S3,3.0682919036174985,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3007943735253442,0.30079437352534444,0.015513598909819
task-v2-6996479d6302,v2-S2-b000-g-60667963f6db3f1b,S2,2.4082399653118496,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.037307837783580045,0.037307837783580156,0.0031209193225453027
task-v2-606c43f06406,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.214419939295737,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.36203612590191936,0.3620361259019278,0.0011272591702596
task-v2-73f419868dc6,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.630088714928206,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.05117215659325702,0.05117215659325702,0.012079134102194411
task-v2-420d9636beee,v2-S5-b001-g-e0c69f84d376b633,S5,5.719569917615643,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4918816645791555,0.4918816645791648,0.0018585007025834002
task-v2-4746dcc3bd93,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.719569917615643,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.15491465800161208,0.1549146580016334,0.0005745593507812
task-v2-11173062a501,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.941418667231999,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4811856255494349,0.48118562554944244,0.0029620387073896
task-v2-8792ce3c54d5,v2-S3-b001-g-a712031e7959d564,S3,3.9133899436317554,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.21473345510257325,0.21473345510257658,0.004071408944737199
task-v2-8c0a098a6f8b,v2-S3-b001-g-a712031e7959d564,S3,3.0682919036174985,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3653308935665245,0.36533089356652526,0.014271937901229
task-v2-8f4071cbe937,v2-S3-b000-g-8a16a856f5377a40,S3,3.612359947967774,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3021274711819537,0.3021274711819588,0.0030297064848059
task-v2-526a936f38d9,v2-S5-b001-g-e0c69f84d376b633,S5,5.11750992628768,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.48277195836005804,0.4827719583600696,0.0012565805617612
task-v2-a0f813383468,v2-S2-b000-g-60667963f6db3f1b,S2,2.533178701920149,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.22593411094827864,0.22593411094827887,0.0170970958989231
task-v2-5f165c277bb9,v2-S5-b001-g-e0c69f84d376b633,S5,4.816479930623699,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.34615650101428397,0.3461565010142871,0.0021428170285632997
task-v2-ac528a9510be,v2-S3-b001-g-a712031e7959d564,S3,3.311329952303793,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3942490875677591,0.3942490875677609,0.0065448048715252005
task-v2-9f1427c2fbd8,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.038328680240055,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3706333768210688,0.37063337682107167,0.006116891073934199
task-v2-a2561503b5d0,v2-S4-b001-g-bd62d2d752385cc7,S4,4.515449934959718,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.25992983515574775,0.2599298351557433,0.0008730620508072
task-v2-c5ed7c8b71f4,v2-S3-b001-g-a712031e7959d564,S3,3.135238693248112,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4297295619339512,0.4297295619339514,0.0110669664326439
task-v2-7133b996bac7,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.24244866289598,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1328646054433813,0.13286460544337775,0.0006148717410706
task-v2-ce7fc44fc7b5,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.630088714928206,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.0003768773330112829,0.0003768773330111719,0.0009550364971911973
task-v2-6e79cb6720c5,v2-S5-b001-g-e0c69f84d376b633,S5,5.24244866289598,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5444091159539068,0.5444091159539108,0.0030128617052135997
task-v2-d7382a83ef13,v2-S1-b000-g-548c8c6335dd2a2e,S1,1.806179973983887,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.1338211987296538,0.1338211987296536,0.02463768874535051
task-v2-b5e00db3fe1a,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.8622374211843744,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3648049354903242,0.36480493549032533,0.007336825574842501
task-v2-e442db508705,v2-S1-b000-g-548c8c6335dd2a2e,S1,2.1072099696478683,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.018648227155823927,0.018648227155823927,0.004191389535802809
task-v2-780e1209d403,v2-S5-b001-g-e0c69f84d376b633,S5,4.640388671568018,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3516448853272065,0.35164488532720783,0.0018594306113977
task-v2-cf1a83d8dbf9,v2-S4-b001-g-bd62d2d752385cc7,S4,4.038328680240055,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3073541935861863,0.3073541935861863,0.004090486609072001
task-v2-eb1005d46905,v2-S3-b000-g-8a16a856f5377a40,S3,3.311329952303793,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3022692020418074,0.30226920204180785,0.011758699732468
task-v2-ef23e17da545,v2-S3-b001-g-a712031e7959d564,S3,3.436268688912093,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.35587813231721777,0.3558781323172191,0.0088941523753015
task-v2-f1a738d52e35,v2-S2-b000-g-60667963f6db3f1b,S2,2.709269960975831,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.4001335648317257,0.4001335648317259,0.0278727405025236
task-v2-f0ef0f25a74e,v2-S3-b000-g-8a16a856f5377a40,S3,3.135238693248112,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3130432961707119,0.31304329617071214,0.018551827352118196
task-v2-f4789f22d2c1,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.4082399653118496,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.007771707342059009,0.007771707342058454,0.00017443267305640008
task-v2-e243a3cd3e64,v2-S4-b001-g-bd62d2d752385cc7,S4,3.9133899436317554,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.19156306395112588,0.19156306395112566,0.0007634948949706002
task-v2-f83834022ee2,v2-S1-b001-g-553bb3c5ba0f2136,S1,1.806179973983887,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,-1.908295415264938e-05,-1.9082954152538356e-05,3.458743022700245e-05
task-v2-f6d986d24578,v2-S4-b001-g-bd62d2d752385cc7,S4,4.339358675904037,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.39133256095174085,0.39133256095174307,0.0021660086852677
task-v2-89b7591232ff,v2-S5-b001-g-e0c69f84d376b633,S5,4.941418667231999,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.18218940757738578,0.18218940757738933,-0.0001919485589257
task-v2-b9b3757d64c0,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.11750992628768,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2309856519445943,0.2309856519446014,0.0013639757836507998
task-v2-7d4ec5aed494,v2-S5-b000-g-a87f1b9ac089cc45,S5,5.418539921951662,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2433990558633301,0.2433990558633221,0.0012326957708377
task-v2-c95d7e1ff6e7,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.816479930623699,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.28100086134802016,0.28100086134802593,0.0011215169316192999
task-v2-e449b07a1126,v2-S5-b001-g-e0c69f84d376b633,S5,5.418539921951662,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.42707039134623903,0.42707039134623725,0.0016097971113360001
task-v2-f5c9b9bdeb27,v2-S5-b000-g-a87f1b9ac089cc45,S5,4.719569917615643,P3_CONTINUATION_B2_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.19187741573874506,0.19187741573874284,0.0015586782431304
task-v2-3cd2eda112d3,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.533178701920149,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.0026688422269647294,0.0026688422269647294,0.0003496120526307947
task-v2-2d64318cb7be,v2-S2-b001-g-6aa6775bed3bc2cc,S2,2.709269960975831,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.6815779533890491,0.6815779533890516,0.0329059891632684
task-v2-3f363bac5736,v2-S2-b000-g-60667963f6db3f1b,S2,3.010299956639812,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.2676259796226297,0.267625979622631,0.0132390663382613
task-v2-0c6c4504c3d3,v2-S3-b000-g-8a16a856f5377a40,S3,3.2144199392957367,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.311592957872489,0.3115929578724892,0.012491870342299
task-v2-4968f3a685c2,v2-S3-b000-g-8a16a856f5377a40,S3,3.9133899436317554,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.39946322876300533,0.3994632287630444,0.0011423948473118
task-v2-4d2b9f5eb099,v2-S2-b001-g-6aa6775bed3bc2cc,S2,3.010299956639812,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5875444265532848,0.587544426553287,0.0192087089454207
task-v2-4e78b3f98433,v2-S1-b001-g-553bb3c5ba0f2136,S1,2.1072099696478683,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.175188098609514,0.17518809860951412,0.04983480807691369
task-v2-095187356858,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.515449934959718,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5550835200253932,0.555083520025399,0.0035944430172113995
task-v2-3f11ce371857,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.816479930623699,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5583160487975418,0.5583160487975625,0.0029870996137470003
task-v2-07b8f456a957,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,3.9133899436317554,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3426519002375388,0.34265190023754055,0.0065631374246697995
task-v2-0b71cbcaebc2,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,4.339358675904037,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.264189905687888,0.26418990568790424,-0.00017884974478899997
task-v2-5acbf653f95a,v2-S3-b001-g-a712031e7959d564,S3,3.612359947967774,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3484676730118408,0.3484676730118419,0.0080932331529073
task-v2-5b0627539151,v2-S3-b001-g-a712031e7959d564,S3,3.2144199392957367,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.07498808153951586,0.07498808153951586,0.0054393946441504
task-v2-5de325b6f026,v2-S3-b000-g-8a16a856f5377a40,S3,3.436268688912093,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.5290520110270689,0.5290520110270727,0.014814394693874302
task-v2-59a464f36e13,v2-S4-b001-g-bd62d2d752385cc7,S4,4.816479930623699,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.35908856938265155,0.35908856938265954,0.0018040914975183998
task-v2-5b5a3995de2b,v2-S4-b001-g-bd62d2d752385cc7,S4,4.11750992628768,P3_CONTINUATION_B4_SELECTED,P2_OBJECTIVE_SELECTED_MATCHED,0.3304031365779778,0.33040313657798026,0.0037978297258827003
