task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,optimizer_seed,feasible_state_fraction,dilution_score,p2_parameters,p2_embedded_p3_parameters,embedded_p2_objective,original_p3_objective,p3_optimization_gap_vs_embedded_p2,original_p3_worse_than_embedded_p2,comparison_tolerance,embedded_p2_p_feas,original_p3_p_feas,embedded_p2_p_opt,original_p3_p_opt,embedded_p2_G_feas,original_p3_G_feas
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,1103,9.1552734375e-05,4.038328680240055,"[2.512655054356327, 4.4678502950217425, 2.2830617712591095, 0.09193215380077013]","[2.512655054356327, 4.4678502950217425, 0.0, 2.2830617712591095, 0.09193215380077013, 0.0]",1.9368107640822307,1.465189009143439,-0.47162175493879177,False,1e-10,0.0036972676243617075,0.0021048803321331,0.00136493827826579,0.0011425727844835,1.6062095680803719,1.3615560903540007
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,2207,9.1552734375e-05,4.038328680240055,"[5.303644729290461, 4.027358540448379, 2.4010940755396004, 0.10583187323471438]","[5.303644729290461, 4.027358540448379, 0.0, 2.4010940755396004, 0.10583187323471438, 0.0]",1.642801402145231,1.2828260233031794,-0.35997537884205166,False,1e-10,0.010037631733430983,0.0032872178480296,0.004613017364527839,0.0016066476894754,2.039959938225596,1.5551571665127697
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,3301,9.1552734375e-05,4.038328680240055,"[4.070078101141399, 2.0380828836674536, 2.1500803485901265, -0.12542276076495393]","[4.070078101141399, 2.0380828836674536, 0.0, 2.1500803485901265, -0.12542276076495393, 0.0]",1.8349028693625493,1.5503462003284736,-0.2845566690340757,False,1e-10,0.0034449325598519334,0.0060946056190509,0.0012270256164095246,0.0032759229001037,1.5755094045473137,1.8232742879776385
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,1103,0.0001220703125,3.9133899436317554,"[2.3413935938301136, 4.482997935421066, 2.2498782787312113, 0.09524867206701002]","[2.3413935938301136, 4.482997935421066, 0.0, 2.2498782787312113, 0.09524867206701002, 0.0]",1.8670900523509801,1.4097168265151274,-0.4573732258358527,False,1e-10,0.004304501550406184,0.0024811563027167,0.0014478666802359263,0.0013060832335365,1.5473128122109383,1.3080440675449263
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,2207,0.0001220703125,3.9133899436317554,"[5.437078136252932, 4.171705917822636, 2.4287773603919556, 0.11332324323113886]","[5.437078136252932, 4.171705917822636, 0.0, 2.4287773603919556, 0.11332324323113886, 0.0]",1.579760419530829,1.285952888261363,-0.2938075312694661,False,1e-10,0.014847563608249497,0.0013857991656339,0.00624921554916382,0.0002498690292187,2.0850451381400057,1.055090239147928
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,3301,0.0001220703125,3.9133899436317554,"[2.751854310985398, 3.9822176540998773, 2.2493765706924034, 0.08596923530720434]","[2.751854310985398, 3.9822176540998773, 0.0, 2.2493765706924034, 0.08596923530720434, 0.0]",1.8703129311423388,1.5400514118247657,-0.3302615193175731,False,1e-10,0.004213041213112258,0.007383599491839,0.0014543375598621068,0.0035940795500467,1.5379856511658405,1.7816580748779942
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,1103,0.0001373291015625,3.8622374211843744,"[2.300300982539269, 4.442745398995102, 2.2343038136424895, 0.09165869751592806]","[2.300300982539269, 4.442745398995102, 0.0, 2.2343038136424895, 0.09165869751592806, 0.0]",1.8352987326486065,1.3923781098684005,-0.44292062278020605,False,1e-10,0.004249688497405303,0.0033968820255897,0.0014565190277447482,0.0015078188749534,1.4905945185720941,1.3933178851797865
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,2207,0.0001373291015625,3.8622374211843744,"[5.535584271122773, 4.160638289638407, 2.4431431169128643, 0.10750746679110089]","[5.535584271122773, 4.160638289638407, 0.0, 2.4431431169128643, 0.10750746679110089, 0.0]",1.5434762687969839,1.228301931187317,-0.31517433760966695,False,1e-10,0.015945350334882483,0.0031104313112007,0.006684415179863665,0.0011153932319734,2.0648714867410782,1.3550580362840936
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,3301,0.0001373291015625,3.8622374211843744,"[2.5836030223586706, 3.977940502714396, 2.2406329922659984, 0.08611558495832809]","[2.5836030223586706, 3.977940502714396, 0.0, 2.2406329922659984, 0.08611558495832809, 0.0]",1.8478810619972132,1.5278685996489545,-0.32001246234825875,False,1e-10,0.004230488898700701,0.0072944523356372,0.001511004008089803,0.0032917231816713,1.488627980932624,1.7252301119938045
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,1103,1.52587890625e-05,4.816479930623699,"[4.512211673038156, 3.9304391078697862, 0.42840996606582415, -1.0352903038052013]","[4.512211673038156, 3.9304391078697862, 0.0, 0.42840996606582415, -1.0352903038052013, 0.0]",1.698750440470401,1.5398282466424114,-0.15892219382798967,False,1e-10,0.0014027996531793565,0.0003040755140594,0.0014027996531793565,0.0003040755140594,1.9634755804605448,1.2994613802416792
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,2207,1.52587890625e-05,4.816479930623699,"[5.291018513749455, 4.0288023231111945, 3.1521187102059898, -0.7736586421575486]","[5.291018513749455, 4.0288023231111945, 0.0, 3.1521187102059898, -0.7736586421575486, 0.0]",1.7205705641949707,1.680208763142972,-0.0403618010519986,False,1e-10,0.0016900544212418627,0.0014885651729823,0.0016900544212418627,0.0014885651729823,2.0443806201276113,1.9892477844851555
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,3301,1.52587890625e-05,4.816479930623699,"[5.3690328735065425, 3.8945786734393733, 2.3283792101969993, 0.12479535038857366]","[5.3690328735065425, 3.8945786734393733, 0.0, 2.3283792101969993, 0.12479535038857366, 0.0]",1.9172856306326176,1.554118631450407,-0.3631669991822106,False,1e-10,0.0014433649974096843,0.0041731467141265,0.0014433649974096843,0.0041731467141265,1.9758560997743497,2.4369435839708093
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,1103,3.0517578125e-05,4.515449934959718,"[2.68412702054293, 5.249363752773528, 3.188827735811626, -0.7909104594807059]","[2.68412702054293, 5.249363752773528, 0.0, 3.188827735811626, -0.7909104594807059, 0.0]",1.5606313946049768,1.3944291448611557,-0.16620224974382114,False,1e-10,0.00393899117854681,0.0017515802764144,0.0022961116992394172,0.0015620175483147,2.1108349431583666,1.7588799811552016
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,2207,3.0517578125e-05,4.515449934959718,"[5.34222760112521, 4.212479534895196, 2.3365333010306846, 0.10393585706282553]","[5.34222760112521, 4.212479534895196, 0.0, 2.3365333010306846, 0.10393585706282553, 0.0]",1.7453037910749445,1.3430545443533883,-0.40224924672155615,False,1e-10,0.004375681002862103,0.0017413254344057,0.001372534330098227,0.0016303151946381,2.156495588379584,1.7563298784830756
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,3301,3.0517578125e-05,4.515449934959718,"[5.034280354286156, 3.7126374294697504, 2.359884500089478, 0.10421524253570232]","[5.034280354286156, 3.7126374294697504, 0.0, 2.359884500089478, 0.10421524253570232, 0.0]",1.824764564124827,1.4795527341462424,-0.34521182997858446,False,1e-10,0.0028432608202754142,0.0017960396412754,0.00038675768761070264,0.0011808599344669,1.969266635526279,1.7697658529241922
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,1103,4.57763671875e-05,4.339358675904037,"[2.647501350374748, 5.319563819718795, 3.1790621588205346, -0.78739489745014]","[2.647501350374748, 5.319563819718795, 0.0, 3.1790621588205346, -0.78739489745014, 0.0]",1.5510844743229253,1.3796136841591309,-0.1714707901637944,False,1e-10,0.005213609781040244,0.0020573155433731,0.002300817215122592,0.0015836834177314,2.056497198654473,1.6526595831728907
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,2207,4.57763671875e-05,4.339358675904037,"[5.236161746479105, 4.1991827760952205, 2.354446167321232, 0.11018317647910121]","[5.236161746479105, 4.1991827760952205, 0.0, 2.354446167321232, 0.11018317647910121, 0.0]",1.758745927609906,1.3272841379727334,-0.43146178963717263,False,1e-10,0.0056632093637948005,0.0024571602725289,0.001486436205066765,0.0019322123306646,2.092421293306666,1.729792160916808
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,3301,4.57763671875e-05,4.339358675904037,"[5.708367919029502, 3.9937589813505925, 2.3854070761958712, 0.10852645605789317]","[5.708367919029502, 3.9937589813505925, 0.0, 2.3854070761958712, 0.10852645605789317, 0.0]",1.678917019365078,1.4732202070132483,-0.20569681235182968,False,1e-10,0.005973464595736156,0.0021036840447622,0.0013850207731905828,0.0010801685232888,2.1155849699107403,1.6623391889901906
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,1103,6.103515625e-05,4.214419939295737,"[2.710358359514951, 4.45024395215792, 2.2948412335999326, 0.09071943097895667]","[2.710358359514951, 4.45024395215792, 0.0, 2.2948412335999326, 0.09071943097895667, 0.0]",1.9925596946169544,1.4190728579974936,-0.5734868366194608,False,1e-10,0.002930980904927381,0.0034239702878865,0.00087902226183035,0.002685754331607,1.6814329283545462,1.7489499266492978
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,2207,6.103515625e-05,4.214419939295737,"[5.500610459534838, 4.202293684052995, 2.40403986351072, 0.09293122088557976]","[5.500610459534838, 4.202293684052995, 0.0, 2.40403986351072, 0.09293122088557976, 0.0]",1.6256199212116393,1.259948731612452,-0.3656711895991873,False,1e-10,0.008264208041351794,0.0029858691797164,0.0030535211092855958,0.0023971161488018,2.131621180778482,1.6894907152996643
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,3301,6.103515625e-05,4.214419939295737,"[6.089635855056756, 1.270232980290997, 2.5952946372317545, -0.34509165296780636]","[6.089635855056756, 1.270232980290997, 0.0, 2.5952946372317545, -0.34509165296780636, 0.0]",1.4537201462314218,1.49246420070966,0.038744054478238255,True,1e-10,0.005297231566489149,0.0063154622053538,0.0016164887921359772,0.0030353778706151,1.9384688976665339,2.014825079759378
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,1103,7.62939453125e-05,4.11750992628768,"[2.773650382576821, 4.397274207763687, 2.2840309570386834, 0.09031578044979562]","[2.773650382576821, 4.397274207763687, 0.0, 2.2840309570386834, 0.09031578044979562, 0.0]",1.9634324701349057,1.4016698068432565,-0.5617626632916493,False,1e-10,0.003279202311175685,0.0030643260796143,0.0009142033755373273,0.0022423826357311,1.633278137686176,1.6038449036458258
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,2207,7.62939453125e-05,4.11750992628768,"[5.698741696704778, 4.093949542587866, 2.421309056216148, 0.10642663591831496]","[5.698741696704778, 4.093949542587866, 0.0, 2.421309056216148, 0.10642663591831496, 0.0]",1.5700904745513848,1.2351989414276217,-0.3348915331237632,False,1e-10,0.01127217491144787,0.0039453432851876,0.003900338335749927,0.0032616076060359,2.1695176454314984,1.7135947235356557
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,3301,7.62939453125e-05,4.11750992628768,"[4.408227601389611, 2.0263073719290916, 2.1634192573821203, -0.10604399414763346]","[4.408227601389611, 2.0263073719290916, 0.0, 2.1634192573821203, -0.10604399414763346, 0.0]",1.8574530493091654,1.492335719343098,-0.3651173299660675,False,1e-10,0.0022342016990503748,0.0072912881759174,0.0005201283167842044,0.0031394950893927,1.4666323040334464,1.980314189622119
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,1103,9.1552734375e-05,4.038328680240055,"[2.621614057247582, 4.461914212542854, 2.2603067047797856, 0.08774937765496452]","[2.621614057247582, 4.461914212542854, 0.0, 2.2603067047797856, 0.08774937765496452, 0.0]",1.97074534007116,1.386306201082544,-0.5844391389886161,False,1e-10,0.0032263975049916208,0.003486442307474,0.0008911254446083741,0.0020376734164085,1.5470465533950881,1.580711163275048
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,2207,9.1552734375e-05,4.038328680240055,"[6.201001262929512, 4.0711430130357975, 2.423600647401147, 0.09792080092044632]","[6.201001262929512, 4.0711430130357975, 0.0, 2.423600647401147, 0.09792080092044632, 0.0]",1.4597950213728927,1.2307022796542304,-0.22909274171866234,False,1e-10,0.014106868042303045,0.003234222009544,0.0047156609372846475,0.0024423208300743,2.187759284148428,1.5480985084915158
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,3301,9.1552734375e-05,4.038328680240055,"[4.1605605247002835, 2.170285388743379, 2.114669228493137, -0.11540578748458219]","[4.1605605247002835, 2.170285388743379, 0.0, 2.114669228493137, -0.11540578748458219, 0.0]",1.8774220106339796,1.490208677686519,-0.3872133329474605,False,1e-10,0.0024769107983920926,0.0087536354095119,0.0006490820817053747,0.0032329119997018,1.4322390467517483,1.9805171344506085
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,1103,0.0001220703125,3.9133899436317554,"[2.4818672507609434, 4.420440065960103, 2.2247874926464264, 0.0882034950461033]","[2.4818672507609434, 4.420440065960103, 0.0, 2.2247874926464264, 0.0882034950461033, 0.0]",1.8947006535092092,1.3538882927477247,-0.5408123607614845,False,1e-10,0.0033667042185197595,0.0052610374542036,0.0008775112735207789,0.0028706419379524,1.4405949067952202,1.634461337254817
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,2207,0.0001220703125,3.9133899436317554,"[5.5387399529802535, 4.030823317524362, 2.4503859118970626, 0.08671474556053564]","[5.5387399529802535, 4.030823317524362, 0.0, 2.4503859118970626, 0.08671474556053564, 0.0]",1.5854349278900393,1.2146434975744642,-0.37079143031557504,False,1e-10,0.011560374052012289,0.0028136419461616,0.003357884617217046,0.0021095572053819,1.9763618301467785,1.3626587735108469
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,3301,0.0001220703125,3.9133899436317554,"[5.607334200093741, 2.055472429760336, 3.148106631075005, -0.7441190841142521]","[5.607334200093741, 2.055472429760336, 0.0, 3.148106631075005, -0.7441190841142521, 0.0]",1.3747796770323961,1.4817977948940593,0.10701811786166315,True,1e-10,0.008623962956360611,0.0102879772250811,0.0024417702758207107,0.0031838101415407,1.849096825996366,1.9257199377973884
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,1103,1.9073486328125e-06,5.719569917615643,"[3.8102321809137987, 6.314816841899302, 3.5202669297640834, -0.9771540043965765]","[3.8102321809137987, 6.314816841899302, 0.0, 3.5202669297640834, -0.9771540043965765, 0.0]",1.5411848323389508,1.3444411306926336,-0.19674370164631716,False,1e-10,0.0013405078361813899,0.0004563434435189,0.0013405078361813899,0.0004563434435189,2.846839274689028,2.3788617328324566
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,2207,1.9073486328125e-06,5.719569917615643,"[5.653657126494847, 4.512969025923965, 3.520385584742521, -1.021562749074859]","[5.653657126494847, 4.512969025923965, 0.0, 3.520385584742521, -1.021562749074859, 0.0]",1.549704857262723,1.317309294211496,-0.2323955630512271,False,1e-10,0.0018766987302200448,0.0003028967936232,0.0018766987302200448,0.0003028967936232,2.9929644777679374,2.20086459365864
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,3301,1.9073486328125e-06,5.719569917615643,"[5.416836331103599, 4.215089772190831, 3.448931571555684, -1.0004989938553175]","[5.416836331103599, 4.215089772190831, 0.0, 3.448931571555684, -1.0004989938553175, 0.0]",1.600463758313535,1.5119233825477822,-0.0885403757657528,False,1e-10,0.0016825356939664034,0.0018559118546712,0.0016825356939664034,0.0018559118546712,2.945534203901384,2.988127263453792
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,1103,3.814697265625e-06,5.418539921951662,"[3.1080823017054375, 6.074614465097657, 3.4664588203460105, -0.9297911719790833]","[3.1080823017054375, 6.074614465097657, 0.0, 3.4664588203460105, -0.9297911719790833, 0.0]",1.6116499675274527,1.3499417307354746,-0.2617082367919781,False,1e-10,0.0017291184772473553,0.0006909497764124,0.0014666198222582022,0.0006029283989017,2.656364673613052,2.257986402582524
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,2207,3.814697265625e-06,5.418539921951662,"[4.926428521645657, 5.463179799577873, 3.566159815773168, -1.0140254178605792]","[4.926428521645657, 5.463179799577873, 0.0, 3.566159815773168, -1.0140254178605792, 0.0]",1.5133563193917063,1.3451439482496226,-0.16821237114208376,False,1e-10,0.001915237419471327,0.0007084899810283,0.0016403271379984371,0.0006116349003954,2.7007625402432978,2.268873635088598
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,3301,3.814697265625e-06,5.418539921951662,"[5.96948073493069, 4.879706219990906, 3.5865686657715794, -1.0513028615592015]","[5.96948073493069, 4.879706219990906, 0.0, 3.5865686657715794, -1.0513028615592015, 0.0]",1.4812518649174267,1.4615152939227067,-0.019736570994719926,False,1e-10,0.00210031188871031,0.0016620060029199,0.0017897741847382712,0.0014562811450375,2.7408237126324027,2.6391725100100496
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,1103,5.7220458984375e-06,5.24244866289598,"[3.3044483883013265, 5.995854955421595, 3.4313619716123083, -0.92538659008274]","[3.3044483883013265, 5.995854955421595, 0.0, 3.4313619716123083, -0.92538659008274, 0.0]",1.6026079483060587,1.372919707611956,-0.22968824069410276,False,1e-10,0.00226921185016015,0.0011716047540416,0.0015105729299285265,0.0007653365057644,2.5983237057446313,2.311229788153617
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,2207,5.7220458984375e-06,5.24244866289598,"[5.5562435213009245, 5.685944369417065, 3.642771129607981, -1.0505536819076824]","[5.5562435213009245, 5.685944369417065, 0.0, 3.642771129607981, -1.0505536819076824, 0.0]",1.4448078123453976,1.4792694609394017,0.034461648594004135,True,1e-10,0.0022064114852885187,0.0027622534599986,0.0015154869523840795,0.0018786249345011,2.5861351724168613,2.6837121891402003
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,3301,5.7220458984375e-06,5.24244866289598,"[5.856422404041593, 4.495682629008839, 3.4873510162301637, -0.9742909604231572]","[5.856422404041593, 4.495682629008839, 0.0, 3.4873510162301637, -0.9742909604231572, 0.0]",1.5262408820915705,1.5144664661513518,-0.011774415940218663,False,1e-10,0.0036029017007548026,0.0023682693308206,0.002371465135470927,0.0015846264101082,2.7991010761697743,2.616879753783786
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,1103,7.62939453125e-06,5.11750992628768,"[3.598029142093777, 6.135909442258457, 3.515109583760944, -0.9515024582442685]","[3.598029142093777, 6.135909442258457, 0.0, 3.515109583760944, -0.9515024582442685, 0.0]",1.5597795772327272,1.3630556624253145,-0.1967239148074127,False,1e-10,0.003085008479978441,0.0013706407633693,0.001586407014203555,0.000686831228806,2.6067662884341796,2.254433570041574
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,2207,7.62939453125e-06,5.11750992628768,"[5.855801609338279, 4.260759453863629, 3.5442501732782845, -1.0321503420098712]","[5.855801609338279, 4.260759453863629, 0.0, 3.5442501732782845, -1.0321503420098712, 0.0]",1.5355529277920832,1.4726932394969965,-0.0628596882950867,False,1e-10,0.0038895256473578045,0.0037307851849825,0.0020029263401976946,0.0018918249538936,2.707406565840505,2.6893101697904425
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,3301,7.62939453125e-06,5.11750992628768,"[5.530560640170587, 4.910928931805477, 3.5357921849832588, -1.0149117847322668]","[5.530560640170587, 4.910928931805477, 0.0, 3.5357921849832588, -1.0149117847322668, 0.0]",1.5075165545486606,1.4663588287799918,-0.04115772576866883,False,1e-10,0.003596119054659991,0.0030928941224263,0.0018674160058223693,0.0016335164696191,2.673343987526288,2.6078749795488547
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,1103,1.1444091796875e-05,4.941418667231999,"[3.1749066575287777, 5.437569107023978, 3.4120280287950466, -0.890396999791317]","[3.1749066575287777, 5.437569107023978, 0.0, 3.4120280287950466, -0.890396999791317, 0.0]",1.5637343724398405,1.3526440048513035,-0.21109036758853694,False,1e-10,0.0031708231760073672,0.0049724402971885,0.0013883516769821716,0.002291505522762,2.44259069108644,2.6379882445976603
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,2207,1.1444091796875e-05,4.941418667231999,"[5.2286187237450585, 4.146076661945227, 2.3059942489842524, 0.11395062740996487]","[5.2286187237450585, 4.146076661945227, 0.0, 2.3059942489842524, 0.11395062740996487, 0.0]",1.8520764660525812,1.3827212609851782,-0.469355205067403,False,1e-10,0.003764112402109416,0.0051886949782224,0.001354253186432209,0.0022628054053096,2.517081250873247,2.656476808312661
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,3301,1.1444091796875e-05,4.941418667231999,"[4.8147342045464265, 3.771374559770481, 2.303021650952555, 0.10275334619635582]","[4.8147342045464265, 3.771374559770481, 0.0, 2.303021650952555, 0.10275334619635582, 0.0]",1.9323240481316672,1.4496953036732858,-0.48262874445838144,False,1e-10,0.002764235227898212,0.0065608559157571,0.0010182110288150792,0.0028278595333879,2.3829936646285836,2.75837916746778
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,1103,1.52587890625e-05,4.816479930623699,"[2.4973023032769386, 4.459010848409388, 2.2396582916962138, 0.09065704775873534]","[2.4973023032769386, 4.459010848409388, 0.0, 2.2396582916962138, 0.09065704775873534, 0.0]",1.953129236940592,1.318465089655528,-0.6346641472850638,False,1e-10,0.001226280558359421,0.0064047110280526,0.0002413920382320095,0.0024720819822199,1.9050697735695132,2.6229794703635334
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,2207,1.52587890625e-05,4.816479930623699,"[5.081952603947341, 3.127935499730127, 3.1464629182892114, -0.754637417330586]","[5.081952603947341, 3.127935499730127, 0.0, 3.1464629182892114, -0.754637417330586, 0.0]",1.4405345852132978,1.1962786162289976,-0.24425596898430024,False,1e-10,0.003783959734541896,0.0008227791909541,0.0013719157989419651,0.0002698035314298,2.394426437011143,1.73176322997107
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,3301,1.52587890625e-05,4.816479930623699,"[2.1150476099639195, 2.08803740505908, 2.4733721332841783, -0.4153136182378925]","[2.1150476099639195, 2.08803740505908, 0.0, 2.4733721332841783, -0.4153136182378925, 0.0]",1.8243528272922718,1.4890539464046113,-0.33529888088766047,False,1e-10,0.0006649557676505575,0.0040838585063571,0.00018170572141628356,0.0014444449139414,1.6392726879505886,2.427550617277345
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,1103,1.9073486328125e-05,4.719569917615643,"[2.197957776992403, 4.542662398662879, 2.189133895079163, 0.08969170490899049]","[2.197957776992403, 4.542662398662879, 0.0, 2.189133895079163, 0.08969170490899049, 0.0]",1.8397922328992635,1.312618512473818,-0.5271737204254454,False,1e-10,0.0011279486052409781,0.006366673880631,0.00019354814792740707,0.0022650485496464,1.7718592291701045,2.523482522235301
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,2207,1.9073486328125e-05,4.719569917615643,"[6.487422177937001, 4.489335658746522, 2.4302172968027707, 0.09463589246260522]","[6.487422177937001, 4.489335658746522, 0.0, 2.4302172968027707, 0.09463589246260522, 0.0]",1.4127457292647132,1.7058474229262064,0.2931016936614932,True,1e-10,0.006813227341655313,0.0031161999410096,0.0015204493637917507,0.0008858475717362,2.552922798200298,2.213195232627539
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,3301,1.9073486328125e-05,4.719569917615643,"[2.200733833414021, 4.372390561604945, 2.197852658414611, 0.09015247066101743]","[2.200733833414021, 4.372390561604945, 0.0, 2.197852658414611, 0.09015247066101743, 0.0]",1.8404694544486124,1.4272475110717069,-0.41322194337690554,False,1e-10,0.0012099672825750907,0.004682152600795,0.0002135512976087517,0.0013127255348363,1.8023435448005196,2.3900154817398547
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,1103,1.9073486328125e-06,5.719569917615643,"[4.612840705462802, 4.410757818983318, 0.5539584149385368, -1.1370973824703121]","[4.612840705462802, 4.410757818983318, 0.0, 0.5539584149385368, -1.1370973824703121, 0.0]",1.6363143864257585,1.5729888954802085,-0.06332549094555007,False,1e-10,0.0008834380034333239,0.0005028094008096,0.0008834380034333239,0.0005028094008096,2.6657459952710743,2.4209733065213843
