task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,optimizer_seed,feasible_state_fraction,dilution_score,p2_parameters,p2_embedded_p3_parameters,embedded_p2_objective,original_p3_objective,p3_optimization_gap_vs_embedded_p2,original_p3_worse_than_embedded_p2,comparison_tolerance,embedded_p2_p_feas,original_p3_p_feas,embedded_p2_p_opt,original_p3_p_opt,embedded_p2_G_feas,original_p3_G_feas
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,13,1103,0.0001220703125,3.9133899436317554,"[2.3572979579313866, 5.058713558072617, 3.71953118117793, -0.9818183631331936]","[2.3572979579313866, 5.058713558072617, 0.0, 3.71953118117793, -0.9818183631331936, 0.0]",1.5661662043649591,1.4040450075077988,-0.1621211968571603,False,1e-10,0.0007571627437660875,0.0002844438852502,0.0007571627437660875,0.0002844438852502,0.7925791799656814,0.3673865457164641
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,13,2207,0.0001220703125,3.9133899436317554,"[4.95466250134755, 3.9014339141787193, 2.39102458528959, 0.1400986467793451]","[4.95466250134755, 3.9014339141787193, 0.0, 2.39102458528959, 0.1400986467793451, 0.0]",1.723243703630919,1.3634444461393376,-0.35979925749158137,False,1e-10,0.00365168135991514,1.117364248697446e-06,0.00365168135991514,1.117364248697446e-06,1.4758828182804453,-2.038415284853149
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,13,3301,0.0001220703125,3.9133899436317554,"[4.873460008371536, 4.005431361233183, 2.365097705196825, 0.14007590962037544]","[4.873460008371536, 4.005431361233183, 0.0, 2.365097705196825, 0.14007590962037544, 0.0]",1.7325285318060049,1.4957194048050328,-0.236809127000972,False,1e-10,0.0038786435284181263,0.0003941397380256,0.0038786435284181263,0.0003941397380256,1.5020698106886525,0.5090401672190599
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,13,1103,0.000244140625,3.612359947967774,"[2.1168240366329436, 4.723762899386075, 3.256906727770692, -0.7870703560194641]","[2.1168240366329436, 4.723762899386075, 0.0, 3.256906727770692, -0.7870703560194641, 0.0]",1.553451696088962,1.3700371591508504,-0.1834145369381115,False,1e-10,0.0063045427600074925,0.00018080444173,0.0030173718268976155,6.649516902297725e-05,1.4120135426030578,-0.1304309566719667
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,13,2207,0.000244140625,3.612359947967774,"[5.343318955948739, 4.032572872322911, 2.395916115792995, 0.1357736133742755]","[5.343318955948739, 4.032572872322911, 0.0, 2.395916115792995, 0.1357736133742755, 0.0]",1.6202989530598306,1.3120680130486255,-0.3082309400112051,False,1e-10,0.010250487198277692,5.788802992208579e-05,0.004321012036736742,2.9719877789439017e-05,1.6231044555542025,-0.6250512823674074
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,13,3301,0.000244140625,3.612359947967774,"[4.336174421362953, 4.000800523865128, 2.3361730754122445, 0.13262829830803868]","[4.336174421362953, 4.000800523865128, 0.0, 2.3361730754122445, 0.13262829830803868, 0.0]",1.7841999004970264,1.459896567386291,-0.32430333311073545,False,1e-10,0.006077382019728727,0.001159882583891,0.0024545190596027707,0.0005169028983737,1.396076484602337,0.6767739753419605
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,13,1103,0.0003662109375,3.436268688912093,"[2.0522876013912557, 4.8079350627351785, 3.254631144510704, -0.7771932871610482]","[2.0522876013912557, 4.8079350627351785, 0.0, 3.254631144510704, -0.7771932871610482, 0.0]",1.5459860591715722,1.368878263466886,-0.17710779570468627,False,1e-10,0.009742829274044096,0.0002870434807039,0.006325260977323388,0.0001644616076857,1.4249537812812472,-0.1057836234148621
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,13,2207,0.0003662109375,3.436268688912093,"[5.401688835417383, 4.219518712455906, 2.3999252208882966, 0.12171550989365058]","[5.401688835417383, 4.219518712455906, 0.0, 2.3999252208882966, 0.12171550989365058, 0.0]",1.6044433005653302,1.3213400887533846,-0.28310321181194564,False,1e-10,0.017229915019693755,5.485345535543948e-05,0.010659726785909122,3.5160951432990195e-05,1.672551824365398,-0.8245273210270436
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,13,3301,0.0003662109375,3.436268688912093,"[4.267269136216224, 4.093449287093491, 2.351608707020882, 0.11452906070144965]","[4.267269136216224, 4.093449287093491, 0.0, 2.351608707020882, 0.11452906070144965, 0.0]",1.784244648455573,1.4610271831979866,-0.3232174652575863,False,1e-10,0.0088456744928828,0.0014370096251193,0.005128257552321947,0.0008432544769369,1.382999642875611,0.5937283659692263
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,13,1103,0.00048828125,3.311329952303793,"[2.8426933144772715, 4.26334162639579, 2.323998914921688, 0.11077766136798751]","[2.8426933144772715, 4.26334162639579, 0.0, 2.323998914921688, 0.11077766136798751, 0.0]",1.8712655877875395,1.379885248250827,-0.49138033953671245,False,1e-10,0.009157051512847543,0.0046015382583044,0.001833023527953416,0.0040406261283472,1.2730856096141434,0.9742329895109731
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,13,2207,0.00048828125,3.311329952303793,"[5.646268770461309, 4.087709939516235, 2.451268107417907, 0.13357294455980182]","[5.646268770461309, 4.087709939516235, 0.0, 2.451268107417907, 0.13357294455980182, 0.0]",1.515837039047168,1.2863456020319182,-0.22949143701524988,False,1e-10,0.02759973422225965,0.0156268209871174,0.0077774862786999565,0.0153670607461927,1.7522348522544526,1.5052005894288027
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,13,3301,0.00048828125,3.311329952303793,"[4.509241470476661, 3.6659926750969, 2.3993750512580925, 0.13074545995770717]","[4.509241470476661, 3.6659926750969, 0.0, 2.3993750512580925, 0.13074545995770717, 0.0]",1.762903332195945,1.5241612544202598,-0.23874207777568524,False,1e-10,0.008770626715635112,0.0321550435432471,0.0007495579806446247,0.0258490890090168,1.2543605798109256,1.8185790543295348
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,13,1103,0.0006103515625,3.2144199392957367,"[2.853339307711231, 4.364054076487135, 2.312596769104051, 0.10473061984598919]","[2.853339307711231, 4.364054076487135, 0.0, 2.312596769104051, 0.10473061984598919, 0.0]",1.860672100206132,1.3855528032441755,-0.4751192969619564,False,1e-10,0.01109304391620305,0.0034412948326484,0.0018950926824330013,0.0028169805097968,1.2594706716146264,0.7511418216542655
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,13,2207,0.0006103515625,3.2144199392957367,"[5.633014571174835, 4.166480396683977, 2.4485288277994526, 0.12896163233685734]","[5.633014571174835, 4.166480396683977, 0.0, 2.4485288277994526, 0.12896163233685734, 0.0]",1.5069255612077626,1.2719140178881192,-0.23501154331964336,False,1e-10,0.03570960891095743,0.0109396252868735,0.008700542826461181,0.0106855097005541,1.767205033152949,1.253422385732804
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,13,3301,0.0006103515625,3.2144199392957367,"[4.682520769585472, 3.772770230251288, 2.3939969807495394, 0.13513522349157267]","[4.682520769585472, 3.772770230251288, 0.0, 2.3939969807495394, 0.13513522349157267, 0.0]",1.7271813585777376,1.518761906560829,-0.20841945201690848,False,1e-10,0.013589359766591666,0.0341245131949279,0.0012769129042623148,0.0258227633901698,1.3476189356613344,1.74748640393753
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,13,1103,0.000732421875,3.135238693248112,"[2.403160274171025, 4.486461953335328, 2.285528945747223, 0.10596286308144709]","[2.403160274171025, 4.486461953335328, 0.0, 2.285528945747223, 0.10596286308144709, 0.0]",1.8119808439914964,1.3607286723749443,-0.45125217161655207,False,1e-10,0.013040008167317388,0.0038824157746185,0.0032866343105570394,0.0033265860819369,1.2505165566547314,0.7243407361380407
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,13,2207,0.000732421875,3.135238693248112,"[5.411947977517282, 4.118635098447074, 2.457470432297963, 0.14401380171856928]","[5.411947977517282, 4.118635098447074, 0.0, 2.457470432297963, 0.14401380171856928, 0.0]",1.5372532578913214,1.3769420469493512,-0.1603112109419702,False,1e-10,0.04401266490019086,0.0264472466113435,0.014629322478959162,0.0116661978224095,1.778816358480202,1.5576191581356305
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,13,3301,0.000732421875,3.135238693248112,"[2.1661095265763564, 1.8648525946711887, 2.2889542059110757, -0.1880815918125395]","[2.1661095265763564, 1.8648525946711887, 0.0, 2.2889542059110757, -0.1880815918125395, 0.0]",1.6852294122733902,1.536779615676418,-0.14844979659697222,False,1e-10,0.01822968468925347,0.0472765839574313,0.004167070289092292,0.0362536043092416,1.3960178501695955,1.8098847816366448
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,13,1103,0.0008544921875,3.0682919036174985,"[1.8934236172164045, 4.496711874635474, 2.266711729638974, 0.11075925032389869]","[1.8934236172164045, 4.496711874635474, 0.0, 2.266711729638974, 0.11075925032389869, 0.0]",1.6812927526463834,1.359327304408583,-0.3219654482378005,False,1e-10,0.014924688681546198,0.0060999342358516,0.004058837584756773,0.0055273958839622,1.2421971844375506,0.8536170564707748
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,13,2207,0.0008544921875,3.0682919036174985,"[1.0066855960067225, 6.737128967179567, 2.8781035626707694, -0.5777751815110356]","[1.0066855960067225, 6.737128967179567, 0.0, 2.8781035626707694, -0.5777751815110356, 0.0]",1.252634297757721,1.2979051459430204,0.04527084818529947,True,1e-10,0.04526099539121532,0.0376391866945274,0.014108682627872099,0.0143649179204729,1.724016004454913,1.643932134262863
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,13,3301,0.0008544921875,3.0682919036174985,"[1.8998040538300824, 4.277136001694996, 2.2755545795975127, 0.1088488178213923]","[1.8998040538300824, 4.277136001694996, 0.0, 2.2755545795975127, 0.1088488178213923, 0.0]",1.6804249421250606,1.5249098080859995,-0.15551513403906103,False,1e-10,0.01544267859227611,0.0601433360023674,0.0041899926547951825,0.045999017943402,1.2570145362072223,1.8474794172928417
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,13,1103,0.0001220703125,3.9133899436317554,"[3.7891991776554947, 4.454716512640481, 2.327954576639622, 0.13488641688017622]","[3.7891991776554947, 4.454716512640481, 0.0, 2.327954576639622, 0.13488641688017622, 0.0]",1.8614742912093265,1.3360128356209424,-0.5254614555883841,False,1e-10,0.006675113950212599,6.75373281040229e-05,0.006675113950212599,6.75373281040229e-05,1.7378486275299623,-0.2570661811857055
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,13,2207,0.0001220703125,3.9133899436317554,"[5.0029460925648035, 3.979640214938352, 2.389496325220441, 0.14849377373478165]","[5.0029460925648035, 3.979640214938352, 0.0, 2.389496325220441, 0.14849377373478165, 0.0]",1.6704437635456042,1.3416299380188574,-0.32881382552674676,False,1e-10,0.006365722324175162,0.0004633303505832,0.006365722324175162,0.0004633303505832,1.7172376341987676,0.5792806933472985
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,13,3301,0.0001220703125,3.9133899436317554,"[4.493028886125917, 4.1137511090690095, 2.3681191939829174, 0.13012519523742738]","[4.493028886125917, 4.1137511090690095, 0.0, 2.3681191939829174, 0.13012519523742738, 0.0]",1.7372070895330716,1.429404327379575,-0.30780276215349667,False,1e-10,0.005940516635781989,9.089776884822254e-05,0.005940516635781989,9.089776884822254e-05,1.687214160046009,-0.1280568330890412
task-v2-5acbf653f95a,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D2,13,1103,0.000244140625,3.612359947967774,"[1.8096526448457124, 4.427765583131744, 3.298075240497105, -0.7925145293331105]","[1.8096526448457124, 4.427765583131744, 0.0, 3.298075240497105, -0.7925145293331105, 0.0]",1.5454985842359963,1.317649718412082,-0.2278488658239144,False,1e-10,0.011267871512759731,6.20052530240203e-05,0.00760711634922776,3.164715937668992e-05,1.6642018340612763,-0.5952115679742083
task-v2-5acbf653f95a,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D2,13,2207,0.000244140625,3.612359947967774,"[5.199240217596663, 4.116129482099739, 2.423293068603699, 0.13635530308038885]","[5.199240217596663, 4.116129482099739, 0.0, 2.423293068603699, 0.13635530308038885, 0.0]",1.5795989005784794,1.6256222603928714,0.046023359814391984,True,1e-10,0.018074521164158794,0.0170503575944847,0.011066591198859436,0.0101174172643376,1.8694267486221345,1.8440934397820936
task-v2-5acbf653f95a,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D2,13,3301,0.000244140625,3.612359947967774,"[4.126723889992096, 3.952591857521462, 2.3780168945115645, 0.12538119979410842]","[4.126723889992096, 3.952591857521462, 0.0, 2.3780168945115645, 0.12538119979410842, 0.0]",1.7413387916410565,1.4549157630954046,-0.28642302854565194,False,1e-10,0.00857036150461034,0.0013909516661811,0.0052746550763997264,0.0009462003912587,1.5453590891612439,0.7556719870356513
task-v2-ef23e17da545,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D3,13,1103,0.0003662109375,3.436268688912093,"[2.2714872943911133, 4.250133703158532, 3.2430257322725558, -0.7625701804350202]","[2.2714872943911133, 4.250133703158532, 0.0, 3.2430257322725558, -0.7625701804350202, 0.0]",1.493807417621046,1.3147084168547702,-0.17909900076627583,False,1e-10,0.015982112721630984,0.0004395778371526,0.008404104377182751,0.0003451788175746,1.6399028783266807,0.0793044767469546
task-v2-ef23e17da545,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D3,13,2207,0.0003662109375,3.436268688912093,"[5.2616132205943265, 4.092351903530169, 2.4287248207611687, 0.1427300393204812]","[5.2616132205943265, 4.092351903530169, 0.0, 2.4287248207611687, 0.1427300393204812, 0.0]",1.5402577376571767,1.305341458090839,-0.23491627956633776,False,1e-10,0.027461506214849232,0.0010543416536876,0.013415050930005576,0.0008869811436563,1.8749930427472075,0.4592500533636531
task-v2-ef23e17da545,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D3,13,3301,0.0003662109375,3.436268688912093,"[4.57371302373506, 3.652751477909695, 2.4176599920853015, 0.12555934794714407]","[4.57371302373506, 3.652751477909695, 0.0, 2.4176599920853015, 0.12555934794714407, 0.0]",1.677877050265888,1.4412407998978038,-0.2366362503680841,False,1e-10,0.011499434633958095,0.0014615086358821,0.006397143668736817,0.0007495550062939,1.4969451778406622,0.6010700748080056
task-v2-ac528a9510be,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D4,13,1103,0.00048828125,3.311329952303793,"[2.211330322619683, 4.142834361128571, 3.250568861354951, -0.7625095119854509]","[2.211330322619683, 4.142834361128571, 0.0, 3.250568861354951, -0.7625095119854509, 0.0]",1.4686282741603391,1.333461140761226,-0.13516713339911313,False,1e-10,0.01980778342329848,0.0003729218415256,0.0037751730709685368,1.201680639010443e-05,1.6081658311290459,-0.1170522275521652
task-v2-ac528a9510be,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D4,13,2207,0.00048828125,3.311329952303793,"[5.440467180769739, 4.113856819790943, 2.4486484340005896, 0.1454917203504002]","[5.440467180769739, 4.113856819790943, 0.0, 2.4486484340005896, 0.1454917203504002, 0.0]",1.495901513162344,1.5206913604906729,0.024789847328328785,True,1e-10,0.04038442538388196,0.0235076867374432,0.008321825837552083,0.0044450999515367,1.9175438601380856,1.6825398469926454
task-v2-ac528a9510be,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D4,13,3301,0.00048828125,3.311329952303793,"[5.044852182629291, 3.8905706916132896, 2.479627921793169, 0.16726928274639694]","[5.044852182629291, 3.8905706916132896, 0.0, 2.479627921793169, 0.16726928274639694, 0.0]",1.5914371774609704,1.4598028559635194,-0.1316343214974509,False,1e-10,0.033599101177943944,0.001409420162956,0.00617495940680856,0.0003240717610355,1.8376576118757695,0.4603704324620151
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,1103,0.0006103515625,3.2144199392957367,"[2.4330112841393183, 4.389605378769126, 2.3029537218791774, 0.10464907407348244]","[2.4330112841393183, 4.389605378769126, 0.0, 2.3029537218791774, 0.10464907407348244, 0.0]",1.7830465414097272,1.28128683834156,-0.5017597030681671,False,1e-10,0.01387502183546111,0.0096326386650848,0.0009948898812567625,0.0081320489972751,1.356653614550833,1.1981652088414254
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,2207,0.0006103515625,3.2144199392957367,"[5.2009922809922795, 4.161063086824106, 2.485157653110636, 0.143541581977541]","[5.2009922809922795, 4.161063086824106, 0.0, 2.485157653110636, 0.143541581977541, 0.0]",1.5066793519298336,1.377748357705175,-0.1289309942246586,False,1e-10,0.0507838893067955,0.036847785180058,0.01047060742443446,0.0119307941412088,1.9201458977435948,1.7808313280176256
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,3301,0.0006103515625,3.2144199392957367,"[5.977239576058943, 1.2087261362850337, 2.5991040921869644, -0.1643585769637043]","[5.977239576058943, 1.2087261362850337, 0.0, 2.5991040921869644, -0.1643585769637043, 0.0]",1.3261650789954538,1.552872593235889,0.22670751424043534,True,1e-10,0.06969739860538474,0.0361098508844455,0.012689522370747587,0.0243945442385498,2.057636508033484,1.7720456343081028
task-v2-c5ed7c8b71f4,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D6,13,1103,0.000732421875,3.135238693248112,"[1.974012705848051, 4.4953847125085336, 2.271417731883845, 0.10536584587393963]","[1.974012705848051, 4.4953847125085336, 0.0, 2.271417731883845, 0.10536584587393963, 0.0]",1.7097135041663634,1.3563268630348726,-0.35338664113149076,False,1e-10,0.014208837437074642,0.0189604212659619,0.001248396305237063,0.0141426681584917,1.2877972387816372,1.4130866755882503
task-v2-c5ed7c8b71f4,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D6,13,2207,0.000732421875,3.135238693248112,"[1.968627019042767, 6.201683206494898, 2.5794908705155093, -0.46207662941925265]","[1.968627019042767, 6.201683206494898, 0.0, 2.5794908705155093, -0.46207662941925265, 0.0]",1.3571879478504913,1.318139734272331,-0.03904821357816024,False,1e-10,0.03616191392486047,0.0476424842187323,0.004930907327970346,0.0129319492810956,1.6934901013625228,1.813233092036156
task-v2-c5ed7c8b71f4,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D6,13,3301,0.000732421875,3.135238693248112,"[1.7688578361939598, 1.8020761521506146, 2.213576427452788, -0.17154000546986406]","[1.7688578361939598, 1.8020761521506146, 0.0, 2.213576427452788, -0.17154000546986406, 0.0]",1.5965563426216787,1.562012100608622,-0.034544242013056614,False,1e-10,0.020220653100147937,0.0321072158902191,0.0019065422944088426,0.0242178774405905,1.4410338718626277,1.6418413415135673
task-v2-8c0a098a6f8b,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D7,13,1103,0.0008544921875,3.0682919036174985,"[1.8422025864405218, 4.409652894068981, 2.2728148668200467, 0.10972787732837062]","[1.8422025864405218, 4.409652894068981, 0.0, 2.2728148668200467, 0.10972787732837062, 0.0]",1.677140736173965,1.3330938557471852,-0.3440468804267798,False,1e-10,0.01505029052986073,0.0068283303206524,0.0015701644934274415,0.0058669177628871,1.245836787221613,0.902606425574942
task-v2-8c0a098a6f8b,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D7,13,2207,0.0008544921875,3.0682919036174985,"[1.3488180561191172, 6.360526345375118, 2.7133820627201475, -0.48986656290072805]","[1.3488180561191172, 6.360526345375118, 0.0, 2.7133820627201475, -0.48986656290072805, 0.0]",1.2850374712580763,1.3137926631224042,0.028755191864327845,True,1e-10,0.051644417232350595,0.0541149922494663,0.007742839323689026,0.0144001354913055,1.7813152847252764,1.801609504199234
task-v2-8c0a098a6f8b,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D7,13,3301,0.0008544921875,3.0682919036174985,"[2.056419542957042, 3.9788901984071177, 2.2782207863196877, 0.09393773585511214]","[2.056419542957042, 3.9788901984071177, 0.0, 2.2782207863196877, 0.09393773585511214, 0.0]",1.6912612291709046,1.546679894520525,-0.1445813346503797,False,1e-10,0.013749254280588645,0.0417827831653975,0.0010956221253779512,0.0284461200417832,1.206571047557751,1.689289268728449
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,1103,1.52587890625e-05,4.816479930623699,"[4.206576848588073, 3.6833823222925894, 0.4480349083452544, -1.0714407406078148]","[4.206576848588073, 3.6833823222925894, 0.0, 0.4480349083452544, -1.0714407406078148, 0.0]",1.8543460248744967,1.7520555883616231,-0.10229043651287362,False,1e-10,0.001141539246198171,0.0005210703941788,0.001141539246198171,0.0005210703941788,1.8739707777809247,1.5333763290447069
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,2207,1.52587890625e-05,4.816479930623699,"[5.29061800547773, 3.974895940860116, 3.0219833054095835, -0.6702008582181382]","[5.29061800547773, 3.974895940860116, 0.0, 3.0219833054095835, -0.6702008582181382, 0.0]",1.8685121910361802,1.7116157342010991,-0.15689645683508102,False,1e-10,0.001892923160318665,0.0002394387418482,0.001892923160318665,0.0002394387418482,2.0936129155716987,1.195674352423684
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,3301,1.52587890625e-05,4.816479930623699,"[4.770822663705205, 3.4355952085205335, 3.1488250012875327, -0.7680397685009225]","[4.770822663705205, 3.4355952085205335, 0.0, 3.1488250012875327, -0.7680397685009225, 0.0]",1.8764257500994233,1.68770899430782,-0.18871675579160319,False,1e-10,0.0017590831238279067,0.0036590135448396,0.0017590831238279067,0.0036590135448396,2.06176629274564,2.3798439477731224
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,1103,3.0517578125e-05,4.515449934959718,"[2.2653518965550097, 5.2307998085259095, 3.252486969482005, -0.8185802628619073]","[2.2653518965550097, 5.2307998085259095, 0.0, 3.252486969482005, -0.8185802628619073, 0.0]",1.6678211694716716,1.5748019597965617,-0.0930192096751099,False,1e-10,0.001884664389846031,0.0002433471173536,0.0014234701970546285,0.000207852974189,1.7906839597324833,0.90167614099513
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,2207,3.0517578125e-05,4.515449934959718,"[5.170122267360293, 4.126450622870586, 2.351694951548885, 0.11373798526713204]","[5.170122267360293, 4.126450622870586, 0.0, 2.351694951548885, 0.11373798526713204, 0.0]",1.7895243331246615,1.460399502953621,-0.32912483017104055,False,1e-10,0.0034144730520170993,0.0003306209036606,0.002500273589226853,0.0002944551664688,2.0487736244533115,1.0347802435342004
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,3301,3.0517578125e-05,4.515449934959718,"[4.898797722882811, 3.9192555035661614, 2.3624842653067186, 0.11951964745550542]","[4.898797722882811, 3.9192555035661614, 0.0, 2.3624842653067186, 0.11951964745550542, 0.0]",1.8419544507962824,1.507038113933482,-0.3349163368628003,False,1e-10,0.0028751605127881334,0.0043857255145347,0.0022014683444749952,0.0032421591145125,1.9741120302018074,2.1574913823529265
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,1103,4.57763671875e-05,4.339358675904037,"[3.176230981602957, 5.674042409120552, 3.7979473976669467, -1.0383617347001624]","[3.176230981602957, 5.674042409120552, 0.0, 3.7979473976669467, -1.0383617347001624, 0.0]",1.5682571975225854,1.491398971055638,-0.07685822646694751,False,1e-10,0.001239127754552361,0.0008641086649319,0.0004425233321090405,0.0005895051951491,1.432474760518087,1.2759270359904389
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,2207,4.57763671875e-05,4.339358675904037,"[5.382693999144022, 4.06232536533594, 2.3582558890585053, 0.11763937384472527]","[5.382693999144022, 4.06232536533594, 0.0, 2.3582558890585053, 0.11763937384472527, 0.0]",1.729332625088736,1.4308215752966449,-0.2985110497920911,False,1e-10,0.005057074949331419,0.0012225537788793,0.0013469669025307006,0.0009922011497298,2.0432580661274153,1.426626648286074
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,3301,4.57763671875e-05,4.339358675904037,"[4.590970157217498, 3.6209572379158437, 2.3568347942876007, 0.10931802244243921]","[4.590970157217498, 3.6209572379158437, 0.0, 2.3568347942876007, 0.10931802244243921, 0.0]",1.8884274615100032,1.541138042332002,-0.34728941917800116,False,1e-10,0.0022787042065133926,0.0043483742853029,0.00032237484822632387,0.0009786523556285,1.6970466299495706,1.977685594723495
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,1103,6.103515625e-05,4.214419939295737,"[2.4084554011520796, 4.963910099709779, 3.2261732434850257, -0.8010686431749112]","[2.4084554011520796, 4.963910099709779, 0.0, 3.2261732434850257, -0.8010686431749112, 0.0]",1.6183519207853319,1.4750087926710318,-0.14334312811430006,False,1e-10,0.003903697459718786,0.0008307313280443,0.0013724131225755695,0.0005173468496482,1.8058960913574915,1.133880527924239
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,2207,6.103515625e-05,4.214419939295737,"[5.756985282058634, 4.1886011140729815, 2.3570011008835774, 0.12089434373995776]","[5.756985282058634, 4.1886011140729815, 0.0, 2.3570011008835774, 0.12089434373995776, 0.0]",1.6556790539460058,1.4189007021446225,-0.2367783518013833,False,1e-10,0.007489853626867533,0.0011604029523434,0.002060217112751848,0.0008740298279769,2.0888932697235227,1.279028764377106
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,3301,6.103515625e-05,4.214419939295737,"[5.054698119540659, 3.85340009793263, 2.3556056408497468, 0.11676885962759215]","[5.054698119540659, 3.85340009793263, 0.0, 2.3556056408497468, 0.11676885962759215, 0.0]",1.7873643084968989,1.5460784196777138,-0.2412858888191851,False,1e-10,0.004322901102910418,0.0050215197721834,0.0009240164953928533,0.0011781854842804,1.8501952393791046,1.915255116357785
