task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,feasible_state_fraction,dilution_score,arm,source_p2_seed,depth,eval_budget,state_variant,parameters,objective,p_feas,p_opt,p_opt_given_feasible,G_feas,state_norm,expected_routing_component,expected_flow_penalty,expected_resource_penalty,expected_total_penalty,component_sum,component_sum_error,mass_valid_flow_resource_feasible,mass_flow_invalid_resource_feasible,mass_flow_valid_resource_violating,mass_both_flow_and_resource_violating,mass_flow_invalid,mass_resource_violating,mass_category_sum
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_CONTINUATION_B2,2207,3,240,terminal,"[6.122137130927386, 4.357334398315218, 0.019913452078069774, 2.701885104928857, 0.13702846227192517, -0.014850469041828527]",1.2599712440211555,0.29760109076287694,0.1162579880527167,0.39065040976395116,1.1037232335743266,0.9999999999999994,0.07593987442958143,0.9203609606896126,0.2636704089019616,1.1840313695915743,1.2599712440211555,0.0,0.29760109076287694,0.44885343781167497,0.0,0.25354547142544764,0.7023989092371226,0.25354547142544764,0.9999999999999996
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_CONTINUATION_B4,2207,3,480,terminal,"[6.128318730274686, 4.445584294667101, 0.18697563041665186, 2.708244171432363, 0.3488690403497976, -0.2277450940041486]",1.2389880148915422,0.3111233660562703,0.11973433058742587,0.38484518892023856,1.1230213437425771,0.9999999999999992,0.07594926779828848,0.9037056186079617,0.259333128485292,1.1630387470932537,1.2389880148915422,0.0,0.3111233660562702,0.43926300774305976,0.0,0.24961362620066938,0.688876633943729,0.24961362620066938,0.9999999999999993
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_NELDER_MEAD_B1,2207,3,120,terminal,"[6.126227839424024, 4.340748757845818, 0.00016730012987580626, 2.7030064715800046, 0.12290070870679096, 5.014796492568737e-05]",1.2601116033699384,0.2980016843545126,0.11644684839669295,0.39075902758376346,1.1043074337152097,1.0000000000000009,0.07599346850289421,0.9200215695306045,0.26409656533643977,1.1841181348670444,1.2601116033699387,2.220446049250313e-16,0.2980016843545126,0.4480542678763213,0.0,0.2539440477691669,0.7019983156454884,0.2539440477691669,1.0000000000000009
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_RANDOM_ORIGINAL,1103,3,120,terminal,"[1.3076161240492674, 4.711818765467614, 4.21174420477971, 1.2056767314413064, 3.0263696347879674, 1.6093734181316979]",1.4671321646577957,0.1269645324561242,0.04387755161574235,0.345589045751067,0.7337711326569516,0.9999999999999989,0.07728748593529813,1.1477644705397663,0.24208020818273135,1.3898446787224976,1.4671321646577957,0.0,0.1269645324561242,0.6483496917038074,0.0,0.2246857758400674,0.8730354675438746,0.2246857758400674,0.999999999999999
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_RANDOM_ORIGINAL,2207,3,120,terminal,"[3.295205758279169, 3.1042334806963554, 3.2947130935971813, -0.0018675455983230105, 1.1399620996048148, 1.4585158210986797]",1.2835095463474888,0.2934359991382947,0.1198432230583082,0.40841349871944915,1.0976021075576956,1.0,0.07456874986988377,0.9243203723830843,0.28462042409452076,1.208940796477605,1.2835095463474888,0.0,0.2934359991382947,0.43093054552648985,0.0,0.27563345533521555,0.7065640008617052,0.27563345533521555,1.0
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,0.0234375,1.630088714928206,P3_RANDOM_ORIGINAL,3301,3,120,terminal,"[2.1999030780050894, 2.814321829246446, 1.5400655014375486, 0.5423846840435429, 2.2404918842455346, 2.930676634463587]",1.5277552278697757,0.11646174611645368,0.034175242895928534,0.29344608024128077,0.696272012146681,0.9999999999999996,0.05799571603989109,1.1903333748065839,0.27942613702330077,1.4697595118298845,1.527755227869776,2.220446049250313e-16,0.11646174611645368,0.6249090349784674,0.0,0.2586292189050787,0.883538253883546,0.2586292189050787,0.9999999999999998
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,0.0078125,2.1072099696478683,P2_RANDOM_ORIGINAL,1103,2,120,terminal,"[1.6943290289611375, 4.238012900972635, 2.425342072178163, 0.1685275075675178]",1.7075527106223567,0.05445195323979102,0.05445195323979102,1.0,0.8432234325467988,0.9999999999999998,0.067229889801558,1.214284934762658,0.4260378860581406,1.6403228208207987,1.7075527106223567,0.0,0.05445195323979102,0.5909662515068752,0.04782293440483547,0.3067588608484981,0.8977251123553733,0.35458179525333355,0.9999999999999998
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,0.0078125,2.1072099696478683,P2_RANDOM_ORIGINAL,2207,2,120,terminal,"[3.2617673516882473, 5.94505017619575, 2.3753965412699434, -0.40746338949101585]",1.6874314518651659,0.01592701380852194,0.01592701380852194,1.0,0.3093443262367397,0.9999999999999998,0.057909412815668186,1.1698241889529037,0.459697850096594,1.6295220390494978,1.6874314518651659,0.0,0.01592701380852194,0.5764789802002158,0.05727174058947261,0.3503222654017893,0.926801245602005,0.40759400599126194,0.9999999999999996
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,0.0078125,2.1072099696478683,P2_RANDOM_ORIGINAL,3301,2,120,terminal,"[1.307318752691071, 1.2991391804027617, 2.67102286333235, -0.3163059091851462]",1.4079863839740818,0.10029468560201471,0.10029468560201471,1.0,1.1084878909547582,1.0000000000000002,0.05311596044138274,1.0278502676180672,0.32702015591463185,1.3548704235326992,1.4079863839740816,-2.220446049250313e-16,0.10029468560201471,0.6117873024554458,0.08857006241275456,0.19934794952978518,0.8111352519852308,0.28791801194253985,1.0000000000000002
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,0.0078125,2.1072099696478683,P3_CONTINUATION_B1,1103,3,120,terminal,"[1.6940759091301048, 4.237260355347124, -0.00016307840191711283, 2.4254343208967497, 0.16854473116246974, -0.00010933819734880424]",1.707552271199142,0.054420388105240095,0.054420388105240095,1.0,0.8429716043235651,1.0000000000000007,0.06722770270747855,1.2142583261089754,0.42606624238268803,1.6403245684916634,1.707552271199142,0.0,0.054420388105240095,0.5909598916998657,0.04783726895450249,0.30678245124039233,0.8977423429402581,0.3546197201948948,1.0000000000000007
