task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,feasible_state_fraction,dilution_score,in_phase1_pilot,max_feasible_energy,min_infeasible_energy,feasible_infeasible_energy_gap,complete_energy_separation
task-v2-e0ae4ea7992e,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D3,19,5.7220458984375e-06,5.24244866289598,False,0.1569767441860465,1.0333333333333334,0.8763565891472869,True
task-v2-f09582cc278a,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D4,19,7.62939453125e-06,5.11750992628768,False,0.1569767441860465,1.0333333333333334,0.8763565891472869,True
task-v2-d6122c14c280,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D5,19,1.1444091796875e-05,4.941418667231999,False,0.1569767441860465,1.0333333333333334,0.8763565891472869,True
task-v2-0ec069828687,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D6,19,1.52587890625e-05,4.816479930623699,False,0.1569767441860465,1.0333333333333334,0.8763565891472869,True
task-v2-66ecfca58e61,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D7,19,1.9073486328125e-05,4.719569917615643,False,0.1569767441860465,1.0333333333333334,0.8763565891472869,True
task-v2-0b36d078e255,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D1,19,1.9073486328125e-06,5.719569917615643,False,0.09302325581395349,1.0434782608695652,0.9504550050556118,True
task-v2-f27d61c02d71,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D2,19,3.814697265625e-06,5.418539921951662,False,0.09302325581395349,1.0434782608695652,0.9504550050556118,True
task-v2-6ee4e9bb2f23,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D3,19,5.7220458984375e-06,5.24244866289598,False,0.09302325581395349,1.0434782608695652,0.9504550050556118,True
task-v2-a11d89c8c060,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D4,19,7.62939453125e-06,5.11750992628768,False,0.09302325581395349,1.0434782608695652,0.9504550050556118,True
task-v2-01f33dead804,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D5,19,1.1444091796875e-05,4.941418667231999,False,0.11627906976744186,1.0434782608695652,0.9271991911021233,True
task-v2-2bbd08239dbd,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D6,19,1.52587890625e-05,4.816479930623699,False,0.11627906976744186,1.0434782608695652,0.9271991911021233,True
task-v2-110f51ef504a,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D7,19,2.288818359375e-05,4.640388671568018,False,0.12790697674418605,1.0434782608695652,0.9155712841253791,True
