slice_point_id,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,representative_role,dilution_score,source_p2_seed,gamma3_index,beta3_index,gamma3,beta3,objective,p_feas,p_opt,G_feas,state_norm,embedded_point,original_p3_projected_gamma3,original_p3_projected_beta3
task-v2-e442db508705-g00-b10,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,10,-3.141592653589793,-0.7853981633974483,2.212190097407275,0.005620473881537,0.005620473881537,-0.1430170963737564,1.0,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b11,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,11,-3.141592653589793,-0.7068583470577035,2.1387152065773383,0.0100362591235426,0.0100362591235426,0.1087818353705433,1.0,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b12,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,12,-3.141592653589793,-0.6283185307179586,2.0702603557161474,0.0170618524421841,0.0170618524421841,0.3392361513295239,1.0000000000000004,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b13,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,13,-3.141592653589793,-0.5497787143782138,2.0060012247054826,0.0277218427287326,0.0277218427287326,0.5500320650075975,0.999999999999999,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b14,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,14,-3.141592653589793,-0.4712388980384689,1.939605187363072,0.0430653442912756,0.0430653442912756,0.7413378932354316,1.0000000000000002,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b15,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,15,-3.141592653589793,-0.3926990816987241,1.86493150389864,0.0627661590842906,0.0627661590842906,0.9049355228718536,0.9999999999999998,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b16,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,16,-3.141592653589793,-0.3141592653589793,1.782352781217078,0.0839974993620259,0.0839974993620259,1.0314763267878606,0.9999999999999992,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b17,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,17,-3.141592653589793,-0.2356194490192344,1.7008544145076994,0.1017492263284405,0.1017492263284405,1.1147410853086004,0.9999999999999994,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b18,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,18,-3.141592653589793,-0.1570796326794896,1.634236702391744,0.1108205665525749,0.1108205665525749,1.1518303357391066,1.0000000000000009,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b19,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,19,-3.141592653589793,-0.0785398163397448,1.594287431004364,0.1083987297027177,0.1083987297027177,1.142234162492925,0.9999999999999996,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b20,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,20,-3.141592653589793,0.0,1.5859170053675016,0.0955316564577685,0.0955316564577685,1.087357277847213,1.0,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b21,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,21,-3.141592653589793,0.0785398163397448,1.607238474686001,0.0764949050433621,0.0764949050433621,0.9908424795042212,0.9999999999999998,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b22,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,22,-3.141592653589793,0.1570796326794896,1.65333303027326,0.0565265640115675,0.0565265640115675,0.8594625571570216,1.0000000000000004,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b23,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,23,-3.141592653589793,0.2356194490192344,1.7197462403850134,0.0394801226230704,0.0394801226230704,0.7035884625421278,0.9999999999999992,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b24,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,24,-3.141592653589793,0.3141592653589793,1.8028259910755564,0.0267990827649895,0.0267990827649895,0.5353298996124561,0.9999999999999996,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b25,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,25,-3.141592653589793,0.3926990816987241,1.897549186709829,0.018072628668035,0.018072628668035,0.3642312950363706,1.0,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b26,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,26,-3.141592653589793,0.4712388980384689,1.9960333479266288,0.0123031358187724,0.0123031358187724,0.1972257880155631,1.0000000000000002,False,2.346828868940657,1.965486106410776
task-v2-e442db508705-g00-b27,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,most_diluted,2.1072099696478683,3301,0,27,-3.141592653589793,0.5497787143782138,2.0891559825393564,0.0087779721491536,0.0087779721491536,0.0506041682247088,0.9999999999999992,False,2.346828868940657,1.965486106410776
