task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,state_space_size,budget,edge_resource_min,edge_resource_max,edge_resource_mean,feasible_state_fraction,dilution_score,routing_cost_min,routing_cost_max,routing_cost_mean,routing_cost_p95,flow_penalty_min,flow_penalty_max,flow_penalty_mean,flow_penalty_p95,minimum_positive_flow_penalty,resource_excess_max,resource_penalty_max,resource_penalty_mean,resource_penalty_p95,minimum_positive_resource_penalty,weighted_flow_penalty_p95,weighted_resource_penalty_p95,weighted_total_penalty_p95,total_energy_min,total_energy_max,total_energy_mean,total_energy_p95,total_energy_dynamic_range,energy_span,resource_penalty_raw_to_cost_ratio,flow_penalty_raw_to_cost_ratio,resource_penalty_to_cost_ratio,flow_penalty_to_cost_ratio,total_penalty_to_cost_ratio,flow_penalty_strength,resource_penalty_strength,gamma_initial_min,gamma_initial_median,gamma_initial_max,initial_phase_span_min,initial_phase_span_median,initial_phase_span_max,initial_phase_wraps_at_median_gamma,n_penalty_ground_states,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_original_optimal,penalty_ground_state_cost,penalty_ground_state_cost_max,exact_rcsp_cost,ground_state_gap_to_exact
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,65536,1605.0,20.0,966.0,511.625,6.103515625e-05,4.214419939295737,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,6581.0,43309561.0,7488617.75592041,19096900.0,1.0,1300.0,381938000.0,381938650.0,8.0,866192800.0,149773095.1184082,381938703.5,866192792.0,866192792.0,329256.8965517241,0.4482758620689655,6585137.931034483,22.413793103448278,6585149.137931035,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1243949805.1008942,2797415891.9608145,4050849041.825483,445222567.08938706,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,65536,2235.0,20.0,966.0,511.625,9.1552734375e-05,4.038328680240055,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,5951.0,35414401.0,4735985.698852539,13987600.0,1.0,1300.0,279752000.0,279752650.0,8.0,708289600.0,94720453.97705078,279752703.5,708289592.0,708289592.0,241165.5172413793,0.4482758620689655,4823310.344827586,22.413793103448278,4823321.551724138,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1017183135.2798789,2287459072.7040377,3312396780.009412,364060418.5412508,2,True,True,True,8.0,8.0,8.0,0.0
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,65536,2479.0,20.0,966.0,511.625,0.0001220703125,3.9133899436317554,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,5707.0,32569849.0,3874018.444961548,12222016.0,1.0,1300.0,244440320.0,244440970.0,8.0,651398560.0,77481108.89923096,244441023.5,651398552.0,651398552.0,210724.41379310345,0.4482758620689655,4214488.275862069,22.413793103448278,4214499.482758621,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,935481233.8399194,2103726420.0243576,3046339365.308072,334818458.65989333,2,True,True,True,8.0,8.0,8.0,0.0
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,65536,2582.0,20.0,966.0,511.625,0.0001373291015625,3.8622374211843744,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,5604.0,31404816.0,3543223.9115448,11512449.0,1.0,1300.0,230248980.0,230249630.0,8.0,628097900.0,70865218.230896,230249683.5,628097892.0,628097892.0,198490.5,0.4482758620689655,3969810.0,22.413793103448278,3969821.206896552,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,902018877.9609269,2028475693.882116,2937371180.503665,322841933.6231011,2,True,True,True,8.0,8.0,8.0,0.0
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,65536,1327.0,238.0,972.0,627.375,1.52587890625e-05,4.816479930623699,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,8711.0,75881521.0,15370439.482849121,34409956.0,1.0,1300.0,688199120.0,688200045.0,19.0,1517632010.0,307409534.6569824,688200107.0,1517631991.0,1517631991.0,529383.9384615384,0.4,10587678.76923077,20.0,10587693.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2179489412.5825653,4901273583.642949,7097378497.448926,780061918.2825035,1,True,True,True,19.0,19.0,19.0,0.0
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,65536,2065.0,238.0,972.0,627.375,3.0517578125e-05,4.515449934959718,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,7973.0,63568729.0,10462865.906967163,26296384.0,4.0,1300.0,525927680.0,525928605.0,13.0,1271376170.0,209258063.13934326,525928667.0,1271376157.0,1271376157.0,404559.75384615385,0.4,8091195.076923077,20.0,8091209.307692308,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1825838470.738595,4105977213.271324,5945735100.717872,653486569.7148166,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,65536,2103.0,238.0,972.0,627.375,4.57763671875e-05,4.339358675904037,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,7935.0,62964225.0,10239449.210784912,25908100.0,1.0,1300.0,518162000.0,518162925.0,13.0,1259286090.0,204789729.21569824,518162987.0,1259286077.0,1259286077.0,398586.1538461539,0.4,7971723.076923077,20.0,7971737.307692308,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1808475762.5764446,4066931654.0846834,5889194467.459412,647272275.9644756,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,65536,2706.0,238.0,972.0,627.375,6.103515625e-05,4.214419939295737,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,7332.0,53758224.0,7073351.807800293,20133169.0,1.0,1300.0,402663380.0,402664305.0,13.0,1075166070.0,141467781.15600586,402664367.0,1075166057.0,1075166057.0,309741.06153846154,0.4,6194821.230769231,20.0,6194835.461538462,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1544058804.7011213,3472306214.190532,5028136267.15302,552634697.9171287,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,65536,2785.0,238.0,972.0,627.375,7.62939453125e-05,4.11750992628768,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,7253.0,52606009.0,6710819.3349609375,19430464.0,1.0,1300.0,388609280.0,388610205.0,13.0,1052121770.0,134217131.69921875,388610267.0,1052121757.0,1052121757.0,298930.2153846154,0.4,5978604.307692308,20.0,5978618.538461538,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1510964610.477341,3397883416.3625026,4920366979.026066,540789941.7640691,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,65536,2814.0,238.0,972.0,627.375,9.1552734375e-05,4.038328680240055,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,7224.0,52186176.0,6580731.543014526,19175641.0,1.0,1300.0,383512820.0,383513745.0,13.0,1043725110.0,131615375.86029053,383513807.0,1043725097.0,1043725097.0,295009.8615384615,0.4,5900197.230769231,20.0,5900211.461538462,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1498906066.8517568,3370765954.3605886,4881099044.185603,536474063.64235777,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,65536,3134.0,238.0,972.0,627.375,0.0001220703125,3.9133899436317554,0.0,90.0,45.0,65.0,0.0,44.0,14.0,26.0,2.0,6904.0,47665216.0,5250708.992202759,16475481.0,1.0,1300.0,329509620.0,329510545.0,13.0,953305910.0,105014924.84405518,329510607.0,953305897.0,953305897.0,253468.93846153846,0.4,5069378.769230769,20.0,5069393.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1369053974.7353187,3078752317.9571314,4458243378.489153,489998649.95850813,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-00b7b12999ba,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D1,16,65536,1404.0,4.0,867.0,408.0625,1.52587890625e-05,4.816479930623699,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,5125.0,26265625.0,4436392.74118042,12215025.0,1.0,1200.0,244300500.0,244301250.0,23.0,525313997.0,88728578.3236084,244301319.0,525313974.0,525313974.0,174500.35714285713,0.34285714285714286,3490007.1428571427,17.142857142857142,3490017.8571428573,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,754409666.7732098,1696529540.200434,2456690505.7268553,270011062.42431945,1,True,True,True,23.0,23.0,23.0,0.0
task-v2-26d674ac9727,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D2,16,65536,1480.0,4.0,867.0,408.0625,3.0517578125e-05,4.515449934959718,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,5049.0,25492401.0,4157741.844177246,11689561.0,1.0,1200.0,233791220.0,233791970.0,23.0,509849517.0,83155560.38354492,233792039.0,509849494.0,509849494.0,166993.72857142857,0.34285714285714286,3339874.5714285714,17.142857142857142,3339885.285714286,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,732200942.503444,1646586175.9604437,2384369107.3396826,262062329.130886,1,True,True,True,23.0,23.0,23.0,0.0
task-v2-d4d85eef1fda,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D3,16,65536,1637.0,4.0,867.0,408.0625,4.57763671875e-05,4.339358675904037,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,4892.0,23931664.0,3617300.532104492,10640644.0,1.0,1200.0,212812880.0,212813630.0,22.0,478634777.0,72346734.14208984,212813699.0,478634755.0,478634755.0,152009.2,0.34285714285714286,3040184.0,17.142857142857142,3040194.714285714,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,687373083.3317351,1545776508.9342499,2238389832.5906696,246017972.3122192,1,True,True,True,22.0,22.0,22.0,0.0
task-v2-45bf90adfb6d,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D4,16,65536,1879.0,4.0,867.0,408.0625,6.103515625e-05,4.214419939295737,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,4650.0,21622500.0,2875548.005996704,9120400.0,1.0,1200.0,182408000.0,182408750.0,18.0,432451497.0,57511683.61993408,182408819.0,432451479.0,432451479.0,130291.42857142857,0.34285714285714286,2605828.5714285714,17.142857142857142,2605839.285714286,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,621048729.5507805,1396625152.0787978,2022408493.2620437,222279796.59981075,1,True,True,True,18.0,18.0,18.0,0.0
task-v2-980575647e27,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D5,16,65536,1896.0,4.0,867.0,408.0625,7.62939453125e-05,4.11750992628768,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,4633.0,21464689.0,2827525.547027588,9018009.0,1.0,1200.0,180360180.0,180360930.0,14.0,429295277.0,56551234.44055176,180360999.0,429295263.0,429295263.0,128828.7,0.34285714285714286,2576574.0,17.142857142857142,2576584.714285714,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,616516050.0892129,1386431983.9083786,2007648090.407763,220657503.49972156,1,True,True,True,14.0,14.0,14.0,0.0
task-v2-36c69f7819b3,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D6,16,65536,2198.0,4.0,867.0,408.0625,9.1552734375e-05,4.038328680240055,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,4331.0,18757561.0,2060802.6710357666,7295401.0,1.0,1200.0,145908020.0,145908770.0,14.0,375152717.0,41216776.92071533,145908839.0,375152703.0,375152703.0,104220.0142857143,0.34285714285714286,2084400.2857142857,17.142857142857142,2084411.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,538761273.5755987,1211575694.2067182,1754444254.814106,192828260.66299382,1,True,True,True,14.0,14.0,14.0,0.0
task-v2-05a98ad7eaff,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D7,16,65536,2440.0,4.0,867.0,408.0625,0.0001220703125,3.9133899436317554,0.0,97.0,48.5,70.0,0.0,38.0,13.5,24.0,2.0,4089.0,16719921.0,1559284.5090637207,6046681.0,1.0,1200.0,120933620.0,120934370.0,14.0,334399917.0,31186413.681274414,120934439.0,334399903.0,334399903.0,86381.15714285715,0.34285714285714286,1727623.142857143,17.142857142857142,1727633.857142857,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,480235691.18156314,1079962349.6778705,1563859153.7183843,171881346.30437106,1,True,True,True,14.0,14.0,14.0,0.0
task-v2-9e1a55247e55,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D1,16,65536,663.0,29.0,974.0,367.625,1.52587890625e-05,4.816479930623699,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,5219.0,27237961.0,6068939.241394043,14663155.75,1.0,1100.0,293263115.0,293264115.0,8.0,544760709.0,121379454.32788086,293264173.0,544760701.0,544760701.0,229111.80859375,0.34375,4582236.171875,17.1875,4582251.796875,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,782337343.4808917,1759333783.850182,2547635334.8251233,280006668.24832463,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-eb5609efbad0,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D2,16,65536,679.0,29.0,974.0,367.625,3.0517578125e-05,4.515449934959718,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,5203.0,27071209.0,5996266.397537231,14540875.75,1.0,1100.0,290817515.0,290818515.0,8.0,541425669.0,119925997.45074463,290818573.0,541425661.0,541425661.0,227201.18359375,0.34375,4544023.671875,17.1875,4544039.296875,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,777547852.7389696,1748563094.0193608,2532038641.210003,278292459.7212398,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-41fa72c23442,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D3,16,65536,785.0,29.0,974.0,367.625,4.57763671875e-05,4.339358675904037,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,5097.0,25979409.0,5527657.689971924,13743702.75,1.0,1100.0,274874055.0,274875055.0,8.0,519589669.0,110553823.29943848,274875113.0,519589661.0,519589661.0,214745.35546875,0.34375,4294907.109375,17.1875,4294922.734375,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,746188912.5641555,1678042565.5861752,2429920105.3664246,267068769.03164577,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-e6a20043db41,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D4,16,65536,794.0,29.0,974.0,367.625,6.103515625e-05,4.214419939295737,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,5088.0,25887744.0,5488897.327758789,13677053.25,4.0,1100.0,273541065.0,273542065.0,8.0,517756369.0,109778616.05517578,273542123.0,517756361.0,517756361.0,213703.95703125,0.34375,4274079.140625,17.1875,4274094.765625,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,743556088.5568974,1672121825.3051457,2421346469.546584,266126453.94915664,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-db534d0b262a,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D5,16,65536,975.0,29.0,974.0,367.625,9.1552734375e-05,4.038328680240055,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,4907.0,24078649.0,4743420.745193481,12371047.75,1.0,1100.0,247420955.0,247421955.0,8.0,481574469.0,94869084.40386963,247422013.0,481574461.0,481574461.0,193297.62109375,0.34375,3865952.421875,17.1875,3865968.046875,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,691594830.1986312,1555270446.4941604,2252137701.8217826,247528979.40428475,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-6372d6a2314d,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D6,16,65536,1253.0,29.0,974.0,367.625,0.0001220703125,3.9133899436317554,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,4629.0,21427641.0,3723730.0204162598,10492740.75,1.0,1100.0,209854815.0,209855815.0,8.0,428554309.0,74475269.9083252,209855873.0,428554301.0,428554301.0,163949.07421875,0.34375,3278981.484375,17.1875,3278997.109375,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,615451945.7189156,1384039007.5487473,2004182897.3982499,220276649.4833842,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-cb6317a18cf3,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D7,16,65536,2064.0,29.0,974.0,367.625,0.000152587890625,3.816479930623699,0.0,89.0,44.5,64.0,0.0,36.0,12.5,22.0,2.0,3818.0,14577124.0,1578768.3172454834,5896398.25,1.0,1100.0,117927965.0,117928965.0,8.0,291543969.0,31576035.844909668,117929023.0,291543961.0,291543961.0,92131.22265625,0.34375,1842624.453125,17.1875,1842640.078125,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,418689761.4639729,941556795.714601,1363438470.0200276,149853418.23974466,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-9bb6197d70f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D1,16,65536,1177.0,57.0,867.0,436.125,1.52587890625e-05,4.816479930623699,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5801.0,33651601.0,6409382.441314697,16144324.0,1.0,1100.0,322886480.0,322887105.0,24.0,673033402.0,128188339.82629395,322887146.5,673033378.0,673033378.0,269072.06666666665,0.36666666666666664,5381441.333333333,18.333333333333332,5381451.75,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,966551265.6326705,2173597246.278251,3147517088.075547,345938746.03611547,1,True,True,True,24.0,24.0,24.0,0.0
task-v2-d50991f4f8ba,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D2,16,65536,1327.0,57.0,867.0,436.125,3.0517578125e-05,4.515449934959718,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5651.0,31933801.0,5737101.03137207,14961424.0,1.0,1100.0,299228480.0,299229105.0,15.0,638677402.0,114742711.6274414,299229146.5,638677387.0,638677387.0,249357.06666666668,0.36666666666666664,4987141.333333333,18.333333333333332,4987151.75,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,917212216.9783634,2062642738.1189837,2986847391.319037,328279787.60423803,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-51e0b98b7ef5,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D3,16,65536,1391.0,57.0,867.0,436.125,4.57763671875e-05,4.339358675904037,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5587.0,31214569.0,5463746.641372681,14470416.0,1.0,1100.0,289408320.0,289408945.0,9.0,624292762.0,109275623.82745361,289408986.5,624292753.0,624292753.0,241173.6,0.36666666666666664,4823472.0,18.333333333333332,4823482.416666667,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,896554272.435288,2016186794.2190952,2919576015.484371,320886094.496571,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D4,16,65536,1451.0,57.0,867.0,436.125,6.103515625e-05,4.214419939295737,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5527.0,30547729.0,5214769.927642822,14017536.0,1.0,1100.0,280350720.0,280351345.0,9.0,610955962.0,104296089.55285645,280351386.5,610955953.0,610955953.0,233625.6,0.36666666666666664,4672512.0,18.333333333333332,4672522.416666667,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,877401134.8036952,1973114886.1952946,2857204954.445782,314030987.42618364,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-7a2c20a84cd2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D5,16,65536,1915.0,57.0,867.0,436.125,7.62939453125e-05,4.11750992628768,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5063.0,25633969.0,3524473.43598938,10758400.0,1.0,1100.0,215168000.0,215168625.0,9.0,512680762.0,70490159.7197876,215168666.5,512680753.0,512680753.0,179306.66666666666,0.36666666666666664,3586133.3333333335,18.333333333333332,3586143.75,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,736266947.339513,1655729878.1408436,2397609811.849389,263517594.5310568,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-c4754bf838d1,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D6,16,65536,1916.0,57.0,867.0,436.125,9.1552734375e-05,4.038328680240055,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,5062.0,25623844.0,3521273.0218658447,10751841.0,1.0,1100.0,215036820.0,215037445.0,9.0,512478262.0,70426151.4373169,215037486.5,512478253.0,512478253.0,179197.35,0.36666666666666664,3583947.0,18.333333333333332,3583957.4166666665,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,735976134.6730264,1655075893.5737195,2396662797.583575,263413509.65449315,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-aefa943bb0f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D7,16,65536,2463.0,57.0,867.0,436.125,0.0001220703125,3.9133899436317554,0.0,82.0,41.0,60.0,0.0,38.0,13.0,22.0,2.0,4515.0,20385225.0,2042374.6077728271,7463824.0,1.0,1100.0,149276480.0,149277105.0,9.0,407705882.0,40848183.15545654,149277146.5,407705873.0,407705873.0,124397.06666666667,0.36666666666666664,2487941.3333333335,18.333333333333332,2487951.75,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,585511269.4782618,1316707895.6435804,1906682854.2584686,209560570.19980332,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,524288,1017.0,28.0,978.0,423.94736842105266,1.9073486328125e-06,5.719569917615643,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,7038.0,49533444.0,10226162.069145203,22924944.0,1.0,1500.0,458498880.0,458499580.0,5.0,990670666.0,204524109.38290405,458499635.45,990670661.0,990670661.0,363888.0,0.47619047619047616,7277760.0,23.80952380952381,7277771.111111111,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1422713958.1994169,3199423819.2422233,4632983944.152317,509204115.8783505,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,524288,1144.0,28.0,978.0,423.94736842105266,3.814697265625e-06,5.418539921951662,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,6911.0,47761921.0,9477501.998771667,21724921.0,1.0,1500.0,434498420.0,434499120.0,5.0,955240206.0,189550907.97543335,434499175.45,955240201.0,955240201.0,344840.01587301586,0.47619047619047616,6896800.317460317,23.80952380952381,6896811.428571428,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1371831851.7922845,3084999256.051582,4467289370.994941,490992881.035429,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,524288,1150.0,28.0,978.0,423.94736842105266,5.7220458984375e-06,5.24244866289598,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,6905.0,47679025.0,9442928.480319977,21669025.0,1.0,1500.0,433380500.0,433381200.0,5.0,953582286.0,188859437.60639954,433381255.45,953582281.0,953582281.0,343952.77777777775,0.47619047619047616,6879055.555555556,23.80952380952381,6879066.666666667,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1369450893.0958827,3079644914.8489833,4459535919.678501,490140711.1660348,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,524288,1171.0,28.0,978.0,423.94736842105266,7.62939453125e-06,5.11750992628768,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,6884.0,47389456.0,9322486.657522202,21473956.0,1.0,1500.0,429479120.0,429479820.0,5.0,947790906.0,186450601.15044403,429479875.45,947790901.0,947790901.0,340856.44444444444,0.47619047619047616,6817128.888888889,23.80952380952381,6817140.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1361133823.1678,3060941343.7756467,4432451872.869846,487163945.3762427,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,524288,1902.0,28.0,978.0,423.94736842105266,1.1444091796875e-05,4.941418667231999,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,6153.0,37859409.0,5675882.384334564,15233409.0,1.0,1500.0,304668180.0,304668880.0,5.0,757189966.0,113518515.68669128,304668935.45,757189961.0,757189961.0,241800.14285714287,0.47619047619047616,4836002.857142857,23.80952380952381,4836013.968253968,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1087409538.741929,2445385426.544382,3541084913.572826,389195178.39942133,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,524288,2459.0,28.0,978.0,423.94736842105266,1.52587890625e-05,4.816479930623699,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,5596.0,31315216.0,3597716.7680282593,11195716.0,1.0,1500.0,223914320.0,223915020.0,5.0,626306106.0,71955203.36056519,223915075.45,626306101.0,626306101.0,177709.77777777778,0.47619047619047616,3554195.5555555555,23.80952380952381,3554206.6666666665,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,899445665.5239068,2022689009.13391,2928991666.240169,321920954.1413096,1,True,True,True,5.0,5.0,5.0,0.0
