task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,state_space_size,budget,edge_resource_min,edge_resource_max,edge_resource_mean,feasible_state_fraction,dilution_score,routing_cost_min,routing_cost_max,routing_cost_mean,routing_cost_p95,flow_penalty_min,flow_penalty_max,flow_penalty_mean,flow_penalty_p95,minimum_positive_flow_penalty,resource_excess_max,resource_penalty_max,resource_penalty_mean,resource_penalty_p95,minimum_positive_resource_penalty,weighted_flow_penalty_p95,weighted_resource_penalty_p95,weighted_total_penalty_p95,total_energy_min,total_energy_max,total_energy_mean,total_energy_p95,total_energy_dynamic_range,energy_span,resource_penalty_raw_to_cost_ratio,flow_penalty_raw_to_cost_ratio,resource_penalty_to_cost_ratio,flow_penalty_to_cost_ratio,total_penalty_to_cost_ratio,flow_penalty_strength,resource_penalty_strength,gamma_initial_min,gamma_initial_median,gamma_initial_max,initial_phase_span_min,initial_phase_span_median,initial_phase_span_max,initial_phase_wraps_at_median_gamma,n_penalty_ground_states,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_original_optimal,penalty_ground_state_cost,penalty_ground_state_cost_max,exact_rcsp_cost,ground_state_gap_to_exact
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,13,8192,768.0,80.0,892.0,390.9230769230769,0.0001220703125,3.9133899436317554,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,4314.0,18610596.0,3827902.94921875,9837318.85,1.0,900.0,196746376.99999997,196746976.99999997,18.0,372213079.0,76558588.484375,196747009.89999998,372213061.0,372213061.0,223575.4284090909,0.4090909090909091,4471508.568181817,20.454545454545453,4471522.204545454,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,534539618.61986643,1202081963.3382266,1740696684.8862672,191317286.46688926,1,True,True,True,18.0,18.0,18.0,0.0
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,13,8192,925.0,80.0,892.0,390.9230769230769,0.000244140625,3.612359947967774,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,4157.0,17280649.0,3294482.8690185547,8877122.549999999,4.0,900.0,177542450.99999997,177543050.99999997,16.0,345614139.0,65890186.880371094,177543083.89999998,345614123.0,345614123.0,201752.7852272727,0.4090909090909091,4035055.7045454537,20.454545454545453,4035069.3409090904,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,496340566.3458424,1116179272.2079124,1616303728.1380477,177645448.54860348,1,True,True,True,16.0,16.0,16.0,0.0
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,13,8192,933.0,80.0,892.0,390.9230769230769,0.0003662109375,3.436268688912093,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,4149.0,17214201.0,3268595.837524414,8829515.35,1.0,900.0,176590306.99999997,176590906.99999997,16.0,344285179.0,65372446.25048828,176590939.89999998,344285163.0,344285163.0,200670.8034090909,0.4090909090909091,4013416.0681818174,20.454545454545453,4013429.7045454537,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,494432031.0310082,1111887324.8976648,1610088695.6506562,176962363.91868758,2,True,True,True,16.0,16.0,16.0,0.0
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,13,8192,1180.0,80.0,892.0,390.9230769230769,0.00048828125,3.311329952303793,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,3902.0,15225604.0,2530309.1549072266,7422628.049999999,1.0,900.0,148452560.99999997,148453160.99999997,8.0,304513239.0,50606712.59814453,148453193.89999998,304513231.0,304513231.0,168696.0920454545,0.4090909090909091,3373921.8409090904,20.454545454545453,3373935.4772727266,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,437315084.8767322,983441745.9707222,1424090735.240766,156519615.1141645,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,13,8192,1195.0,80.0,892.0,390.9230769230769,0.0006103515625,3.2144199392957367,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,3887.0,15108769.0,2489241.083129883,7341119.549999999,4.0,900.0,146822390.99999997,146822990.99999997,8.0,302176539.0,49785351.162597656,146823023.89999998,302176531.0,302176531.0,166843.6261363636,0.4090909090909091,3336872.522727272,20.454545454545453,3336886.1590909082,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,433959322.1222676,975895248.4991237,1413162892.105316,155318552.7385291,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,13,8192,1394.0,80.0,892.0,390.9230769230769,0.000732421875,3.135238693248112,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,3688.0,13601344.0,1984327.4338378906,6302359.449999999,1.0,900.0,126047188.99999999,126047788.99999999,8.0,272028039.0,39687078.17675781,126047821.89999998,272028031.0,272028031.0,143235.44204545452,0.4090909090909091,2864708.8409090904,20.454545454545453,2864722.477272727,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,390662701.50217324,878529057.2796744,1272170005.226761,139822242.11592305,2,True,True,True,8.0,8.0,8.0,0.0
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,13,8192,1737.0,80.0,892.0,390.9230769230769,0.0008544921875,3.0682919036174985,0.0,59.0,29.5,44.0,0.0,30.0,10.0,18.0,2.0,3345.0,11189025.0,1281673.8182373047,4697839.749999999,1.0,900.0,93956794.99999999,93957394.99999999,8.0,223781659.0,25634005.864746094,93957427.89999999,223781651.0,223781651.0,106769.0852272727,0.4090909090909091,2135381.704545454,20.454545454545453,2135395.3409090904,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,321375499.44724816,722714795.8495466,1046540325.553153,115023632.20510533,2,True,True,True,8.0,8.0,8.0,0.0
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,13,8192,658.0,7.0,878.0,388.7692307692308,0.0001220703125,3.9133899436317554,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,4396.0,19324816.0,4212080.744262695,10689303.549999999,4.0,1000.0,213786070.99999997,213786925.99999997,10.0,386497768.0,84242188.8852539,213786961.04999998,386497758.0,386497758.0,296925.09861111105,0.5555555555555556,5938501.972222221,27.77777777777778,5938525.722222221,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,555054042.444667,1248215155.3581908,1807500693.9817588,198659612.01747414,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-5acbf653f95a,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D2,13,8192,839.0,7.0,878.0,388.7692307692308,0.000244140625,3.612359947967774,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,4215.0,17766225.0,3567019.182373047,9538523.649999999,1.0,1000.0,190770472.99999997,190771327.99999997,10.0,355325948.0,71340957.64746094,190771363.04999998,355325938.0,355325938.0,264958.9902777777,0.5555555555555556,5299179.805555555,27.77777777777778,5299203.555555555,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,510287819.76102203,1147544097.5351398,1661722134.8143485,182637315.53864557,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-ef23e17da545,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D3,13,8192,949.0,7.0,878.0,388.7692307692308,0.0003662109375,3.436268688912093,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,4105.0,16851025.0,3206347.2202148438,8871164.649999999,9.0,1000.0,177423292.99999997,177424147.99999997,10.0,337021948.0,64127518.404296875,177424183.04999998,337021938.0,337021938.0,246421.24027777775,0.5555555555555556,4928424.805555555,27.77777777777778,4928448.555555555,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,484001226.93450636,1088430351.7739644,1576121398.4120376,173229070.69607693,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-ac528a9510be,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D4,13,8192,1039.0,7.0,878.0,388.7692307692308,0.00048828125,3.311329952303793,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,4015.0,16120225.0,2928709.8404541016,8343143.6499999985,1.0,1000.0,166862872.99999997,166863727.99999997,8.0,322405948.0,58574770.80908203,166863763.04999998,322405940.0,322405940.0,231753.99027777775,0.5555555555555556,4635079.805555555,27.77777777777778,4635103.555555555,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,463011017.79010254,1041227205.4770976,1507768022.5349233,165716456.6334407,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,8192,1363.0,7.0,878.0,388.7692307692308,0.0006103515625,3.2144199392957367,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,3691.0,13623481.0,2056652.1834716797,6576404.049999999,1.0,1000.0,131528080.99999999,131528935.99999999,3.0,272471068.0,41133617.669433594,131528971.04999998,272471065.0,272471065.0,182677.89027777774,0.5555555555555556,3653557.805555555,27.77777777777778,3653581.555555555,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,391298947.91641617,879959859.2486187,1274241904.0822713,140049961.32186615,1,True,True,True,3.0,3.0,3.0,0.0
task-v2-c5ed7c8b71f4,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D6,13,8192,1589.0,7.0,878.0,388.7692307692308,0.000732421875,3.135238693248112,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,3465.0,12006225.0,1562155.8508300781,5468348.649999999,1.0,1000.0,109366972.99999999,109367827.99999999,3.0,240125948.0,31243691.016601562,109367863.04999998,240125945.0,240125945.0,151898.5736111111,0.5555555555555556,3037971.472222222,27.77777777777778,3037995.222222222,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,344847735.1014693,775499566.40035,1122976274.109527,123424589.3582372,1,True,True,True,3.0,3.0,3.0,0.0
task-v2-8c0a098a6f8b,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D7,13,8192,1678.0,7.0,878.0,388.7692307692308,0.0008544921875,3.0682919036174985,0.0,48.0,24.0,36.0,0.0,28.0,11.0,20.0,2.0,3376.0,11397376.0,1391799.5473632812,5060025.549999999,1.0,1000.0,101200510.99999999,101201365.99999999,3.0,227948968.0,27836564.947265625,101201401.04999998,227948965.0,227948965.0,140556.26527777774,0.5555555555555556,2811125.305555555,27.77777777777778,2811149.055555555,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,327360228.81231797,736173359.021694,1066029243.1241572,117165629.06086713,1,True,True,True,3.0,3.0,3.0,0.0
task-v2-eb747215294a,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D1,13,8192,140.0,11.0,928.0,427.0,0.0001220703125,3.9133899436317554,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,5411.0,29278921.0,7806976.968261719,17272336.0,1089.0,1100.0,345446720.0,345447545.0,19.0,585580097.0,156140152.86523438,345447595.95,585580078.0,585580078.0,297798.8965517241,0.3793103448275862,5955977.931034483,18.96551724137931,5955992.155172414,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,840958537.8991083,1891162142.356933,2738531790.828377,300987803.1443646,1,True,True,True,19.0,19.0,19.0,0.0
task-v2-607a9c50d675,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D2,13,8192,680.0,11.0,928.0,427.0,0.000244140625,3.612359947967774,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4871.0,23726641.0,5251404.498657227,13075456.0,16.0,1100.0,261509120.0,261509945.0,14.0,474534497.0,105028703.47314453,261509995.95,474534483.0,474534483.0,225438.89655172414,0.3793103448275862,4508777.931034483,18.96551724137931,4508792.155172414,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,681484633.7828953,1532534461.482345,2219214444.552548,243910435.00359112,1,True,True,True,14.0,14.0,14.0,0.0
task-v2-cfa564be8207,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D3,13,8192,950.0,11.0,928.0,427.0,0.0003662109375,3.436268688912093,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4601.0,21169201.0,4190582.739501953,11195716.0,4.0,1100.0,223914320.0,223915145.0,13.0,423385697.0,83812268.29003906,223915195.95,423385684.0,423385684.0,193029.58620689655,0.3793103448275862,3860591.724137931,18.96551724137931,3860605.9482758623,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,608029233.1667299,1367346682.8505998,1980011272.5413058,217619983.49597907,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D4,13,8192,979.0,11.0,928.0,427.0,0.00048828125,3.311329952303793,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4572.0,20903184.0,4085145.9478759766,11002489.0,4.0,1100.0,220049780.0,220050605.0,12.0,418065357.0,81703532.45751953,220050655.95,418065345.0,418065345.0,189698.08620689655,0.3793103448275862,3793961.724137931,18.96551724137931,3793975.9482758623,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,600388630.8398051,1350164363.8487823,1955130102.5068908,214885332.49305803,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D5,13,8192,1012.0,11.0,928.0,427.0,0.0006103515625,3.2144199392957367,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4539.0,20602521.0,3967159.501586914,10784656.0,1.0,1100.0,215693120.0,215693945.0,12.0,412052097.0,79343803.53173828,215693995.95,412052085.0,412052085.0,185942.3448275862,0.3793103448275862,3718846.896551724,18.96551724137931,3718861.120689655,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,591752916.3959692,1330744219.4630828,1927008408.659723,211794520.51851562,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-8029d558b1a1,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D6,13,8192,1057.0,11.0,928.0,427.0,0.000732421875,3.135238693248112,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4494.0,20196036.0,3809681.264038086,10491121.0,16.0,1100.0,209822420.0,209823245.0,12.0,403922397.0,76194238.78076172,209823295.95,403922385.0,403922385.0,180881.39655172414,0.3793103448275862,3617627.9310344825,18.96551724137931,3617642.1551724137,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,580077757.21209,1304488919.0416105,1888988942.6014917,207615859.67407557,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-147f90045792,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D7,13,8192,1424.0,11.0,928.0,427.0,0.0008544921875,3.0682919036174985,0.0,77.0,38.5,58.0,0.0,32.0,11.5,22.0,2.0,4127.0,17032129.0,2670311.127685547,8248384.0,1.0,1100.0,164967680.0,164968505.0,12.0,340644257.0,53406836.05371094,164968555.95,340644245.0,340644245.0,142213.5172413793,0.3793103448275862,2844270.3448275863,18.96551724137931,2844284.5689655175,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,489203265.2431623,1100128785.7264843,1593061528.8029492,175090934.28605452,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-8b88de51ba21,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D1,13,8192,196.0,52.0,755.0,368.3076923076923,0.0001220703125,3.9133899436317554,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,4592.0,21086464.0,5443759.867919922,12180100.0,3721.0,1200.0,243602000.0,243603000.0,7.0,421730956.0,108875835.35839844,243603052.7,421730949.0,421730949.0,213685.9649122807,0.42105263157894735,4273719.298245614,21.05263157894737,4273736.842105263,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,605652848.4868357,1362002627.7756371,1972272716.2393677,216769450.71464345,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-df7a823d7a2b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D2,13,8192,763.0,52.0,755.0,368.3076923076923,0.000244140625,3.612359947967774,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,4025.0,16200625.0,3271436.9493408203,8543929.0,1.0,1200.0,170878580.0,170879580.0,7.0,324014176.0,65429376.986816406,170879632.7,324014169.0,324014169.0,149893.49122807017,0.42105263157894735,2997869.8245614036,21.05263157894737,2997887.3684210526,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,465320614.6484283,1046421066.9408077,1515289088.2420666,166543085.35912466,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-0ae6410749b4,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D3,13,8192,767.0,52.0,755.0,368.3076923076923,0.0003662109375,3.436268688912093,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,4021.0,16168441.0,3258376.022705078,8520561.0,1.0,1200.0,170411220.0,170412220.0,7.0,323370496.0,65168158.45410156,170412272.7,323370489.0,323370489.0,149483.52631578947,0.42105263157894735,2989670.5263157897,21.05263157894737,2989688.0701754387,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,464396218.1192231,1044342267.9967761,1512278845.5624645,166212234.2314878,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-f12c027474e2,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D4,13,8192,1142.0,52.0,755.0,368.3076923076923,0.00048828125,3.311329952303793,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,3646.0,13293316.0,2172185.735229492,6471936.0,1.0,1200.0,129438720.0,129439720.0,7.0,265867996.0,43444352.704589844,129439772.7,265867989.0,265867989.0,113542.73684210527,0.42105263157894735,2270854.736842105,21.05263157894737,2270872.2807017546,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,381816191.6765485,858634872.5841892,1243361868.6735942,136655984.28285342,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-356d367a6a2c,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D5,13,8192,1155.0,52.0,755.0,368.3076923076923,0.0006103515625,3.2144199392957367,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,3633.0,13198689.0,2139370.8942871094,6405961.0,1.0,1200.0,128119220.0,128120220.0,7.0,263975456.0,42788055.88574219,128120272.7,263975449.0,263975449.0,112385.28070175438,0.42105263157894735,2247705.6140350876,21.05263157894737,2247723.1578947366,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,379098292.3983637,852522813.5586835,1234511190.2606337,135683219.87647477,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-747868754e4a,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D6,13,8192,1279.0,52.0,755.0,368.3076923076923,0.000732421875,3.135238693248112,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,3509.0,12313081.0,1842260.2410888672,5793649.0,1.0,1200.0,115872980.0,115873980.0,7.0,246263296.0,36845842.821777344,115874032.7,246263289.0,246263289.0,101642.9649122807,0.42105263157894735,2032859.298245614,21.05263157894737,2032876.8421052631,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,353661648.0584327,795320446.6923559,1151678260.8858767,126579180.43314268,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-ba2b70f61e3b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D7,13,8192,1674.0,52.0,755.0,368.3076923076923,0.0008544921875,3.0682919036174985,0.0,76.0,38.0,57.0,0.0,34.0,12.0,24.0,2.0,3114.0,9696996.0,1079989.2349853516,4048144.0,1.0,1200.0,80962880.0,80963880.0,7.0,193941596.0,21600422.69970703,80963932.7,193941589.0,193941589.0,71020.0701754386,0.42105263157894735,1420401.403508772,21.05263157894737,1420418.9473684211,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,278521830.31962675,626344721.6272064,906989884.0381503,99685858.52648707,1,True,True,True,7.0,7.0,7.0,0.0
task-v2-59fd840ba77c,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D1,13,8192,1378.0,48.0,992.0,522.1538461538462,0.0001220703125,3.9133899436317554,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5410.0,29268100.0,5282177.132080078,14799409.0,4.0,1000.0,295988180.0,295989205.0,15.0,585363270.0,105644102.64160156,295989257.65,585363255.0,585363255.0,284604.01923076925,0.38461538461538464,5692080.384615385,19.23076923076923,5692100.096153846,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,840647155.8014016,1890461900.8962045,2737517793.4251337,300876356.25453174,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-87f0030ee4db,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D2,13,8192,1391.0,48.0,992.0,522.1538461538462,0.000244140625,3.612359947967774,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5397.0,29127609.0,5229604.064819336,14699556.0,4.0,1000.0,293991120.0,293992145.0,15.0,582553450.0,104592641.29638672,293992197.65,582553435.0,582553435.0,282683.76923076925,0.38461538461538464,5653675.384615385,19.23076923076923,5653695.096153846,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,836611939.7690699,1881387437.111531,2724377350.835648,299432110.4872925,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-835da0eb601e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D3,13,8192,1534.0,48.0,992.0,522.1538461538462,0.0003662109375,3.436268688912093,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5254.0,27604516.0,4672751.193603516,13623481.0,1.0,1000.0,272469620.0,272470645.0,15.0,552091590.0,93455583.87207031,272470697.65,552091575.0,552091575.0,261990.01923076922,0.38461538461538464,5239800.384615385,19.23076923076923,5239820.096153846,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,792865299.113567,1783009233.0330496,2581919000.301115,283774733.01569897,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-404bfd76cc2e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D4,13,8192,1542.0,48.0,992.0,522.1538461538462,0.00048828125,3.311329952303793,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5246.0,27520516.0,4642754.734375,13564489.0,1.0,1000.0,271289780.0,271290805.0,15.0,550411590.0,92855654.6875,271290857.65,550411575.0,550411575.0,260855.5576923077,0.38461538461538464,5217111.153846154,19.23076923076923,5217130.865384615,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,790452631.0656788,1777583583.2909837,2574062289.3550987,282911214.0397639,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-e1d0a1367c62,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D5,13,8192,1563.0,48.0,992.0,522.1538461538462,0.0006103515625,3.2144199392957367,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5225.0,27300625.0,4564593.689453125,13410244.0,4.0,1000.0,268204880.0,268205905.0,15.0,546013770.0,91292433.7890625,268205957.65,546013755.0,546013755.0,257889.3076923077,0.38461538461538464,5157786.153846154,19.23076923076923,5157805.865384615,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,784136869.2833194,1763380588.6786907,2553495384.2761645,280650737.2405099,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-7eefc621bd20,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D6,13,8192,1676.0,48.0,992.0,522.1538461538462,0.000732421875,3.135238693248112,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,5112.0,26132544.0,4158348.8986816406,12595401.0,9.0,1000.0,251908020.0,251909045.0,15.0,522652150.0,83167537.97363281,251909097.65,522652135.0,522652135.0,242219.25,0.38461538461538464,4844385.0,19.23076923076923,4844404.711538462,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,750586968.0208749,1687932988.960094,2444242113.103145,268642878.80087656,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-8d35df6592f7,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D7,13,8192,1880.0,48.0,992.0,522.1538461538462,0.0008544921875,3.0682919036174985,0.0,70.0,35.0,52.0,0.0,32.0,10.5,20.0,2.0,4908.0,24088464.0,3485348.881225586,11189025.0,1.0,1000.0,223780500.0,223781525.0,15.0,481770550.0,69707537.62451172,223781577.65,481770535.0,481770535.0,215173.5576923077,0.38461538461538464,4303471.153846154,19.23076923076923,4303490.865384615,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,691876414.4098345,1555903677.9510212,2253054664.1682286,247629761.32076544,1,True,True,True,15.0,15.0,15.0,0.0
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,65536,920.0,20.0,966.0,511.625,1.52587890625e-05,4.816479930623699,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,7266.0,52794756.0,11368822.518005371,25553025.0,49.0,1300.0,511060500.0,511061150.0,16.0,1055896700.0,227377190.36010742,511061203.5,1055896684.0,1055896684.0,440569.3965517241,0.4482758620689655,8811387.931034483,22.413793103448278,8811399.137931034,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1516385828.1892521,3410074744.757662,4938020854.193514,542730251.9410152,1,True,True,True,16.0,16.0,16.0,0.0
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,65536,1463.0,20.0,966.0,511.625,3.0517578125e-05,4.515449934959718,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,6723.0,45198729.0,8216391.8999938965,20358144.0,1.0,1300.0,407162880.0,407163530.0,16.0,903976160.0,164328577.99987793,407163583.5,903976144.0,903976144.0,351002.4827586207,0.4482758620689655,7020049.655172414,22.413793103448278,7020060.862068965,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1298210927.7869146,2919439245.5519967,4227547181.8466654,464643186.9860739,1,True,True,True,16.0,16.0,16.0,0.0
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,65536,1570.0,20.0,966.0,511.625,4.57763671875e-05,4.339358675904037,0.0,80.0,40.0,58.0,0.0,44.0,14.0,26.0,2.0,6616.0,43771456.0,7664296.332611084,19404025.0,1.0,1300.0,388080500.0,388081150.0,8.0,875430700.0,153286666.65222168,388081203.5,875430692.0,875430692.0,334552.1551724138,0.4482758620689655,6691043.1034482755,22.413793103448278,6691054.310344827,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1257216463.5292196,2827250183.4799995,4094051131.1398897,449970842.05831,1,True,True,True,8.0,8.0,8.0,0.0
