task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,feasible_state_fraction,dilution_score,current_energy_span,current_total_energy_p95,current_resource_penalty_to_cost_ratio,current_flow_penalty_to_cost_ratio,current_ground_state_original_optimal,controlled_flow_scale,controlled_resource_scale,controlled_flow_penalty_strength,controlled_resource_penalty_strength,controlled_flow_classification_unchanged,controlled_resource_classification_unchanged,controlled_flow_penalty_max,controlled_resource_penalty_max,controlled_flow_penalty_p95,controlled_resource_penalty_p95,controlled_total_energy_min,controlled_total_energy_max,controlled_total_energy_mean,controlled_total_energy_p95,controlled_energy_span,controlled_resource_penalty_to_cost_ratio,controlled_flow_penalty_to_cost_ratio,controlled_total_penalty_to_cost_ratio,controlled_initial_phase_span_min,controlled_initial_phase_span_median,controlled_initial_phase_span_max,controlled_n_ground_states,controlled_ground_state_valid,controlled_ground_state_resource_feasible,controlled_ground_state_original_optimal,controlled_ground_state_cost,controlled_ground_state_gap_to_exact
task-v2-cb6317a18cf3,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D7,16,0.000152587890625,3.816479930623699,291543961.0,117929023.0,1842624.453125,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.421329441616208,1.6111111111111112,1.170426359974662,8.0,650.9081364278131,424.7237376185846,533.6348197173141,642.9081364278131,3.1455208424319046,4.329861111111112,7.411315046195643,923.2880467183076,2076.3061693938407,3006.632971878175,1,True,True,True,8.0,0.0
task-v2-9bb6197d70f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D1,16,1.52587890625e-05,4.816479930623699,673033378.0,322887146.5,5381441.333333333,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.691104627153546,1.5789473684210527,1.331556796321995,24.0,662.5542063967257,464.63215190609833,544.9908357152312,638.5542063967257,3.817129482789719,4.526315789473684,8.153290601870863,917.0353158440543,2062.244919780661,2986.2713232273213,1,True,True,True,24.0,0.0
task-v2-d50991f4f8ba,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D2,16,3.0517578125e-05,4.515449934959718,638677387.0,299229146.5,4987141.333333333,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.6558260819061932,1.5789473684210527,1.3072635193554718,15.0,656.486296614181,461.2259703176782,541.2087647340743,641.486296614181,3.7474887554856857,4.526315789473684,8.092114641744262,921.2461255947567,2071.714261764024,2999.983576385767,1,True,True,True,15.0,0.0
task-v2-51e0b98b7ef5,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D3,16,4.57763671875e-05,4.339358675904037,624292753.0,289408986.5,4823472.0,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.6410551780434943,1.5789473684210527,1.2971796632925936,9.0,653.9457011497968,459.7197313255631,539.6848427356339,644.9457011497968,3.7185817014387683,4.526315789473684,8.065159170925009,926.2142177303518,2082.8865935059084,3016.161874886762,1,True,True,True,9.0,0.0
task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D4,16,6.103515625e-05,4.214419939295737,610955953.0,280351386.5,4672512.0,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.6273602513274943,1.5789473684210527,1.2878788438889255,9.0,651.5901737546449,458.2733582538152,538.274060454911,642.5901737546449,3.691919352481586,4.526315789473684,8.041987270957428,922.8314167290372,2075.279291955947,3005.1459832979926,1,True,True,True,9.0,0.0
task-v2-7a2c20a84cd2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D5,16,7.62939453125e-05,4.11750992628768,512680753.0,215168666.5,3586133.3333333335,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.52644611435309,1.5789473684210527,1.2209458034632203,9.0,634.2329421950473,445.04320169858096,527.9506541794221,625.2329421950473,3.500044636594565,4.526315789473684,7.878193799258593,897.9044893578239,2019.2231854474294,2923.972917115356,1,True,True,True,9.0,0.0
task-v2-c4754bf838d1,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D6,16,9.1552734375e-05,4.038328680240055,512478253.0,215037486.5,3583947.0,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.526238176717376,1.5789473684210527,1.2208111009493785,9.0,634.1971769217045,445.00302701427336,527.9271956924821,625.1971769217045,3.499658489388218,4.526315789473684,7.877827547986414,897.8531264219797,2019.107679586663,2923.8056567495464,1,True,True,True,9.0,0.0
task-v2-aefa943bb0f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D7,16,0.0001220703125,3.9133899436317554,407705873.0,149277146.5,2487941.3333333335,18.333333333333332,True,38.0,6978.0,172.0,172.0,True,True,2.0,1.4186523940737958,1.5789473684210527,1.1532849299698902,9.0,615.6924223070087,422.59370393162453,518.175154818771,606.6924223070087,3.3060834659136855,4.526315789473684,7.723401882145297,871.2782274976411,1959.3455860734382,2837.266068574174,1,True,True,True,9.0,0.0
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,1.9073486328125e-06,5.719569917615643,990670661.0,458499635.45,7277760.0,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.763426859336475,1.5357142857142856,1.3533272993976468,5.0,668.207067908528,464.5058760211955,536.6977359304907,663.207067908528,3.694798341212623,4.192743764172335,7.6079865910023985,952.4395844503274,2141.862652937028,3101.5632320906548,1,True,True,True,5.0,0.0
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,3.814697265625e-06,5.418539921951662,955240201.0,434499175.45,6896800.317460317,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.7361235238338533,1.5357142857142856,1.3348321228857625,5.0,663.541194269005,462.3608114266614,533.7893343887491,658.541194269005,3.6443035735928753,4.192743764172335,7.561809796166048,945.7388676374935,2126.793964777034,3079.742743699959,1,True,True,True,5.0,0.0
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,5.7220458984375e-06,5.24244866289598,953582281.0,433381255.45,6879055.555555556,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.7348459015281734,1.5357142857142856,1.3339706340757078,5.0,663.322874731653,462.2589896569597,533.6579593611514,658.322874731653,3.6419515723971707,4.192743764172335,7.5596391931196685,945.4253363446369,2126.088890168985,3078.7217475696957,1,True,True,True,5.0,0.0
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,7.62939453125e-06,5.11750992628768,947790901.0,429479875.45,6817128.888888889,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.730382962261701,1.5357142857142856,1.3309641620439243,5.0,662.5602594251072,461.9013239953198,533.1828591015468,657.5602594251072,3.633743426532619,4.192743764172335,7.5521263101354075,944.3301354024147,2123.6259832991905,3075.155290411042,1,True,True,True,5.0,0.0
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,1.1444091796875e-05,4.941418667231999,757189961.0,304668935.45,4836002.857142857,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.5835025262770963,1.5357142857142856,1.234782656943014,5.0,637.471228757995,448.7064515418856,518.2872946066071,632.471228757995,3.371152650701562,4.192743764172335,7.318353701380799,908.299479067278,2042.599618556511,2957.8235869186383,1,True,True,True,5.0,0.0
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,1.52587890625e-05,4.816479930623699,626306101.0,223915075.45,3554195.5555555555,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.482641122234976,1.5357142857142856,1.1725523124114512,5.0,620.2559581074667,434.3839529984637,509.05427667273966,615.2559581074667,3.2012539322979303,4.192743764172335,7.1739253976002955,883.5764234516363,1987.0019823870855,2877.3144170623054,1,True,True,True,5.0,0.0
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,1.9073486328125e-05,4.719569917615643,551041801.0,179880775.45,2855238.412698413,23.80952380952381,True,56.0,8055.0,172.0,172.0,True,True,2.0,1.4246411291705343,1.5357142857142856,1.1386187065106783,5.0,610.3627476722257,421.7507849397574,504.21146557615475,605.3627476722257,3.108609801902169,4.192743764172335,7.100283361675851,869.3686658872671,1955.051330811985,2831.047694015996,1,True,True,True,5.0,0.0
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,1.9073486328125e-06,5.719569917615643,719282472.0,360741349.65,4941646.301369863,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.8750171072808808,1.625,1.4388468326537014,11.0,755.1696091189781,494.0368168132575,588.3306004633083,744.1696091189781,3.390159660499132,3.828767123287671,7.103987921567867,1068.7108560302606,2403.3355046248143,3480.1937581296065,1,True,True,True,11.0,0.0
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,3.814697265625e-06,5.418539921951662,696910472.0,344949349.65,4725317.534246575,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.8478011721440502,1.625,1.419635584321821,11.0,750.4884682754432,491.8460725299246,585.1349656860488,739.4884682754432,3.3448948014157973,3.828767123287671,7.060413228589608,1061.9882138035575,2388.2175102139217,3458.3018709241037,1,True,True,True,11.0,0.0
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,5.7220458984375e-06,5.24244866289598,677217512.0,331136389.65,4536098.904109589,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.8238443367242305,1.625,1.402831873280893,11.0,746.3678925832343,489.93544554850615,582.35652340613,735.3678925832343,3.3053024959495017,3.828767123287671,7.022415189467575,1056.0706058800472,2374.909890903448,3439.031530361683,1,True,True,True,11.0,0.0
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,7.62939453125e-06,5.11750992628768,671411014.0,327079889.65,4480530.410958904,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.816780626400075,1.625,1.397897069021884,9.0,745.1529344074795,489.3747865113843,581.5537792754084,736.1529344074795,3.293675285914576,3.828767123287671,7.0113097556781625,1057.1980138119593,2377.4452254101307,3442.702867679319,1,True,True,True,9.0,0.0
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,1.1444091796875e-05,4.941418667231999,649802295.0,312051169.65,4274657.534246575,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.7904932349326188,1.625,1.3796143643593777,8.0,740.631503075077,487.2934690536584,578.5249674575418,732.631503075077,3.2505982283536023,3.828767123287671,6.969654150699092,1052.1408442533163,2366.072574814683,3426.2344938132887,1,True,True,True,8.0,0.0
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,1.52587890625e-05,4.816479930623699,585147915.0,267766789.65,3668022.191780822,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.7118400339496043,1.625,1.3257416299746665,8.0,727.1031525059985,480.98750745853175,569.6099569654413,719.1031525059985,3.1236652103512688,3.828767123287671,6.848793692148684,1032.712618563646,2322.382043995815,3362.967624767083,1,True,True,True,8.0,0.0
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,2.288818359375e-05,4.640388671568018,456970295.0,183619169.65,2515315.0684931506,20.54794520547945,True,48.0,6411.0,172.0,172.0,True,True,2.0,1.5559096838730209,1.625,1.2233745564971645,8.0,700.2831322928262,465.4678810437517,552.8727430603076,692.2831322928262,2.8824715577741413,3.828767123287671,6.621981564114754,994.1960674850521,2235.7653560483136,3237.5407519211253,1,True,True,True,8.0,0.0
task-v2-5ae92cb9d249,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D1,19,1.9073486328125e-06,5.719569917615643,1824051773.0,837736731.65,13962261.333333334,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.8375713942311556,1.5909090909090908,1.3846733595541707,10.0,703.9713707168496,478.3722999394423,558.227980298994,693.9713707168496,3.9693969640552895,4.5606060606060606,8.381713158654419,996.6205668319917,2241.2176122208425,3245.4359907934527,1,True,True,True,10.0,0.0
task-v2-dcffea5b9a3e,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D2,19,3.814697265625e-06,5.418539921951662,1753317153.0,790025551.65,13167075.0,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.8050913118354914,1.5909090909090908,1.3627652322807882,10.0,698.3847965447953,475.83980358783435,554.637168291403,688.3847965447953,3.9065936658715925,4.5606060606060606,8.322072315924737,988.5976209974244,2223.175472509153,3219.3097417170775,1,True,True,True,10.0,0.0
task-v2-004cf44adcd0,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D3,19,5.7220458984375e-06,5.24244866289598,1674451773.0,737384731.65,12289728.0,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.7688777287192556,1.5909090909090908,1.3385935017904664,10.0,692.1560602488029,473.06314510041545,550.7105687380077,682.1560602488029,3.8373013717993367,4.5606060606060606,8.256378813373837,979.6524584735776,2203.059435915255,3190.180348481022,1,True,True,True,10.0,0.0
task-v2-676c7042f456,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D4,19,7.62939453125e-06,5.11750992628768,1638051778.0,713296731.65,11888261.333333334,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.7521634945973763,1.5909090909090908,1.327532719605636,5.0,689.2812119798396,471.788962013657,548.9030470002886,684.2812119798396,3.805593796202823,4.5606060606060606,8.226545482625145,982.704414234522,2209.9227269517733,3200.1188620924395,1,True,True,True,5.0,0.0
task-v2-d5cf4ef0cd21,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D5,19,1.1444091796875e-05,4.941418667231999,1507196998.0,627873231.65,10464536.333333334,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.6920773014960846,1.5909090909090908,1.2883077641520546,5.0,678.9463867664174,467.20836292405886,542.5378110587743,673.9463867664174,3.6931489239025566,4.5606060606060606,8.120504444936419,967.8624484172997,2176.545856860404,3151.7868773427617,1,True,True,True,5.0,0.0
task-v2-6bb369c86974,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D6,19,1.52587890625e-05,4.816479930623699,1482988198.0,612282831.65,10204696.333333334,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.6809610500947176,1.5909090909090908,1.2811489291066218,5.0,677.0343915253823,466.3485871719719,541.3955788289345,672.0343915253823,3.672626930105649,4.5606060606060606,8.101196752632472,965.1166092352998,2170.3709660947175,3142.8452142838496,1,True,True,True,5.0,0.0
task-v2-8ea177161d6a,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D7,19,2.288818359375e-05,4.640388671568018,1129506278.0,393740431.65,6562323.0,21.666666666666668,True,44.0,10435.0,172.0,172.0,True,True,2.0,1.518648424580118,1.5909090909090908,1.1807981368220777,5.0,649.1166199368712,450.5005986220306,525.4285391744767,644.1166199368712,3.384954658889956,4.5606060606060606,7.838056941201788,925.023564306822,2080.2090314409907,3012.284582362518,1,True,True,True,5.0,0.0
task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D1,19,1.9073486328125e-06,5.719569917615643,1179650061.0,615385286.2,11611022.264150944,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.8914851308204974,1.5333333333333332,1.4650589381003185,12.0,697.7883334888104,469.5559074167743,552.4230859942128,685.7883334888104,4.754530893457638,4.9761006289308165,9.54464892597376,984.8688094184381,2214.790056372255,3207.1670871260753,1,True,True,True,12.0,0.0
task-v2-8ac52cd83f67,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D2,19,3.814697265625e-06,5.418539921951662,1124102241.0,575451026.2,10857545.660377359,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.8495064595732327,1.5333333333333332,1.434879766855744,12.0,690.6916948706898,466.13466176130976,547.4266720002454,678.6916948706898,4.6565909414941125,4.9761006289308165,9.450502588872874,974.6772420128731,2191.8710828675285,3173.978850036248,1,True,True,True,12.0,0.0
task-v2-e0ae4ea7992e,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D3,19,5.7220458984375e-06,5.24244866289598,1013890061.0,497404486.2,9384969.433962265,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.7662167666264281,1.5333333333333332,1.3758983334773234,12.0,676.6206884451844,459.3923708673303,537.6995720011663,664.6206884451844,4.465179497322635,4.9761006289308165,9.266897518077414,954.4697017721309,2146.4280159727955,3108.174189200097,1,True,True,True,12.0,0.0
task-v2-f09582cc278a,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D4,19,7.62939453125e-06,5.11750992628768,991515685.0,481770386.2,9089986.41509434,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.7493079708828438,1.5333333333333332,1.3640833109589445,8.0,673.7657730312568,458.00299910905017,535.755000755419,665.7657730312568,4.426836405376197,4.9761006289308165,9.230186812128848,956.1141714107893,2150.1261278115257,3113.529307415281,1,True,True,True,8.0,0.0
task-v2-d6122c14c280,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D5,19,1.1444091796875e-05,4.941418667231999,805690245.0,355157026.2,6701055.094339622,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.608875726104591,1.5333333333333332,1.2683988967919873,8.0,650.0805134237567,444.9145558753545,520.1808725441349,642.0805134237567,4.116313400909846,4.9761006289308165,8.93774797561739,922.099487445936,2073.6333166923605,3002.7624988334455,1,True,True,True,8.0,0.0
task-v2-0ec069828687,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D6,19,1.52587890625e-05,4.816479930623699,730842565.0,306075986.2,5774997.735849056,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.5523117393929526,1.5333333333333332,1.2313073089918927,8.0,640.5556346852866,437.87979907144734,514.2395712672097,632.5556346852866,3.9959407008793497,4.9761006289308165,8.826726672588837,908.4206954266998,2042.8722120074858,2958.218320831055,1,True,True,True,8.0,0.0
task-v2-66ecfca58e61,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D7,19,1.9073486328125e-05,4.719569917615643,683750245.0,275877026.2,5205206.037735849,30.18867924528302,True,60.0,8134.0,172.0,172.0,True,True,2.0,1.5167230696746632,1.5333333333333332,1.2084853114076615,8.0,634.5682150872324,432.4798587137867,510.57119842950226,626.5682150872324,3.9218768596626,4.9761006289308165,8.758694356868828,899.8220906924586,2023.53552058021,2930.217472560564,1,True,True,True,8.0,0.0
task-v2-0b36d078e255,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D1,19,1.9073486328125e-06,5.719569917615643,800620145.0,385794439.3,6651608.275862069,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.788322700906162,1.5652173913043477,1.3798682769528623,16.0,675.6142687260427,469.50162229920625,543.0317775444195,659.6142687260427,4.092023166136075,4.64167916041979,8.440145269626951,947.2799226705291,2130.2595160574174,3084.7610983621607,1,True,True,True,16.0,0.0
task-v2-f27d61c02d71,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D2,19,3.814697265625e-06,5.418539921951662,778254445.0,370317339.3,6384761.724137931,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.7663004927385013,1.5652173913043477,1.364628873847585,16.0,671.9783837546025,467.7423547422463,540.6211489603206,655.9783837546025,4.0468304534790445,4.64167916041979,8.398925096952219,942.0583848750584,2118.5172313208245,3067.7574690445595,2,True,True,True,16.0,0.0
task-v2-6ee4e9bb2f23,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D3,19,5.7220458984375e-06,5.24244866289598,699746068.0,316809159.3,5462206.8965517245,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.6889978423736205,1.5652173913043477,1.3119424710686571,13.0,659.2337318377683,461.39852342119264,532.2390046831526,646.2337318377683,3.8905880176518797,4.64167916041979,8.2567283147955,928.0639739717616,2087.0463574166024,3022.185496794494,1,True,True,True,13.0,0.0
task-v2-a11d89c8c060,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D4,19,7.62939453125e-06,5.11750992628768,692901488.0,312209179.3,5382896.8965517245,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.6822583812532352,1.5652173913043477,1.307413137440509,13.0,658.1240513808882,460.8332925598702,531.5209105003996,645.1240513808882,3.877156200685647,4.64167916041979,8.244717914740816,926.4703486255231,2083.462585104312,3016.9959500134523,2,True,True,True,13.0,0.0
task-v2-01f33dead804,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D5,19,1.1444091796875e-05,4.941418667231999,639355888.0,276620379.3,4769296.8965517245,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.6295351331696832,1.5652173913043477,1.2723709092948554,13.0,649.4517075571262,455.9978495480967,526.050717622178,636.4517075571262,3.7732378689433643,4.64167916041979,8.152167781986112,914.0158921708257,2055.454787467109,2976.4387484373997,3,True,True,True,13.0,0.0
task-v2-2bbd08239dbd,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D6,19,1.52587890625e-05,4.816479930623699,586662691.0,242348379.3,4178400.3448275863,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.5776511939493512,1.5652173913043477,1.238625257769436,10.0,640.9339676555951,450.4125629427063,520.8451154397222,630.9339676555951,3.6731645575231555,4.64167916041979,8.064432722131498,906.0918000535745,2037.634951709056,2950.6344106507154,1,True,True,True,10.0,0.0
task-v2-110f51ef504a,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D7,19,2.288818359375e-05,4.640388671568018,430036951.0,146017239.3,2517518.620689655,22.413793103448278,True,46.0,7126.0,172.0,172.0,True,True,2.0,1.423430907944714,1.5652173913043477,1.1437735688838626,10.0,615.7379350382646,423.12727033267356,506.85250840004954,605.7379350382646,3.3918802387590405,4.64167916041979,7.830628990969144,869.9074769408464,1956.2630184523273,2832.802300376451,1,True,True,True,10.0,0.0
