task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,feasible_state_fraction,dilution_score,current_energy_span,current_total_energy_p95,current_resource_penalty_to_cost_ratio,current_flow_penalty_to_cost_ratio,current_ground_state_original_optimal,controlled_flow_scale,controlled_resource_scale,controlled_flow_penalty_strength,controlled_resource_penalty_strength,controlled_flow_classification_unchanged,controlled_resource_classification_unchanged,controlled_flow_penalty_max,controlled_resource_penalty_max,controlled_flow_penalty_p95,controlled_resource_penalty_p95,controlled_total_energy_min,controlled_total_energy_max,controlled_total_energy_mean,controlled_total_energy_p95,controlled_energy_span,controlled_resource_penalty_to_cost_ratio,controlled_flow_penalty_to_cost_ratio,controlled_total_penalty_to_cost_ratio,controlled_initial_phase_span_min,controlled_initial_phase_span_median,controlled_initial_phase_span_max,controlled_n_ground_states,controlled_ground_state_valid,controlled_ground_state_resource_feasible,controlled_ground_state_original_optimal,controlled_ground_state_cost,controlled_ground_state_gap_to_exact
task-v2-ef23e17da545,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D3,13,0.0003662109375,3.436268688912093,337021938.0,177424183.04999998,4928424.805555555,27.77777777777778,True,28.0,5054.0,172.0,172.0,True,True,2.0,1.6597142237010059,1.7142857142857144,1.347304303471068,10.0,677.470846476573,451.7032336692105,550.2676218956362,667.470846476573,6.437120561028437,8.190476190476192,14.338005584405474,958.5628477327042,2155.6327535846112,3121.503277178125,1,True,True,True,10.0,0.0
task-v2-ac528a9510be,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D4,13,0.00048828125,3.311329952303793,322405940.0,166863763.04999998,4635079.805555555,27.77777777777778,True,28.0,5054.0,172.0,172.0,True,True,2.0,1.6311035513721297,1.7142857142857144,1.3266323880170925,8.0,672.5498108360064,448.46894263709686,546.8850779292387,664.5498108360064,6.33835474274833,8.190476190476192,14.238911607299128,954.3679135917888,2146.199112947822,3107.842722004944,1,True,True,True,8.0,0.0
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,0.0006103515625,3.2144199392957367,272471065.0,131528971.04999998,3653557.805555555,27.77777777777778,True,28.0,5054.0,172.0,172.0,True,True,2.0,1.533356528283615,1.7142857142857144,1.2574648896782183,3.0,655.7373228647818,434.0932931266945,535.8780995247371,652.7373228647818,6.007887806240376,8.190476190476192,13.94815156143053,937.4038586547426,2108.050052046494,3052.6002794197025,1,True,True,True,3.0,0.0
task-v2-c5ed7c8b71f4,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D6,13,0.000732421875,3.135238693248112,240125945.0,109367863.04999998,3037971.472222222,27.77777777777778,True,28.0,5054.0,172.0,172.0,True,True,2.0,1.4700412826789235,1.7142857142857144,1.2140847446704988,3.0,644.8471006207749,421.29423262724686,529.3971202269937,641.8471006207749,5.800627113425716,8.190476190476192,13.77846733621869,921.7642805341966,2072.87949757671,3001.6709173309887,1,True,True,True,3.0,0.0
task-v2-8c0a098a6f8b,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D7,13,0.0008544921875,3.0682919036174985,227948965.0,101201401.04999998,2811125.305555555,27.77777777777778,True,28.0,5054.0,172.0,172.0,True,True,2.0,1.4462049673576816,1.7142857142857144,1.198098977814436,3.0,640.7472543855213,416.0948471780572,527.0602504271634,637.7472543855213,5.724250671780083,8.190476190476192,13.719850078110806,915.8764424311898,2059.638825154797,2982.4975204300954,1,True,True,True,3.0,0.0
task-v2-eb747215294a,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D1,13,0.0001220703125,3.9133899436317554,585580078.0,345447595.95,5955977.931034483,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.9501947208312327,1.6875,1.560542599354097,19.0,756.4334919829721,487.5757187231362,603.6150813536042,737.4334919829721,4.62781598429146,5.004310344827586,9.47672310464628,1059.0370378273594,2381.580854504876,3448.691540727162,1,True,True,True,19.0,0.0
task-v2-607a9c50d675,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D2,13,0.000244140625,3.612359947967774,474534483.0,261509995.95,4508777.931034483,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.7700054596020764,1.6875,1.4243404073415502,14.0,725.4409390515572,471.8409127636526,581.36424882676,711.4409390515572,4.223906035564597,5.004310344827586,9.08587425306257,1021.7088223864852,2297.636516345372,3327.134412672903,1,True,True,True,14.0,0.0
task-v2-cfa564be8207,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D3,13,0.0003662109375,3.436268688912093,423385684.0,223915195.95,3860591.724137931,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.6870083441399788,1.6875,1.3633368264877577,13.0,711.1654351920763,463.3999268101045,570.9109844626728,698.1654351920763,4.0429988647567985,5.004310344827586,8.907331512638605,1002.6437128737551,2254.7625674816886,3265.050010002269,1,True,True,True,13.0,0.0
task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D4,13,0.00048828125,3.311329952303793,418065345.0,220050655.95,3793961.724137931,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.678375240855491,1.6875,1.357065991735273,12.0,709.6805414271445,462.5594307180014,569.8392664362727,697.6805414271445,4.024402596180464,5.004310344827586,8.888807610623822,1001.9473511515699,2253.1965771658365,3262.7823491983436,1,True,True,True,12.0,0.0
task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D5,13,0.0006103515625,3.2144199392957367,412052085.0,215693995.95,3718846.896551724,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.6686177639543005,1.6875,1.349996613508431,12.0,708.0022554001397,461.5858947916978,568.62766743207,696.0022554001397,4.003438233162933,5.004310344827586,8.86952311339751,999.5371445607534,2247.7764627911156,3254.933653841847,1,True,True,True,12.0,0.0
task-v2-8029d558b1a1,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D6,13,0.000732421875,3.135238693248112,403922385.0,209823295.95,3617627.9310344825,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.6554260243715104,1.6875,1.340470463027025,12.0,705.7332761918998,460.11896841691976,566.9823674332968,693.7332761918998,3.9751882696663503,5.004310344827586,8.841136956320202,996.2786364434658,2240.4486732340083,3244.322514686096,1,True,True,True,12.0,0.0
task-v2-147f90045792,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D7,13,0.0008544921875,3.0682919036174985,340644245.0,164968555.95,2844270.3448275863,18.96551724137931,True,32.0,5551.0,172.0,172.0,True,True,2.0,1.5527471131984867,1.6875,1.2676864674141786,12.0,688.0725034701397,446.0115019548022,555.2794188575201,676.0725034701397,3.7593460757799777,5.004310344827586,8.629445533715945,970.9157899870332,2183.412264327757,3161.729903758621,1,True,True,True,12.0,0.0
task-v2-8b88de51ba21,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D1,13,0.0001220703125,3.9133899436317554,421730949.0,243603052.7,4273719.298245614,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.9198043842549843,1.7058823529411766,1.5313033698141205,7.0,740.0887070330338,483.19208875910687,593.3812181243688,733.0887070330338,4.620775080842609,5.147574819401445,9.453051598812566,1052.7974403132748,2367.5491394197775,3428.3726600877176,1,True,True,True,7.0,0.0
task-v2-df7a823d7a2b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D2,13,0.000244140625,3.612359947967774,324014169.0,170879632.7,2997869.8245614036,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.7066811155569237,1.7058823529411766,1.372691379311548,7.0,704.0075472376291,464.31118516220306,567.6767131044477,697.0075472376291,4.142156442834847,5.147574819401445,9.002016275237315,1000.9808561649876,2251.0231064808627,3259.6350153796707,1,True,True,True,7.0,0.0
task-v2-0ae6410749b4,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D3,13,0.0003662109375,3.436268688912093,323370489.0,170412272.7,2989670.5263157897,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.7052772299029388,1.7058823529411766,1.371672052939366,7.0,703.7747220669328,464.1082118965525,567.5240112439765,696.7747220669328,4.13908058079949,5.147574819401445,9.000125608372795,1000.6464931589858,2250.271185155068,3258.546182006386,1,True,True,True,7.0,0.0
task-v2-f12c027474e2,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D4,13,0.00048828125,3.311329952303793,265867989.0,129439772.7,2270854.736842105,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.5798625287808772,1.7058823529411766,1.2823097844862783,7.0,683.0136898916744,449.3450340419583,553.5986611819243,676.0136898916744,3.869426016344559,5.147574819401445,8.761176725401013,970.8313271051611,2183.2223227344057,3161.454855374274,1,True,True,True,7.0,0.0
task-v2-356d367a6a2c,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D5,13,0.0006103515625,3.2144199392957367,263975449.0,128120272.7,2247705.6140350876,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.5757348414896892,1.7058823529411766,1.2794319148609479,7.0,682.3318179534049,448.59492642099354,553.1536747621999,675.3318179534049,3.8607419185277725,5.147574819401445,8.753916306280495,969.8520826776524,2181.0201808855995,3158.2660037545215,1,True,True,True,7.0,0.0
task-v2-747868754e4a,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D6,13,0.000732421875,3.135238693248112,246263289.0,115874032.7,2032859.298245614,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.537104081911825,1.7058823529411766,1.252722493018958,7.0,675.9552653214769,442.6074802882828,548.8857753201825,668.9552653214769,3.7801450666536978,5.147574819401445,8.67944941200072,960.6946393498367,2160.4267635387605,3128.445330622904,1,True,True,True,7.0,0.0
task-v2-ba2b70f61e3b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D7,13,0.0008544921875,3.0682919036174985,193941589.0,80963932.7,1420401.403508772,21.05263157894737,True,34.0,4788.0,172.0,172.0,True,True,2.0,1.4229888631352818,1.7058823529411766,1.1765825033204007,7.0,657.1809599185934,418.45378529439625,537.7509070084378,650.1809599185934,3.5503893082650686,5.147574819401445,8.469108927429794,933.7326353219603,2099.7941413562476,3040.645157549876,1,True,True,True,7.0,0.0
task-v2-59fd840ba77c,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D1,13,0.0001220703125,3.9133899436317554,585363255.0,295989257.65,5692080.384615385,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.6352005462862294,1.625,1.3211890311128274,15.0,652.2544939612314,449.1083924525848,542.251529997302,637.2544939612314,4.370086795219352,5.375,9.464741193640059,915.1687833056257,2058.0474290423276,2980.1930702995705,1,True,True,True,15.0,0.0
task-v2-87f0030ee4db,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D2,13,0.000244140625,3.612359947967774,582553435.0,293992197.65,5653675.384615385,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.6321514942484034,1.625,1.319021938607734,15.0,651.7300570107254,448.78616659957527,541.8870756011944,636.7300570107254,4.362918720010197,5.375,9.45713655736036,914.4156331427579,2056.35373189635,2977.7404812938944,1,True,True,True,15.0,0.0
task-v2-835da0eb601e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D3,13,0.0003662109375,3.436268688912093,552091575.0,272470697.65,5239800.384615385,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.599096068523989,1.625,1.2956680677433816,15.0,646.0445237861261,444.607888685943,537.7023418523589,631.0445237861261,4.28567130099734,5.375,9.395655020170008,906.2505710319259,2037.9919986382818,2951.15143896077,1,True,True,True,15.0,0.0
task-v2-404bfd76cc2e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D4,13,0.00048828125,3.311329952303793,550411575.0,271290857.65,5217111.153846154,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.5972730309544834,1.625,1.2943877745017118,15.0,645.7309613241712,444.43292702843553,537.4730082403034,630.7309613241712,4.2814364848902775,5.375,9.391351346665164,905.8002602384879,2036.9793319175512,2949.685028468448,1,True,True,True,15.0,0.0
task-v2-e1d0a1367c62,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D5,13,0.0006103515625,3.2144199392957367,546013755.0,268205957.65,5157786.153846154,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.5925007743569104,1.625,1.2910402217647072,15.0,644.9101331893886,443.70024275403466,536.873006764511,629.9101331893886,4.270363810452493,5.375,9.380097921558205,904.6214591589655,2034.3284236093587,2945.846332402172,1,True,True,True,15.0,0.0
task-v2-7eefc621bd20,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D6,13,0.000732421875,3.135238693248112,522652135.0,251909097.65,4844385.0,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.5671501130804162,1.625,1.2733558241188911,15.0,640.5498194498316,440.1471559846814,533.9558313980199,625.5498194498316,4.211869264393256,5.375,9.331334278258892,898.3595605648005,2020.2465574686717,2925.454829613099,1,True,True,True,15.0,0.0
task-v2-8d35df6592f7,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D7,13,0.0008544921875,3.0682919036174985,481770535.0,223781577.65,4303471.153846154,19.23076923076923,True,32.0,6788.0,172.0,172.0,True,True,2.0,1.5227877959961929,1.625,1.2428334873944764,15.0,632.9195009113452,433.0157827124285,528.6036951756175,617.9195009113452,4.110910765997114,5.375,9.239411874006628,887.4015690570532,1995.6040361530645,2889.7707777185046,1,True,True,True,15.0,0.0
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,1.52587890625e-05,4.816479930623699,1055896684.0,511061203.5,8811387.931034483,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.787856833865498,1.5909090909090908,1.3813281260772552,16.0,678.8594505588612,467.6012238266254,554.9849376887419,662.8594505588612,4.096352373884274,4.717868338557993,8.636160039006423,951.9403670262604,2140.7400041372916,3099.9375600453263,1,True,True,True,16.0,0.0
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,3.0517578125e-05,4.515449934959718,903976144.0,407163583.5,7020049.655172414,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.6745012236572259,1.5909090909090908,1.303804849012237,16.0,661.5922851690771,458.2210612820505,542.653507562785,645.5922851690771,3.866455759139737,4.717868338557993,8.424545899135227,927.1427847562998,2084.974771135332,3019.185698542594,1,True,True,True,16.0,0.0
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,4.57763671875e-05,4.339358675904037,875430692.0,388081203.5,6691043.1034482755,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.653202010022415,1.5909090909090908,1.2895665187039973,8.0,658.3682494359821,456.2869366220806,540.4463958587303,650.3682494359821,3.824231745122199,4.717868338557993,8.386261475825354,934.0016040328579,2100.399002857266,3041.52103826496,1,True,True,True,8.0,0.0
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,6.103515625e-05,4.214419939295737,866192792.0,381938703.5,6585137.931034483,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.6463091449000096,1.5909090909090908,1.2849832883145824,8.0,657.3264150968276,455.65754538945225,539.6909075815141,649.3264150968276,3.8106400963811753,4.717868338557993,8.37366639209564,932.5054133059111,2097.0343432063682,3036.6487815647397,1,True,True,True,8.0,0.0
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,9.1552734375e-05,4.038328680240055,708289592.0,279752703.5,4823310.344827586,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.5284895690227855,1.5909090909090908,1.2087371376311888,8.0,639.6487403601338,441.86295630583027,527.7221080352454,631.6487403601338,3.5845308219407666,4.717868338557993,8.169941982292006,907.118293664136,2039.943348340018,2953.977126443372,2,True,True,True,8.0,0.0
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,0.0001220703125,3.9133899436317554,651398552.0,244441023.5,4214488.275862069,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.486040282345795,1.5909090909090908,1.1823893045213327,8.0,633.3495254717899,434.80302160269343,523.7099497762467,625.3495254717899,3.506395868580504,4.717868338557993,8.101062691787302,898.0719159927733,2019.599697367303,2924.518132059705,2,True,True,True,8.0,0.0
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,0.0001373291015625,3.8622374211843744,628097892.0,230249683.5,3969810.0,22.413793103448278,True,44.0,8186.0,172.0,172.0,True,True,2.0,1.4686544796587095,1.5909090909090908,1.1718004269056195,8.0,630.7821691689151,431.40555112667926,522.0946026004061,622.7821691689151,3.474994369444251,4.717868338557993,8.073731265600504,894.384904969267,2011.3082830443957,2912.5115985078473,2,True,True,True,8.0,0.0
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,1.52587890625e-05,4.816479930623699,1517631991.0,688200107.0,10587678.76923077,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.7530809205155893,1.5909090909090908,1.3414992345683334,19.0,680.8026456014086,469.64445530555884,553.5575460427467,661.8026456014086,3.5498133591654364,4.20979020979021,7.5672985558417984,950.4226768157272,2137.3269960749008,3094.995291547099,1,True,True,True,19.0,0.0
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,3.0517578125e-05,4.515449934959718,1271376157.0,525928667.0,8091195.076923077,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.6308834657034095,1.5909090909090908,1.2609766489650545,13.0,659.7846833737137,459.5954027706556,540.7782854268597,646.7846833737137,3.3367382095690674,4.20979020979021,7.374161614347736,928.8552020471844,2088.82568483261,3024.7620842725814,1,True,True,True,13.0,0.0
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,4.57763671875e-05,4.339358675904037,1259286077.0,518162987.0,7971723.076923077,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.6248841074568166,1.5909090909090908,1.2571231511926326,13.0,658.7527937552998,459.0486857550713,540.1601095120905,645.7527937552998,3.326541261617428,4.20979020979021,7.3649539051695365,927.373293052366,2085.4931421885694,3019.9363351892043,1,True,True,True,13.0,0.0
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,6.103515625e-05,4.214419939295737,1075166057.0,402664367.0,6194821.230769231,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.533519785603708,1.5909090909090908,1.1998102468638698,13.0,643.0381303965651,448.9436502413357,531.165756884151,630.0381303965651,3.174882499393625,4.20979020979021,7.23411161200228,904.8052774756164,2034.7417974272764,2946.444925889483,1,True,True,True,13.0,0.0
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,7.62939453125e-05,4.11750992628768,1052121757.0,388610267.0,5978604.307692308,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.5220847073211852,1.5909090909090908,1.1928362995671242,13.0,641.0712969319711,447.35111268865705,530.108045146713,628.0712969319711,3.1564283619314675,4.20979020979021,7.219082410188508,901.9806844663646,2028.3898036892642,2937.2468056452767,1,True,True,True,13.0,0.0
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,9.1552734375e-05,4.038328680240055,1043725097.0,383513807.0,5900197.230769231,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.5179181036746554,1.5909090909090908,1.1903073262824617,13.0,640.354641104768,446.74324932745424,529.7292285258708,627.354641104768,3.149736309547437,4.20979020979021,7.213736401803838,900.951486480873,2026.075325413065,2933.8952832154473,1,True,True,True,13.0,0.0
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,0.0001220703125,3.9133899436317554,953305897.0,329510607.0,5069378.769230769,20.0,True,44.0,10038.0,172.0,172.0,True,True,2.0,1.4730501480308282,1.5909090909090908,1.1635097746316538,13.0,632.6373527340297,439.2501196737526,525.6841625191838,619.6373527340297,3.078825865179146,4.20979020979021,7.154085946935087,889.8685965591945,2001.151930378455,2897.804507015481,1,True,True,True,13.0,0.0
task-v2-00b7b12999ba,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D1,16,1.52587890625e-05,4.816479930623699,525313974.0,244301319.0,3490007.1428571427,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.6161612782594361,1.631578947368421,1.2865504025878298,23.0,673.7165819658862,466.47719597562684,550.6596014164224,650.7165819658862,3.1612381320729535,4.009022556390978,6.913580510724897,934.5018485357983,2101.5239613697827,3043.150054931955,1,True,True,True,23.0,0.0
task-v2-26d674ac9727,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D2,16,3.0517578125e-05,4.515449934959718,509849494.0,233792039.0,3339874.5714285714,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.5980223347459703,1.631578947368421,1.2742236230073205,23.0,670.5966836815701,464.25844004227827,548.8211486022159,647.5966836815701,3.1309494736751304,4.009022556390978,6.889335577974354,930.0213253791133,2091.4480832021804,3028.559496002881,1,True,True,True,23.0,0.0
task-v2-d4d85eef1fda,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D3,16,4.57763671875e-05,4.339358675904037,478634755.0,212813699.0,3040184.0,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.5614092442542422,1.631578947368421,1.2496172395876206,22.0,664.2992321169928,459.43229386067776,545.2523500461762,642.2992321169928,3.0704880744152967,4.009022556390978,6.838501565562225,922.4135919713209,2074.3396803956593,3003.7853616615685,1,True,True,True,22.0,0.0
task-v2-45bf90adfb6d,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D4,16,6.103515625e-05,4.214419939295737,432451479.0,182408819.0,2605828.5714285714,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.507238919278131,1.631578947368421,1.213954068187502,18.0,654.9819362211017,450.8203009189582,540.1857970786966,636.9819362211017,2.9828585675464336,4.009022556390978,6.769211791028972,914.7773598825211,2057.1671892611175,2978.918423049393,1,True,True,True,18.0,0.0
task-v2-980575647e27,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D5,16,7.62939453125e-05,4.11750992628768,429295263.0,180360999.0,2576574.0,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.5035368551740633,1.631578947368421,1.2115520933842274,14.0,654.345181195202,450.14887292512435,539.8506087985647,640.345181195202,2.9769565723155305,4.009022556390978,6.764363325226463,919.6073561243262,2068.028968562446,2994.647020431624,1,True,True,True,14.0,0.0
task-v2-36c69f7819b3,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D6,16,9.1552734375e-05,4.038328680240055,375152703.0,145908839.0,2084400.2857142857,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.4400307536100643,1.631578947368421,1.171141695869608,14.0,643.4221317261943,436.87210069829024,534.1037806093859,629.4221317261943,2.8776624527081793,4.009022556390978,6.686234274305249,903.9206344342205,2032.7523968159608,2943.5641380941056,1,True,True,True,14.0,0.0
task-v2-05a98ad7eaff,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D7,16,0.0001220703125,3.9133899436317554,334399903.0,120934439.0,1727623.142857143,17.142857142857142,True,38.0,6529.0,172.0,172.0,True,True,2.0,1.3922300686070401,1.631578947368421,1.1418481644425764,14.0,635.200413905674,423.94891702357836,530.0401429549294,621.200413905674,2.805684061201759,4.009022556390978,6.630354941969723,892.113327360219,2006.1999199277202,2905.1143402396183,1,True,True,True,14.0,0.0
task-v2-9e1a55247e55,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D1,16,1.52587890625e-05,4.816479930623699,544760701.0,293264173.0,4582236.171875,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.7872715426509405,1.6111111111111112,1.4238160575761714,8.0,712.3596835206388,477.4721222138791,574.6572473667624,704.3596835206388,3.8265056547359606,4.329861111111112,8.048827710089709,1011.5393468160217,2274.767223342497,3294.018116338793,1,True,True,True,8.0,0.0
task-v2-eb5609efbad0,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D2,16,3.0517578125e-05,4.515449934959718,541425661.0,290818573.0,4544023.671875,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.7824518315029538,1.6111111111111112,1.420281741470962,8.0,711.5477152649712,477.04522389570445,574.055947798101,703.5477152649712,3.817007180203211,4.329861111111112,8.039450016326604,1010.3732695146236,2272.144928487182,3290.220854504197,1,True,True,True,8.0,0.0
task-v2-41fa72c23442,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D3,16,4.57763671875e-05,4.339358675904037,519589661.0,274875113.0,4294907.109375,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.7508950247997541,1.6111111111111112,1.3972406769261647,8.0,706.2327156713538,474.2405475626664,570.3246958915158,698.2327156713538,3.7550843192390677,4.329861111111112,7.980896184926763,1002.7403351729216,2254.9798533834974,3265.3646548105985,1,True,True,True,8.0,0.0
task-v2-e6a20043db41,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D4,16,6.103515625e-05,4.214419939295737,517756361.0,273542123.0,4274079.140625,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.7482455883769212,1.6111111111111112,1.3953142752148946,8.0,705.7865875163814,474.0111112676328,569.9804181089658,697.7865875163814,3.7499071146400293,4.329861111111112,7.975603164481456,1002.0996452057993,2253.5390586757862,3263.2782857876828,1,True,True,True,8.0,0.0
task-v2-db534d0b262a,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D5,16,9.1552734375e-05,4.038328680240055,481574461.0,247422013.0,3865952.421875,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.695956468370761,1.6111111111111112,1.3575661866301574,8.0,696.9854209492776,469.0610330025063,563.7406463302377,688.9854209492776,3.648459126568548,4.329861111111112,7.879807708230075,989.4601848721127,2225.1152211075205,3222.1186300106133,1,True,True,True,8.0,0.0
task-v2-6372d6a2314d,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D6,16,0.0001220703125,3.9133899436317554,428554301.0,209855873.0,3278981.484375,17.1875,True,36.0,5882.0,172.0,172.0,True,True,2.0,1.6193331426475184,1.6111111111111112,1.3032765997751774,8.0,684.1019672484139,460.6139994695677,554.814556567678,676.1019672484139,3.502555861895789,4.329861111111112,7.741880723504939,970.9581032706119,2183.507419173586,3161.867694466524,1,True,True,True,8.0,0.0
