split,task_id,graph_id,size_stratum,m,alpha,seed_count,optimized_objective,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,tail_feasible_fraction,fully_feasible_tail_fraction,median_nfev,median_wall_time_s
discovery,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,S4,16,1.0,3,1.8339670005926085,1.8339670005925706,0.0043572952164422155,0.0014973903596696674,0.34365134453577484,1.5014544065340454,0.0043572952164422155,0.0,120.0,5.297939110547304
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,0.02,3,0.2559265387277705,1.5826428835812099,0.016067360830632586,0.0073622564823952845,0.4582119341192032,3.3234544731928146,0.8033680415316294,0.0,120.0,131.2099297028035
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,0.05,3,0.6435597076264963,1.5571662991176294,0.020199452710564732,0.009250150575282194,0.45794065353286395,3.4228495290015486,0.40398905421129466,0.0,120.0,119.78342838957906
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,0.1,3,0.7752242527652901,1.6278424380323961,0.027737562547196344,0.012188522668464907,0.43579001557520886,3.5605782208471357,0.2773756254719635,0.0,120.0,132.64118880592287
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,0.25,3,0.9810641623014072,1.5123649031753106,0.019577717528625634,0.008986768966127014,0.4653941476388464,3.4092719844134245,0.07831087011450254,0.0,120.0,133.77385300211608
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,0.5,3,1.045192890983515,1.3690601059762684,0.01048605144327677,0.004964039715393904,0.47929874479454276,3.1381219102658453,0.02097210288655354,0.0,120.0,134.43111254647374
discovery,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,19,1.0,3,1.2744053598106517,1.2744053598105756,0.00663124820416508,0.0034530983327242942,0.5207312750796158,2.939105209920082,0.00663124820416508,0.0,120.0,132.47098121978343
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,0.02,3,0.01744186046511628,1.603286084550293,0.0347348974198009,0.020007207016450753,0.50999048334799,1.676004713888162,1.0,1.0,60.0,0.3037830572575331
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,0.05,3,0.04243772838470364,1.3419455697988794,0.06955721353645367,0.015615654225302762,0.2245008595279465,1.977580869080496,1.0,0.6666666666666666,120.0,0.654545035213232
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,0.1,3,0.5638349225467864,1.5245797337851492,0.05024505758357312,0.002665796073697507,0.07449183274948734,1.8363320415347124,0.5024505758357312,0.0,120.0,0.6400929288938642
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,0.25,3,0.9710728003104757,1.6632188913718218,0.03174347237106028,0.0022965290078573344,0.08062465700548346,1.6368931250906,0.12697388948424115,0.0,120.0,0.6509865196421742
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,0.5,3,1.0363039898952457,1.5555318182631706,0.044410368423008745,0.002351653244073707,0.07403848898907259,1.7827230692908718,0.08882073684601749,0.0,120.0,0.6549661410972476
discovery,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,1.0,3,1.580410038149835,1.5804100381498283,0.022994805048731564,0.001316941154891102,0.0827703138780673,1.4968684252003939,0.022994805048731564,0.0,120.0,0.6432235958054662
discovery,task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,S5,19,0.02,3,0.7963713855859257,1.9315840970265081,0.005527916728759385,0.0017477585071845588,0.31616947087710623,2.559041422928936,0.2763958364379693,0.0,120.0,109.01479284837842
discovery,task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,S5,19,0.05,3,1.008780920051785,1.945521195862651,0.0030053731519143925,0.0010152863639509785,0.3500385621804111,2.2943783330044667,0.06010746303828786,0.0,120.0,131.26443858910352
