split,graph_id,alpha,n_tasks,optimized_objective,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,tail_feasible_fraction
heldout,g-0780828b282bb310,0.25,1,0.9522005795094335,1.6563472922924356,0.045594350438903614,0.02194145604365882,0.5161601440043868,1.3681809938768172,0.18237740175561445
heldout,g-0780828b282bb310,0.5,1,1.1287425534279782,1.6665587814560086,0.024837626235325296,0.013356495623035794,0.5377525008424326,1.1043800483676178,0.04967525247065059
heldout,g-0780828b282bb310,1.0,1,1.684994806025438,1.6849948060254336,0.008038042082633659,0.004881115927613147,0.5997464907327587,0.6144202365576169,0.008038042082633659
heldout,g-28cd30a80498cca2,0.05,1,0.9556445620713891,1.6529127238158885,0.00720973835148914,0.00720973835148914,1.0,2.6743994346543127,0.1441947670297828
heldout,g-28cd30a80498cca2,0.25,1,1.0712511258220159,1.8611623034859723,0.003713008487256414,0.003713008487256414,1.0,2.3862058725685262,0.014852033949025652
heldout,g-28cd30a80498cca2,0.5,1,1.1380569662378046,1.5524007778513735,0.0008396070996969607,0.0008396070996969607,1.0,1.7405560329330338,0.0016792141993939213
heldout,g-28cd30a80498cca2,1.0,1,1.4620419113834964,1.4620419113834855,0.0028211556491486776,0.0028211556491486776,1.0,2.2669069783889904,0.0028211556491486776
heldout,g-2fa0de1665fa7816,0.05,1,0.6011840749236333,1.7244814183209347,0.024695590650235393,0.0079210963560941,0.32316350656396997,2.6070393570405344,0.4939118130047078
heldout,g-2fa0de1665fa7816,0.25,1,1.058758483731402,1.5968589033735705,0.02120100963858766,0.007051877326869533,0.3326198821227132,2.5407764827729067,0.08480403855435063
heldout,g-2fa0de1665fa7816,0.5,1,1.1365351052439172,1.5525467805063817,0.018329679832821084,0.006312326634396396,0.34437735366733235,2.477574818439434,0.03665935966564217
heldout,g-2fa0de1665fa7816,1.0,1,1.5787731759544095,1.5787731759544386,0.012181171505892787,0.004143971800428238,0.34694691770260294,2.300108997221367,0.01218117150589279
heldout,g-4a80ed839b63ddd7,0.05,1,0.7091212608731812,1.5242602143037383,0.01900321670199169,0.0033531294771919702,0.15622026800978814,2.919215792398872,0.3800643340398338
heldout,g-4a80ed839b63ddd7,0.25,1,1.0934961631403255,1.554822788852002,0.015068437335968379,0.0026439401839716855,0.15037793435290012,2.818456887946709,0.060273749343873514
heldout,g-4a80ed839b63ddd7,0.5,1,1.1829988899857522,1.6151762857667373,0.011005341032331145,0.0018306416161336314,0.15357336609334027,2.681992176536872,0.022010682064662293
heldout,g-4a80ed839b63ddd7,1.0,1,1.5986948718626526,1.5986948718624105,0.009125147788096288,0.0014810383891509789,0.1623029482418889,2.6006285784537857,0.00912514778809629
heldout,g-64377640089a831f,0.05,2,0.43120393319163175,1.5208875814755038,0.048983616559409984,0.014336397523091675,0.5794783345238903,2.0504483748801157,0.6606676853956844
heldout,g-64377640089a831f,0.25,2,0.922523071916381,1.4829366559164403,0.04947720234658555,0.015542745908849166,0.5778086176160934,2.0787738907418625,0.1979088093863422
heldout,g-64377640089a831f,0.5,2,1.0496346420327303,1.4054192637894323,0.04835826307949689,0.011800148973145661,0.577689348162018,1.9627423204322205,0.09671652615899377
heldout,g-64377640089a831f,1.0,2,1.392423615067783,1.3924236150677687,0.038652441844205625,0.00976049538033135,0.5807466001887893,1.8719246487919774,0.03865244184420563
heldout,g-686fdbb6f8f550f1,0.05,1,0.14534883720930233,2.039126921491731,0.050349948379118034,0.050349948379118034,1.0,1.712298986272732,1.0
heldout,g-686fdbb6f8f550f1,0.25,1,0.9473409448824177,1.9388400537243504,0.05289604731860018,0.05289604731860018,1.0,1.7337231770330892,0.21158418927440073
heldout,g-686fdbb6f8f550f1,0.5,1,1.1468806681102932,1.8240093178930503,0.036418022224295576,0.036418022224295576,1.0,1.5716163132442964,0.07283604444859115
heldout,g-686fdbb6f8f550f1,1.0,1,1.749716216745952,1.7497162167459508,0.026094221467762847,0.026094221467762847,1.0,1.426844300663313,0.026094221467762854
heldout,g-8c950d2bd101a5de,0.05,1,0.10356581679487585,1.6362031893926061,0.07555933191902225,0.02354410937772854,0.2965478987930994,1.2865280746309309,1.0
heldout,g-8c950d2bd101a5de,0.25,1,0.8228517551659418,1.6508235327329681,0.09400555297904617,0.03040702861945556,0.28551813279367055,1.3813934737724858,0.3760222119161847
heldout,g-8c950d2bd101a5de,0.5,1,1.1558214532178384,1.6743089525100827,0.07271206310257809,0.025695924084867653,0.3418692014144113,1.2698464326259646,0.1454241262051562
heldout,g-8c950d2bd101a5de,1.0,1,1.5443461893675274,1.544346189367534,0.09243190932967466,0.032291559610569856,0.3376724249121766,1.3740618894917767,0.09243190932967466
heldout,g-a529fbde22ed09f4,0.05,1,0.05232558139534884,1.6907988192493832,0.07356448129840175,0.05214364234919557,0.6821640068936591,0.4967568920452027,1.0
heldout,g-a529fbde22ed09f4,0.25,1,0.5485582086880264,1.5044584175390356,0.14605968410595355,0.09791940300876457,0.46738773309317844,0.7946190719539603,0.5842387364238143
heldout,g-a529fbde22ed09f4,0.5,1,1.0739167529150266,1.6764171255293645,0.09132173405255307,0.04907114544070703,0.34724351553807814,0.5906628643769896,0.18264346810510615
heldout,g-a529fbde22ed09f4,1.0,1,1.619344028152861,1.6193440281528626,0.07786300110795943,0.03231351157037781,0.41223989228421454,0.5214198538365239,0.07786300110795943
heldout,g-ad76642cd3b9f76c,0.05,1,0.8576385210393137,1.6024059669188568,0.009882326885583116,0.004651115491764321,0.47064983233347857,3.112369141582527,0.1976465377116623
heldout,g-ad76642cd3b9f76c,0.25,1,1.049025083847341,1.5375028883297936,0.010027762835456408,0.00451990950524144,0.45073956967349027,3.118713980286406,0.040111051341825646
heldout,g-ad76642cd3b9f76c,0.5,1,1.0954333905217566,1.5275123551346208,0.0058806680798674845,0.002288013854397487,0.3890737962631357,2.8869365936764484,0.011761336159734969
heldout,g-ad76642cd3b9f76c,1.0,1,1.3713944978035146,1.3713944978036283,0.0020731349438171823,0.0007123340641498286,0.3422994802833775,2.4341374982550423,0.002073134943817183
heldout,g-b9a8415aa1799cc5,0.05,2,0.9434474336607019,1.6675728520448954,0.00630007464594877,0.0034057519301435423,0.6108049326260736,3.0117301469946858,0.12600149291897542
heldout,g-b9a8415aa1799cc5,0.25,2,1.0933880310327573,1.5743120995604756,0.0040230183655701685,0.0019583494206949427,0.6107641823990551,2.8067227387580136,0.016092073462280674
heldout,g-b9a8415aa1799cc5,0.5,2,1.12932632915139,1.5333320015409058,0.004021324636016886,0.0017071138973741157,0.6296847889415271,2.765387342039059,0.008042649272033771
heldout,g-b9a8415aa1799cc5,1.0,2,1.5676001602751297,1.567600160275196,0.0035328739819727646,0.0013830967216407048,0.6167587550246738,2.708091156437759,0.003532873981972765
heldout,g-c45ecbe0242c6377,0.05,1,0.10465116279069768,1.7705394748988486,0.056719274468791527,0.056719274468791527,1.0,0.8609406365299384,1.0
heldout,g-c45ecbe0242c6377,0.25,1,0.80016206295639,1.7963749820678123,0.09158799627748254,0.09158799627748254,1.0,1.0690485274635337,0.36635198510993017
heldout,g-c45ecbe0242c6377,0.5,1,1.0435872741334393,1.748104382178565,0.08787820871590563,0.08787820871590563,1.0,1.051091165452937,0.17575641743181125
heldout,g-c45ecbe0242c6377,1.0,1,1.7122719576983119,1.7122719576983134,0.0708113846644598,0.0708113846644598,1.0,0.957313056426246,0.07081138466445981
heldout,g-e23fad4558949e26,0.05,2,0.06395348837209303,1.6945904748614096,0.09590748342094095,0.050925656192471566,0.36536605317563364,0.693767278794515,1.0
heldout,g-e23fad4558949e26,0.25,2,0.56097249571009,1.481396883110459,0.13944775800158732,0.08455628938606224,0.4349598451690593,0.856405124009104,0.5577910320063493
heldout,g-e23fad4558949e26,0.5,2,0.9984864598939875,1.4991459207852516,0.10061099854743275,0.057703542780920186,0.45173092425114836,0.7176604571086469,0.20122199709486555
heldout,g-e23fad4558949e26,1.0,2,1.4876859983981272,1.4876859983981254,0.07821202991532963,0.036561183591146115,0.4327619238530888,0.567184577633954,0.07821202991532963
heldout,g-f0c91af33253395a,0.05,1,0.3865429848641112,1.7895177711423738,0.03301559140506112,0.03301559140506112,1.0,2.432109024785058,0.6603118281012224
heldout,g-f0c91af33253395a,0.25,1,0.9359925092904007,1.8065587592139898,0.031209041503483078,0.031209041503483078,1.0,2.407670374388071,0.12483616601393231
heldout,g-f0c91af33253395a,0.5,1,1.0482544733289543,1.6739498824494543,0.014250997682975733,0.014250997682975733,1.0,2.0672352131021716,0.028501995365951466
heldout,g-f0c91af33253395a,1.0,1,1.6417488677070402,1.6417488677070442,0.010157769830237072,0.010157769830237072,1.0,1.9201883113495295,0.010157769830237072
heldout,g-f6afb3a3727100d3,0.05,1,0.1159864281157096,1.3246932527365258,0.048453255700874436,0.008567579997375537,0.182464067119553,2.5018028943721036,0.9690651140174888
heldout,g-f6afb3a3727100d3,0.25,1,0.9656768214471608,1.3925271762704465,0.03743421408639121,0.006428420629268184,0.18302872410060428,2.3897486503763523,0.1497368563455648
heldout,g-f6afb3a3727100d3,0.5,1,1.0665463188097817,1.360500527582866,0.039960740422940996,0.007028795763519597,0.17595168222117147,2.4181134571901177,0.07992148084588198
heldout,g-f6afb3a3727100d3,1.0,1,1.311154621762367,1.3111546217623473,0.014869754183217588,0.0026997264887578744,0.17540458590669866,1.9887837197405038,0.014869754183217586
heldout,g-fc8e50acd167f0aa,0.05,1,0.07396945551430756,1.5402812210076697,0.0762576489371575,0.022361181128341644,0.2656047928007328,2.1936133639238635,1.0
heldout,g-fc8e50acd167f0aa,0.25,1,0.7281005894818988,1.4706916176517053,0.09244797425201912,0.02143324038977745,0.2376290365708909,2.277227351511168,0.36979189700807646
heldout,g-fc8e50acd167f0aa,0.5,1,0.9623426731131139,1.397417251811046,0.07628580490841141,0.016606981825152516,0.21187182943263558,2.193773685232695,0.15257160981682277
heldout,g-fc8e50acd167f0aa,1.0,1,1.3705225521980249,1.3705225521980027,0.06105107516579637,0.011256813884782552,0.18075350378806349,2.0970232689788117,0.06105107516579637
