task_id,base_graph_id,base_instance_id,split,size_m,target_n_edges,actual_n_edges,n_nodes,n_edges,state_space_size,n_candidate_routes,n_feasible_routes,route_feasible_fraction,n_feasible_states,feasible_state_fraction,phi_state,dilution_score,D,log10_n_feasible,m_log10_2,log10_phi_reconstructed,identity_error,budget,n_optimal_states,optimal_cost,optimal_state_ids,raw_energy_min,raw_energy_max,raw_energy_span,normalized_energy_min,normalized_energy_max,normalized_energy_span,min_infeasible_energy_raw,max_feasible_energy_raw,penalty_separation_raw,strict_energy_separation,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_exact_original_optimal,penalty_contract_pass,route_enumeration_feasible_count,edge_bit_validator_feasible_count,feasible_count_agreement,flow_scale,resource_scale,global_penalty_coefficient,global_normalization_factor,path_redundancy,average_out_degree,maximum_out_degree,bottleneck_score,source_target_hop_min,source_target_hop_max,graph_density
task-p3-ba8f8a726d2a95e8,g-3973175f1911b646,phase3-m18-b01-g-3973175f1911b646,development,18,18,18,10,18,262144,12,2,0.16666666666666666,2,7.62939453125e-06,7.62939453125e-06,5.11750992628768,5.11750992628768,0.3010299956639812,5.418539921951662,-5.11750992628768,0.0,1547.0,1,4.0,[69640],4.0,743.5056774762287,739.5056774762287,0.020100502512562814,3.736209434553913,3.71610893204135,205.28088246038675,10.0,195.28088246038675,True,True,True,True,True,2,2,True,38.0,10333.0,199.0,199.0,1.5,1.8,4,0.5,3,4,0.4
task-p3-bc374f2720e221fe,g-65a5f4b07fa94104,phase3-m20-b04-g-65a5f4b07fa94104,extrapolation_holdout,20,20,20,11,20,1048576,11,11,1.0,11,1.049041748046875e-05,1.049041748046875e-05,4.979207228121399,4.979207228121399,1.041392685158225,6.020599913279624,-4.9792072281214,8.881784197001252e-16,3306.0,1,15.0,[526338],15.0,759.6441018108037,744.6441018108037,0.07537688442211055,3.8173070442753954,3.741930159853285,204.52777777777777,31.0,173.52777777777777,True,True,True,True,True,11,11,True,72.0,9692.0,199.0,199.0,1.2222222222222223,1.8181818181818181,5,0.6363636363636364,3,4,0.36363636363636365
task-p3-bc9d9c5bdb69b31d,g-e7e26759e1ed20ef,phase3-m16-b03-g-e7e26759e1ed20ef,development,16,16,16,9,16,65536,9,4,0.4444444444444444,4,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.6020599913279624,4.816479930623699,-4.214419939295737,0.0,1262.0,1,6.0,[16898],6.0,776.3865568613076,770.3865568613076,0.03015075376884422,3.901439984227676,3.871289230458832,208.04545454545453,10.0,198.04545454545453,True,True,True,True,True,4,4,True,44.0,7758.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.3333333333333333,2,3,0.4444444444444444
task-p3-bd261ddf18c10d04,g-63a93cc8703f978f,phase3-m12-b02-g-63a93cc8703f978f,development,12,12,12,8,12,4096,6,5,0.8333333333333334,5,0.001220703125,0.001220703125,2.9133899436317554,2.9133899436317554,0.6989700043360189,3.612359947967774,-2.9133899436317554,0.0,2142.0,1,10.0,[2065],10.0,682.9702219482572,672.9702219482572,0.05025125628140704,3.4320111655691314,3.3817599092877244,213.1316254560121,21.0,192.1316254560121,True,True,True,True,True,5,5,True,20.0,6299.0,199.0,199.0,1.0,1.5,3,0.5,3,4,0.42857142857142855
task-p3-c0d5d0b8db783fa9,g-5017fd274a1c10ec,phase3-m16-b02-g-5017fd274a1c10ec,development,16,16,16,10,16,65536,10,6,0.6,6,9.1552734375e-05,9.1552734375e-05,4.038328680240055,4.038328680240055,0.7781512503836436,4.816479930623699,-4.038328680240055,0.0,1761.0,1,14.0,[33028],14.0,738.561820371882,724.561820371882,0.07035175879396985,3.7113659315169953,3.6410141727230254,210.05555555555557,33.0,177.05555555555557,True,True,True,True,True,6,6,True,36.0,7875.0,199.0,199.0,1.25,1.6,4,0.6,3,4,0.35555555555555557
task-p3-c23931c80ca8aabc,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,5,0.7142857142857143,5,0.00030517578125,0.00030517578125,3.515449934959718,3.515449934959718,0.6989700043360189,4.214419939295737,-3.515449934959718,0.0,2465.0,1,18.0,[4226],18.0,658.2902297003832,640.2902297003832,0.09045226130653267,3.307991104022026,3.217538842715493,210.7058823529412,25.0,185.7058823529412,True,True,True,True,True,5,5,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-c2b256f487cef0e9,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,development,18,18,18,9,18,262144,11,2,0.18181818181818182,2,7.62939453125e-06,7.62939453125e-06,5.11750992628768,5.11750992628768,0.3010299956639812,5.418539921951662,-5.11750992628768,0.0,1083.0,1,10.0,[8196],10.0,859.2978695502759,849.2978695502759,0.05025125628140704,4.318079746483798,4.267828490202391,204.23684210526318,15.0,189.23684210526318,True,True,True,True,True,2,2,True,76.0,11487.0,199.0,199.0,1.5714285714285714,2.0,4,0.36363636363636365,2,3,0.5
task-p3-c2e04610be1de706,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,4,0.5714285714285714,4,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.6020599913279624,4.214419939295737,-3.612359947967774,0.0,1302.0,1,18.0,[4226],18.0,713.0932196374401,695.0932196374401,0.09045226130653267,3.583383013253468,3.4929307519469353,210.7058823529412,25.0,185.7058823529412,True,True,True,True,True,4,4,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-c3838972a3aa5aca,g-0510569b7dbe24ff,phase3-m18-b03-g-0510569b7dbe24ff,development,18,18,18,9,18,262144,11,3,0.2727272727272727,3,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,0.47712125471966244,5.418539921951662,-4.941418667231999,0.0,853.0,1,8.0,[65544],8.0,848.0643490008247,840.0643490008247,0.04020100502512563,4.261629894476506,4.2214288894513805,205.21875,13.0,192.21875,True,True,True,True,True,3,3,True,64.0,9332.0,199.0,199.0,1.5714285714285714,2.0,5,0.45454545454545453,2,3,0.5
task-p3-c595132eed67feae,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,1,0.08333333333333333,1,9.5367431640625e-07,9.5367431640625e-07,6.020599913279624,6.020599913279624,0.0,6.020599913279624,-6.020599913279624,0.0,615.0,1,20.0,[69640],20.0,886.2303276238256,866.2303276238256,0.10050251256281408,4.453418731778018,4.352916219215204,203.85365853658536,20.0,183.85365853658536,True,True,True,True,True,1,1,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-c6cd880cfe3563bd,g-31c1e4ae69d6af03,phase3-m22-b02-g-31c1e4ae69d6af03,extrapolation_holdout,22,22,22,13,22,4194304,17,10,0.5882352941176471,10,2.384185791015625e-06,2.384185791015625e-06,5.622659904607587,5.622659904607587,1.0,6.622659904607587,-5.622659904607587,0.0,2421.0,1,10.0,[139297],10.0,719.5609291802059,709.5609291802059,0.05025125628140704,3.6158840662321903,3.5656328099507832,207.00313531955155,25.0,182.00313531955155,True,True,True,True,True,10,10,True,46.0,11337.0,199.0,199.0,1.5454545454545454,1.6923076923076923,3,0.5882352941176471,3,5,0.28205128205128205
task-p3-c6e70d92d83fd552,g-4471e11eca661209,phase3-m20-b01-g-4471e11eca661209,extrapolation_holdout,20,20,20,11,20,1048576,12,3,0.25,3,2.86102294921875e-06,2.86102294921875e-06,5.543478658559962,5.543478658559962,0.47712125471966244,6.020599913279624,-5.543478658559962,0.0,1283.0,1,8.0,[32776],8.0,832.8429773987415,824.8429773987415,0.04020100502512563,4.185140589943424,4.144939584918299,206.96,16.0,190.96,True,True,True,True,True,3,3,True,50.0,11592.0,199.0,199.0,1.3333333333333333,1.8181818181818181,5,0.4166666666666667,2,4,0.36363636363636365
task-p3-c81637288d27101d,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,6,1.0,6,0.00146484375,0.00146484375,2.8342086975841307,2.8342086975841307,0.7781512503836436,3.612359947967774,-2.8342086975841303,4.440892098500626e-16,1647.0,2,7.0,"[520, 529]",7.0,686.7874440136935,679.7874440136935,0.035175879396984924,3.4511931859984597,3.416017306601475,214.3076923076923,22.0,192.3076923076923,True,True,True,True,True,6,6,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-caa0c0ea626868d3,g-c0fc2d5e7eacaffa,phase3-m16-b01-g-c0fc2d5e7eacaffa,development,16,16,16,9,16,65536,11,3,0.2727272727272727,3,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,0.47712125471966244,4.816479930623699,-4.339358675904037,0.0,949.0,1,13.0,[32833],13.0,758.3308626970451,745.3308626970451,0.06532663316582915,3.81070785274897,3.7453812195831406,208.04545454545453,20.0,188.04545454545453,True,True,True,True,True,3,3,True,44.0,7134.0,199.0,199.0,1.5714285714285714,1.7777777777777777,4,0.5454545454545454,2,4,0.4444444444444444
task-p3-cb1b4b4199772036,g-3e6704b429f1ca32,phase3-m20-b00-g-3e6704b429f1ca32,extrapolation_holdout,20,20,20,10,20,1048576,12,2,0.16666666666666666,2,1.9073486328125e-06,1.9073486328125e-06,5.719569917615643,5.719569917615643,0.3010299956639812,6.020599913279624,-5.719569917615643,0.0,499.0,1,11.0,[132098],11.0,867.6175677535632,856.6175677535632,0.05527638190954774,4.359887275143533,4.304610893233986,204.68571428571425,14.0,190.68571428571425,True,True,True,True,True,2,2,True,70.0,9827.0,199.0,199.0,1.5,2.0,6,0.3333333333333333,2,3,0.4444444444444444
task-p3-cc52ce93843212f5,g-7b29ecdabf11c2a7,phase3-m22-b03-g-7b29ecdabf11c2a7,extrapolation_holdout,22,22,22,10,22,4194304,14,1,0.07142857142857142,1,2.384185791015625e-07,2.384185791015625e-07,6.622659904607587,6.622659904607587,0.0,6.622659904607587,-6.622659904607587,0.0,849.0,1,12.0,[2097216],12.0,869.8896444150948,857.8896444150948,0.06030150753768844,4.371304745804497,4.311003238266808,202.9019607843137,12.0,190.9019607843137,True,True,True,True,True,1,1,True,102.0,12124.0,199.0,199.0,1.75,2.2,7,0.2857142857142857,2,3,0.4888888888888889
task-p3-cce91c6eca9298cf,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,12,1.0,12,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,1.0791812460476249,6.020599913279624,-4.941418667231999,0.0,2436.0,2,7.0,"[2052, 32776]",7.0,831.4428646115323,824.4428646115323,0.035175879396984924,4.178104847294132,4.142928967897147,203.85365853658536,21.0,182.85365853658536,True,True,True,True,True,12,12,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-cd63d56bd79bc136,g-51ac21fe95f0c3f4,phase3-m12-b04-g-51ac21fe95f0c3f4,interpolation_holdout,12,12,12,9,12,4096,6,5,0.8333333333333334,5,0.001220703125,0.001220703125,2.9133899436317554,2.9133899436317554,0.6989700043360189,3.612359947967774,-2.9133899436317554,0.0,2785.0,1,17.0,[1545],17.0,641.6043012209514,624.6043012209514,0.08542713567839195,3.2241422171907104,3.1387150815123186,218.06819945647229,28.0,190.06819945647229,True,True,True,True,True,5,5,True,18.0,6104.0,199.0,199.0,0.8571428571428571,1.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333
task-p3-ce64151224de84d7,g-bb12128d9b6a7786,phase3-m22-b00-g-bb12128d9b6a7786,extrapolation_holdout,22,22,22,10,22,4194304,14,3,0.21428571428571427,3,7.152557373046875e-07,7.152557373046875e-07,6.145538649887924,6.145538649887924,0.47712125471966244,6.622659904607587,-6.145538649887924,0.0,900.0,1,10.0,[264194],10.0,874.3217270767353,864.3217270767353,0.05025125628140704,4.393576517973544,4.343325261692137,202.75471698113208,19.0,183.75471698113208,True,True,True,True,True,3,3,True,106.0,13484.0,199.0,199.0,1.75,2.2,8,0.2857142857142857,2,3,0.4888888888888889
task-p3-d08de1ed37f42af5,g-0deca2d7d26bc264,phase3-m20-b02-g-0deca2d7d26bc264,extrapolation_holdout,20,20,20,12,20,1048576,16,9,0.5625,9,8.58306884765625e-06,8.58306884765625e-06,5.066357403840299,5.066357403840299,0.9542425094393249,6.020599913279624,-5.066357403840299,0.0,2332.0,1,16.0,[328721],16.0,721.7017805099209,705.7017805099209,0.08040201005025126,3.6266421131151807,3.5462401030649295,205.63333333333335,28.0,177.63333333333335,True,True,True,True,True,9,9,True,60.0,9430.0,199.0,199.0,1.6,1.6666666666666667,3,0.625,4,5,0.30303030303030304
task-p3-d5a042f6663d0161,g-3e6704b429f1ca32,phase3-m20-b00-g-3e6704b429f1ca32,extrapolation_holdout,20,20,20,10,20,1048576,12,3,0.25,3,2.86102294921875e-06,2.86102294921875e-06,5.543478658559962,5.543478658559962,0.47712125471966244,6.020599913279624,-5.543478658559962,0.0,607.0,1,9.0,[8196],9.0,863.4896407670992,854.4896407670992,0.04522613065326633,4.33914392345276,4.293917792799493,204.68571428571425,14.0,190.68571428571425,True,True,True,True,True,3,3,True,70.0,9827.0,199.0,199.0,1.5,2.0,6,0.3333333333333333,2,3,0.4444444444444444
task-p3-d68e836641aa0696,g-3973175f1911b646,phase3-m18-b01-g-3973175f1911b646,development,18,18,18,10,18,262144,12,12,1.0,12,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,1.0791812460476249,5.418539921951662,-4.339358675904037,0.0,3255.0,1,4.0,[69640],4.0,693.0045836059697,689.0045836059697,0.020100502512562814,3.4824350934973354,3.4623345909847725,209.4736842105263,14.0,195.4736842105263,True,True,True,True,True,12,12,True,38.0,10333.0,199.0,199.0,1.5,1.8,4,0.5,3,4,0.4
task-p3-d7268060101625ef,g-0deca2d7d26bc264,phase3-m20-b02-g-0deca2d7d26bc264,extrapolation_holdout,20,20,20,12,20,1048576,16,5,0.3125,5,4.76837158203125e-06,4.76837158203125e-06,5.321629908943605,5.321629908943605,0.6989700043360189,6.020599913279624,-5.321629908943605,0.0,1941.0,1,16.0,[328721],16.0,732.5876152873568,716.5876152873568,0.08040201005025126,3.681344800438979,3.6009427903887277,205.63333333333335,25.0,180.63333333333335,True,True,True,True,True,5,5,True,60.0,9430.0,199.0,199.0,1.6,1.6666666666666667,3,0.625,4,5,0.30303030303030304
task-p3-d897f06a5740a3d0,g-340c0c88fcc14180,phase3-m16-b04-g-340c0c88fcc14180,interpolation_holdout,16,16,16,9,16,65536,9,1,0.1111111111111111,1,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.0,4.816479930623699,-4.816479930623699,0.0,1182.0,1,7.0,[32898],7.0,742.913845822673,735.913845822673,0.035175879396984924,3.7332354061440856,3.698059526747101,205.86206896551727,7.0,198.86206896551727,True,True,True,True,True,1,1,True,58.0,7523.0,199.0,199.0,1.2857142857142858,1.7777777777777777,4,0.6666666666666666,3,4,0.4444444444444444
task-p3-d90a961aa04a2bd4,g-e62b89c25adcfec3,phase3-m22-b04-g-e62b89c25adcfec3,extrapolation_holdout,22,22,22,12,22,4194304,15,3,0.2,3,7.152557373046875e-07,7.152557373046875e-07,6.145538649887924,6.145538649887924,0.47712125471966244,6.622659904607587,-6.145538649887924,0.0,1370.0,1,12.0,[17412],12.0,809.4347739570313,797.4347739570313,0.06030150753768844,4.067511426919755,4.007209919382067,206.1071428571429,16.0,190.1071428571429,True,True,True,True,True,3,3,True,56.0,10970.0,199.0,199.0,1.5,1.8333333333333333,4,0.4,3,4,0.3333333333333333
task-p3-dd568553252d555a,g-275f626d73d8e8bd,phase3-m12-b01-g-275f626d73d8e8bd,development,12,12,12,9,12,4096,6,5,0.8333333333333334,5,0.001220703125,0.001220703125,2.9133899436317554,2.9133899436317554,0.6989700043360189,3.612359947967774,-2.9133899436317554,0.0,1661.0,1,8.0,[1092],8.0,665.0509004190192,657.0509004190192,0.04020100502512563,3.3419643237136643,3.3017633186885385,216.03167078589948,30.0,186.03167078589948,True,True,True,True,True,5,5,True,18.0,4439.0,199.0,199.0,0.8571428571428571,1.3333333333333333,3,0.6666666666666666,3,4,0.3333333333333333
task-p3-dd5fb5e56bb32b7a,g-3e6704b429f1ca32,phase3-m20-b00-g-3e6704b429f1ca32,extrapolation_holdout,20,20,20,10,20,1048576,12,1,0.08333333333333333,1,9.5367431640625e-07,9.5367431640625e-07,6.020599913279624,6.020599913279624,0.0,6.020599913279624,-6.020599913279624,0.0,415.0,1,14.0,[66050],14.0,870.8614123255106,856.8614123255106,0.07035175879396985,4.3761880016357315,4.305836242841762,204.68571428571425,14.0,190.68571428571425,True,True,True,True,True,1,1,True,70.0,9827.0,199.0,199.0,1.5,2.0,6,0.3333333333333333,2,3,0.4444444444444444
task-p3-e0c8183c0c2a1a94,g-c0fc2d5e7eacaffa,phase3-m16-b01-g-c0fc2d5e7eacaffa,development,16,16,16,9,16,65536,11,2,0.18181818181818182,2,3.0517578125e-05,3.0517578125e-05,4.515449934959718,4.515449934959718,0.3010299956639812,4.816479930623699,-4.515449934959718,0.0,925.0,1,13.0,[32833],13.0,759.4864353548278,746.4864353548278,0.06532663316582915,3.816514750526773,3.7511881173609436,208.04545454545453,18.0,190.04545454545453,True,True,True,True,True,2,2,True,44.0,7134.0,199.0,199.0,1.5714285714285714,1.7777777777777777,4,0.5454545454545454,2,4,0.4444444444444444
task-p3-e3c4987cb4f420e6,g-f9e9faf277cb53e1,phase3-m14-b03-g-f9e9faf277cb53e1,development,14,14,14,8,14,16384,8,8,1.0,8,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.9030899869919435,4.214419939295737,-3.311329952303793,0.0,1916.0,1,8.0,[4104],8.0,730.8165287725892,722.8165287725892,0.04020100502512563,3.6724448682039657,3.63224386317884,208.04545454545453,18.0,190.04545454545453,True,True,True,True,True,8,8,True,44.0,6666.0,199.0,199.0,1.3333333333333333,1.75,5,0.5,2,3,0.5
task-p3-e41f24ea719a60d1,g-22d56a3beb2cd856,phase3-m14-b02-g-22d56a3beb2cd856,development,14,14,14,9,14,16384,8,8,1.0,8,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.9030899869919435,4.214419939295737,-3.311329952303793,0.0,2175.0,1,10.0,[2114],10.0,669.9015777503832,659.9015777503832,0.05025125628140704,3.366339586685343,3.316088330403936,212.26666666666665,26.0,186.26666666666665,True,True,True,True,True,8,8,True,30.0,5830.0,199.0,199.0,1.1428571428571428,1.5555555555555556,3,0.625,3,4,0.3888888888888889
task-p3-e583c66df4316206,g-0510569b7dbe24ff,phase3-m18-b03-g-0510569b7dbe24ff,development,18,18,18,9,18,262144,11,11,1.0,11,4.1961669921875e-05,4.1961669921875e-05,4.377147236793436,4.377147236793436,1.041392685158225,5.418539921951662,-4.377147236793437,8.881784197001252e-16,2455.0,1,8.0,[65544],8.0,791.8503823922829,783.8503823922829,0.04020100502512563,3.979147650212477,3.938946645187351,205.21875,19.0,186.21875,True,True,True,True,True,11,11,True,64.0,9332.0,199.0,199.0,1.5714285714285714,2.0,5,0.45454545454545453,2,3,0.5
task-p3-e5b1288aa9c9bfcf,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,development,18,18,18,9,18,262144,11,1,0.09090909090909091,1,3.814697265625e-06,3.814697265625e-06,5.418539921951662,5.418539921951662,0.0,5.418539921951662,-5.418539921951662,0.0,1018.0,1,15.0,[129],15.0,861.3440223585168,846.3440223585168,0.07537688442211055,4.328361921399582,4.252985036977471,204.23684210526318,15.0,189.23684210526318,True,True,True,True,True,1,1,True,76.0,11487.0,199.0,199.0,1.5714285714285714,2.0,4,0.36363636363636365,2,3,0.5
task-p3-e69ee791ac49bc0b,g-afad664ce9d18d68,phase3-m22-b01-g-afad664ce9d18d68,extrapolation_holdout,22,22,22,12,22,4194304,14,8,0.5714285714285714,8,1.9073486328125e-06,1.9073486328125e-06,5.719569917615643,5.719569917615643,0.9030899869919435,6.622659904607587,-5.719569917615643,0.0,2273.0,1,6.0,[16392],6.0,817.7400571393141,811.7400571393141,0.03015075376884422,4.1092465182880105,4.079095764519166,206.1071428571429,23.0,183.1071428571429,True,True,True,True,True,8,8,True,56.0,12284.0,199.0,199.0,1.4,1.8333333333333333,5,0.42857142857142855,2,4,0.3333333333333333
task-p3-e87d08a345aac418,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,development,16,16,16,9,16,65536,9,2,0.2222222222222222,2,3.0517578125e-05,3.0517578125e-05,4.515449934959718,4.515449934959718,0.3010299956639812,4.816479930623699,-4.515449934959718,0.0,631.0,1,13.0,[257],13.0,854.5284745824229,841.5284745824229,0.06532663316582915,4.294112937600115,4.228786304434286,205.19963440431874,17.0,188.19963440431874,True,True,True,True,True,2,2,True,56.0,8493.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.4444444444444444,2,3,0.4444444444444444
task-p3-e8f743802f42a17f,g-275f626d73d8e8bd,phase3-m12-b01-g-275f626d73d8e8bd,development,12,12,12,9,12,4096,6,3,0.5,3,0.000732421875,0.000732421875,3.135238693248112,3.135238693248112,0.47712125471966244,3.612359947967774,-3.1352386932481116,4.440892098500626e-16,1199.0,1,8.0,[1092],8.0,687.3720178811745,679.3720178811745,0.04020100502512563,3.45413074312148,3.4139297380963542,218.7098316185243,21.0,197.7098316185243,True,True,True,True,True,3,3,True,18.0,4439.0,199.0,199.0,0.8571428571428571,1.3333333333333333,3,0.6666666666666666,3,4,0.3333333333333333
task-p3-e9bcaf1b39a948a8,g-c0fc2d5e7eacaffa,phase3-m16-b01-g-c0fc2d5e7eacaffa,development,16,16,16,9,16,65536,11,7,0.6363636363636364,7,0.0001068115234375,0.0001068115234375,3.9713818906094422,3.9713818906094422,0.8450980400142568,4.816479930623699,-3.9713818906094422,0.0,1424.0,2,13.0,"[4100, 32833]",13.0,736.3869431675826,723.3869431675826,0.06532663316582915,3.7004369003396107,3.6351102671737814,208.04545454545453,22.0,186.04545454545453,True,True,True,True,True,7,7,True,44.0,7134.0,199.0,199.0,1.5714285714285714,1.7777777777777777,4,0.5454545454545454,2,4,0.4444444444444444
task-p3-ea92ac39ff34274f,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,2,0.16666666666666666,2,1.9073486328125e-06,1.9073486328125e-06,5.719569917615643,5.719569917615643,0.3010299956639812,6.020599913279624,-5.719569917615643,0.0,848.0,1,7.0,[32776],7.0,878.660411552221,871.660411552221,0.035175879396984924,4.4153789525237235,4.380203073126738,203.85365853658536,20.0,183.85365853658536,True,True,True,True,True,2,2,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-eac9ec0e8d9747fc,g-3973175f1911b646,phase3-m18-b01-g-3973175f1911b646,development,18,18,18,10,18,262144,12,4,0.3333333333333333,4,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.6020599913279624,5.418539921951662,-4.816479930623699,0.0,2050.0,1,4.0,[69640],4.0,727.5036032310662,723.5036032310662,0.020100502512562814,3.6557970011611367,3.635696498648574,204.19807762394862,14.0,190.19807762394862,True,True,True,True,True,4,4,True,38.0,10333.0,199.0,199.0,1.5,1.8,4,0.5,3,4,0.4
task-p3-eba2c2d5b53b4e31,g-e7e26759e1ed20ef,phase3-m16-b03-g-e7e26759e1ed20ef,development,16,16,16,9,16,65536,9,2,0.2222222222222222,2,3.0517578125e-05,3.0517578125e-05,4.515449934959718,4.515449934959718,0.3010299956639812,4.816479930623699,-4.515449934959718,0.0,817.0,2,9.0,"[8450, 32784]",9.0,796.1569749732304,787.1569749732304,0.04522613065326633,4.000788818960957,3.9555626883076904,205.6547470462012,9.0,196.6547470462012,True,True,True,True,True,2,2,True,44.0,7758.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.3333333333333333,2,3,0.4444444444444444
task-p3-ed738b21378f8b4f,g-51ac21fe95f0c3f4,phase3-m12-b04-g-51ac21fe95f0c3f4,interpolation_holdout,12,12,12,9,12,4096,6,6,1.0,6,0.00146484375,0.00146484375,2.8342086975841307,2.8342086975841307,0.7781512503836436,3.612359947967774,-2.8342086975841303,4.440892098500626e-16,2898.0,1,17.0,[1545],17.0,640.0150074280407,623.0150074280407,0.08542713567839195,3.21615581622131,3.1307286805429184,221.11111111111111,28.0,193.11111111111111,True,True,True,True,True,6,6,True,18.0,6104.0,199.0,199.0,0.8571428571428571,1.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333
task-p3-ee4fc5c5e918e391,g-3cf4bd3967c31b19,phase3-m14-b00-g-3cf4bd3967c31b19,development,14,14,14,8,14,16384,8,2,0.25,2,0.0001220703125,0.0001220703125,3.9133899436317554,3.9133899436317554,0.3010299956639812,4.214419939295737,-3.9133899436317554,0.0,671.0,1,4.0,[2056],4.0,812.270618001015,808.270618001015,0.020100502512562814,4.081761899502588,4.061661396990026,209.4736842105263,16.0,193.4736842105263,True,True,True,True,True,2,2,True,38.0,8618.0,199.0,199.0,1.3333333333333333,1.75,4,0.5,2,3,0.5
task-p3-f0813208348e0348,g-340c0c88fcc14180,phase3-m16-b04-g-340c0c88fcc14180,interpolation_holdout,16,16,16,9,16,65536,9,3,0.3333333333333333,3,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,0.47712125471966244,4.816479930623699,-4.339358675904037,0.0,1483.0,1,7.0,[32898],7.0,729.9392901647517,722.9392901647517,0.035175879396984924,3.668036633993727,3.6328607545967424,205.86206896551727,22.0,183.86206896551727,True,True,True,True,True,3,3,True,58.0,7523.0,199.0,199.0,1.2857142857142858,1.7777777777777777,4,0.6666666666666666,3,4,0.4444444444444444
task-p3-f12b9c09c4ad922c,g-8e75832e853cc6ea,phase3-m14-b01-g-8e75832e853cc6ea,development,14,14,14,9,14,16384,7,1,0.14285714285714285,1,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.0,4.214419939295737,-4.214419939295737,0.0,254.0,1,11.0,[6148],11.0,785.8522183383838,774.8522183383838,0.05527638190954774,3.949006122303436,3.8937297403938884,210.7058823529412,11.0,199.7058823529412,True,True,True,True,True,1,1,True,34.0,7390.0,199.0,199.0,1.0,1.5555555555555556,4,0.5714285714285714,3,4,0.3888888888888889
task-p3-f49c3edc31c95c96,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,1,0.16666666666666666,1,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.0,3.612359947967774,-3.612359947967774,0.0,232.0,1,7.0,[520],7.0,784.4477171294079,777.4477171294079,0.035175879396984924,3.941948327283457,3.906772447886472,207.12018894289258,7.0,200.12018894289258,True,True,True,True,True,1,1,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-f4f6907fa619220a,g-31c1e4ae69d6af03,phase3-m22-b02-g-31c1e4ae69d6af03,extrapolation_holdout,22,22,22,13,22,4194304,17,3,0.17647058823529413,3,7.152557373046875e-07,7.152557373046875e-07,6.145538649887924,6.145538649887924,0.47712125471966244,6.622659904607587,-6.145538649887924,0.0,1871.0,1,12.0,[131332],12.0,735.2144571793235,723.2144571793235,0.06030150753768844,3.6945450109513747,3.6342435034136864,207.54813901443976,25.0,182.54813901443976,True,True,True,True,True,3,3,True,46.0,11337.0,199.0,199.0,1.5454545454545454,1.6923076923076923,3,0.5882352941176471,3,5,0.28205128205128205
