task_id,base_graph_id,base_instance_id,split,size_m,target_n_edges,actual_n_edges,n_nodes,n_edges,state_space_size,n_candidate_routes,n_feasible_routes,route_feasible_fraction,n_feasible_states,feasible_state_fraction,phi_state,dilution_score,D,log10_n_feasible,m_log10_2,log10_phi_reconstructed,identity_error,budget,n_optimal_states,optimal_cost,optimal_state_ids,raw_energy_min,raw_energy_max,raw_energy_span,normalized_energy_min,normalized_energy_max,normalized_energy_span,min_infeasible_energy_raw,max_feasible_energy_raw,penalty_separation_raw,strict_energy_separation,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_exact_original_optimal,penalty_contract_pass,route_enumeration_feasible_count,edge_bit_validator_feasible_count,feasible_count_agreement,flow_scale,resource_scale,global_penalty_coefficient,global_normalization_factor,path_redundancy,average_out_degree,maximum_out_degree,bottleneck_score,source_target_hop_min,source_target_hop_max,graph_density
task-p3-4139dff65d899745,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,3,0.25,3,2.86102294921875e-06,2.86102294921875e-06,5.543478658559962,5.543478658559962,0.47712125471966244,6.020599913279624,-5.543478658559962,0.0,1111.0,2,7.0,"[2052, 32776]",7.0,870.3131792045948,863.3131792045948,0.035175879396984924,4.373433061329622,4.3382571819326365,203.85365853658536,20.0,183.85365853658536,True,True,True,True,True,3,3,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-430990bd4bb51ff0,g-595b062626366822,phase3-m18-b02-g-595b062626366822,development,18,18,18,10,18,262144,11,3,0.2727272727272727,3,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,0.47712125471966244,5.418539921951662,-4.941418667231999,0.0,1225.0,1,19.0,[33284],19.0,829.8741717918901,810.8741717918901,0.09547738693467336,4.170221968803468,4.074744581868795,209.4736842105263,23.0,186.4736842105263,True,True,True,True,True,3,3,True,38.0,9258.0,199.0,199.0,1.375,1.8,4,0.45454545454545453,3,4,0.4
task-p3-43c6ab33060f5bcf,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,development,18,18,18,9,18,262144,11,11,1.0,11,4.1961669921875e-05,4.1961669921875e-05,4.377147236793436,4.377147236793436,1.041392685158225,5.418539921951662,-4.377147236793437,8.881784197001252e-16,2566.0,2,10.0,"[8196, 16392]",10.0,816.076304571189,806.076304571189,0.05025125628140704,4.10088595261904,4.050634696337633,204.23684210526318,26.0,178.23684210526318,True,True,True,True,True,11,11,True,76.0,11487.0,199.0,199.0,1.5714285714285714,2.0,4,0.36363636363636365,2,3,0.5
task-p3-4450b1895dc5fc13,g-31c1e4ae69d6af03,phase3-m22-b02-g-31c1e4ae69d6af03,extrapolation_holdout,22,22,22,13,22,4194304,17,1,0.058823529411764705,1,2.384185791015625e-07,2.384185791015625e-07,6.622659904607587,6.622659904607587,0.0,6.622659904607587,-6.622659904607587,0.0,1316.0,1,25.0,[1065090],25.0,751.9598273107697,726.9598273107697,0.12562814070351758,3.7786925995516065,3.653064458848089,207.65217391304347,25.0,182.65217391304347,True,True,True,True,True,1,1,True,46.0,11337.0,199.0,199.0,1.5454545454545454,1.6923076923076923,3,0.5882352941176471,3,5,0.28205128205128205
task-p3-446eb3ddcbf65c5b,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,development,16,16,16,9,16,65536,9,3,0.3333333333333333,3,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,0.47712125471966244,4.816479930623699,-4.339358675904037,0.0,900.0,1,6.0,[8200],6.0,843.0587730257466,837.0587730257466,0.03015075376884422,4.236476246360536,4.2063254925916915,206.1071428571429,17.0,189.1071428571429,True,True,True,True,True,3,3,True,56.0,8493.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.4444444444444444,2,3,0.4444444444444444
task-p3-486c7e857c1576e1,g-c0fc2d5e7eacaffa,phase3-m16-b01-g-c0fc2d5e7eacaffa,development,16,16,16,9,16,65536,11,11,1.0,11,0.0001678466796875,0.0001678466796875,3.7750872454654743,3.7750872454654743,1.041392685158225,4.816479930623699,-3.7750872454654743,0.0,2220.0,2,13.0,"[4100, 32833]",13.0,706.9588839014775,693.9588839014775,0.06532663316582915,3.552557205535063,3.4872305723692336,208.04545454545453,26.0,182.04545454545453,True,True,True,True,True,11,11,True,44.0,7134.0,199.0,199.0,1.5714285714285714,1.7777777777777777,4,0.5454545454545454,2,4,0.4444444444444444
task-p3-495cec96cbfead01,g-0deca2d7d26bc264,phase3-m20-b02-g-0deca2d7d26bc264,extrapolation_holdout,20,20,20,12,20,1048576,16,3,0.1875,3,2.86102294921875e-06,2.86102294921875e-06,5.543478658559962,5.543478658559962,0.47712125471966244,6.020599913279624,-5.543478658559962,0.0,1919.0,1,16.0,[328721],16.0,733.220450544973,717.220450544973,0.08040201005025126,3.6845248771104173,3.604122867060166,205.63333333333335,25.0,180.63333333333335,True,True,True,True,True,3,3,True,60.0,9430.0,199.0,199.0,1.6,1.6666666666666667,3,0.625,4,5,0.30303030303030304
task-p3-49c4d5dae6a8f92a,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,development,12,12,12,8,12,4096,6,1,0.16666666666666666,1,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.0,3.612359947967774,-3.612359947967774,0.0,578.0,1,16.0,[2081],16.0,795.2687761941608,779.2687761941608,0.08040201005025126,3.9963255085133707,3.9159234984631195,208.57322744468252,16.0,192.57322744468252,True,True,True,True,True,1,1,True,24.0,6242.0,199.0,199.0,1.0,1.5,4,0.3333333333333333,2,3,0.42857142857142855
task-p3-4f31d6bfea1b326e,g-e62b89c25adcfec3,phase3-m22-b04-g-e62b89c25adcfec3,extrapolation_holdout,22,22,22,12,22,4194304,15,9,0.6,9,2.1457672119140625e-06,2.1457672119140625e-06,5.6684173951682615,5.6684173951682615,0.9542425094393249,6.622659904607587,-5.6684173951682615,0.0,2182.0,1,12.0,[17412],12.0,784.8552974425154,772.8552974425154,0.06030150753768844,3.943996469560379,3.8836949620226906,206.1071428571429,29.0,177.1071428571429,True,True,True,True,True,9,9,True,56.0,10970.0,199.0,199.0,1.5,1.8333333333333333,4,0.4,3,4,0.3333333333333333
task-p3-4fb81c9ebc655237,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,7,0.5833333333333334,7,6.67572021484375e-06,6.67572021484375e-06,5.175501873265367,5.175501873265367,0.8450980400142568,6.020599913279624,-5.175501873265367,0.0,1563.0,2,7.0,"[2052, 32776]",7.0,856.4562951679021,849.4562951679021,0.035175879396984924,4.303800478230664,4.268624598833679,203.85365853658536,20.0,183.85365853658536,True,True,True,True,True,7,7,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-50700301450dc5d4,g-afad664ce9d18d68,phase3-m22-b01-g-afad664ce9d18d68,extrapolation_holdout,22,22,22,12,22,4194304,14,1,0.07142857142857142,1,2.384185791015625e-07,2.384185791015625e-07,6.622659904607587,6.622659904607587,0.0,6.622659904607587,-6.622659904607587,0.0,837.0,1,15.0,[2105352],15.0,858.3766363356085,843.3766363356085,0.07537688442211055,4.3134504338472786,4.2380735494251685,205.3917116294479,15.0,190.3917116294479,True,True,True,True,True,1,1,True,56.0,12284.0,199.0,199.0,1.4,1.8333333333333333,5,0.42857142857142855,2,4,0.3333333333333333
task-p3-51ee55526d2e5979,g-afad664ce9d18d68,phase3-m22-b01-g-afad664ce9d18d68,extrapolation_holdout,22,22,22,12,22,4194304,14,14,1.0,14,3.337860107421875e-06,3.337860107421875e-06,5.4765318689293485,5.4765318689293485,1.146128035678238,6.622659904607587,-5.4765318689293485,0.0,2982.0,1,6.0,[16392],6.0,799.6820659602386,793.6820659602386,0.03015075376884422,4.018502844021299,3.9883520902524547,206.1071428571429,25.0,181.1071428571429,True,True,True,True,True,14,14,True,56.0,12284.0,199.0,199.0,1.4,1.8333333333333333,5,0.42857142857142855,2,4,0.3333333333333333
task-p3-532c0b733963cd83,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,1,0.14285714285714285,1,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.0,4.214419939295737,-4.214419939295737,0.0,262.0,1,19.0,[8450],19.0,776.7590332333236,757.7590332333236,0.09547738693467336,3.903311724790571,3.8078343378558976,210.7058823529412,19.0,191.7058823529412,True,True,True,True,True,1,1,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-534079cbcb6aa71c,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,development,16,16,16,9,16,65536,9,1,0.1111111111111111,1,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.0,4.816479930623699,-4.816479930623699,0.0,357.0,1,13.0,[257],13.0,866.6218374281511,853.6218374281511,0.06532663316582915,4.354883605166589,4.28955697200076,205.81344929560086,13.0,192.81344929560086,True,True,True,True,True,1,1,True,56.0,8493.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.4444444444444444,2,3,0.4444444444444444
task-p3-544a26ce57064eff,g-f9e9faf277cb53e1,phase3-m14-b03-g-f9e9faf277cb53e1,development,14,14,14,8,14,16384,8,2,0.25,2,0.0001220703125,0.0001220703125,3.9133899436317554,3.9133899436317554,0.3010299956639812,4.214419939295737,-3.9133899436317554,0.0,1164.0,1,8.0,[4104],8.0,765.3427378291384,757.3427378291384,0.04020100502512563,3.8459434061765747,3.805742401151449,208.04545454545453,13.0,195.04545454545453,True,True,True,True,True,2,2,True,44.0,6666.0,199.0,199.0,1.3333333333333333,1.75,5,0.5,2,3,0.5
task-p3-56c6c348117967f4,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,development,12,12,12,8,12,4096,6,4,0.6666666666666666,4,0.0009765625,0.0009765625,3.010299956639812,3.010299956639812,0.6020599913279624,3.612359947967774,-3.0102999566398116,4.440892098500626e-16,1337.0,2,8.0,"[130, 1032]",8.0,754.2973368145553,746.2973368145553,0.04020100502512563,3.790438878465102,3.750237873439976,205.87117549553463,16.0,189.87117549553463,True,True,True,True,True,4,4,True,24.0,6242.0,199.0,199.0,1.0,1.5,4,0.3333333333333333,2,3,0.42857142857142855
task-p3-570d4439775bbe3c,g-595b062626366822,phase3-m18-b02-g-595b062626366822,development,18,18,18,10,18,262144,11,4,0.36363636363636365,4,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.6020599913279624,5.418539921951662,-4.816479930623699,0.0,1311.0,1,19.0,[33284],19.0,826.6834131824846,807.6834131824846,0.09547738693467336,4.154188005942133,4.05871061900746,209.4736842105263,25.0,184.4736842105263,True,True,True,True,True,4,4,True,38.0,9258.0,199.0,199.0,1.375,1.8,4,0.45454545454545453,3,4,0.4
task-p3-5714bc0aef7395ba,g-b4c9d2e42a3dc98f,phase3-m18-b04-g-b4c9d2e42a3dc98f,interpolation_holdout,18,18,18,10,18,262144,11,7,0.6363636363636364,7,2.6702880859375e-05,2.6702880859375e-05,4.573441881937405,4.573441881937405,0.8450980400142568,5.418539921951662,-4.573441881937405,0.0,2029.0,1,15.0,[163856],15.0,797.2187858001182,782.2187858001182,0.07537688442211055,4.006124551759388,3.9307476673372777,208.04545454545453,25.0,183.04545454545453,True,True,True,True,True,7,7,True,44.0,9518.0,199.0,199.0,1.375,1.8,5,0.45454545454545453,3,4,0.4
task-p3-5a7f924be84e4cd2,g-340c0c88fcc14180,phase3-m16-b04-g-340c0c88fcc14180,interpolation_holdout,16,16,16,9,16,65536,9,9,1.0,9,0.0001373291015625,0.0001373291015625,3.8622374211843744,3.8622374211843744,0.9542425094393249,4.816479930623699,-3.8622374211843744,0.0,2345.0,1,7.0,[32898],7.0,696.3079118274276,689.3079118274276,0.035175879396984924,3.4990347328011437,3.463858853404159,205.86206896551727,29.0,176.86206896551727,True,True,True,True,True,9,9,True,58.0,7523.0,199.0,199.0,1.2857142857142858,1.7777777777777777,4,0.6666666666666666,3,4,0.4444444444444444
task-p3-5aafb0d68eb8d209,g-4471e11eca661209,phase3-m20-b01-g-4471e11eca661209,extrapolation_holdout,20,20,20,11,20,1048576,12,7,0.5833333333333334,7,6.67572021484375e-06,6.67572021484375e-06,5.175501873265367,5.175501873265367,0.8450980400142568,6.020599913279624,-5.175501873265367,0.0,2236.0,1,8.0,[32776],8.0,806.1843245835756,798.1843245835756,0.04020100502512563,4.05117751047023,4.010976505445104,206.96,23.0,183.96,True,True,True,True,True,7,7,True,50.0,11592.0,199.0,199.0,1.3333333333333333,1.8181818181818181,5,0.4166666666666667,2,4,0.36363636363636365
task-p3-5da5f5ac7e80fd07,g-65a5f4b07fa94104,phase3-m20-b04-g-65a5f4b07fa94104,extrapolation_holdout,20,20,20,11,20,1048576,11,1,0.09090909090909091,1,9.5367431640625e-07,9.5367431640625e-07,6.020599913279624,6.020599913279624,0.0,6.020599913279624,-6.020599913279624,0.0,668.0,1,22.0,[327696],22.0,845.7640372162566,823.7640372162566,0.11055276381909548,4.250070538775159,4.139517774956063,204.52777777777777,22.0,182.52777777777777,True,True,True,True,True,1,1,True,72.0,9692.0,199.0,199.0,1.2222222222222223,1.8181818181818181,5,0.6363636363636364,3,4,0.36363636363636365
task-p3-5ff53b4412b3ab7a,g-f9e9faf277cb53e1,phase3-m14-b03-g-f9e9faf277cb53e1,development,14,14,14,8,14,16384,8,4,0.5,4,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.6020599913279624,4.214419939295737,-3.612359947967774,0.0,1432.0,1,8.0,[4104],8.0,752.4572829470166,744.4572829470166,0.04020100502512563,3.7811923766181734,3.7409913715930476,208.04545454545453,16.0,192.04545454545453,True,True,True,True,True,4,4,True,44.0,6666.0,199.0,199.0,1.3333333333333333,1.75,5,0.5,2,3,0.5
task-p3-637cd4a394ea5ec5,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,2,0.2857142857142857,2,0.0001220703125,0.0001220703125,3.9133899436317554,3.9133899436317554,0.3010299956639812,4.214419939295737,-3.9133899436317554,0.0,520.0,1,19.0,[8450],19.0,759.6741567575423,740.6741567575423,0.09547738693467336,3.817458074158504,3.7219806872238306,210.7058823529412,25.0,185.7058823529412,True,True,True,True,True,2,2,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-643c08440a90b752,g-51ac21fe95f0c3f4,phase3-m12-b04-g-51ac21fe95f0c3f4,interpolation_holdout,12,12,12,9,12,4096,6,3,0.5,3,0.000732421875,0.000732421875,3.135238693248112,3.135238693248112,0.47712125471966244,3.612359947967774,-3.1352386932481116,4.440892098500626e-16,1562.0,1,17.0,[1545],17.0,668.8495434476501,651.8495434476501,0.08542713567839195,3.361052982148996,3.275625846470604,221.11111111111111,28.0,193.11111111111111,True,True,True,True,True,3,3,True,18.0,6104.0,199.0,199.0,0.8571428571428571,1.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333
task-p3-65c7a1b65ff60e55,g-595b062626366822,phase3-m18-b02-g-595b062626366822,development,18,18,18,10,18,262144,11,2,0.18181818181818182,2,7.62939453125e-06,7.62939453125e-06,5.11750992628768,5.11750992628768,0.3010299956639812,5.418539921951662,-5.11750992628768,0.0,1151.0,1,20.0,[65569],20.0,832.647197996688,812.647197996688,0.10050251256281408,4.1841567738527035,4.083654261289889,209.4736842105263,23.0,186.4736842105263,True,True,True,True,True,2,2,True,38.0,9258.0,199.0,199.0,1.375,1.8,4,0.45454545454545453,3,4,0.4
task-p3-67dfc3be39958f9f,g-b8890b869f8ae8b3,phase3-m20-b03-g-b8890b869f8ae8b3,extrapolation_holdout,20,20,20,10,20,1048576,12,4,0.3333333333333333,4,3.814697265625e-06,3.814697265625e-06,5.418539921951662,5.418539921951662,0.6020599913279624,6.020599913279624,-5.418539921951662,0.0,1433.0,2,7.0,"[2052, 32776]",7.0,860.3783533789154,853.3783533789154,0.035175879396984924,4.323509313461886,4.288333434064901,203.85365853658536,20.0,183.85365853658536,True,True,True,True,True,4,4,True,82.0,11469.0,199.0,199.0,1.5,2.0,7,0.3333333333333333,2,3,0.4444444444444444
task-p3-681084199b215be0,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,3,0.5,3,0.000732421875,0.000732421875,3.135238693248112,3.135238693248112,0.47712125471966244,3.612359947967774,-3.1352386932481116,4.440892098500626e-16,792.0,2,7.0,"[520, 529]",7.0,741.2653118416708,734.2653118416708,0.035175879396984924,3.7249513157872904,3.6897754363903057,214.3076923076923,21.0,193.3076923076923,True,True,True,True,True,3,3,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-6814312a4e36f3ab,g-22d56a3beb2cd856,phase3-m14-b02-g-22d56a3beb2cd856,development,14,14,14,9,14,16384,8,4,0.5,4,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.6020599913279624,4.214419939295737,-3.612359947967774,0.0,1420.0,1,10.0,[2114],10.0,700.7516451253202,690.7516451253202,0.05025125628140704,3.5213650508810064,3.4711137945995993,211.68207573649045,21.0,190.68207573649045,True,True,True,True,True,4,4,True,30.0,5830.0,199.0,199.0,1.1428571428571428,1.5555555555555556,3,0.625,3,4,0.3888888888888889
task-p3-6af8e5731732d55e,g-51ac21fe95f0c3f4,phase3-m12-b04-g-51ac21fe95f0c3f4,interpolation_holdout,12,12,12,9,12,4096,6,1,0.16666666666666666,1,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.0,3.612359947967774,-3.612359947967774,0.0,832.0,1,17.0,[1545],17.0,698.2739059424516,681.2739059424516,0.08542713567839195,3.5089141002133246,3.423486964534933,221.11111111111111,17.0,204.11111111111111,True,True,True,True,True,1,1,True,18.0,6104.0,199.0,199.0,0.8571428571428571,1.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333
task-p3-6afe15da00e4b23d,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,4,0.6666666666666666,4,0.0009765625,0.0009765625,3.010299956639812,3.010299956639812,0.6020599913279624,3.612359947967774,-3.0102999566398116,4.440892098500626e-16,1292.0,2,7.0,"[520, 529]",7.0,707.7266640534372,700.7266640534372,0.035175879396984924,3.556415397253453,3.5212395178564684,213.1929743402518,22.0,191.1929743402518,True,True,True,True,True,4,4,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-6cba0807b5144d71,g-63a93cc8703f978f,phase3-m12-b02-g-63a93cc8703f978f,development,12,12,12,8,12,4096,6,4,0.6666666666666666,4,0.0009765625,0.0009765625,3.010299956639812,3.010299956639812,0.6020599913279624,3.612359947967774,-3.0102999566398116,4.440892098500626e-16,1999.0,1,10.0,[2065],10.0,689.0356607858464,679.0356607858464,0.05025125628140704,3.462490757717821,3.412239501436414,213.46656218737712,17.0,196.46656218737712,True,True,True,True,True,4,4,True,20.0,6299.0,199.0,199.0,1.0,1.5,3,0.5,3,4,0.42857142857142855
task-p3-6d8c1ca8f1cd0b67,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,development,12,12,12,8,12,4096,6,2,0.3333333333333333,2,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.3010299956639812,3.612359947967774,-3.311329952303793,0.0,1118.0,1,15.0,[2308],15.0,765.5151265113524,750.5151265113524,0.07537688442211055,3.8468096809615697,3.771432796539459,207.00114918001802,16.0,191.00114918001802,True,True,True,True,True,2,2,True,24.0,6242.0,199.0,199.0,1.0,1.5,4,0.3333333333333333,2,3,0.42857142857142855
task-p3-6e4d1f9f9dd178d7,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,development,12,12,12,8,12,4096,6,6,1.0,6,0.00146484375,0.00146484375,2.8342086975841307,2.8342086975841307,0.7781512503836436,3.612359947967774,-2.8342086975841303,4.440892098500626e-16,1831.0,1,6.0,[1090],6.0,730.7922436692479,724.7922436692479,0.03015075376884422,3.6723228325087836,3.6421720787399394,215.58333333333331,16.0,199.58333333333331,True,True,True,True,True,6,6,True,24.0,6242.0,199.0,199.0,1.0,1.5,4,0.3333333333333333,2,3,0.42857142857142855
task-p3-6eb51db4d2a7c69c,g-b4c9d2e42a3dc98f,phase3-m18-b04-g-b4c9d2e42a3dc98f,interpolation_holdout,18,18,18,10,18,262144,11,3,0.2727272727272727,3,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,0.47712125471966244,5.418539921951662,-4.941418667231999,0.0,995.0,1,15.0,[163856],15.0,832.4875489481066,817.4875489481066,0.07537688442211055,4.183354517327168,4.107977632905058,208.04545454545453,20.0,188.04545454545453,True,True,True,True,True,3,3,True,44.0,9518.0,199.0,199.0,1.375,1.8,5,0.45454545454545453,3,4,0.4
task-p3-71a0a608986a513a,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,development,12,12,12,8,12,4096,6,3,0.5,3,0.000732421875,0.000732421875,3.135238693248112,3.135238693248112,0.47712125471966244,3.612359947967774,-3.1352386932481116,4.440892098500626e-16,1133.0,1,8.0,[1032],8.0,764.7311559030527,756.7311559030527,0.04020100502512563,3.842870130166094,3.802669125140968,206.94435640837187,16.0,190.94435640837187,True,True,True,True,True,3,3,True,24.0,6242.0,199.0,199.0,1.0,1.5,4,0.3333333333333333,2,3,0.42857142857142855
task-p3-72fdfc97535973f5,g-8e75832e853cc6ea,phase3-m14-b01-g-8e75832e853cc6ea,development,14,14,14,9,14,16384,7,2,0.2857142857142857,2,0.0001220703125,0.0001220703125,3.9133899436317554,3.9133899436317554,0.3010299956639812,4.214419939295737,-3.9133899436317554,0.0,1576.0,1,11.0,[6148],11.0,724.1148442399697,713.1148442399697,0.05527638190954774,3.638768061507385,3.5834916795978375,210.7058823529412,18.0,192.7058823529412,True,True,True,True,True,2,2,True,34.0,7390.0,199.0,199.0,1.0,1.5555555555555556,4,0.5714285714285714,3,4,0.3888888888888889
task-p3-742ad01cf4b5d731,g-c0fc2d5e7eacaffa,phase3-m16-b01-g-c0fc2d5e7eacaffa,development,16,16,16,9,16,65536,11,1,0.09090909090909091,1,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.0,4.816479930623699,-4.816479930623699,0.0,230.0,1,18.0,[33282],18.0,794.9037855997174,776.9037855997174,0.09045226130653267,3.9944913849232027,3.90403912361667,208.04545454545453,18.0,190.04545454545453,True,True,True,True,True,1,1,True,44.0,7134.0,199.0,199.0,1.5714285714285714,1.7777777777777777,4,0.5454545454545454,2,4,0.4444444444444444
task-p3-78558b1def966d97,g-7b29ecdabf11c2a7,phase3-m22-b03-g-7b29ecdabf11c2a7,extrapolation_holdout,22,22,22,10,22,4194304,14,3,0.21428571428571427,3,7.152557373046875e-07,7.152557373046875e-07,6.145538649887924,6.145538649887924,0.47712125471966244,6.622659904607587,-6.145538649887924,0.0,1136.0,2,12.0,"[262160, 2097216]",12.0,861.2394313645005,849.2394313645005,0.06030150753768844,4.327836338515078,4.2675348309773895,202.9019607843137,22.0,180.9019607843137,True,True,True,True,True,3,3,True,102.0,12124.0,199.0,199.0,1.75,2.2,7,0.2857142857142857,2,3,0.4888888888888889
task-p3-792beeb2f8a2ab19,g-22d56a3beb2cd856,phase3-m14-b02-g-22d56a3beb2cd856,development,14,14,14,9,14,16384,8,1,0.125,1,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.0,4.214419939295737,-4.214419939295737,0.0,1268.0,1,13.0,[2181],13.0,707.7696930174262,694.7696930174262,0.06532663316582915,3.5566316232031467,3.4913049900373174,209.1352705147857,13.0,196.1352705147857,True,True,True,True,True,1,1,True,30.0,5830.0,199.0,199.0,1.1428571428571428,1.5555555555555556,3,0.625,3,4,0.3888888888888889
task-p3-7aa808c5ed6463f8,g-4471e11eca661209,phase3-m20-b01-g-4471e11eca661209,extrapolation_holdout,20,20,20,11,20,1048576,12,12,1.0,12,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,1.0791812460476249,6.020599913279624,-4.941418667231999,0.0,2625.0,1,8.0,[32776],8.0,796.075775856639,788.075775856639,0.04020100502512563,4.000380783199191,3.960179778174065,206.96,23.0,183.96,True,True,True,True,True,12,12,True,50.0,11592.0,199.0,199.0,1.3333333333333333,1.8181818181818181,5,0.4166666666666667,2,4,0.36363636363636365
task-p3-7e439fa4cc3f1645,g-b4c9d2e42a3dc98f,phase3-m18-b04-g-b4c9d2e42a3dc98f,interpolation_holdout,18,18,18,10,18,262144,11,11,1.0,11,4.1961669921875e-05,4.1961669921875e-05,4.377147236793436,4.377147236793436,1.041392685158225,5.418539921951662,-4.377147236793437,8.881784197001252e-16,2612.0,1,15.0,[163856],15.0,779.7366416506868,764.7366416506868,0.07537688442211055,3.9182745811592303,3.84289769673712,208.04545454545453,27.0,181.04545454545453,True,True,True,True,True,11,11,True,44.0,9518.0,199.0,199.0,1.375,1.8,5,0.45454545454545453,3,4,0.4
task-p3-80b76edb78728176,g-e7e26759e1ed20ef,phase3-m16-b03-g-e7e26759e1ed20ef,development,16,16,16,9,16,65536,9,6,0.6666666666666666,6,9.1552734375e-05,9.1552734375e-05,4.038328680240055,4.038328680240055,0.7781512503836436,4.816479930623699,-4.038328680240055,0.0,1495.0,1,6.0,[16898],6.0,766.5571777826149,760.5571777826149,0.03015075376884422,3.8520461195106277,3.8218953657417836,208.04545454545453,15.0,193.04545454545453,True,True,True,True,True,6,6,True,44.0,7758.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.3333333333333333,2,3,0.4444444444444444
task-p3-81379a519388cacd,g-31c1e4ae69d6af03,phase3-m22-b02-g-31c1e4ae69d6af03,extrapolation_holdout,22,22,22,13,22,4194304,17,2,0.11764705882352941,2,4.76837158203125e-07,4.76837158203125e-07,6.321629908943605,6.321629908943605,0.3010299956639812,6.622659904607587,-6.321629908943605,0.0,1679.0,1,20.0,[1064993],20.0,740.8995393580738,720.8995393580738,0.10050251256281408,3.723113263105898,3.622610750543084,207.65217391304347,25.0,182.65217391304347,True,True,True,True,True,2,2,True,46.0,11337.0,199.0,199.0,1.5454545454545454,1.6923076923076923,3,0.5882352941176471,3,5,0.28205128205128205
task-p3-813e6ecb87aa1459,g-340c0c88fcc14180,phase3-m16-b04-g-340c0c88fcc14180,interpolation_holdout,16,16,16,9,16,65536,9,4,0.4444444444444444,4,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.6020599913279624,4.816479930623699,-4.214419939295737,0.0,1713.0,1,7.0,[32898],7.0,720.4546087864753,713.4546087864753,0.035175879396984924,3.620374918525002,3.585199039128017,205.86206896551727,22.0,183.86206896551727,True,True,True,True,True,4,4,True,58.0,7523.0,199.0,199.0,1.2857142857142858,1.7777777777777777,4,0.6666666666666666,3,4,0.4444444444444444
