run_id,phase,evidence_identity,matrix_role,split,task_id,base_graph_id,base_instance_id,size_m,n_nodes,n_edges,state_space_size,n_candidate_routes,n_feasible_routes,n_feasible_states,route_feasible_fraction,feasible_state_fraction,dilution_score,objective_id,objective_name,objective_role,depth,p2_initialization_seed_set,optimizer_seed,selected_p2_seed,selected_p2_run_id,p3_initial_parameters,initial_parameters,terminal_parameters,best_evaluated_parameters,optimizer,eval_budget,nfev,tracked_optimizer_evaluations,total_objective_evaluations,optimizer_status,optimizer_message,objective_start,objective_final,objective_improvement,expected_mean_energy,expected_routing_component,expected_flow_penalty,expected_resource_penalty,expected_total_penalty,p_feas,p_opt,p_opt_given_feasible,feasibility_amplification,log_feasibility_gain,cvar_alpha,cvar_value,cvar_cutoff_energy,cvar_tail_fully_feasible,cvar_tail_feasible_mass,cvar_fractional_cutoff_mass,strict_energy_class_separation,penalty_bound_pass,state_norm,runtime_s,peak_memory_mb,execution_status,failure_reason,resource_censored,config_sha256,manifest_sha256,raw_statevector_persisted,failure_lineage
phase3-0615c66f4e441d24808293a6,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-0bf148a8545bb3da,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,18,9,18,262144,11,3,3,0.2727272727272727,1.1444091796875e-05,4.941418667231999,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,STATEVECTOR_MECHANISTIC_CAPACITY_CONTROL,3,"[1103, 2207, 3301]",,1103,phase3-233a0af6b15e82b240441fb4,"[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[4.881400128588872, 4.872329096301938, -1.2329838558279897, -0.1850058597683604, -0.5172190605969335, 0.16620302410721705]","[4.881400128588872, 4.872329096301938, -1.2329838558279897, -0.1850058597683604, -0.5172190605969335, 0.16620302410721705]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9951573172907878,0.9397629094029181,0.05539440788786976,1.502702902118723,0.08111602990181924,0.9505678261889842,0.47101904602792005,1.4215868722169043,0.06023709059708188,0.04245403753400817,0.7047823378120591,5263.5972924938105,3.721282654857804,0.1,0.44452087359653436,1.0464162919862472,False,0.060237090597082016,0.002873236183547928,True,True,0.9999999999999977,64.90425277873874,269.78515625,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-321d89a57ed2d9b7d61fd97d,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-0bf148a8545bb3da,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,18,9,18,262144,11,3,3,0.2727272727272727,1.1444091796875e-05,4.941418667231999,O0,MEAN_ENERGY,STANDARD_BASELINE,3,"[1103, 2207, 3301]",,1103,phase3-233a0af6b15e82b240441fb4,"[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[5.578003542134305, 5.957664934183424, 0.9275446550821664, 0.761319483347303, -1.0847986227840896, -0.11667058458849891]","[5.578003542134305, 5.957664934183424, 0.9275446550821664, 0.761319483347303, -1.0847986227840896, -0.11667058458849891]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2868784679887069,1.1342752485955,0.15260321939320676,1.1342752485955,0.027973954185483523,1.0286656121929747,0.07763568221704102,1.1063012944100168,0.0057411176067760465,0.003705454729404781,0.6454239371496864,501.66651130356666,2.7004151107118326,0.1,0.9707902497898527,1.0263157894736843,False,0.005741117606776037,0.09425888239322397,True,True,1.0000000000000018,70.79869960527867,269.546875,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-33a83ef01f7324b51a86a46e,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-446eb3ddcbf65c5b,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,16,9,16,65536,9,3,3,0.3333333333333333,4.57763671875e-05,4.339358675904037,O3,CVAR_ENERGY,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,"[1103, 2207, 3301]",,1103,phase3-b26c68ba1973880420f17700,"[4.134887517750428, 4.31626909543759, 0.0, 0.5321864228147234, -1.0655183654599272, 0.0]","[4.134887517750428, 4.31626909543759, 0.0, 0.5321864228147234, -1.0655183654599272, 0.0]","[4.595816432778861, 4.576008388729153, 0.5923289872206505, -0.21768701733944035, -0.32420177143029955, -0.16816073047487376]","[4.595816432778861, 4.576008388729153, 0.5923289872206505, -0.21768701733944035, -0.32420177143029955, -0.16816073047487376]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9426466801496804,0.5869806969847968,0.3556659831648836,1.3920237855553097,0.05258449017267185,0.9773685365064283,0.3620707588762097,1.3394392953826375,0.04569852579329645,0.020984577014401533,0.459195929192967,998.2995287964922,2.9992608661234863,0.1,0.5869806969847968,1.0357142857142858,False,0.04569852579329654,0.05430147420670346,True,True,0.999999999999998,14.67662522289902,187.75,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-4771586bfefd31f2a7ebbcb4,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-71a0a608986a513a,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,12,8,12,4096,6,3,3,0.5,0.000732421875,3.135238693248112,O0,MEAN_ENERGY,STANDARD_BASELINE,3,"[1103, 2207, 3301]",,1103,phase3-698cd4000950dc171bc5fd86,"[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[4.461870048649189, 6.6094005415637875, 0.24459100309386303, 4.005140692882179, -0.8222405183721417, -0.2644556581957332]","[4.461870048649189, 6.6094005415637875, 0.24459100309386303, 4.005140692882179, -0.8222405183721417, -0.2644556581957332]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2618875659177513,1.211726446941009,0.05016111897674236,1.211726446941009,0.020325882988159925,1.0925724055717585,0.09882815838109069,1.1914005639528493,0.008464168323002992,0.007837654680847576,0.9259804840538501,11.556411150340084,1.0628229846387145,0.1,0.9926943494600571,1.0833333333333333,False,0.008464168323003,0.0854306624003283,True,True,0.9999999999999989,1.2631242917850614,125.68359375,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-5b06c2e91e78e9a84b4833bf,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-0bf148a8545bb3da,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,18,9,18,262144,11,3,3,0.2727272727272727,1.1444091796875e-05,4.941418667231999,O3,CVAR_ENERGY,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,"[1103, 2207, 3301]",,1103,phase3-233a0af6b15e82b240441fb4,"[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[4.878916914611404, 4.855002461384, 0.0, 0.5138506077516501, -1.0628376124471097, 0.0]","[5.3393856422920045, 5.239871419004052, 0.07284548577681137, -0.17226748072546239, -0.9837354184225834, 0.5001333977379112]","[5.3393856422920045, 5.239871419004052, 0.07284548577681137, -0.17226748072546239, -0.9837354184225834, 0.5001333977379112]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9794419084796261,0.7964259249252089,0.18301598355441717,1.5541974318891656,0.0654142845473436,1.001236461323215,0.48754668601860734,1.488783147341822,0.02372630617501277,0.01698340982652656,0.7158050520486221,2073.2362686475158,3.31664879766687,0.1,0.7964259249252089,1.0263157894736843,False,0.0237263061750128,0.07627369382498721,True,True,0.9999999999999988,66.31738345231861,269.8046875,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-7457a45fb0ed7f52b6ca0d38,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-07cdd1a1f394c642,g-3cf4bd3967c31b19,phase3-m14-b00-g-3cf4bd3967c31b19,14,8,14,16384,8,3,3,0.375,0.00018310546875,3.737298684576074,O3,CVAR_ENERGY,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,"[1103, 2207, 3301]",,2207,phase3-811055251820049d46e6db05,"[5.438174664794407, 4.128512184376882, 0.0, 2.3852817046440435, 0.14258610010409792, 0.0]","[5.438174664794407, 4.128512184376882, 0.0, 2.3852817046440435, 0.14258610010409792, 0.0]","[6.798947234849295, 4.624275892587944, -1.3795168753072267, 2.466806804141274, 0.20974444944963277, 0.1593816763959248]","[6.798947234849295, 4.624275892587944, -1.3795168753072267, 2.466806804141274, 0.20974444944963277, 0.1593816763959248]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.6487423624720364,0.03532350519836133,0.6134188572736751,1.45493549138661,0.08035853915062037,0.9320744153956095,0.4425025368403801,1.3745769522359896,0.13194991285994973,0.054598445931586706,0.41378159900368355,720.6224574324721,2.8577077923230827,0.1,0.03532350519836133,0.08040201005025126,True,0.1,0.010847140443617703,True,True,1.0000000000000004,3.1179890232160687,167.875,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-976a3234e287f7844a56aaef,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-446eb3ddcbf65c5b,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,16,9,16,65536,9,3,3,0.3333333333333333,4.57763671875e-05,4.339358675904037,O0,MEAN_ENERGY,STANDARD_BASELINE,3,"[1103, 2207, 3301]",,1103,phase3-b26c68ba1973880420f17700,"[4.134887517750428, 4.31626909543759, 0.0, 0.5321864228147234, -1.0655183654599272, 0.0]","[4.134887517750428, 4.31626909543759, 0.0, 0.5321864228147234, -1.0655183654599272, 0.0]","[4.672731892581965, 5.482115622983538, 0.7972096680553901, 0.8067137422610446, -1.0619060769569075, -0.12559811021183132]","[4.672731892581965, 5.482115622983538, 0.7972096680553901, 0.8067137422610446, -1.0619060769569075, -0.12559811021183132]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2444055735796529,1.1002646113840193,0.14414096219563355,1.1002646113840193,0.02594534891344867,1.0319175294709695,0.042401732999600934,1.0743192624705704,0.010742369376100012,0.002035025021508158,0.18943912187899167,234.6706398106968,2.3704587574050673,0.1,0.9315753634548142,1.0357142857142858,False,0.01074236937610003,0.08925763062389998,True,True,0.9999999999999984,17.597837356850505,187.48828125,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-99c9b055e69a2bd8e81c1eb0,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-71a0a608986a513a,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,12,8,12,4096,6,3,3,0.5,0.000732421875,3.135238693248112,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,STATEVECTOR_MECHANISTIC_CAPACITY_CONTROL,3,"[1103, 2207, 3301]",,1103,phase3-698cd4000950dc171bc5fd86,"[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[1.9740300120235201, 7.219039779522083, -0.9604193869139305, 4.969994728354629, -0.5682652109005444, 0.20280364602408243]","[1.9740300120235201, 7.219039779522083, -0.9604193869139305, 4.969994728354629, -0.5682652109005444, 0.20280364602408243]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9962974343547932,0.885214665810379,0.11108276854441423,1.5904363244425292,0.07184311980415195,0.9483489681304562,0.5702442365079208,1.5185932046383774,0.11478533418962106,0.041592029173813806,0.36234619577014376,156.72024294689595,2.1951250962282223,0.1,0.06197997615132509,0.08040201005025126,True,0.1,0.0245457296280662,True,True,0.9999999999999984,1.2384219327941537,125.71484375,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-99e5f49c5c721fb7f4acf4b7,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-71a0a608986a513a,g-4baa18b9cb3958b8,phase3-m12-b00-g-4baa18b9cb3958b8,12,8,12,4096,6,3,3,0.5,0.000732421875,3.135238693248112,O3,CVAR_ENERGY,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,"[1103, 2207, 3301]",,1103,phase3-698cd4000950dc171bc5fd86,"[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[3.3275287647097525, 5.877354403675825, 0.0, 3.938422259469027, -0.9925680134164269, 0.0]","[2.5166093044577766, 7.012827573852654, 0.8205121379176313, 5.043237393503538, -0.3687094749786761, -0.1990283516665005]","[2.5166093044577766, 7.012827573852654, 0.8205121379176313, 5.043237393503538, -0.3687094749786761, -0.1990283516665005]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.0442550348739437,0.06352874659845385,0.9807262882754898,1.578842265331101,0.0685997886388778,0.9769038140980253,0.5333386625941979,1.5102424766922233,0.10412741232489098,0.03814742567273007,0.36635334366809363,142.1686269609178,2.15280376910116,0.1,0.06352874659845385,0.08040201005025126,True,0.1,0.03125403701834259,True,True,0.9999999999999991,1.2702707964926958,125.71484375,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
phase3-c0a750fc98208e1d48972e3b,PHASE_3_EMPIRICAL_DILUTION_SCALING,PREREGISTERED_EMPIRICAL_DILUTION_SCALING,ADEQUACY_SENTINEL_2B,development,task-p3-07cdd1a1f394c642,g-3cf4bd3967c31b19,phase3-m14-b00-g-3cf4bd3967c31b19,14,8,14,16384,8,3,3,0.375,0.00018310546875,3.737298684576074,O0,MEAN_ENERGY,STANDARD_BASELINE,3,"[1103, 2207, 3301]",,2207,phase3-811055251820049d46e6db05,"[5.438174664794407, 4.128512184376882, 0.0, 2.3852817046440435, 0.14258610010409792, 0.0]","[5.438174664794407, 4.128512184376882, 0.0, 2.3852817046440435, 0.14258610010409792, 0.0]","[6.809864118759574, 4.421183930370566, 0.036133841236084055, 2.4183968126413484, 0.16908631484915868, -0.04079906823186346]","[6.809864118759574, 4.421183930370566, 0.036133841236084055, 2.4183968126413484, 0.16908631484915868, -0.04079906823186346]",COBYLA,480,480,480,481,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.5368590548920817,1.3525959579977693,0.18426309689431242,1.3525959579977693,0.0596570171964795,1.0030537848448613,0.2898851559564283,1.2929389408012897,0.05958122304656116,0.02737754010215965,0.45949946480227205,325.3929194649527,2.512408098475591,0.1,0.45334179889660076,1.0626818302036498,False,0.059581223046561084,0.0070524722697617725,True,True,1.0000000000000013,4.027456767857075,166.97265625,SUCCESS,,False,d7edcf4ca084e975b0b8d916d003c9c772e9c801b06175ee7112ef86cdea99f3,018e499280521e6e6764118d14af76ed4cee74fd501addf4dd69087da5bcc557,False,
