run_id,task_id,objective_id,p_feas,expected_total_penalty,penalty_bound_lower_margin,penalty_bound_upper_margin,penalty_bound_pass
objective-run-64a335ad498520ea2c2d,task-v2-07b8f456a957,O3,0.0421975537211719,1.362422444623646,0.404619998344815,2.4687873404916694,True
objective-run-161a0a8b1c7a1912f4d7,task-v2-b5e00db3fe1a,O0,0.0369350763450069,1.1785202617044668,0.2154553380494721,2.673739432915508,True
objective-run-d56f8d018c6c85124821,task-v2-b5e00db3fe1a,O1,0.0379684032959162,1.1871802219331216,0.2251486252290362,2.660946164883215,True
objective-run-cb82dd97b572f24b25b8,task-v2-b5e00db3fe1a,O2,0.0441224790571505,1.2990502383055456,0.3431727173626949,2.5244598454658536,True
objective-run-2a87d230fdeb290e548c,task-v2-b5e00db3fe1a,O3,0.0470417104516686,1.202887430024908,0.249929140476574,2.6089457281684205,True
objective-run-032ebf34de545b7a0d95,task-v2-59a464f36e13,O0,0.003685171123071,1.3620246241483074,0.3657097952713735,2.6232346913594133,True
objective-run-51e85235fbfc9a916dc2,task-v2-59a464f36e13,O1,0.0038757071254639,1.3679110612014385,0.3717867683269032,2.616586110296705,True
objective-run-d5264c211495c5e92e89,task-v2-59a464f36e13,O2,0.0154482480605001,1.7553467366532076,0.7707949847137036,2.182860271104796,True
objective-run-f24e4981e85ddd01146b,task-v2-59a464f36e13,O3,0.0091127435539044,1.6413738112670309,0.6504865548209298,2.322175214517357,True
objective-run-d33761fae22a2ea08a45,task-v2-a2561503b5d0,O0,0.0071666276919944,1.3468229674437708,0.3539895951357653,2.624510521788251,True
objective-run-0621ec7897a053a79c7a,task-v2-a2561503b5d0,O1,0.009528070959758,1.349640477169595,0.3591685481293507,2.612247238991375,True
objective-run-5f731631adbbc15155ed,task-v2-a2561503b5d0,O2,0.0138728007512051,1.44767474348674,0.4615475442379421,2.496834053508443,True
objective-run-4ba86f3d0081d7302d1b,task-v2-a2561503b5d0,O3,0.013679744846555,1.4309778794003856,0.4446576242469359,2.514303141213399,True
objective-run-e5332dd5562288238da6,task-v2-f6d986d24578,O0,0.0128372229452574,1.347764418512598,0.3606016414578533,2.6008866897063743,True
objective-run-0133a146d691dc2fe14e,task-v2-f6d986d24578,O1,0.0130280425988799,1.34152729933317,0.3545553419320559,2.606360530271304,True
objective-run-05644d8402df3264b204,task-v2-f6d986d24578,O2,0.0328038848499267,1.5216476042673088,0.5544514891172359,2.347136856332984,True
objective-run-bfa483ed50db0ab5d067,task-v2-f6d986d24578,O3,0.0186770647517475,1.4255964213728685,0.4442734861246185,2.499695319620139,True
objective-run-bee878c43d4d3f20a89f,task-v2-5d31ef4af595,O0,0.0164116958273562,1.241091430028304,0.2575031258556585,2.693261786662273,True
objective-run-b7e4e14140087f62c1d9,task-v2-5d31ef4af595,O1,0.0162326034542247,1.2460529693630753,0.2622855728173018,2.689016616820024,True
objective-run-06e2d24d6a2b0ef7d4db,task-v2-5d31ef4af595,O2,0.0208945925603217,1.2827748724812118,0.303669465041533,2.6336467572775017,True
objective-run-0a286800d4656691122a,task-v2-5d31ef4af595,O3,0.0205794523647627,1.276902755868457,0.2974822082332182,2.6407794346724938,True
objective-run-b2bedce2c6607d4a59a1,task-v2-5b5a3995de2b,O0,0.0204862817280642,1.2362131843016535,0.2566994660297172,2.68184168878609,True
objective-run-b8f92e6ca09c92cb2d6a,task-v2-5b5a3995de2b,O1,0.0214876126387471,1.2326996360103604,0.2541872486491081,2.6813499134346506,True
objective-run-cac493df7f37bc887be1,task-v2-5b5a3995de2b,O2,0.032470823434452,1.4222884089890333,0.4547592324234838,2.44782829727316,True
objective-run-d5f460189f59a6437d4e,task-v2-5b5a3995de2b,O3,0.033405627701848,1.2827803441327228,0.3161859718345735,2.5835971450598825,True
objective-run-91cd2e6b51b98aa41196,task-v2-cf1a83d8dbf9,O0,0.0286275905805867,1.209033632720341,0.2376612233009287,2.676456004957311,True
objective-run-1f8845f472bf3bd4b823,task-v2-cf1a83d8dbf9,O1,0.0191374233526153,1.238419603123969,0.2575570264765852,2.6850307034655687,True
objective-run-46cf4f7ef3c44ef4f667,task-v2-cf1a83d8dbf9,O2,0.0395579556575055,1.409624516847177,0.4491824725046806,2.4321436605228026,True
objective-run-ebc6a69a3b6c1f0d3c24,task-v2-cf1a83d8dbf9,O3,0.0440961046370338,1.3976465187391716,0.4417426233762077,2.4259690627126904,True
objective-run-eeffbbe90d3b3f17ec82,task-v2-e243a3cd3e64,O0,0.0134050965495772,1.2104825610988272,0.2238876576484044,2.735897052702864,True
objective-run-c9090b95d7fb9899a893,task-v2-e243a3cd3e64,O1,0.0247493629411609,1.1922589074934744,0.217008270434636,2.708743640741881,True
objective-run-f5cc253f47a3521e5ee7,task-v2-e243a3cd3e64,O2,0.0286392108527667,1.239586486185118,0.2682256970378815,2.6458566704038184,True
objective-run-6947f881efd520412cfa,task-v2-e243a3cd3e64,O3,0.0437790767569482,1.3136123683112697,0.3573914450682179,2.511271324660937,True
objective-run-c3882d66bf2a10133459,task-v2-4746dcc3bd93,O0,0.0019150671869625,1.205467237506065,0.2073823046930301,2.786872493746082,True
objective-run-b8c5e6183d21c9fc2889,task-v2-4746dcc3bd93,O1,0.0018453566257298,1.1944713805758442,0.1963167372015782,2.798147192921232,True
objective-run-cb3a40793b87c38058ed,task-v2-4746dcc3bd93,O2,0.0164523732237981,1.5636021967161784,0.5800545699399701,2.3705883103886354,True
objective-run-d0e79bf321c567540279,task-v2-4746dcc3bd93,O3,0.0158027004731852,1.5450299201120627,0.5608326205852453,2.391759277995199,True
objective-run-a20d6dc1c5806ffaa742,task-v2-7d4ec5aed494,O0,0.0036786023719629,1.2229171812883832,0.2265957836603459,2.762368409223765,True
objective-run-1391a2250558aabc35e9,task-v2-7d4ec5aed494,O1,0.0038265473458517,1.2085627596120525,0.2123893069579087,2.776131051004536,True
objective-run-6c18da910ae013242a6a,task-v2-7d4ec5aed494,O2,0.0206018207046055,1.5422805765652028,0.5628823972698047,2.375312140616379,True
objective-run-aae383e34b24a3a951f4,task-v2-7d4ec5aed494,O3,0.0204749783144732,1.5242252331053,0.5447002114197717,2.3938748536368086,True
objective-run-08839d205798c2d57d7a,task-v2-7133b996bac7,O0,0.0029960641981112,1.181315834605459,0.1843118988035692,2.8066999086020967,True
objective-run-2634aa16d287121c8ffa,task-v2-7133b996bac7,O1,0.0035356996785542,1.1863497041003512,0.1898854037789032,2.799507497185434,True
