run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,optimizer_seed,objective_id,objective_definition,depth,optimizer,eval_budget,initial_parameters,terminal_parameters,objective_start,objective_final,objective_improvement,p_feas,p_opt,p_opt_given_feasible,log_feasibility_gain,nfev,runtime_s,optimizer_status,optimizer_message,numerically_valid,execution_status,failure_reason,selected_for_p3,config_sha256,raw_statevector_persisted,peak_memory_mb
phase2-p2-2d7e0526611a62a012de,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.4829871561200656, 4.300603918983516, 2.4393848521768957, 0.14113552122999248]",2.0373448781393364,1.6118102659427511,0.4255346121965853,0.0296447900063859,0.0296447900063859,1.0,0.579158347945285,120,0.2579922648146748,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,119.71875
phase2-p2-0e4d9c551bd634360d53,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.3035729981177235, 6.437008653849208, 2.555709914702869, -0.3407078456222358]",2.295951089456551,1.6186686958081495,0.6772823936484016,0.0862668240497972,0.0862668240497972,1.0,1.0430537792420576,120,0.2316725617274642,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,119.71875
phase2-p2-befa3e37eaef9b988356,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[2.7721967856177687, 3.570248213970225, 3.0684148549042485, -0.49850266455029774]",2.3843635270681505,1.5859046375107626,0.7984588895573879,0.0956197989202762,0.0956197989202762,1.0,1.087757795726879,120,0.2019639741629362,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,119.86328125
phase2-p2-c6eccc549a52aa833a0b,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.6057466226909565, 5.719078511513644, 3.5000403902013644, -0.9685835096571505]",2.995040674552147,1.612760700561835,1.382279973990312,0.0013768758264541786,0.0013768758264541786,1.0,2.858464692790926,120,41.17260013334453,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,260.73046875
phase2-p2-287f1d8a239fa574f0ec,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.9532714082760725, 4.752683965466484, 3.581855090834915, -1.0647757528013009]",2.7794853742747545,1.505085684166852,1.2743996901079024,0.0016662900600399105,0.0016662900600399105,1.0,2.9413205212349425,120,40.49309300258756,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,260.875
phase2-p2-7c93ceacb668188bfd00,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[5.416836295534539, 4.215089552025166, 3.4489310591469504, -1.0004990532926694]",2.9063820173870796,1.6004638563325688,1.3059181610545108,0.001682531293007007,0.001682531293007007,1.0,2.945533067928526,120,40.47256525233388,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,260.8984375
