run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,objective_id,objective_name,objective_definition,objective_role,depth,optimizer,eval_budget,source_p2_seed,source_p2_run_id,source_p2_objective_final,initialization_rule,initial_parameters,terminal_parameters,best_evaluated_parameters,objective_start,objective_final,objective_improvement,terminal_objective,best_evaluated_objective,mean_energy_start,mean_energy,expected_routing_component,expected_flow_penalty,expected_resource_penalty,expected_total_penalty,p_feas_start,p_feas,p_feas_change,p_opt_start,p_opt,p_opt_change,p_opt_given_feasible_start,p_opt_given_feasible,feasibility_amplification,log_feasibility_gain_start,log_feasibility_gain,expected_route_cost_given_feasible,cvar_alpha,cvar_value,cvar_cutoff_energy,cvar_tail_feasible_mass,cvar_tail_fully_feasible,cvar_fractional_cutoff_mass,strict_energy_class_separation,penalty_bound_pass,state_norm,nfev,tracked_optimizer_evaluations,total_objective_evaluations,runtime_s,peak_memory_mb,optimizer_status,optimizer_message,numerically_valid,execution_status,failure_reason,paired_analysis_eligible,config_sha256,ansatz_cost_phase_hamiltonian,raw_statevector_persisted
phase2-p3-4435b5d42c0cee8d5e4c,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,3301,phase2-p2-befa3e37eaef9b988356,1.5859046375107626,selected_p2_then_append_zero_gamma3_beta3,"[2.7721967856177687, 3.570248213970225, 0.0, 3.0684148549042485, -0.49850266455029774, 0.0]","[2.7332871487582233, 3.6145274519027724, -0.024910282469676203, 3.0651182075372576, -0.5118489619152699, 0.015554668995169796]","[2.7332871487582233, 3.6145274519027724, -0.024910282469676203, 3.0651182075372576, -0.5118489619152699, 0.015554668995169796]",1.5859046375107626,1.5852576658985025,0.0006469716122601,1.5852576658985025,1.5852576658985025,1.5859046375107626,1.5852576658985025,0.0661066580290142,1.0151076997043216,0.5040433081651667,1.5191510078694883,0.0956197989202762,0.0955019888609123,-0.0001178100593638,0.0956197989202762,0.0955019888609123,-0.0001178100593638,1.0,1.0,12.22425457419678,1.087757795726879,1.0872223856538712,4.0,0.1,0.0714331869412341,1.0943374875644152,0.0955019888609123,False,0.0044980111390876,True,True,1.0,240,240,241,0.5921140890568495,119.5703125,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-da06e29d07ede87f832d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,3301,phase2-p2-befa3e37eaef9b988356,1.5859046375107626,selected_p2_then_append_zero_gamma3_beta3,"[2.7721967856177687, 3.570248213970225, 0.0, 3.0684148549042485, -0.49850266455029774, 0.0]","[3.2797136175333574, 3.0908002405255743, -0.6148047495114319, 2.8656081804659985, -0.4606953276160109, 0.18740927418761694]","[3.2797136175333574, 3.0908002405255743, -0.6148047495114319, 2.8656081804659985, -0.4606953276160109, 0.18740927418761694]",0.9043802010797236,0.8684991793585343,0.0358810217211894,0.8684991793585343,0.8684991793585343,1.5859046375107626,1.7401328134109264,0.0758702647748513,1.0298104258128096,0.6344521228232655,1.6642625486360751,0.0956197989202762,0.1315008206414657,0.0358810217211895,0.0956197989202762,0.1315008206414657,0.0358810217211895,1.0,1.0,16.832105042107617,1.087757795726879,1.2261384327318057,4.0,0.1,0.0232558139534883,0.0232558139534883,0.1,True,0.1,True,True,1.0000000000000004,240,240,241,0.4293737467378378,119.63671875,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-a266fad20969278a130e,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-e442db508705,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,0.0078125,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,3301,phase2-p2-befa3e37eaef9b988356,1.5859046375107626,selected_p2_then_append_zero_gamma3_beta3,"[2.7721967856177687, 3.570248213970225, 0.0, 3.0684148549042485, -0.49850266455029774, 0.0]","[2.754882087150915, 3.5661014591440496, 0.0, 3.0529048966884536, -0.4922056570186747, 0.05171204262372051]","[2.754882087150915, 3.5661014591440496, 0.0, 3.0529048966884536, -0.4922056570186747, 0.05171204262372051]",0.0701713449857165,0.0232558139534883,0.0469155310322282,0.0232558139534883,0.0232558139534883,1.5859046375107626,1.6003210038322122,0.0681695399089215,0.9923528295733076,0.539798634349983,1.5321514639232907,0.0956197989202762,0.1011848346182776,0.0055650356980013,0.0956197989202762,0.1011848346182776,0.0055650356980013,1.0,1.0,12.951658831139538,1.087757795726879,1.1123253958360388,4.0,0.1,0.0232558139534883,0.0232558139534883,0.1,True,0.1,True,True,0.9999999999999982,31,31,32,0.0380539968609809,119.63671875,0,Return from COBYLA because the trust region radius reaches its lower bound.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-b82e4ead9977f79a5a5d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,2207,phase2-p2-287f1d8a239fa574f0ec,1.505085684166852,selected_p2_then_append_zero_gamma3_beta3,"[5.9532714082760725, 4.752683965466484, 0.0, 3.581855090834915, -1.0647757528013009, 0.0]","[6.749593176465621, 5.668339210924972, 0.780926480306108, 3.7886206034275154, -1.0119798998191318, -0.1810029264503873]","[6.749593176465621, 5.668339210924972, 0.780926480306108, 3.7886206034275154, -1.0119798998191318, -0.1810029264503873]",1.505085684166852,1.2788092652714267,0.22627641889542538,1.2788092652714267,1.2788092652714267,1.505085684166852,1.2788092652714267,0.042635259416956194,1.0610801569612638,0.17509384889320634,1.2361740058544701,0.0016662900600399105,0.002892669406124224,0.0012263793460843136,0.0016662900600399105,0.002892669406124224,0.0012263793460843136,1.0,1.0,1516.5918575980572,2.9413205212349425,3.1808687199812007,5.0,0.1,1.0072046624089566,1.041528239202658,0.0028926694061242237,False,0.010479524894419515,True,True,1.0000000000000002,240,240,241,117.1101442957297,260.46484375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-1a6547d993cfe4c1ad23,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,2207,phase2-p2-287f1d8a239fa574f0ec,1.505085684166852,selected_p2_then_append_zero_gamma3_beta3,"[5.9532714082760725, 4.752683965466484, 0.0, 3.581855090834915, -1.0647757528013009, 0.0]","[6.406706266580591, 4.565529377589173, -1.1387119098807406, 2.94989058412171, -0.5190350742715358, 0.1695244708038048]","[6.406706266580591, 4.565529377589173, -1.1387119098807406, 2.94989058412171, -0.5190350742715358, 0.1695244708038048]",0.9983337099399601,0.9834808721720073,0.014852837767952765,0.9834808721720073,0.9834808721720073,1.505085684166852,1.6707874944748675,0.08192215303403443,1.0404953021414078,0.5483700392994255,1.5888653414408334,0.0016662900600399105,0.016519127827992683,0.014852837767952771,0.0016662900600399105,0.016519127827992683,0.014852837767952771,1.0,1.0,8660.780490682628,2.9413205212349425,3.93755703145417,5.0,0.1,0.8822871642828747,1.075946914681513,0.01651912782799275,False,6.899321709365192e-05,True,True,0.9999999999999961,240,240,241,112.99195888824761,260.515625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-c06bb107d948ab9abd50,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,2207,phase2-p2-287f1d8a239fa574f0ec,1.505085684166852,selected_p2_then_append_zero_gamma3_beta3,"[5.9532714082760725, 4.752683965466484, 0.0, 3.581855090834915, -1.0647757528013009, 0.0]","[6.808791819895782, 4.788978115697645, -1.0772885395619718, 2.933216841715659, -0.511737373597922, 0.1690406059593924]","[6.808791819895782, 4.788978115697645, -1.0772885395619718, 2.933216841715659, -0.511737373597922, 0.1690406059593924]",1.0221011394469925,0.8737645673696677,0.14833657207732487,0.8737645673696677,0.8737645673696677,1.505085684166852,1.6516799083725602,0.07929006270128147,1.0397660866493623,0.5326237590219159,1.5723898456712782,0.0016662900600399105,0.017226577165730495,0.015560287105690584,0.0016662900600399105,0.017226577165730495,0.015560287105690584,1.0,1.0,9031.68768906651,2.9413205212349425,3.9557689115054724,5.0,0.1,0.8737645673696677,1.0589700996677742,0.017226577165730474,False,0.009130327522181306,True,True,1.000000000000001,240,240,241,114.23057787399739,260.5546875,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
