task_id,graph_id,optimizer,objective,depth,seed_count,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,median_nfev,median_nit,median_wall_time_s
task-v2-095187356858,g-3ff7063ef9ea5cfb,COBYLA,O0,2,3,1.7736533440694944,1.7736533440694944,0.002246130633619041,0.001770035941604632,0.7577013695975168,1.8668849459279337,120.0,92.0,3.307317000813782
task-v2-095187356858,g-3ff7063ef9ea5cfb,COBYLA,O0,3,3,1.5070381139427806,1.5070381139427806,0.0003306209036566017,0.00029445516646539225,0.8541419840935875,1.0347802435288322,120.0,94.0,5.947751399129629
task-v2-095187356858,g-3ff7063ef9ea5cfb,COBYLA,O3,2,3,1.0292838509375657,1.875482356032555,0.004742094184854674,0.003365489638221662,0.7474241660631653,2.1914201104045983,120.0,94.0,4.176333759911358
task-v2-095187356858,g-3ff7063ef9ea5cfb,COBYLA,O3,3,3,1.0194024772975474,1.769210901016384,0.003232686973802983,0.002355332225915899,0.7125042070715483,2.0250135881850215,120.0,88.0,5.743544097058475
task-v2-095187356858,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,2,3,1.5229497602652078,1.5229497602652078,0.005687198777014001,0.004209622441690781,0.7401925986313064,2.270348342788401,120.0,70.0,3.7377445930615067
task-v2-095187356858,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,3,3,1.5672515764728239,1.5672515764728239,0.0008481698593735709,0.0006797714594884422,0.8014567506448509,1.4439327702370064,120.0,75.0,5.834436718374491
task-v2-095187356858,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,2,3,0.9852419527776632,1.7218385393821323,0.006691091039720341,0.004551524825398814,0.6778252729659862,2.3409468739378183,120.0,72.0,4.089601570740342
task-v2-095187356858,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,3,3,1.0167936404484281,1.732616674174464,0.0036761206568752067,0.002733097164359262,0.7067098744099714,2.0808396922317773,120.0,73.0,5.804681699723005
task-v2-095187356858,g-3ff7063ef9ea5cfb,SLSQP,O0,2,3,1.5406749063353122,1.5406749063353122,0.001983821020798931,0.0015005718137091665,0.7564048359084588,1.812952422744784,118.0,23.0,3.569754053838551
task-v2-095187356858,g-3ff7063ef9ea5cfb,SLSQP,O0,3,3,1.4303658506385701,1.4303658506385701,0.00041454027240380483,0.0003525258642258805,0.850401969829566,1.1330166634120924,120.0,16.0,5.720963019877672
task-v2-095187356858,g-3ff7063ef9ea5cfb,SLSQP,O3,2,3,0.9469154511048827,1.7268740050361202,0.012564202053870996,0.00801317943683854,0.63777863706384,2.614584846940851,120.0,22.0,3.8540902538225055
task-v2-095187356858,g-3ff7063ef9ea5cfb,SLSQP,O3,3,3,0.9960574122153792,1.76715179210143,0.00579025577354627,0.003995770840760186,0.6900853774051776,2.2781476832443786,120.0,16.0,5.586506522260606
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,COBYLA,O0,2,3,1.7024822233304118,1.7024822233304118,0.003147870202861514,0.0005274132193356318,0.2881058987095616,1.837375492557023,120.0,95.0,3.3278472404927015
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,COBYLA,O0,3,3,1.5260408013747164,1.5260408013747164,0.001222553778858366,0.0009786523555584525,0.8115807802323076,1.4266266482786099,120.0,90.0,6.143419996835291
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,COBYLA,O3,2,3,1.0575376123282898,2.0531517513805317,0.003990560105046185,0.0010959160347557098,0.2746271214834956,1.9403925323574585,120.0,93.0,4.17215583845973
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,COBYLA,O3,3,3,0.9469147853872857,1.8007310719130314,0.010858278664852805,0.005414636895965901,0.5020502480227548,2.3751196590198767,120.0,90.0,5.923984939232469
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,2,3,1.503365206818434,1.503365206818434,0.008615422754603863,0.0030838947186674196,0.35897159071974327,2.27463526882993,120.0,70.0,3.9513472886756063
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,3,3,1.5455464122843319,1.5455464122843319,0.001332288142928364,0.0005603116211996443,0.3413086919126862,1.463956838689143,120.0,76.0,6.007754113525152
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,2,3,0.9841994075156096,1.7991013084940202,0.009550301590690825,0.002866926637332708,0.3446878553911062,2.319375762367855,120.0,75.0,4.565702298656106
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,3,3,0.9473689991822072,1.8325060271212357,0.01209324538968277,0.006358807414187396,0.49872637989116836,2.4219015413380576,120.0,72.0,5.698370604775846
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,SLSQP,O0,2,3,1.5033462999264886,1.5033462999264886,0.0037307811644134545,0.00207895415571987,0.4193879669381907,1.911158451378806,116.0,22.0,3.7663317508995533
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,SLSQP,O0,3,3,1.3672370278579953,1.3672370278579953,0.0016206253761336022,0.0013794310949707936,0.862385005010893,1.5490413108135939,120.0,16.0,5.677201849408448
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,SLSQP,O3,2,3,0.8566628596253203,1.7122057385670724,0.02163757440164969,0.009423506773765876,0.43551616498590323,2.6745672501286935,112.0,21.0,3.586687353439629
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,SLSQP,O3,3,3,0.9298130851224092,1.6709315913188347,0.012477287525148952,0.006767702988122913,0.4332463071863856,2.4354788589350007,120.0,16.0,5.618747007101774
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,COBYLA,O0,2,3,1.7271813602278852,1.7271813602278852,0.013589359410930223,0.0018950926823740081,0.1708361291441773,1.3476189242949559,120.0,95.0,0.5299186082556844
