task_id,graph_id,optimizer,objective,depth,seed_count,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,median_nfev,median_nit,median_wall_time_s
task-v2-420d9636beee,g-e0c69f84d376b633,SLSQP,O3,3,3,1.0200482743501345,1.849278688639425,0.00362332878908754,0.00362332878908754,1.0,3.2786776623064395,120.0,16.0,115.81615740526468
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,O0,2,3,1.5497048583896795,1.5497048583896795,0.0018766987479060737,0.0018766987479060737,1.0,2.9929644818607333,120.0,94.0,78.71475692652166
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,O0,3,3,1.3444411306866775,1.3444411306866775,0.00045634344322315583,0.00045634344322315583,1.0,2.3788617325509196,120.0,89.0,115.28740367107093
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,O3,2,3,1.018582032333188,1.7596569597670764,0.0028483463010706917,0.0028483463010706917,1.0,3.1741627071805736,120.0,93.0,85.47072817385197
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,O3,3,3,0.9874623234381034,1.6670800119841223,0.006493996552295395,0.006493996552295395,1.0,3.5320819713359484,120.0,87.0,122.29278214741498
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,Nelder-Mead,O0,2,3,1.4823784506197857,1.4823784506197857,0.00465202813781096,0.00465202813781096,1.0,3.3872122505119235,120.0,71.0,83.70256089605391
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,Nelder-Mead,O0,3,3,1.4293266376323719,1.4293266376323719,0.0011678699661571647,0.0011678699661571647,1.0,2.7869644075459483,120.0,76.0,127.02919539809227
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,Nelder-Mead,O3,2,3,0.9492331499838942,1.9109189445747359,0.008831511432918101,0.008831511432918101,1.0,3.665604953107577,120.0,70.0,78.77481118123978
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,Nelder-Mead,O3,3,3,0.9779117693341561,1.774646672944309,0.006840142494494704,0.006840142494494704,1.0,3.554635066693676,120.0,75.0,111.9392695184797
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,SLSQP,O0,2,3,1.2186437172309779,1.2186437172309779,0.0004908817633045973,0.0004908817633045973,1.0,2.4105468155877894,120.0,22.0,76.40234998147935
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,SLSQP,O0,3,3,1.200646996987794,1.200646996987794,0.0006277456287949707,0.0006277456287949707,1.0,2.5173536148718365,120.0,16.0,115.9887341633439
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,SLSQP,O3,2,3,0.9621460187734562,1.674151236015119,0.007629356161541066,0.007629356161541066,1.0,3.6020578071710547,120.0,22.0,78.49983263481408
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,SLSQP,O3,3,3,0.9742747389163167,1.8058341784408038,0.006644719810686168,0.006644719810686168,1.0,3.542046590292678,120.0,16.0,115.07724982313812
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,O0,2,3,1.7232437036626118,1.7232437036626118,0.0036516813680191173,0.0036516813680191173,1.0,1.4758828192442515,120.0,94.0,0.4879560982808471
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,O0,3,3,1.4040450075189717,1.4040450075189717,0.0002844438850147038,0.0002844438850147038,1.0,0.36738654535686044,120.0,88.0,0.635521775111556
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,O3,2,3,1.034297015413787,1.9717721499579324,0.005540622659694672,0.005540622659694672,1.0,1.656948517471025,120.0,93.0,0.5393204940482974
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,O3,3,3,0.9701415569823335,1.8720952644053104,0.01008635349900963,0.01008635349900963,1.0,1.917124128551334,120.0,87.0,0.6891952576115727
task-v2-4968f3a685c2,g-8a16a856f5377a40,Nelder-Mead,O0,2,3,1.5149667626378438,1.5149667626378438,0.008812483994786837,0.008812483994786837,1.0,1.8584882848672877,120.0,72.0,0.35256457421928644
task-v2-4968f3a685c2,g-8a16a856f5377a40,Nelder-Mead,O0,3,3,1.4323069535267225,1.4323069535267225,9.976653136910866e-05,9.976653136910866e-05,1.0,-0.08762518321219295,120.0,77.0,0.5208292677998543
task-v2-4968f3a685c2,g-8a16a856f5377a40,Nelder-Mead,O3,2,3,0.9505533301326963,1.7820695320539541,0.012364881452306681,0.012364881452306681,1.0,2.005579900572027,120.0,69.0,0.3998245382681489
task-v2-4968f3a685c2,g-8a16a856f5377a40,Nelder-Mead,O3,3,3,1.012065119456988,1.8725066113761661,0.006278565646585967,0.006278565646585967,1.0,1.7112503830819252,120.0,73.0,0.512811254709959
task-v2-4968f3a685c2,g-8a16a856f5377a40,SLSQP,O0,2,3,1.5768305383263672,1.5768305383263672,0.000892758817586832,0.000892758817586832,1.0,0.8641240919509503,120.0,19.0,0.3217402435839176
task-v2-4968f3a685c2,g-8a16a856f5377a40,SLSQP,O0,3,3,1.348573607626824,1.348573607626824,5.939843961652131e-05,5.939843961652131e-05,1.0,-0.31283502005431413,120.0,16.0,0.47088233195245266
task-v2-4968f3a685c2,g-8a16a856f5377a40,SLSQP,O3,2,3,0.8719208931367323,1.771488050573124,0.020729476409311377,0.020729476409311377,1.0,2.2299782763373583,105.0,20.0,0.350237675011158
task-v2-4968f3a685c2,g-8a16a856f5377a40,SLSQP,O3,3,3,0.9553021552823928,1.899717963079762,0.011870670177093756,0.011870670177093756,1.0,1.9878651820469704,120.0,16.0,0.5055669378489256
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,COBYLA,O0,2,3,1.6526899601361071,1.6526899601361071,0.00586329086458242,0.00586329086458242,1.0,0.7784413957248015,120.0,94.0,0.2386446576565504
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,COBYLA,O0,3,3,1.7079828469948795,1.7079828469948795,0.0007063208738049691,0.0007063208738049691,1.0,-0.1406980022734563,120.0,94.0,0.2915226127952337
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,COBYLA,O3,2,3,0.9238232364756377,1.9312857035454607,0.018675299440761524,0.018675299440761524,1.0,1.2815675306842926,120.0,92.0,0.2559142652899027
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,COBYLA,O3,3,3,1.0117471438377712,2.0123585083433797,0.012813546701549943,0.012813546701549943,1.0,1.1179693127481531,120.0,95.0,0.3109391238540411
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,O0,2,3,1.8060446192652022,1.8060446192652022,0.00505953213921058,0.00505953213921058,1.0,0.7144103156232016,120.0,73.0,0.07740124966949224
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,O0,3,3,1.6562353575729718,1.6562353575729718,0.0002894041376402784,0.0002894041376402784,1.0,-0.5281953073805719,120.0,77.0,0.10831969790160656
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,O3,2,3,0.9885456552567424,1.9850813695127998,0.013832465526738448,0.013832465526738448,1.0,1.1511995531789265,120.0,72.0,0.08289076946675777
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,O3,3,3,0.9753274507191593,2.0754687400812895,0.014437844789208563,0.014437844789208563,1.0,1.169802325357432,120.0,71.0,0.11485804338008165
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,O0,2,3,1.636817575784334,1.636817575784334,0.005121197846170953,0.005121197846170953,1.0,0.7196715108066737,85.0,16.0,0.05779400561004877
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,O0,3,3,1.5537751417425918,1.5537751417425918,0.0004776365262526495,0.0004776365262526495,1.0,-0.310602512208297,120.0,16.0,0.10291038546711206
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,O3,2,3,0.98851072490216,2.1230163602273935,0.013875902107605954,0.013875902107605954,1.0,1.1525611839386523,112.0,21.0,0.08119490649551153
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,O3,3,3,0.7226220762994856,1.912156633548204,0.03805632284411059,0.03805632284411059,1.0,1.5907267793280138,120.0,15.0,0.12162319663912058
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,COBYLA,O0,2,3,1.6874314518760114,1.6874314518760114,0.05445195326125182,0.05445195326125182,1.0,0.8432234327179645,120.0,95.0,0.23543375544250011
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,COBYLA,O0,3,3,1.6268266183446116,1.6268266183446116,0.007104629721456258,0.007104629721456258,1.0,-0.04124858202513587,120.0,89.0,0.22199507616460323
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,COBYLA,O3,2,3,0.24435978191028232,2.0513016987164914,0.08245433776806715,0.08245433776806715,1.0,1.0234234776475821,120.0,92.0,0.2371611064299941
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,COBYLA,O3,3,3,0.06976744186046512,2.085778066370593,0.1005135041545933,0.1005135041545933,1.0,1.1094343835022227,83.0,60.0,0.16743633337318897
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,O0,2,3,1.7075574270259422,1.7075574270259422,0.05440472540867351,0.05440472540867351,1.0,0.8428465923200318,120.0,71.0,0.03138423152267933
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,O0,3,3,1.586478860793056,1.586478860793056,0.006447469647986201,0.006447469647986201,1.0,-0.08340072401569425,120.0,76.0,0.041242532432079315
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,O3,2,3,1.0156569448383754,2.4288556645458343,0.015059423686152606,0.015059423686152606,1.0,0.285018321677695,120.0,71.0,0.03870581090450287
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,O3,3,3,0.3539472763126239,2.1481748107572014,0.07357206025657383,0.07357206025657383,1.0,0.9739228875162902,120.0,74.0,0.04884977824985981
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,SLSQP,O0,2,3,1.596342528361927,1.596342528361927,0.10272950030502045,0.10272950030502045,1.0,1.1189051452797754,94.0,17.0,0.03652741387486458
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,SLSQP,O0,3,3,1.577419451539145,1.577419451539145,0.02287263843948206,0.02287263843948206,1.0,0.46652623454389863,120.0,16.0,0.043533241376280785
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,SLSQP,O3,2,3,0.6248031560327352,2.288999956048688,0.04985680622734264,0.04985680622734264,1.0,0.8049344242755776,75.0,13.0,0.02641112543642521
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,SLSQP,O3,3,3,0.06976744186046512,1.7478423072235012,0.11071310183337611,0.11071310183337611,1.0,1.151408988152997,56.0,7.0,0.024505374021828175
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,O0,2,3,1.5570247856140191,1.5570247856140191,0.0031596351899848755,0.0007699911758858337,0.24369622743995312,2.6171468683609658,120.0,94.0,82.49281728453934
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,O0,3,3,1.4353009091846718,1.4353009091846718,0.001611817307197228,0.00032802000834097645,0.20350942186578638,2.32482574106908,120.0,92.0,131.66163231991231
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,O3,2,3,0.9589542413215979,1.796337868564945,0.01060157017584053,0.0026752888282762,0.27612888701896743,3.14288011874131,120.0,92.0,92.24311664700508
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,O3,3,3,0.9338036035634053,1.745749292915043,0.012202961166349046,0.0034508761923921073,0.2827900658987806,3.2039751555001663,120.0,92.0,131.8530840408057
task-v2-526a936f38d9,g-e0c69f84d376b633,Nelder-Mead,O0,2,3,1.5391778256666502,1.5391778256666502,0.009678283689646837,0.0017001554352236142,0.1994157138720081,3.1033082742775293,120.0,72.0,88.39673042856157
task-v2-526a936f38d9,g-e0c69f84d376b633,Nelder-Mead,O0,3,3,1.4674282375100898,1.4674282375100898,0.0022212934808464573,0.0005152610730369151,0.2319644285997576,2.464115868308406,120.0,75.0,131.70062031876296
task-v2-526a936f38d9,g-e0c69f84d376b633,Nelder-Mead,O3,2,3,0.8442859887380331,1.8071891856166205,0.022397793836733598,0.0062675717103196065,0.27642250924700573,3.4677151690986983,120.0,70.0,91.11609256081283
task-v2-526a936f38d9,g-e0c69f84d376b633,Nelder-Mead,O3,3,3,0.9581373189897361,1.842738839632318,0.009829905604027411,0.0026823256609776794,0.2713067210351065,3.110059273636922,120.0,75.0,139.39070444740355
task-v2-526a936f38d9,g-e0c69f84d376b633,SLSQP,O0,2,3,1.3153267180310204,1.3153267180310204,0.0005160862903389179,9.075774629828468e-05,0.175857696662865,1.8302322486220393,112.0,22.0,87.50333395972848
task-v2-526a936f38d9,g-e0c69f84d376b633,SLSQP,O0,3,3,1.2757707172327293,1.2757707172327293,0.0006435478769471131,0.00014946070023718271,0.26073898067635715,1.9260907882048268,120.0,16.0,133.42972714547068
task-v2-526a936f38d9,g-e0c69f84d376b633,SLSQP,O3,2,3,0.8607332692299666,1.805839323400198,0.018937163537937327,0.005254404281216199,0.2774652217946954,3.3948248559669163,120.0,22.0,92.96259965840727
task-v2-526a936f38d9,g-e0c69f84d376b633,SLSQP,O3,3,3,0.897791700631583,1.7221568879195663,0.015196183453001047,0.00411988727346158,0.2711132888204213,3.2992444541385866,120.0,16.0,106.97569031454623
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,O0,2,3,1.7205532053177879,1.7205532053177879,0.001443365018404052,0.001443365018404052,1.0,1.9758561060913507,120.0,95.0,4.714522431604564
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,O0,3,3,1.5541186313604887,1.5541186313604887,0.0014885651736796972,0.0014885651736796972,1.0,1.98924778468862,120.0,92.0,7.739720043726265
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,O3,2,3,1.0298513788725139,1.9825220628420006,0.0036116592640952467,0.0036116592640952467,1.0,2.3741867014170364,120.0,90.0,5.114370592869818
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,O3,3,3,1.0127030410724192,1.8052961751111827,0.004677452581141523,0.004677452581141523,1.0,2.4864893240479193,120.0,90.0,7.180716648697853
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,O0,2,3,1.6035009346673872,1.6035009346673872,0.00283438894729508,0.00283438894729508,1.0,2.26893937641999,120.0,70.0,5.0315587082877755
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,O0,3,3,1.5896568637450805,1.5896568637450805,0.0006033546344617586,0.0006033546344617586,1.0,1.5970525835896265,120.0,77.0,7.295614956878126
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,O3,2,3,1.012094653702238,1.8999438226978316,0.004586732926445444,0.004586732926445444,1.0,2.4779833836513006,120.0,71.0,4.861528495326638
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,O3,3,3,1.0102229935184537,1.8604904246515388,0.004175852459210457,0.004175852459210457,1.0,2.4372250764410115,120.0,78.0,7.0052977204322815
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,O0,2,3,1.4569542967741667,1.4569542967741667,8.425846303202207e-05,8.425846303202207e-05,1.0,0.7420934634729238,120.0,22.0,4.724581157788634
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,O0,3,3,1.4382295011797228,1.4382295011797228,0.00013086522005152046,0.00013086522005152046,1.0,0.9333041704004652,120.0,16.0,6.858991634100676
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,O3,2,3,1.0303474940188662,1.8461547376457745,0.002597710197167608,0.002597710197167608,1.0,2.2310706297890377,120.0,20.0,4.2979933666065335
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,O3,3,3,1.0106383291125507,1.7961061121008433,0.0038809166916081664,0.0038809166916081664,1.0,2.4054142508274623,120.0,16.0,6.35453231073916
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,O0,2,3,1.5795989008625129,1.5795989008625129,0.011464763766062246,0.007737043312747564,0.6122757607774159,1.6717250583941685,120.0,94.0,0.48831980768591166
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,O0,3,3,1.457377135798703,1.457377135798703,0.0015448892369286297,0.0010651867199275406,0.5933844617877624,0.8012572954729067,120.0,94.0,0.6504444284364581
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,O3,2,3,0.8644085790519341,1.9893110808446486,0.021162944566917676,0.011219174958145547,0.5343273401528836,1.9379360423420013,120.0,94.0,0.4535717470571399
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,O3,3,3,0.7852379158628471,1.824788796854893,0.02705090880779953,0.01596201997322617,0.5878412246383946,2.044541808300652,120.0,86.0,0.5930841518566012
task-v2-5acbf653f95a,g-a712031e7959d564,Nelder-Mead,O0,2,3,1.5196137735184405,1.5196137735184405,0.01486059172018904,0.00956645256872496,0.6437464098908214,1.7843960505078504,120.0,72.0,0.2636324530467391
task-v2-5acbf653f95a,g-a712031e7959d564,Nelder-Mead,O0,3,3,1.381263226269046,1.381263226269046,0.001326100425456606,0.0008293151681359734,0.625378856846699,0.7349363623609287,120.0,76.0,0.3938455982133746
task-v2-5acbf653f95a,g-a712031e7959d564,Nelder-Mead,O3,2,3,0.7491501481531234,1.8058254455186111,0.03135683994507982,0.01557666645151009,0.5156647879352182,2.108692237198126,120.0,73.0,0.27605303656309843
task-v2-5acbf653f95a,g-a712031e7959d564,Nelder-Mead,O3,3,3,0.7866938731505896,1.8290293224595726,0.026989123326617015,0.016669753090118516,0.5688667764734002,2.0435487257960143,120.0,74.0,0.3887729961425066
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,O0,2,3,1.4851374318507473,1.4851374318507473,0.02730292500389806,0.016700078431008847,0.6116591896992437,2.0485691241295836,92.0,18.0,0.2016677912324667
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,O0,3,3,1.2867550557280598,1.2867550557280598,0.0010289192186665789,0.0008770194954927956,0.8238473351825764,0.6247412272350631,120.0,16.0,0.4080996988341212
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,O3,2,3,0.6774025870044983,1.5557750195227886,0.03800539258632599,0.022546063081049617,0.5932332636701008,2.192205171014205,111.0,21.0,0.26613655127584934
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,O3,3,3,0.6951219252937353,1.986814999579555,0.037616504456649213,0.018389622333148697,0.5140393968333669,2.1877383838998004,120.0,16.0,0.40463782846927643
task-v2-5b0627539151,g-a712031e7959d564,COBYLA,O0,2,3,1.4739569788157514,1.4739569788157514,0.043264838030318636,0.00500776655023972,0.1157467999008903,1.8505550214905413,120.0,94.0,0.4751840801909566
task-v2-5b0627539151,g-a712031e7959d564,COBYLA,O0,3,3,1.3777483576560954,1.3777483576560954,0.03610985088331005,0.01193079412254068,0.675564801315543,1.772045634294446,120.0,92.0,0.6493782941251993
task-v2-5b0627539151,g-a712031e7959d564,COBYLA,O3,2,3,0.5177107331841045,1.4512653001747877,0.05404559184129146,0.01575907806708171,0.2619417107947115,1.9471802163625918,120.0,94.0,0.5210446920245886
task-v2-5b0627539151,g-a712031e7959d564,COBYLA,O3,3,3,0.41885765700351796,1.7432987066339873,0.06307150317409228,0.03286623176265741,0.5210947909698431,2.0142531208905194,120.0,92.0,0.700202826410532
task-v2-5b0627539151,g-a712031e7959d564,Nelder-Mead,O0,2,3,1.782673094180493,1.782673094180493,0.01392859351569357,0.0009444281397584983,0.06797261568933657,1.3583272036585154,120.0,71.0,0.3006574818864465
task-v2-5b0627539151,g-a712031e7959d564,Nelder-Mead,O0,3,3,1.3232190804750217,1.3232190804750217,0.006140660150987359,0.0035623225237507773,0.6524656683387737,1.0026350017267511,120.0,76.0,0.45124716591089964
task-v2-5b0627539151,g-a712031e7959d564,Nelder-Mead,O3,2,3,0.3566495233410401,1.4006236888122041,0.06982277117882767,0.021119079164317028,0.2771638300017106,2.0584170207230525,120.0,75.0,0.32541415374726057
task-v2-5b0627539151,g-a712031e7959d564,Nelder-Mead,O3,3,3,0.324589252770168,1.631229498403707,0.07209498463032914,0.04161964197882861,0.5772890055006674,2.072324992876003,120.0,71.0,0.44914250541478395
task-v2-5b0627539151,g-a712031e7959d564,SLSQP,O0,2,3,1.3585080950831214,1.3585080950831214,0.04211463237640486,0.011988229895038286,0.31712687689015345,1.838852953332064,120.0,23.0,0.3221886185929179
task-v2-5b0627539151,g-a712031e7959d564,SLSQP,O0,3,3,1.2768312741400547,1.2768312741400547,0.00508608697259693,0.004080605005018227,0.4339110248557782,0.9208037216780874,120.0,16.0,0.4800467658787966
task-v2-5b0627539151,g-a712031e7959d564,SLSQP,O3,2,3,0.5099338167615293,1.8482463998110186,0.0541809033015502,0.03456646264004901,0.5178741447979043,1.9482661805910504,120.0,21.0,0.3330263402312994
task-v2-5b0627539151,g-a712031e7959d564,SLSQP,O3,3,3,0.057335498229412564,1.6217090732250687,0.09745210371377688,0.02612074772531525,0.3676019898769097,2.203211158033352,120.0,15.0,0.5054740784689784
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,O0,2,3,1.857453031320061,1.857453031320061,0.003279202328708524,0.0009142033807283683,0.2787883421296595,1.6332781400082088,120.0,94.0,3.9631634624674916
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,O0,3,3,1.4016698068491344,1.4016698068491344,0.003945343288135014,0.0031394950892895757,0.7317702415888345,1.7135947238600902,120.0,92.0,5.143880060873926
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,O3,2,3,1.061812807938847,2.090655585106254,0.0060975054013357646,0.0017170331600510696,0.19824613900821925,1.9026621199834572,120.0,93.0,3.7745637744665146
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,O3,3,3,0.9230296241220485,1.5941443625077372,0.014537367900192704,0.004947430212200772,0.3374304538393432,2.279995707645645,120.0,89.0,5.2653301656246185
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,O0,2,3,1.3870607179277443,1.3870607179277443,0.003912350900722247,0.0009078480442818334,0.23492598414122884,1.7099477262409244,120.0,72.0,3.1330655673518777
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,O0,3,3,1.3477520363378754,1.3477520363378754,0.002957825238175252,0.0013540802863321135,0.45779590655175956,1.5884824366049792,120.0,77.0,4.843249793164432
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,O3,2,3,1.0581404149157947,2.087642528091628,0.004300976583727106,0.0009434332846945359,0.21935327159511828,1.751077004371698,120.0,70.0,3.4125336911529303
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,O3,3,3,0.9000117480903123,1.4723736024844063,0.01816769545781835,0.006447551778049742,0.3245835096918792,2.3768097675512347,120.0,77.0,5.173756523989141
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,SLSQP,O0,2,3,1.4203205970759858,1.4203205970759858,0.006655133772713295,0.0024443263031814536,0.36732152605696616,1.9406667158004505,120.0,20.0,3.306841365993023
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,SLSQP,O0,3,3,1.3710746261401598,1.3710746261401598,0.004066527800133036,0.0016538934849486047,0.427617922427256,1.726733671915143,120.0,15.0,5.0698239877820015
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,SLSQP,O3,2,3,1.057838698631847,2.0801773892483313,0.004201238747277612,0.0009020839168309677,0.21471855590580635,1.7408872885395588,120.0,22.0,3.470191369764507
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,SLSQP,O3,3,3,0.8960899363133382,1.5414741771167273,0.0164701666644029,0.005225809374865525,0.31728940461544375,2.3342079201790065,120.0,16.0,5.177338343113661
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,O0,2,3,1.7128325192685019,1.7128325192685019,0.007562169703456421,0.002779399542135974,0.31944974641335516,2.093066358480374,120.0,94.0,4.8907955680042505
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,O0,3,3,1.4190728570865005,1.4190728570865005,0.0034239700879204753,0.00268575424053105,0.7843976937784012,1.748949901285717,120.0,92.0,7.409156387671828
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,O3,2,3,1.0657635917020651,2.1295160482873294,0.005392845390283936,0.0015591335523131333,0.289111487438924,1.946237908794163,120.0,94.0,5.073512773960829
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,O3,3,3,0.9373731284063075,1.5856973254457627,0.012964627970106817,0.005177149979678351,0.39932885013095337,2.327179998168335,120.0,92.0,7.206276774406433
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,O0,2,3,1.4254755291200232,1.4254755291200232,0.009829634795575502,0.004117760766433144,0.36597354766465073,2.206957321907865,120.0,71.0,5.059457213617861
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,O0,3,3,1.3258293437771662,1.3258293437771662,0.002532394802068396,0.0010972527602158405,0.5112707745616433,1.6179513527238585,120.0,75.0,7.4291224321350455
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,O3,2,3,1.0639244528700438,2.2588402112568513,0.001178577593883684,0.00011111987968022175,0.09428304106313119,1.28577811969548,120.0,71.0,4.916877370327711
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,O3,3,3,0.9286880524718535,1.5224703521633245,0.013806085918534673,0.005845047521767178,0.4233674595578317,2.3544905110736063,120.0,73.0,7.008622316643596
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,O0,2,3,1.4362875660821817,1.4362875660821817,0.006101834578239952,0.0024693992986455234,0.405019704205958,1.9998803689653848,120.0,22.0,4.736412648111582
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,O0,3,3,1.3382631304899264,1.3382631304899264,0.005618282474094051,0.002362955928843736,0.41890073971508834,1.9640235100203776,120.0,16.0,6.4145356100052595
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,O3,2,3,1.0203172631705388,1.9168404455269084,0.004252659998961252,0.0015189525545156,0.3571770503371106,1.8430806014648367,120.0,22.0,4.466441810131073
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,O3,3,3,0.908389341647711,1.5471224074915728,0.016555883392537597,0.00654017076304358,0.3785101856062835,2.4333722981844126,120.0,16.0,6.195412162691355
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,O0,2,3,1.6044432914583262,1.6044432914583262,0.009747466849062622,0.006329044738990134,0.6186755306579192,1.4251604557478892,120.0,95.0,0.5880419500172138
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,O0,3,3,1.3794706257210545,1.3794706257210545,0.0003969319861156871,0.00023204887396517264,0.5868119896292362,0.03498478614079279,120.0,92.0,0.6702908603474498
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,O3,2,3,0.8520225719904312,1.784485465051112,0.0222144888398296,0.014878938520604379,0.6697853201972893,1.782905013394433,120.0,94.0,0.5242048539221287
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,O3,3,3,0.712770978308167,1.8665899485542194,0.036743866998062244,0.027026559065887797,0.7355393232648347,2.0014535493071497,120.0,90.0,0.6147826882079244
task-v2-5de325b6f026,g-8a16a856f5377a40,Nelder-Mead,O0,2,3,1.5041400662972157,1.5041400662972157,0.013734981167918457,0.008864880827551635,0.6454235880758118,1.5740967572063729,120.0,70.0,0.28376974910497665
