evidence_label,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,objective_id,shots,replicate,sampling_seed,p_feas_estimate,p_opt_estimate,mean_energy_estimate,cvar_0_10_estimate,p_feas_exact,p_opt_exact,mean_energy_exact,cvar_0_10_exact,p_feas_error,p_opt_error,mean_energy_error,cvar_0_10_error
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,10,846139433506635376,0.097,0.097,1.765624212130871,0.08563428126515416,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.004474434901630742,0.004474434901630742,0.002601722825855912,-0.04967920307513285
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,11,11931117238113619740,0.087,0.087,1.804398767038289,0.1966632808311719,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.005525565098369267,-0.005525565098369267,0.041376277733274014,0.0613497964908849
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,12,18259235816078200755,0.092,0.092,1.7388596228825526,0.141148781048163,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.0005255650983692628,-0.0005255650983692628,-0.02416286642246246,0.005835296707875998
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,13,14701419385532428803,0.105,0.105,1.7576769189519466,0.05232558139534881,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.012474434901630735,0.012474434901630735,-0.005345570353068485,-0.08298790294493819
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,14,4141490120645374208,0.089,0.089,1.7914943246084358,0.17445748091796834,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.0035255650983692655,-0.0035255650983692655,0.02847183530342079,0.039143996577681334
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,15,16017302573200251827,0.088,0.088,1.7696931608216977,0.1855603808745701,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.004525565098369266,-0.004525565098369266,0.006670671516682658,0.0502468965342831
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,16,1717091868351825699,0.089,0.089,1.7559328272723933,0.17445748091796834,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.0035255650983692655,-0.0035255650983692655,-0.007089662032621735,0.039143996577681334
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,17,14701058419432788078,0.087,0.087,1.7753943099780003,0.1966632808311719,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.005525565098369267,-0.005525565098369267,0.012371820672985256,0.0613497964908849
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,18,17903402642735316417,0.094,0.094,1.7556601487778902,0.11894298113495946,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.001474434901630739,0.001474434901630739,-0.007362340527124811,-0.01637050320532754
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,1000,19,9613534452815793001,0.098,0.098,1.7706065572966665,0.07453138130855237,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0054744349016307425,0.0054744349016307425,0.007584067991651455,-0.06078210303173463
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,0,11635949062094135827,0.0892,0.0892,1.7642108117403397,0.17223690092664798,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.0033255650983692597,-0.0033255650983692597,0.0011883224353246291,0.036923416586360974
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,1,15835010137692691091,0.0891,0.0891,1.7785134590785223,0.1733471909223082,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.0034255650983692626,-0.0034255650983692626,0.01549096977350728,0.03803370658202118
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,2,14100617904251997831,0.0959,0.0959,1.7702050482571177,0.09784747121741613,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.003374434901630738,0.003374434901630738,0.0071825589521026245,-0.03746601312287087
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,3,2959234816578134850,0.0928,0.0928,1.765446481340978,0.13226646108288162,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.00027443490163073236,0.00027443490163073236,0.0024239920359629963,-0.0030470232574053846
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,4,13439553641301187088,0.0923,0.0923,1.7692532847945615,0.1378179110611825,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.00022556509836926808,-0.00022556509836926808,0.006230795489546415,0.0025044267208954862
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,5,10100577395887246327,0.0932,0.0932,1.7545167274850122,0.1278253011002409,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0006744349016307438,0.0006744349016307438,-0.008505761820002844,-0.0074881832400461035
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,6,5952212089399781895,0.0914,0.0914,1.7741192111888857,0.14781052102212408,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.001125565098369266,-0.001125565098369266,0.011096721883870675,0.012497036681837076
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,7,11101947315646306061,0.0896,0.0896,1.770666993123123,0.16779574094400726,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.002925565098369262,-0.002925565098369262,0.007644503818107884,0.032482256603720255
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,8,5459966880458280714,0.0887,0.0887,1.7707341560931484,0.1777883509049489,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.00382556509836926,-0.00382556509836926,0.007711666788133398,0.0424748665646619
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,9,14799040726576616927,0.0929,0.0929,1.7485751686405893,0.1311561710872214,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.00037443490163073523,0.00037443490163073523,-0.014447320664425778,-0.004157313253065592
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,10,18143757440164225553,0.0925,0.0925,1.7740919612563768,0.13559733106986216,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-2.556509836926235e-05,-2.556509836926235e-05,0.011069471951361765,0.00028384672957515455
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,11,4965699130283144439,0.0921,0.0921,1.7549516983158007,0.14003849105250282,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.00042556509836925993,-0.00042556509836925993,-0.008070790989214371,0.004725006712215818
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,12,11324042027851094680,0.096,0.096,1.7517382989837584,0.09673718122175594,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0034744349016307408,0.0034744349016307408,-0.011284190321256604,-0.038576303118531066
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,13,5876630613210099199,0.0972,0.0972,1.7651651638144958,0.0834137012738338,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0046744349016307335,0.0046744349016307335,0.002142674509480802,-0.05189978306645321
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,14,7628703002941266576,0.0912,0.0912,1.7640362329761419,0.1500311010134444,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.001325565098369258,-0.001325565098369258,0.0010137436711268322,0.014717616673157408
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,15,3004640979576423591,0.0921,0.0921,1.7579188831126746,0.14003849105250282,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.00042556509836925993,-0.00042556509836925993,-0.005103606192340404,0.004725006712215818
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,16,1938392046677198603,0.0936,0.0936,1.761800151371747,0.12338414111760021,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0010744349016307414,0.0010744349016307414,-0.0012223379332680917,-0.011929343222686795
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,17,7216582998713927733,0.0869,0.0869,1.7687643216122801,0.1977735708268321,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,-0.005625565098369256,-0.005625565098369256,0.0057418323072651045,0.06246008648654511
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,18,16248902575489604811,0.093,0.093,1.7636158009806473,0.1300458810915613,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0004744349016307381,0.0004744349016307381,0.0005933116756322576,-0.005267603248725716
POSTHOC_FINITE_SHOT_ENDPOINT_ROBUSTNESS,task-v2-b9e5059853ca,g-a529fbde22ed09f4,v2-S1-b002-g-a529fbde22ed09f4,S1,D1,7,2.1072099696478683,O0,10000,19,938119676939655974,0.0989,0.0989,1.7479098010109753,0.06453877134761078,0.09252556509836926,0.09252556509836926,1.763022489305015,0.135313484340287,0.0063744349016307406,0.0063744349016307406,-0.015112688294039778,-0.07077471299267622
