record_type,scope,objective_id,shots,metric,n_estimates,n_tasks,bias,mae,standard_deviation,rmse,error_p05,error_p50,error_p95,estimate_p05,estimate_p50,estimate_p95,relative_bias,relative_mae,relative_rmse,ordering_agreement_probability,ordering_comparison_count,exact_tie_count
ESTIMATOR_ERROR,S3,O0,10000,mean_energy,420,21,-0.00017514059619734608,0.004155643792843365,0.005359060967828772,0.005355541881210266,-0.009841918346108702,8.079074509603767e-05,0.008076180630066624,1.1597222339480302,1.3218270126300158,1.6041375805040874,-0.00010442277998549218,0.0031436789527567763,0.004040292651770219,,0,0
ESTIMATOR_ERROR,S3,O0,10000,cvar_0.10,420,21,-0.0007668710492457686,0.013165978853858814,0.018309761986560466,0.01830402325046361,-0.03254774332284981,-5.4170953501818386e-05,0.030389392971255095,0.058620639534883716,0.5579444550594985,0.9292561773255814,-0.00033091168435193794,0.03347799199162392,0.05863768552942054,,0,0
ESTIMATOR_ERROR,S3,O0,100000,p_feas,420,21,3.0519838131247074e-05,0.0005302727042115734,0.0006899845259512105,0.0006898380867898174,-0.0011882155025745916,7.700233696652375e-05,0.0011116170564748021,0.014739,0.0521,0.1135405,0.0004936222685478721,0.011942327420151291,0.01615251213504203,,0,0
ESTIMATOR_ERROR,S3,O0,100000,p_opt,420,21,3.869556794948391e-07,0.0003173399700819648,0.0004158722746472504,0.00041537707380010424,-0.0006699018898244629,6.21450987163541e-07,0.0006985409801373283,0.007579,0.01473,0.0353305,0.0004093912863460361,0.020705887947895497,0.026867386950331043,,0,0
ESTIMATOR_ERROR,S3,O0,100000,mean_energy,420,21,3.762651503242107e-05,0.0014181635929577123,0.0017591627800130289,0.0017574701187085258,-0.0027358784489988183,6.1962223182332465e-06,0.0030135103976932603,1.163833360070145,1.323905980358222,1.6006309740064377,2.7896120785400797e-05,0.0010711528634672722,0.001327645244525268,,0,0
ESTIMATOR_ERROR,S3,O0,100000,cvar_0.10,420,21,-0.000424258734526873,0.003834049203314989,0.005393815253021491,0.0054040696545657055,-0.009365218049387933,-0.00020856106568958518,0.00881224389835879,0.05844543604651163,0.5457922921634888,0.9221795784883721,-0.0011447446074150506,0.009288823265852572,0.015091260581296626,,0,0
ESTIMATOR_ERROR,S3,O3,1000,p_feas,420,21,3.257982249122048e-05,0.006285082162578613,0.008180436605446798,0.008170757140877257,-0.012602924125566772,0.00014767108618530395,0.013408521282765042,0.02585000000000001,0.079,0.13809999999999992,-0.0005746422682653753,0.08914809629101733,0.12300296269888172,,0,0
ESTIMATOR_ERROR,S3,O3,1000,p_opt,420,21,-0.0003178397258866171,0.004021497224337054,0.005277271612682451,0.005280559554085824,-0.008902338466090193,-0.00010420139615538795,0.008104710504427704,0.011,0.022,0.068,-0.006991658797090015,0.15456545748490919,0.19939841794808266,,0,0
ESTIMATOR_ERROR,S3,O3,1000,mean_energy,420,21,0.0012991035225785093,0.015076157770224462,0.01963935161078478,0.019658928212995624,-0.032420800492168424,0.0008202372886376708,0.030775434751923705,1.232198491820026,1.4546326127672995,1.9178303373219125,0.0008268902762109065,0.010373624150060965,0.01358065148376524,,0,0
ESTIMATOR_ERROR,S3,O3,1000,cvar_0.10,420,21,0.0040854697913138855,0.042267142282948436,0.061922905928702365,0.06198393104727921,-0.10161417841327308,-0.0002925263008219242,0.10965642109883961,0.05124127906976744,0.2951824410850845,0.8260782662408693,0.037884952521690586,0.16237725894869548,0.2774590031024467,,0,0
