task_id,graph_id,size_stratum,m,objective,depth,budget,seed_count,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,median_actual_nfev,median_nit,median_wall_time_s
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,2,120,3,1.6874314518760114,1.6874314518760114,0.05445195326125182,0.05445195326125182,1.0,0.8432234327179645,216.0,180.0,0.3922243034467101
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,2,240,3,1.6841288342590808,1.6841288342590808,0.054403050719187676,0.054403050719187676,1.0,0.8428332236357604,216.0,180.0,0.3922243034467101
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,2,480,3,1.4386971506408415,1.4386971506408415,0.10273620346223755,0.10273620346223755,1.0,1.1189334823125587,216.0,180.0,0.3922243034467101
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,3,120,3,1.6268266183446116,1.6268266183446116,0.007104629721456258,0.007104629721456258,1.0,-0.04124858202513587,480.0,398.0,0.9749912340193987
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,3,240,3,1.6199873152304538,1.6199873152304538,0.019569498040784374,0.019569498040784374,1.0,0.3987896557599678,480.0,398.0,0.9749912340193987
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,3,480,3,1.6000080231923315,1.6000080231923315,0.02078196380614227,0.02078196380614227,1.0,0.42489655376765867,480.0,398.0,0.9749912340193987
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,4,120,3,1.6036532991979542,1.6036532991979542,0.06066040262078314,0.06066040262078314,1.0,0.8901152581712128,480.0,401.0,1.109334371984005
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,4,240,3,1.5949994791035533,1.5949994791035533,0.061844465506432085,0.061844465506432085,1.0,0.8985108101115822,480.0,401.0,1.109334371984005
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O0,4,480,3,1.5906034180398998,1.5906034180398998,0.06105962839813523,0.06105962839813523,1.0,0.892964126552365,480.0,401.0,1.109334371984005
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,2,120,3,0.24435978191028232,2.0513016987164914,0.08245433776806715,0.08245433776806715,1.0,1.0234234776475821,387.0,319.0,0.7194983148947358
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,2,240,3,0.24284761659089785,2.068202273854542,0.08260630286530563,0.08260630286530563,1.0,1.0242231549245666,387.0,319.0,0.7194983148947358
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,2,480,3,0.2427516206430979,2.07420549461531,0.08261594998083917,0.08261594998083917,1.0,1.024273870720715,387.0,319.0,0.7194983148947358
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,3,120,3,0.06976744186046512,2.085778066370593,0.1005135041545933,0.1005135041545933,1.0,1.1094343835022227,83.0,60.0,0.15073113981634378
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,3,240,3,0.06976744186046512,2.081755357749148,0.1005135041545933,0.1005135041545933,1.0,1.1094343835022227,83.0,60.0,0.15073113981634378
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,3,480,3,0.06976744186046512,2.1145065843268345,0.1005135041545933,0.1005135041545933,1.0,1.1094343835022227,83.0,60.0,0.15073113981634378
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,4,120,3,0.06976744186046512,2.0268882146824536,0.10001920914974685,0.10001920914974685,1.0,1.1072933859137182,128.0,97.0,0.2723474595695734
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,4,240,3,0.06976744186046512,1.9632729630237056,0.10001920914974685,0.10001920914974685,1.0,1.1072933859137182,128.0,97.0,0.2723474595695734
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,O3,4,480,3,0.06976744186046512,1.943912374588601,0.10001920914974685,0.10001920914974685,1.0,1.1072933859137182,128.0,97.0,0.2723474595695734
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,2,120,3,1.7205532053177879,1.7205532053177879,0.001443365018404052,0.001443365018404052,1.0,1.9758561060913507,480.0,398.0,14.463242867961526
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,2,240,3,1.7205532053177879,1.7205532053177879,0.0016878054104195643,0.0016878054104195643,1.0,2.0438023053467322,480.0,398.0,14.463242867961526
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,2,480,3,1.6506592391410906,1.6506592391410906,0.0016878054104195643,0.0016878054104195643,1.0,2.0438023053467322,480.0,398.0,14.463242867961526
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,3,120,3,1.5541186313604887,1.5541186313604887,0.0014885651736796972,0.0014885651736796972,1.0,1.98924778468862,480.0,392.0,19.5770229017362
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,3,240,3,1.5121055630370592,1.5121055630370592,0.0017556695797074924,0.0017556695797074924,1.0,2.0609227148518956,480.0,392.0,19.5770229017362
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,3,480,3,1.4781089557931815,1.4781089557931815,0.0004175022003303427,0.0004175022003303427,1.0,1.4371386992787885,480.0,392.0,19.5770229017362
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,4,120,3,1.4734284281374777,1.4734284281374777,0.004651788635850584,0.004651788635850584,1.0,2.4840999040126186,480.0,401.0,24.649487460032105
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,4,240,3,1.4481632000387812,1.4481632000387812,0.004979022590121542,0.004979022590121542,1.0,2.513624027323516,480.0,401.0,24.649487460032105
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O0,4,480,3,1.4349909129080893,1.4349909129080893,0.004250072986606931,0.004250072986606931,1.0,2.444876318887768,480.0,401.0,24.649487460032105
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,2,120,3,1.0298513788725139,1.9825220628420006,0.0036116592640952467,0.0036116592640952467,1.0,2.3741867014170364,480.0,380.0,14.300270240753889
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,2,240,3,1.0109584470180044,1.8422424075115225,0.004376705024233844,0.004376705024233844,1.0,2.457627208179373,480.0,380.0,14.300270240753889
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,2,480,3,0.9960958417408956,1.7660297979621515,0.005654563319156563,0.005654563319156563,1.0,2.568879002236477,480.0,380.0,14.300270240753889
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,3,120,3,1.0127030410724192,1.8052961751111827,0.004677452581141523,0.004677452581141523,1.0,2.4864893240479193,317.0,248.0,13.17708825878799
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,3,240,3,1.0122538866042894,1.8060908522104682,0.004724134847845508,0.004724134847845508,1.0,2.49080221644057,317.0,248.0,13.17708825878799
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,3,480,3,1.0120029711920255,1.8057402189199496,0.004753998628424452,0.004753998628424452,1.0,2.493538982717632,317.0,248.0,13.17708825878799
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,4,120,3,0.9771650106312552,1.8637664084065335,0.008719119246916922,0.008719119246916922,1.0,2.756952547950476,480.0,385.0,26.006199673749506
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,4,240,3,0.9652792994188999,1.847612765302318,0.010176855606259057,0.010176855606259057,1.0,2.8240935432220904,480.0,385.0,26.006199673749506
task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,O3,4,480,3,0.9512115843204006,1.8359504949344694,0.011715518078570474,0.011715518078570474,1.0,2.8852414291639685,480.0,385.0,26.006199673749506
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,2,120,3,1.7128325192685019,1.7128325192685019,0.007562169703456421,0.002779399542135974,0.31944974641335516,2.093066358480374,480.0,396.0,15.134732431732118
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,2,240,3,1.5455344618027238,1.5455344618027238,0.011066470005305066,0.004200055109605108,0.3238019469672201,2.25842905053586,480.0,396.0,15.134732431732118
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,2,480,3,1.3692475292674544,1.3692475292674544,0.013126715435611658,0.004789724398049178,0.32400922240818686,2.332576009890948,480.0,396.0,15.134732431732118
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,3,120,3,1.4190728570865005,1.4190728570865005,0.0034239700879204753,0.00268575424053105,0.7843976937784012,1.748949901285717,480.0,397.0,19.592104324139655
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,3,240,3,1.3950096807592551,1.3950096807592551,0.0035038876039296583,0.00289167401340307,0.7038186927055362,1.7589701059196254,480.0,397.0,19.592104324139655
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,3,480,3,1.3851222464776813,1.3851222464776813,0.004365429087852546,0.0030717392193523527,0.606362683810031,1.8544468772177165,480.0,397.0,19.592104324139655
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,4,120,3,1.4129931596302017,1.4129931596302017,0.01189121362948521,0.003603974957110403,0.2956076462660632,2.2896461207176917,480.0,392.0,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,4,240,3,1.3826395125406472,1.3826395125406472,0.012598044015373682,0.004406567155329576,0.32940418665129684,2.314723060661592,480.0,392.0,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O0,4,480,3,1.3797964700230514,1.3797964700230514,0.01294721418061302,0.004569944411654593,0.3529673911239967,2.326596271717647,480.0,392.0,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,2,120,3,1.0657635917020651,2.1295160482873294,0.005392845390283936,0.0015591335523131333,0.289111487438924,1.946237908794163,480.0,399.0,15.381211598403752
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,2,240,3,1.0585206752885095,2.079902570123673,0.006326486203679342,0.001996019395508148,0.31550205457609437,2.0155825045961073,480.0,399.0,15.381211598403752
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,2,480,3,1.0397871460521158,1.9710610934706252,0.008022327030518887,0.0030013022805947596,0.3741186652173458,2.118720301336135,480.0,399.0,15.381211598403752
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,3,120,3,0.9373731284063075,1.5856973254457627,0.012964627970106817,0.005177149979678351,0.39932885013095337,2.327179998168335,480.0,402.0,20.59983790293336
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,3,240,3,0.93615448502508,1.5671639473964527,0.013506155494440071,0.005271842168011688,0.4032340731332524,2.344951684679053,480.0,402.0,20.59983790293336
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,3,480,3,0.9131417170673573,1.5525888094333478,0.016982356765454055,0.006833659205736751,0.4023975765035131,2.444417899597497,480.0,402.0,20.59983790293336
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,4,120,3,0.8585571241060389,1.5513704427981074,0.024202133142902885,0.011355897824242631,0.4054273981188215,2.5982735850846095,480.0,396.0,26.087010761722922
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,4,240,3,0.8328580048456687,1.5045193887902553,0.02624100461475034,0.012624488463083573,0.4148298191416192,2.633400396915927,480.0,396.0,26.087010761722922
task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,O3,4,480,3,0.7539879458146499,1.4726014117229296,0.032419719832637896,0.014067187439952654,0.42314266015168966,2.7252291967032014,480.0,396.0,26.087010761722922
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,2,120,3,1.7534503633445615,1.7534503633445615,0.005336597244086401,0.0013664744886297778,0.25499244155056827,1.9416843668939434,480.0,392.0,12.988540282472968
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,2,240,3,1.5821709730285347,1.5821709730285347,0.009335978534159102,0.0026998442282090873,0.3125962987777697,2.1845797837783194,480.0,392.0,12.988540282472968
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,2,480,3,1.505491924608057,1.505491924608057,0.011325043235366932,0.0033927796930712044,0.3048804900794417,2.2684598079802036,480.0,392.0,12.988540282472968
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,3,120,3,1.5024436086007968,1.5024436086007968,0.0011604029544626387,0.0008740298307736897,0.5679953660797971,1.279028765170234,480.0,397.0,19.602074255235493
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,3,240,3,1.4709263716539838,1.4709263716539838,0.001317981804942078,0.0010605239204866928,0.6560873270118397,1.33432935405464,480.0,397.0,19.602074255235493
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,3,480,3,1.431483854464861,1.431483854464861,0.0015905406152735245,0.0012760821917341693,0.808444942383281,1.4159647028139133,480.0,397.0,19.602074255235493
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,4,120,3,1.4453756867134744,1.4453756867134744,0.0131000459163551,0.00437433584346059,0.29120141370362257,2.331692757179341,480.0,396.0,28.608524651266634
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,4,240,3,1.3882470167925294,1.3882470167925294,0.012789027310354638,0.004269180560571343,0.295745711873856,2.321257454078565,480.0,396.0,28.608524651266634
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O0,4,480,3,1.3730133315671433,1.3730133315671433,0.01321639110253709,0.004302881025492186,0.2881498895887301,2.3355328212061024,480.0,396.0,28.608524651266634
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,2,120,3,1.0587065472577661,2.096001141571157,0.004437602931415161,0.0010873917435765745,0.25678758403185714,1.8615683790551512,480.0,396.0,13.696415924467146
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,2,240,3,1.0040297198893389,1.9020416651012237,0.009517176212396108,0.002889499628963539,0.3036089239579246,2.1929280497296926,480.0,396.0,13.696415924467146
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,2,480,3,0.9122845624435872,1.7369179867747941,0.015286501589729417,0.006189040424369209,0.355307054211011,2.3987280451058406,480.0,396.0,13.696415924467146
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,3,120,3,0.9337654604053921,1.8002474796312966,0.012891116687014927,0.005570514136235978,0.4272249441014311,2.324710478837099,480.0,396.0,22.487031931988895
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,3,240,3,0.917930397131545,1.7907725834615014,0.014711802130320233,0.006500082384557862,0.4294041029926807,2.3820858144240757,480.0,396.0,22.487031931988895
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,3,480,3,0.869510225317341,1.6975297650862315,0.01898329661306408,0.00833090762077937,0.4388546304990114,2.4927915729160888,480.0,396.0,22.487031931988895
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,4,120,3,0.8626420555831754,1.6947596595137386,0.020015195630561984,0.007579110587764556,0.3786678245698341,2.5157797785961336,480.0,391.0,29.841916327364743
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,4,240,3,0.8496067870882381,1.6898656229753959,0.02131016322966524,0.008232861791574826,0.38633499438024504,2.54300671559236,480.0,391.0,29.841916327364743
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,O3,4,480,3,0.8265528067805872,1.6804711212281773,0.023730491975132637,0.009294174834448997,0.39165537925587185,2.589726681300287,480.0,391.0,29.841916327364743
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,2,120,3,1.6804249410435181,1.6804249410435181,0.01544267816777286,0.004189992629764838,0.27132551648384956,1.2570145242689164,376.0,313.0,1.526361083611846
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,2,240,3,1.6793571824243492,1.6793571824243492,0.015451585354937424,0.004221273088555516,0.2733422880965103,1.2572649489044925,376.0,313.0,1.526361083611846
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,2,480,3,1.679295912274108,1.679295912274108,0.015412752243240383,0.004208690573257358,0.2731031456734842,1.2561721008904492,376.0,313.0,1.526361083611846
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,3,120,3,1.3593273044086909,1.3593273044086909,0.03763918668979852,0.014364917918400496,0.7648231872471476,1.6439321342082995,480.0,401.0,2.5467480728402734
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,3,240,3,1.3557397645781606,1.3557397645781606,0.03098542424201358,0.011508820732388056,0.7473242015963368,1.55944935035797,480.0,401.0,2.5467480728402734
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,3,480,3,1.3465802718574835,1.3465802718574835,0.02784844943663939,0.010136575468752101,0.7420859856818102,1.5130929228809975,480.0,401.0,2.5467480728402734
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,4,120,3,1.4294503617758605,1.4294503617758605,0.022172056469892006,0.01428640255526227,0.49593738671009624,1.4140978796416235,480.0,391.0,3.1115097561851144
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,4,240,3,1.3836396548677432,1.3836396548677432,0.026145534057583665,0.020163906239558133,0.538001212700888,1.4856894209207812,480.0,391.0,3.1115097561851144
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O0,4,480,3,1.2901401638982655,1.2901401638982655,0.07568252284175062,0.025821613416437197,0.4358755089277197,1.9472875042573927,480.0,391.0,3.1115097561851144
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,2,120,3,0.9046229604385353,1.9452074835148832,0.021306588675507873,0.0026086565625293677,0.2641201365904084,1.3968058255045273,480.0,399.0,1.9987865323200822
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,2,240,3,0.8809244723100209,1.9143319454619365,0.023757865957734818,0.003355688905463297,0.2754036398323961,1.444099331323812,480.0,399.0,1.9987865323200822
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,2,480,3,0.8731955437776808,1.9016059383283959,0.02470068455449287,0.00385725748883387,0.2510956937458173,1.461000893076319,480.0,399.0,1.9987865323200822
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,3,120,3,0.31003722284267704,1.6210897524874668,0.075891007230299,0.03571531915386733,0.47061332372998493,1.9484822204663068,480.0,395.0,2.6364837866276503
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,3,240,3,0.2948488626210876,1.5876949602887778,0.07734186005719827,0.0368139510102889,0.4759899876090786,1.9567065161808097,480.0,395.0,2.6364837866276503
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,3,480,3,0.2872519730391676,1.5668116271530426,0.07807924935080836,0.036999976444058474,0.47387720491290064,1.9608275330152625,480.0,395.0,2.6364837866276503
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,4,120,3,0.07235010577235747,1.5331734545490612,0.10446136630700681,0.038396900269705186,0.3454321393812894,2.087247605529282,480.0,377.0,3.09061358589679
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,4,240,3,0.0701407356898665,1.4870314716163544,0.11044229930018622,0.040800243861352,0.34375825050436604,2.1114273432633586,480.0,377.0,3.09061358589679
task-v2-69173fedcdae,g-8a16a856f5377a40,S3,13,O3,4,480,3,0.06900134180908139,1.4614002152720427,0.11795218599842384,0.04296487726606123,0.4467579222363498,2.1399978976585756,480.0,377.0,3.09061358589679
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,2,120,3,1.5711852676653715,1.5711852676653715,0.0575383620122997,0.016360007486903996,0.28433217274080197,1.168197459655432,474.0,389.0,1.0038528880104423
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,2,240,3,1.5711406828818903,1.5711406828818903,0.054420807653340994,0.015388668330290138,0.2827717741404266,1.1440049481210144,474.0,389.0,1.0038528880104423
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,2,480,3,1.5711383914383097,1.5711383914383097,0.03865037983310188,0.010759995197805239,0.2783930001275151,0.9953937315767916,474.0,389.0,1.0038528880104423
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,3,120,3,1.5713013192751282,1.5713013192751282,0.038951834568371896,0.005505640901916227,0.24466121196756502,0.9987678823694095,480.0,398.0,1.2083204733207822
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,3,240,3,1.5710123402207128,1.5710123402207128,0.047792631363696825,0.008634516122277362,0.24729619082360532,1.087600907849239,480.0,398.0,1.2083204733207822
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,3,480,3,1.4152126968305512,1.4152126968305512,0.07494612013799677,0.048095259890193386,0.32221432535844335,1.2829891202243269,480.0,398.0,1.2083204733207822
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,4,120,3,1.5115026695566207,1.5115026695566207,0.09246401906618336,0.02722831391832819,0.2887276565595727,1.3742127319861708,480.0,395.0,1.4060247400775552
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,4,240,3,1.489840938196286,1.489840938196286,0.10085482260251519,0.03170704247244439,0.30524132704328066,1.4119366351346547,480.0,395.0,1.4060247400775552
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O0,4,480,3,1.458320239230726,1.458320239230726,0.12070074211659355,0.04233682341269215,0.32870051565695857,1.4899499056341425,480.0,395.0,1.4060247400775552
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,2,120,3,1.048179699541037,2.148489501661524,0.015426142835541275,0.005954061240453506,0.2714596888228932,0.5964973136271003,480.0,393.0,1.0426909094676375
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,2,240,3,1.0468726312189756,2.1657170168777977,0.015229436682193214,0.005994647143623122,0.26043526253972077,0.5909238049355112,480.0,393.0,1.0426909094676375
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,2,480,3,1.0197662168566441,2.018835453523184,0.01525760120920166,0.007826196044941528,0.26066484884226715,0.5917262247828211,480.0,393.0,1.0426909094676375
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,3,120,3,0.49459224010991654,1.6877691908477714,0.06402533693334575,0.01660862208408351,0.2594070235252974,1.2145918379331104,480.0,390.0,1.2239217730239034
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,3,240,3,0.18971936605319048,1.6870853780594124,0.09095938271891067,0.02778379447527056,0.2813764215987839,1.3670874697325073,480.0,390.0,1.2239217730239034
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,3,480,3,0.18969335991201772,1.686436972094982,0.090961882824322,0.03163597558918509,0.34748998859473534,1.3670994065666222,480.0,390.0,1.2239217730239034
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,4,120,3,0.07090175414673401,1.5713002047946052,0.1564194672510087,0.046748304779362475,0.2802588689958585,1.6025307677029657,480.0,398.0,1.4719945322722197
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,4,240,3,0.0643103323639815,1.3802907180710262,0.2167623773112437,0.06564371388991974,0.4004996858872574,1.7442238707426865,480.0,398.0,1.4719945322722197
task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,O3,4,480,3,0.05736476760319232,1.3709466589476602,0.21660605331094787,0.08555433287084871,0.37737074061765746,1.74391055464089,480.0,398.0,1.4719945322722197
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,2,120,3,1.6864717669736153,1.6864717669736153,0.015709617000968058,0.0058628348384277135,0.37320036752432817,-0.17374568796267617,480.0,401.0,0.8657116433605552
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,2,240,3,1.6820149212387276,1.6820149212387276,0.01809193857121682,0.006637343352239291,0.3668674490636898,-0.11242618058484964,480.0,401.0,0.8657116433605552
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,2,480,3,1.391527696723585,1.391527696723585,0.12298004807328625,0.03573908796982499,0.35159090169417573,0.7199233734039429,480.0,401.0,0.8657116433605552
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,3,120,3,1.3251717992922463,1.3251717992922463,0.1683437761720017,0.06359156676090143,0.37774824948638486,0.8562857796729779,480.0,395.0,0.9714849693700671
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,3,240,3,1.3164770199767721,1.3164770199767721,0.17435077533924342,0.05929150490234616,0.3400702106829154,0.8715125979554081,480.0,395.0,0.9714849693700671
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,3,480,3,1.316353586165572,1.316353586165572,0.1740377732372867,0.05873822070623785,0.3375027134261994,0.8707322329127927,480.0,395.0,0.9714849693700671
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,4,120,3,1.2228692588432992,1.2228692588432992,0.2693644970951754,0.11436004450631755,0.4022967441671013,1.0604290690036486,480.0,391.0,1.091323927976191
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,4,240,3,1.1573060079778754,1.1573060079778754,0.3088467984114907,0.11608478469191812,0.37907210013826675,1.1198318186125071,480.0,391.0,1.091323927976191
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O0,4,480,3,1.1231291678506232,1.1231291678506232,0.32237162781492495,0.1180580794582903,0.3681202192392461,1.1384455271380856,480.0,391.0,1.091323927976191
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,2,120,3,0.05748894929284621,1.4456097337461937,0.160820573086435,0.05279751804076129,0.3917811173892638,0.8364303203256891,480.0,394.0,0.8775305906310678
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,2,240,3,0.05703566685024462,1.4678654727218274,0.16329757808191536,0.05474663254394812,0.3906122919117068,0.8430684585536694,480.0,394.0,0.8775305906310678
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,2,480,3,0.05690614153886903,1.4772161289767236,0.16386298505396374,0.0553035913828632,0.3743420275640953,0.844569576965415,480.0,394.0,0.8775305906310678
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,3,120,3,0.046511627906976744,1.4085243115459796,0.1422031574117914,0.10126826531421874,0.5698726712729115,0.7829979542987097,123.0,93.0,0.22724172472953796
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,3,240,3,0.046511627906976744,1.4085243115459796,0.1479979920579292,0.10126826531421874,0.5579681901541819,0.8003445381334544,123.0,93.0,0.22724172472953796
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,3,480,3,0.046511627906976744,1.4085243115459796,0.1463439870745724,0.10126826531421874,0.5671870364534246,0.7954635979400375,123.0,93.0,0.22724172472953796
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,4,120,3,0.046511627906976744,1.4941586319217235,0.18826217056398034,0.10033712335503947,0.5406868186536216,0.9048517764964317,76.0,50.0,0.1405808888375759
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,4,240,3,0.046511627906976744,1.4941586319217235,0.18826217056398034,0.10033712335503947,0.5406868186536216,0.9048517764964317,76.0,50.0,0.1405808888375759
task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,O3,4,480,3,0.046511627906976744,1.4941586319217235,0.18826217056398034,0.10033712335503947,0.5406868186536216,0.9048517764964317,76.0,50.0,0.1405808888375759
