task_id,graph_id,objective,seed,transition,shallower_depth,deeper_depth,budget,deeper_terminal_objective,embedded_shallower_objective,signed_nested_regret,embedding_identity_error,embedding_identity_pass,nested_pass,nested_failure,actual_nfev,nit,termination_reason,wall_time_s
task-v2-8c0a098a6f8b,g-a712031e7959d564,O0,2207,p2->p3,2,3,240,1.2690570532884355,1.2407192677339827,0.028337785554452877,0.0,True,False,True,480,394,EVALUATION_BUDGET_EXHAUSTED,2.6892075585201383
task-v2-8c0a098a6f8b,g-a712031e7959d564,O0,2207,p2->p3,2,3,480,1.2581537241920056,1.2402838607347155,0.017869863457290025,0.0,True,False,True,480,394,EVALUATION_BUDGET_EXHAUSTED,2.6892075585201383
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,3301,p2->p3,2,3,120,1.546078419678107,1.7534503633445615,-0.2073719436664545,0.0,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,20.726353275589645
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,3301,p2->p3,2,3,240,1.507727677140782,1.5821709730285347,-0.07444329588775278,0.0,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,20.726353275589645
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,3301,p2->p3,2,3,480,1.4537118698229734,1.5054919246080565,-0.051780054785083074,-4.440892098500626e-16,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,20.726353275589645
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,1103,p2->p3,2,3,120,1.7348423196764922,1.9381026073324488,-0.2032602876559566,0.0,True,True,False,480,402,EVALUATION_BUDGET_EXHAUSTED,1.2294178837910295
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,1103,p2->p3,2,3,240,1.7124630274188644,1.9369493283941788,-0.2244863009753144,0.0,True,True,False,480,402,EVALUATION_BUDGET_EXHAUSTED,1.2294178837910295
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,1103,p2->p3,2,3,480,1.6527615272740146,1.9367512911606781,-0.2839897638866635,0.0,True,True,False,480,402,EVALUATION_BUDGET_EXHAUSTED,1.2294178837910295
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,1103,p2->p3,2,3,120,1.317743284504712,1.1641645089124721,0.15357877559223976,0.0,True,False,True,480,394,EVALUATION_BUDGET_EXHAUSTED,0.9793297164142132
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,1103,p2->p3,2,3,240,1.3164770199767721,1.1638823180940956,0.15259470188267654,0.0,True,False,True,480,394,EVALUATION_BUDGET_EXHAUSTED,0.9793297164142132
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,1103,p2->p3,2,3,480,1.316353586165572,1.162473474399186,0.15388011176638594,0.0,True,False,True,480,394,EVALUATION_BUDGET_EXHAUSTED,0.9793297164142132
task-v2-4968f3a685c2,g-8a16a856f5377a40,O3,1103,p2->p3,2,3,120,0.9665633186388631,1.0471450228167263,-0.08058170417786314,0.0,True,True,False,480,384,EVALUATION_BUDGET_EXHAUSTED,2.739497813396156
task-v2-4968f3a685c2,g-8a16a856f5377a40,O3,1103,p2->p3,2,3,240,0.9662890089595351,1.0232543923034276,-0.05696538334389256,0.0,True,True,False,480,384,EVALUATION_BUDGET_EXHAUSTED,2.739497813396156
task-v2-4968f3a685c2,g-8a16a856f5377a40,O3,1103,p2->p3,2,3,480,0.9661598465926398,0.9321274956684895,0.034032350924150245,0.0,True,False,True,480,384,EVALUATION_BUDGET_EXHAUSTED,2.739497813396156
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O0,1103,p3->p4,3,4,120,1.2315703883398148,1.4671321646578535,-0.23556177631803865,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.115552457049489
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O0,1103,p3->p4,3,4,240,1.1972469682564504,1.4658606234371794,-0.268613655180729,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.115552457049489
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O0,1103,p3->p4,3,4,480,1.1811494131742741,1.4596568954652251,-0.278507482290951,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.115552457049489
task-v2-3f363bac5736,g-60667963f6db3f1b,O3,2207,p2->p3,2,3,120,0.9106530603208459,0.7884814071536567,0.12217165316718925,0.0,True,False,True,480,404,EVALUATION_BUDGET_EXHAUSTED,1.2642791029065847
task-v2-3f363bac5736,g-60667963f6db3f1b,O3,2207,p2->p3,2,3,240,0.8991662060885115,0.7850203086009586,0.11414589748755288,0.0,True,False,True,480,404,EVALUATION_BUDGET_EXHAUSTED,1.2642791029065847
task-v2-3f363bac5736,g-60667963f6db3f1b,O3,2207,p2->p3,2,3,480,0.8869891253443831,0.7844708318186697,0.1025182935257134,0.0,True,False,True,480,404,EVALUATION_BUDGET_EXHAUSTED,1.2642791029065847
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,O0,2207,p3->p4,3,4,120,1.6040948572565359,1.7489341353968695,-0.1448392781403336,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.4986567506566644
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,O0,2207,p3->p4,3,4,240,1.5920748332806103,1.7067119594514222,-0.1146371261708119,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.4986567506566644
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,O0,2207,p3->p4,3,4,480,1.5842515435057574,1.6972484403337527,-0.1129968968279953,0.0,True,True,False,480,390,EVALUATION_BUDGET_EXHAUSTED,1.4986567506566644
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,O3,3301,p3->p4,3,4,120,0.0913746573710816,0.6403386201636824,-0.5489639627926007,0.0,True,True,False,480,386,EVALUATION_BUDGET_EXHAUSTED,1.4439636953175068
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,O3,3301,p3->p4,3,4,240,0.09022179316507083,0.6388354633364275,-0.5486136701713566,0.0,True,True,False,480,386,EVALUATION_BUDGET_EXHAUSTED,1.4439636953175068
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,O3,3301,p3->p4,3,4,480,0.08980660749441874,0.6379730615927682,-0.5481664540983495,0.0,True,True,False,480,386,EVALUATION_BUDGET_EXHAUSTED,1.4439636953175068
task-v2-420d9636beee,g-e0c69f84d376b633,O3,1103,p2->p3,2,3,120,1.0184924635535857,1.0294787432531454,-0.010986279699559676,0.0,True,True,False,382,301,EARLY_CONVERGENCE,359.95247594174
task-v2-420d9636beee,g-e0c69f84d376b633,O3,1103,p2->p3,2,3,240,1.0171233066560919,1.0229778058998151,-0.005854499243723277,0.0,True,True,False,382,301,EARLY_CONVERGENCE,359.95247594174
task-v2-420d9636beee,g-e0c69f84d376b633,O3,1103,p2->p3,2,3,480,1.0081795380863727,1.0170706695265517,-0.008891131440178945,0.0,True,True,False,382,301,EARLY_CONVERGENCE,359.95247594174
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,3301,p2->p3,2,3,120,1.3251717992922463,1.6864717669736153,-0.36129996768136907,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,0.9536807527765632
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,3301,p2->p3,2,3,240,1.2646859034540303,1.6820149212387276,-0.41732901778469733,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,0.9536807527765632
task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,3301,p2->p3,2,3,480,1.2435509068194623,1.391527696723585,-0.14797678990412266,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,0.9536807527765632
task-v2-8c0a098a6f8b,g-a712031e7959d564,O3,3301,p2->p3,2,3,120,0.08443275122827223,0.8139936201707471,-0.7295608689424748,0.0,True,True,False,480,392,EVALUATION_BUDGET_EXHAUSTED,2.7173045724630356
task-v2-8c0a098a6f8b,g-a712031e7959d564,O3,3301,p2->p3,2,3,240,0.0776960028108948,0.7863626910730409,-0.7086666882621461,0.0,True,True,False,480,392,EVALUATION_BUDGET_EXHAUSTED,2.7173045724630356
task-v2-8c0a098a6f8b,g-a712031e7959d564,O3,3301,p2->p3,2,3,480,0.06803029274619958,0.7819667990571982,-0.7139365063109987,0.0,True,True,False,480,392,EVALUATION_BUDGET_EXHAUSTED,2.7173045724630356
task-v2-e442db508705,g-548c8c6335dd2a2e,O3,2207,p3->p4,3,4,120,0.023255813953488372,0.47285056089923483,-0.44959474694574647,0.0,True,True,False,42,29,EARLY_CONVERGENCE,0.07377978786826134
task-v2-e442db508705,g-548c8c6335dd2a2e,O3,2207,p3->p4,3,4,240,0.023255813953488372,0.4000816062233131,-0.37682579226982477,0.0,True,True,False,42,29,EARLY_CONVERGENCE,0.07377978786826134
task-v2-e442db508705,g-548c8c6335dd2a2e,O3,2207,p3->p4,3,4,480,0.023255813953488372,0.023255813953488372,0.0,0.0,True,True,False,42,29,EARLY_CONVERGENCE,0.07377978786826134
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,O0,3301,p3->p4,3,4,120,1.42694192875478,1.5557881264784499,-0.1288461977236699,0.0,True,True,False,480,380,EVALUATION_BUDGET_EXHAUSTED,1.4016974261030555
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,O0,3301,p3->p4,3,4,240,1.405438853013827,1.5365820676749613,-0.1311432146611342,0.0,True,True,False,480,380,EVALUATION_BUDGET_EXHAUSTED,1.4016974261030555
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,O0,3301,p3->p4,3,4,480,1.3811171367766777,1.4014494058857117,-0.020332269109033962,0.0,True,True,False,480,380,EVALUATION_BUDGET_EXHAUSTED,1.4016974261030555
task-v2-780e1209d403,g-e0c69f84d376b633,O0,1103,p2->p3,2,3,120,1.281812634839387,1.9654821428911542,-0.6836695080517672,8.881784197001252e-16,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,475.2994231162593
task-v2-780e1209d403,g-e0c69f84d376b633,O0,1103,p2->p3,2,3,240,1.2566929933573734,1.89416865403943,-0.6374756606820566,1.9984014443252818e-15,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,475.2994231162593
task-v2-780e1209d403,g-e0c69f84d376b633,O0,1103,p2->p3,2,3,480,1.2277807094559612,1.406149900460208,-0.17836919100424686,1.1102230246251565e-15,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,475.2994231162593
task-v2-780e1209d403,g-e0c69f84d376b633,O0,3301,p2->p3,2,3,120,1.3826299160133737,1.7050402252697565,-0.3224103092563828,-4.440892098500626e-16,True,True,False,480,395,EVALUATION_BUDGET_EXHAUSTED,447.8864280851558
task-v2-780e1209d403,g-e0c69f84d376b633,O0,3301,p2->p3,2,3,240,1.3764360214234452,1.4324885868301918,-0.056052565406746524,-3.1086244689504383e-15,True,True,False,480,395,EVALUATION_BUDGET_EXHAUSTED,447.8864280851558
task-v2-780e1209d403,g-e0c69f84d376b633,O0,3301,p2->p3,2,3,480,1.2946722845222483,1.3129967545404555,-0.01832447001820725,-6.661338147750939e-16,True,True,False,480,395,EVALUATION_BUDGET_EXHAUSTED,447.8864280851558
task-v2-59a464f36e13,g-bd62d2d752385cc7,O0,2207,p2->p3,2,3,120,1.680208763137091,1.7205532053177879,-0.04034444218069688,0.0,True,True,False,480,406,EVALUATION_BUDGET_EXHAUSTED,19.5770229017362
task-v2-59a464f36e13,g-bd62d2d752385cc7,O0,2207,p2->p3,2,3,240,1.6641674029856037,1.7205532053177879,-0.056385802332184154,0.0,True,True,False,480,406,EVALUATION_BUDGET_EXHAUSTED,19.5770229017362
task-v2-59a464f36e13,g-bd62d2d752385cc7,O0,2207,p2->p3,2,3,480,1.54499986950447,1.7205532053177879,-0.1755533358133179,0.0,True,True,False,480,406,EVALUATION_BUDGET_EXHAUSTED,19.5770229017362
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p2->p3,2,3,120,0.9337654604053921,1.0839509085385408,-0.1501854481331487,0.0,True,True,False,480,411,EVALUATION_BUDGET_EXHAUSTED,22.64971965830773
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p2->p3,2,3,240,0.8816835393164083,1.032078424057488,-0.15039488474107976,0.0,True,True,False,480,411,EVALUATION_BUDGET_EXHAUSTED,22.64971965830773
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p2->p3,2,3,480,0.8598462504235497,0.939023015533825,-0.07917676511027527,0.0,True,True,False,480,411,EVALUATION_BUDGET_EXHAUSTED,22.64971965830773
task-v2-59a464f36e13,g-bd62d2d752385cc7,O3,2207,p3->p4,3,4,120,1.0002381875012138,1.0127030410724192,-0.012464853571205303,0.0,True,True,False,201,148,EARLY_CONVERGENCE,11.080814161337912
task-v2-59a464f36e13,g-bd62d2d752385cc7,O3,2207,p3->p4,3,4,240,1.0000185674892055,1.0122538866042894,-0.012235319115083909,0.0,True,True,False,201,148,EARLY_CONVERGENCE,11.080814161337912
task-v2-59a464f36e13,g-bd62d2d752385cc7,O3,2207,p3->p4,3,4,480,1.0000185674892055,1.0120029711920255,-0.011984403702820057,0.0,True,True,False,201,148,EARLY_CONVERGENCE,11.080814161337912
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O0,3301,p2->p3,2,3,120,1.5119233825126068,1.5996370159022681,-0.08771363338966132,1.9984014443252818e-15,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,446.1591447060928
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O0,3301,p2->p3,2,3,240,1.3816233785988317,1.468780091920161,-0.08715671332132935,4.884981308350689e-15,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,446.1591447060928
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O0,3301,p2->p3,2,3,480,1.279359055077328,1.3637119266976978,-0.08435287162036986,1.1102230246251565e-15,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,446.1591447060928
task-v2-6996479d6302,g-60667963f6db3f1b,O0,3301,p3->p4,3,4,120,1.5115026695566207,1.3623349023642226,0.1491677671923981,0.0,True,False,True,480,387,EVALUATION_BUDGET_EXHAUSTED,1.4291545422747731
task-v2-6996479d6302,g-60667963f6db3f1b,O0,3301,p3->p4,3,4,240,1.489840938196286,1.349486682446118,0.14035425575016802,0.0,True,False,True,480,387,EVALUATION_BUDGET_EXHAUSTED,1.4291545422747731
task-v2-6996479d6302,g-60667963f6db3f1b,O0,3301,p3->p4,3,4,480,1.458320239230726,1.3442730312039064,0.11404720802681956,0.0,True,False,True,480,387,EVALUATION_BUDGET_EXHAUSTED,1.4291545422747731
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O0,3301,p3->p4,3,4,120,1.3874318775955028,1.4924642007109372,-0.10503232311543442,-1.7763568394002505e-15,True,True,False,480,383,EVALUATION_BUDGET_EXHAUSTED,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O0,3301,p3->p4,3,4,240,1.3826395125406472,1.4801500243627614,-0.09751051182211423,-6.661338147750939e-16,True,True,False,480,383,EVALUATION_BUDGET_EXHAUSTED,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O0,3301,p3->p4,3,4,480,1.3797964700230514,1.4672690742050611,-0.08747260418200975,0.0,True,True,False,480,383,EVALUATION_BUDGET_EXHAUSTED,25.07722580432892
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O3,3301,p3->p4,3,4,120,0.8800354685122914,0.9660149261131016,-0.08597945760081016,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,25.894658473320305
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O3,3301,p3->p4,3,4,240,0.8719702841652527,0.9366840921604086,-0.06471380799515591,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,25.894658473320305
task-v2-5d31ef4af595,g-bd62d2d752385cc7,O3,3301,p3->p4,3,4,480,0.8672196169516925,0.8779243550752961,-0.010704738123603619,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,25.894658473320305
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,120,1.3923781098655184,1.8352987326485606,-0.44292062278304223,0.0,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,18.81626828107983
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,240,1.3745045021425666,1.8335323885534707,-0.4590278864109041,-4.440892098500626e-16,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,18.81626828107983
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,480,1.3638125511386812,1.8333681644336948,-0.4695556132950136,0.0,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,18.81626828107983
task-v2-8792ce3c54d5,g-a712031e7959d564,O0,1103,p2->p3,2,3,120,1.3360128356233758,1.861474300785369,-0.5254614651619931,0.0,True,True,False,480,387,EVALUATION_BUDGET_EXHAUSTED,2.6057233829051256
task-v2-8792ce3c54d5,g-a712031e7959d564,O0,1103,p2->p3,2,3,240,1.3071379845694047,1.6992625210530419,-0.3921245364836372,0.0,True,True,False,480,387,EVALUATION_BUDGET_EXHAUSTED,2.6057233829051256
task-v2-8792ce3c54d5,g-a712031e7959d564,O0,1103,p2->p3,2,3,480,1.2736949509768372,1.5929015691224087,-0.3192066181455715,0.0,True,True,False,480,387,EVALUATION_BUDGET_EXHAUSTED,2.6057233829051256
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,120,0.9743936951440919,1.0401786389733414,-0.06578494382924949,0.0,True,True,False,480,400,EVALUATION_BUDGET_EXHAUSTED,28.865836502984166
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,240,0.964643544796059,1.0401786389733414,-0.07553509417728244,0.0,True,True,False,480,400,EVALUATION_BUDGET_EXHAUSTED,28.865836502984166
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,480,0.9564595520697118,1.0401786389733414,-0.08371908690362961,0.0,True,True,False,480,400,EVALUATION_BUDGET_EXHAUSTED,28.865836502984166
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,120,0.8626420555831754,0.9337654604053921,-0.07112340482221668,0.0,True,True,False,480,384,EVALUATION_BUDGET_EXHAUSTED,29.841916327364743
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,240,0.8496067870882381,0.8816835393164083,-0.03207675222817019,0.0,True,True,False,480,384,EVALUATION_BUDGET_EXHAUSTED,29.841916327364743
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,480,0.8256584527695382,0.8598462504235497,-0.034187797654011476,0.0,True,True,False,480,384,EVALUATION_BUDGET_EXHAUSTED,29.841916327364743
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,2207,p3->p4,3,4,120,0.8814187570780677,0.8091045463868336,0.07231421069123412,0.0,True,False,True,480,392,EVALUATION_BUDGET_EXHAUSTED,3.3403974380344152
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,2207,p3->p4,3,4,240,0.8325207002565275,0.8022010122066595,0.030319688049867954,0.0,True,False,True,480,392,EVALUATION_BUDGET_EXHAUSTED,3.3403974380344152
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,2207,p3->p4,3,4,480,0.6842056786988787,0.8003337571202355,-0.11612807842135675,0.0,True,True,False,480,392,EVALUATION_BUDGET_EXHAUSTED,3.3403974380344152
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,O0,1103,p2->p3,2,3,120,1.353888292760634,1.8942554210128897,-0.5403671282522557,-4.440892098500626e-16,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,19.29143519513309
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,O0,1103,p2->p3,2,3,240,1.337942512260303,1.8903925006303457,-0.5524499883700427,6.661338147750939e-16,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,19.29143519513309
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,O0,1103,p2->p3,2,3,480,1.3325833637336473,1.8899725524516942,-0.5573891887180469,2.220446049250313e-16,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,19.29143519513309
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p3->p4,3,4,120,1.016472450507049,0.9767409788063212,0.03973147170072788,0.0,True,False,True,480,387,EVALUATION_BUDGET_EXHAUSTED,576.8736845366657
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p3->p4,3,4,240,1.0052447260898068,0.9742123796975988,0.031032346392207977,0.0,True,False,True,480,387,EVALUATION_BUDGET_EXHAUSTED,576.8736845366657
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p3->p4,3,4,480,0.9674807881785439,0.9703445237084404,-0.002863735529896494,0.0,True,True,False,480,387,EVALUATION_BUDGET_EXHAUSTED,576.8736845366657
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,2207,p2->p3,2,3,120,0.9334440884713833,0.9375253447012671,-0.004081256229883867,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,22.214424072764814
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,2207,p2->p3,2,3,240,0.917930397131545,0.9256663904331566,-0.007735993301611566,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,22.214424072764814
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,2207,p2->p3,2,3,480,0.869510225317341,0.9122845624435872,-0.04277433712624623,0.0,True,True,False,480,396,EVALUATION_BUDGET_EXHAUSTED,22.214424072764814
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,2207,p3->p4,3,4,120,1.6690198837237027,1.761133895802486,-0.09211401207878334,0.0,True,True,False,480,385,EVALUATION_BUDGET_EXHAUSTED,1.4136910904198885
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,2207,p3->p4,3,4,240,1.6103306579192787,1.7344736617572085,-0.12414300383792987,0.0,True,True,False,480,385,EVALUATION_BUDGET_EXHAUSTED,1.4136910904198885
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,2207,p3->p4,3,4,480,1.6007347787110302,1.722456176749335,-0.12172139803830473,0.0,True,True,False,480,385,EVALUATION_BUDGET_EXHAUSTED,1.4136910904198885
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O3,1103,p2->p3,2,3,120,0.056398625908764356,0.436672485123233,-0.3802738592144686,0.0,True,True,False,480,391,EVALUATION_BUDGET_EXHAUSTED,0.9663178436458111
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O3,1103,p2->p3,2,3,240,0.05625366002203872,0.4359724843770638,-0.3797188243550251,0.0,True,True,False,480,391,EVALUATION_BUDGET_EXHAUSTED,0.9663178436458111
task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O3,1103,p2->p3,2,3,480,0.056077314273028936,0.4359717885491077,-0.37989447427607875,0.0,True,True,False,480,391,EVALUATION_BUDGET_EXHAUSTED,0.9663178436458111
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,120,1.5024436086007968,1.619660653829481,-0.11721704522868426,2.220446049250313e-16,True,True,False,480,399,EVALUATION_BUDGET_EXHAUSTED,19.0352065237239
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,240,1.4709263716539838,1.6112951943252847,-0.1403688226713009,0.0,True,True,False,480,399,EVALUATION_BUDGET_EXHAUSTED,19.0352065237239
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O0,1103,p2->p3,2,3,480,1.431483854464861,1.6095269320202232,-0.1780430775553623,4.440892098500626e-16,True,True,False,480,399,EVALUATION_BUDGET_EXHAUSTED,19.0352065237239
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,O3,1103,p3->p4,3,4,120,0.2867740169673875,0.06976744186046512,0.2170065751069224,0.0,True,False,True,480,397,EVALUATION_BUDGET_EXHAUSTED,1.1579271890223026
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,O3,1103,p3->p4,3,4,240,0.19482184719130594,0.06976744186046512,0.12505440533084083,0.0,True,False,True,480,397,EVALUATION_BUDGET_EXHAUSTED,1.1579271890223026
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,O3,1103,p3->p4,3,4,480,0.1644785022138426,0.06976744186046512,0.0947110603533775,0.0,True,False,True,480,397,EVALUATION_BUDGET_EXHAUSTED,1.1579271890223026
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,120,0.6450050316893676,0.922600459565483,-0.27759542787611535,0.0,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,29.45186264719814
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,240,0.6230548294718153,0.9037711997191006,-0.28071637024728524,0.0,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,29.45186264719814
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O3,1103,p3->p4,3,4,480,0.6062414956189336,0.8855867124899021,-0.27934521687096847,0.0,True,True,False,480,381,EVALUATION_BUDGET_EXHAUSTED,29.45186264719814
task-v2-6996479d6302,g-60667963f6db3f1b,O3,3301,p3->p4,3,4,120,0.06350755081513856,0.19073126072295501,-0.12722370990781645,0.0,True,True,False,388,317,EARLY_CONVERGENCE,1.1862511904910207
task-v2-6996479d6302,g-60667963f6db3f1b,O3,3301,p3->p4,3,4,240,0.055210976765850316,0.18971936605319048,-0.13450838928734016,0.0,True,True,False,388,317,EARLY_CONVERGENCE,1.1862511904910207
task-v2-6996479d6302,g-60667963f6db3f1b,O3,3301,p3->p4,3,4,480,0.05232558139534884,0.18969335991201772,-0.13736777851666887,0.0,True,True,False,388,317,EARLY_CONVERGENCE,1.1862511904910207
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p2->p3,2,3,120,0.9767409788063212,0.9984053353279058,-0.021664356521584605,0.0,True,True,False,433,350,EARLY_CONVERGENCE,398.66320021636784
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p2->p3,2,3,240,0.9742123796975988,0.9865112588437797,-0.012298879146180886,0.0,True,True,False,433,350,EARLY_CONVERGENCE,398.66320021636784
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,O3,1103,p2->p3,2,3,480,0.9703445237084404,0.9768755272240223,-0.00653100351558189,0.0,True,True,False,433,350,EARLY_CONVERGENCE,398.66320021636784
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,1103,p2->p3,2,3,120,0.9130081910637835,0.9164706367732431,-0.0034624457094596384,0.0,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,2.597598258405924
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,1103,p2->p3,2,3,240,0.9129843087301328,0.9146520914256769,-0.0016677826955441288,0.0,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,2.597598258405924
task-v2-8792ce3c54d5,g-a712031e7959d564,O3,1103,p2->p3,2,3,480,0.9129590579107547,0.9130627799658451,-0.00010372205509034949,0.0,True,True,False,480,398,EVALUATION_BUDGET_EXHAUSTED,2.597598258405924
task-v2-3f363bac5736,g-60667963f6db3f1b,O0,3301,p2->p3,2,3,120,1.7995165167065108,1.9508995396433215,-0.15138302293681072,0.0,True,True,False,480,395,EVALUATION_BUDGET_EXHAUSTED,1.2107348190620542
