task_id,base_graph_id,base_instance_id,size_stratum,stress_level,depth,n_edges,feasible_state_fraction,dilution_score,raw_energy_span,normalized_energy_span,hamiltonian_normalization_factor,n_seed_rows,n_finite_objective_seeds,n_successful_seed_rows,seed_statuses,p_feas_median,p_feas_mean,p_feas_min,p_feas_max,p_opt_median,p_opt_mean,p_opt_min,p_opt_max,log_feasibility_gain_median,log_feasibility_gain_mean,log_feasibility_gain_min,log_feasibility_gain_max,objective_final_median,objective_final_mean,objective_final_min,objective_final_max,optimizer_runtime_s_median,optimizer_runtime_s_mean,optimizer_runtime_s_min,optimizer_runtime_s_max,objective_selected_multistart_optimizer_seed,objective_selected_multistart_objective_final,objective_selected_multistart_p_feas,objective_selected_multistart_p_opt,objective_selected_multistart_log_feasibility_gain,objective_selected_multistart_runtime_s,objective_selected_multistart_execution_status,p_opt_given_feasible_median,p_opt_given_feasible_mean,p_opt_given_feasible_min,p_opt_given_feasible_max
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,1,10,0.0009765625,3.010299956639812,600.6102809101112,3.491920237849484,172.0,3,3,3,"{""SUCCESS"": 3}",0.0028630838931384,0.004583602949098933,0.0028615771620861,0.0080261477920723,0.0028630838931384,0.004583602949098933,0.0028615771620861,0.0080261477920723,0.4671340304012958,0.6162821857585294,0.4669054177409058,0.9148071091333868,1.8911032330332247,1.8333018313187968,1.7176988897017411,1.891103371221425,0.2051640385761857,0.21392285823822021,0.1964879771694541,0.2401165589690208,2207,1.7176988897017411,0.0080261477920723,0.0080261477920723,0.9148071091333868,0.2051640385761857,SUCCESS,1.0,1.0,1.0,1.0
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,2,10,0.0009765625,3.010299956639812,600.6102809101112,3.491920237849484,172.0,3,3,3,"{""SUCCESS"": 3}",0.0054770428902372,0.005770095640106834,0.0051368521648854,0.0066963918651979,0.0054770428902372,0.005770095640106834,0.0051368521648854,0.0066963918651979,0.7488460985034981,0.7686613130442557,0.7209970238439334,0.8361408167853355,1.6566276406834683,1.7018664902667666,1.6436858706178623,1.805285959498969,0.2854516245424747,0.2865727866689363,0.2827655021101236,0.2915012333542108,2207,1.6436858706178623,0.0066963918651979,0.0066963918651979,0.8361408167853355,0.2915012333542108,SUCCESS,1.0,1.0,1.0,1.0
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,3,10,0.0009765625,3.010299956639812,600.6102809101112,3.491920237849484,172.0,3,3,3,"{""SUCCESS"": 3}",0.0007063208723795,0.0030904230673089,0.00023880866542,0.0083261396641272,0.0007063208723795,0.0030904230673089,0.00023880866542,0.0083261396641272,-0.1406980031499282,0.05946522774739752,-0.6116499617913697,0.9307436481834904,1.7079828469880065,1.692284581237871,1.6199367613052311,1.748934135420376,0.3456575702875852,0.34186875633895397,0.333941513672471,0.3460071850568056,1103,1.6199367613052311,0.0007063208723795,0.0007063208723795,-0.1406980031499282,0.3456575702875852,SUCCESS,1.0,1.0,1.0,1.0
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D2,1,10,0.001953125,2.709269960975831,592.072594714825,3.442282527411773,172.0,3,3,3,"{""SUCCESS"": 3}",0.0037169066830665,0.0037167049903542334,0.0037145788698987,0.0037186294180975,0.0022810540535677,0.0022809374273897666,0.0022796333891921,0.0022821248394095,0.2794516187791209,0.27942800845376947,0.2791795449280632,0.2796528616541244,1.815244347215735,1.8152443651385137,1.8152443470337216,1.815244401166084,0.1687977882102131,0.1730962783719102,0.1626325901597738,0.1878584567457437,1103,1.8152443470337216,0.0037186294180975,0.0022821248394095,0.2796528616541244,0.1626325901597738,SUCCESS,0.6136990138142391,0.6136988091550967,0.6136968850898783,0.6137005285611729
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D2,2,10,0.001953125,2.709269960975831,592.072594714825,3.442282527411773,172.0,3,3,3,"{""SUCCESS"": 3}",0.0127221086448705,0.0116080599216131,0.0086736605452379,0.0134284105747309,0.0077000854112304,0.0070544881066038,0.004957855194538,0.008505523714043,0.8138290610409236,0.7661986719457895,0.6474723824530009,0.8372945723434444,1.608616420859187,1.6341322855175597,1.564057493309508,1.7297229423839835,0.307429458014667,0.3056139896313349,0.2863309374079108,0.3230815734714269,2207,1.564057493309508,0.0134284105747309,0.008505523714043,0.8372945723434444,0.307429458014667,SUCCESS,0.6052522915951529,0.6034162949876315,0.571598942416531,0.6333976509512105
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D2,3,10,0.001953125,2.709269960975831,592.072594714825,3.442282527411773,172.0,3,3,3,"{""SUCCESS"": 3}",0.0173147143960702,0.019118526069008598,0.0003720006508744,0.0396688631600812,0.0091010012444031,0.010977475045204401,0.0002309703471334,0.0236004535440767,0.9476852932902065,0.511739556509201,-0.7201863392741403,1.3077197155115368,1.622348278007437,1.61666782982475,1.5497861594203717,1.677869052046442,0.3451712038367986,0.36464341916143894,0.3394777067005634,0.4092813469469547,3301,1.5497861594203717,0.0396688631600812,0.0236004535440767,1.3077197155115368,0.4092813469469547,SUCCESS,0.5949364731940656,0.5804819294592966,0.5256223715979208,0.6208869435859035
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D3,1,10,0.0029296875,2.533178701920149,564.3824896235078,3.28129354432272,172.0,3,3,3,"{""SUCCESS"": 3}",0.0061888829848733,0.018693324529877667,0.0061888371435324,0.0437022534612273,0.0045903083358522,0.013465976878850566,0.0045901856946212,0.0312174366060783,0.3247909733503641,0.6077537544202135,0.3247877564992506,1.173682533411026,1.5123862404007573,1.467016770517206,1.3762778294100118,1.512386241740849,0.1203588284552097,0.13068580006559682,0.0869458466768264,0.1847527250647544,2207,1.3762778294100118,0.0437022534612273,0.0312174366060783,1.173682533411026,0.1847527250647544,SUCCESS,0.7416879113418142,0.7325703757660483,0.7143209819551863,0.7417022340011444
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D3,2,10,0.0029296875,2.533178701920149,564.3824896235078,3.28129354432272,172.0,3,3,3,"{""SUCCESS"": 3}",0.0275603140949762,0.04150527023565513,0.0149713906481671,0.0819841059638221,0.016935087894596,0.027615463461426334,0.0102554963417362,0.0556558061479468,0.9734628646817778,1.0429373587063486,0.708440844465927,1.446908366971341,1.4826819988714406,1.5293527548089907,1.3145104902933211,1.79086577526221,0.2876044455915689,0.284671016347905,0.2786485534161329,0.2877600500360131,2207,1.3145104902933211,0.0819841059638221,0.0556558061479468,1.446908366971341,0.2876044455915689,SUCCESS,0.6788609266838445,0.6594469594328155,0.6144736898221002,0.6850062617925018
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D3,3,10,0.0029296875,2.533178701920149,564.3824896235078,3.28129354432272,172.0,3,3,3,"{""SUCCESS"": 3}",0.005974626108089,0.018987748146231033,0.0012562541913762,0.0497323641392279,0.0051503050915594,0.013567152710732298,0.001194257968625,0.0343568950720125,0.3094894342558894,0.3905211555765787,-0.3677437743293775,1.2298178068032242,1.4390173276530491,1.4323203613459985,1.3763874155761244,1.481556340808822,0.3374562952667475,0.3362842819963892,0.3332891762256622,0.338107374496758,2207,1.3763874155761244,0.0497323641392279,0.0343568950720125,1.2298178068032242,0.3374562952667475,SUCCESS,0.8620296899560672,0.8345051257981385,0.6908357498515223,0.950649937586826
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,1,10,0.00390625,2.4082399653118496,556.4171329456178,3.234983331079173,172.0,3,3,3,"{""SUCCESS"": 3}",0.006620242149279,0.026113381097578502,0.006620061590585,0.0650998395528715,0.0035317922975036,0.0152680531282317,0.0035317334070274,0.0387406336801641,0.2291138402760782,0.5600119063552618,0.2291019952842953,1.221819883505412,1.4546433027554004,1.4015928045641812,1.2954917959219172,1.454643315015226,0.1414177194237709,0.14894438317666447,0.0926363002508878,0.2127791298553347,2207,1.2954917959219172,0.0650998395528715,0.0387406336801641,1.221819883505412,0.2127791298553347,SUCCESS,0.5334895089269694,0.5540230163892417,0.5334838541953164,0.5950956860454392
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,2,10,0.00390625,2.4082399653118496,556.4171329456178,3.234983331079173,172.0,3,3,3,"{""SUCCESS"": 3}",0.0054904300724983,0.007309807409598233,0.0031960433456359,0.0132429488106605,0.0029494702702015,0.0038749534887404335,0.0014108225185536,0.0072645676774662,0.1478463299436146,0.19697454053448482,-0.0871473739827233,0.5302246656425632,1.6068369693945606,1.593171176828015,1.4475328873882962,1.7251436737011885,0.2913502743467688,0.291710002037386,0.2898124894127249,0.2939672423526644,1103,1.4475328873882962,0.0132429488106605,0.0072645676774662,0.5302246656425632,0.2898124894127249,SUCCESS,0.537202046334315,0.509063690895548,0.4414278424853141,0.5485611838670148
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,3,10,0.00390625,2.4082399653118496,556.4171329456178,3.234983331079173,172.0,3,3,3,"{""SUCCESS"": 3}",0.0104007387112487,0.028133829702781266,0.0049589867571743,0.0690417636399208,0.0058289647016906,0.016981806414639065,0.0036984600202052,0.0414179945220214,0.4253041514207966,0.5920963024224237,0.1036329138340937,1.247351842012381,1.4461835723589087,1.4329526337353817,1.2968862023668164,1.5557881264804203,0.3379501225426793,0.3391272205238541,0.3325204066932201,0.3469111323356628,2207,1.2968862023668164,0.0690417636399208,0.0414179945220214,1.247351842012381,0.3379501225426793,SUCCESS,0.5998976900131358,0.6353816251905747,0.5604375673226437,0.7458096182359448
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,1,13,0.0001220703125,3.9133899436317554,635.0755922121598,3.692299954721859,172.0,3,3,3,"{""SUCCESS"": 3}",0.0040658242750917,0.004025805328491133,0.0038773987546884,0.0041341929556933,0.0040658242750917,0.004025805328491133,0.0038773987546884,0.0041341929556933,1.5225385481336868,1.5180832148418422,1.5019304101163138,1.529780686275526,1.6597446271977252,1.6608341044003572,1.656708745216435,1.6660489407869117,0.3751809047535062,0.39663400997718173,0.3727512136101722,0.4419699115678668,2207,1.656708745216435,0.0041341929556933,0.0041341929556933,1.529780686275526,0.3751809047535062,SUCCESS,1.0,1.0,1.0,1.0
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,2,13,0.0001220703125,3.9133899436317554,635.0755922121598,3.692299954721859,172.0,3,3,3,"{""SUCCESS"": 3}",0.0036516813599151,0.0027624958773664,0.000757162743766,0.0038786435284181,0.0036516813599151,0.0027624958773664,0.000757162743766,0.0038786435284181,1.475882818280445,1.2568439363115929,0.7925791799656814,1.5020698106886523,1.723243703630919,1.673979479933961,1.5661662043649591,1.7325285318060049,0.5849960744380951,0.5712446393445134,0.54289435967803,0.5858434839174151,1103,1.5661662043649591,0.000757162743766,0.000757162743766,0.7925791799656814,0.54289435967803,SUCCESS,1.0,1.0,1.0,1.0
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,3,13,0.0001220703125,3.9133899436317554,635.0755922121598,3.692299954721859,172.0,3,3,3,"{""SUCCESS"": 3}",0.0002844438852502,0.00022656699584149917,1.117364248697446e-06,0.0003941397380256,0.0002844438852502,0.00022656699584149917,1.117364248697446e-06,0.0003941397380256,0.3673865457164641,-0.38732952397254167,-2.038415284853149,0.5090401672190599,1.4040450075077988,1.4210696194840562,1.3634444461393376,1.4957194048050328,0.7333133909851313,0.7322388694932064,0.7285503791645169,0.7348528383299708,2207,1.3634444461393376,1.117364248697446e-06,1.117364248697446e-06,-2.038415284853149,0.7348528383299708,SUCCESS,1.0,1.0,1.0,1.0
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,1,13,0.000244140625,3.612359947967774,628.2184532269753,3.6524328675986935,172.0,3,3,3,"{""SUCCESS"": 3}",0.0082287782980495,0.0077522030989317335,0.0067291159391388,0.0082987150596069,0.0040179423612673,0.0037925849565136004,0.0033053880488013,0.0040544244594722,1.527695309571251,1.4997946898908172,1.4403179590010415,1.531370801100159,1.573495350586951,1.605356173339166,1.5723580177319838,1.6702151516985633,0.3699813289567828,0.3701193695887923,0.3697308478876948,0.3706459319218993,3301,1.5723580177319838,0.0082287782980495,0.0040179423612673,1.527695309571251,0.3699813289567828,SUCCESS,0.4885605097115233,0.48934890701870287,0.4882793308722011,0.4912068804723841
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,2,13,0.000244140625,3.612359947967774,628.2184532269753,3.6524328675986935,172.0,3,3,3,"{""SUCCESS"": 3}",0.0063045427600074,0.0075441373260045665,0.0060773820197287,0.0102504871982776,0.0030173718268976,0.0032643009744123333,0.0024545190596027,0.0043210120367367,1.4120135426030578,1.4770648275865323,1.396076484602337,1.6231044555542025,1.6202989530598306,1.652650183215273,1.553451696088962,1.7841999004970264,0.5511415079236031,0.5490142935886979,0.5392197165638208,0.5566816562786698,1103,1.553451696088962,0.0063045427600074,0.0030173718268976,1.4120135426030578,0.5392197165638208,SUCCESS,0.4215421133800126,0.4346742042602916,0.4038776979355218,0.4786028014653404
task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,3,13,0.000244140625,3.612359947967774,628.2184532269753,3.6524328675986935,172.0,3,3,3,"{""SUCCESS"": 3}",0.00018080444173,0.00046619168518102864,5.788802992208579e-05,0.001159882583891,6.649516902297725e-05,0.0002043726483953721,2.9719877789439017e-05,0.0005169028983737,-0.1304309566719667,-0.026236087899137856,-0.6250512823674074,0.6767739753419605,1.3700371591508504,1.3806672465285892,1.3120680130486255,1.459896567386291,0.7276496319100261,0.727028270252049,0.7189581980928779,0.734476980753243,2207,1.3120680130486255,5.788802992208579e-05,2.9719877789439017e-05,-0.6250512823674074,0.7276496319100261,SUCCESS,0.4456510560230546,0.4422759517012133,0.3677739793708734,0.5134028197097119
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,1,13,0.0003662109375,3.436268688912093,627.7759249372859,3.649860028705151,172.0,3,3,3,"{""SUCCESS"": 3}",0.0128681276714775,0.013070087264858166,0.012769214509071,0.013572919614026,0.0084295381843579,0.008582823184335333,0.0083795362958302,0.0089393950728179,1.545784050027878,1.552386295846829,1.5424328716204456,1.5689419658921635,1.5680696968714027,1.5686935344547583,1.561751871478466,1.5762590350144066,0.3714484507218003,0.3715909815703829,0.371154204942286,0.3721702890470624,2207,1.561751871478466,0.0128681276714775,0.0084295381843579,1.545784050027878,0.371154204942286,SUCCESS,0.6562295816925552,0.6566401872575288,0.6550710716868456,0.6586199083931856
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,2,13,0.0003662109375,3.436268688912093,627.7759249372859,3.649860028705151,172.0,3,3,3,"{""SUCCESS"": 3}",0.009742829274044,0.0119394729288735,0.0088456744928828,0.0172299150196937,0.0063252609773233,0.007371081771851434,0.0051282575523219,0.0106597267859091,1.4249537812812472,1.4935017495074188,1.382999642875611,1.672551824365398,1.6044433005653302,1.6448913360641584,1.5459860591715722,1.784244648455573,0.534283653832972,0.5342614185065031,0.5328684095293283,0.5356321921572089,1103,1.5459860591715722,0.009742829274044,0.0063252609773233,1.4249537812812472,0.534283653832972,SUCCESS,0.6186755287954164,0.6158817357065797,0.5797474863503201,0.6492221919740025
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,3,13,0.0003662109375,3.436268688912093,627.7759249372859,3.649860028705151,172.0,3,3,3,"{""SUCCESS"": 3}",0.0002870434807039,0.0005929688537262131,5.485345535543948e-05,0.0014370096251193,0.0001644616076857,0.0003476256786851967,3.5160951432990195e-05,0.0008432544769369,-0.1057836234148621,-0.11219419282422649,-0.8245273210270436,0.5937283659692263,1.368878263466886,1.3837485118060855,1.3213400887533846,1.4610271831979866,0.6878702873364091,0.6877571254347762,0.6801624875515699,0.6952386014163494,2207,1.3213400887533846,5.485345535543948e-05,3.5160951432990195e-05,-0.8245273210270436,0.6878702873364091,SUCCESS,0.5868119894234698,0.6002533598032346,0.5729501582214214,0.6409979317648127
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,1,13,0.00048828125,3.311329952303793,622.5323295048958,3.6193740087493937,172.0,3,3,3,"{""SUCCESS"": 3}",0.0240191302817257,0.0178573551775017,0.0035630129488216,0.0259899223019578,0.0103141071076189,0.007415047601690834,0.0006505725024263,0.0112804631950273,1.691887230113161,1.4270565055207738,0.863147352985308,1.726134933463852,1.484214597941118,1.6167379465389253,1.4586827983504502,1.907316443325208,0.3774800691753626,0.37690935656428337,0.3755436213687062,0.3777043791487813,2207,1.4586827983504502,0.0259899223019578,0.0112804631950273,1.726134933463852,0.3777043791487813,SUCCESS,0.4294121804845747,0.34867831147064754,0.1825905523698613,0.4340322015575066
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,2,13,0.00048828125,3.311329952303793,622.5323295048958,3.6193740087493937,172.0,3,3,3,"{""SUCCESS"": 3}",0.0091570515128475,0.015175804150247399,0.0087706267156351,0.0275997342222596,0.0018330235279534,0.0034533559290992996,0.0007495579806446,0.0077774862786999,1.2730856096141434,1.4265603472265074,1.2543605798109256,1.7522348522544526,1.762903332195945,1.7166686530102178,1.515837039047168,1.87126558778754,0.5561564853414893,0.5529353180900216,0.5445191934704781,0.5581302754580975,2207,1.515837039047168,0.0275997342222596,0.0077774862786999,1.7522348522544526,0.5561564853414893,SUCCESS,0.2001761730161334,0.18914472443758712,0.0854623055965216,0.2817956947001063
task-v2-eb1005d46905,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D4,3,13,0.00048828125,3.311329952303793,622.5323295048958,3.6193740087493937,172.0,3,3,3,"{""SUCCESS"": 3}",0.0156268209871174,0.017461134262889633,0.0046015382583044,0.0321550435432471,0.0153670607461927,0.015085591961185566,0.0040406261283472,0.0258490890090168,1.5052005894288027,1.432670877756437,0.9742329895109731,1.8185790543295348,1.379885248250827,1.3967973682343349,1.2863456020319182,1.5241612544202598,0.7313412101939321,0.7315754427885016,0.7230028491467237,0.7403822690248489,2207,1.2863456020319182,0.0156268209871174,0.0153670607461927,1.5052005894288027,0.7230028491467237,SUCCESS,0.8781033431711734,0.8884565749492149,0.8038890998312888,0.9833772818451826
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,1,13,0.0006103515625,3.2144199392957367,621.7542354655588,3.6148502061951095,172.0,3,3,3,"{""SUCCESS"": 3}",0.0278919777091068,0.0212341231575683,0.0052682478090102,0.0305421439545879,0.0102340007842033,0.007477139472700133,0.0009296761907708,0.0112677414431263,1.659899248746452,1.4317682807779504,0.9360861345062323,1.6993194590811669,1.4548326863333227,1.5920338797878266,1.44332080617031,1.877948146859848,0.3769206460565328,0.3773156078532338,0.3749494608491659,0.3800767166540026,2207,1.44332080617031,0.0305421439545879,0.0112677414431263,1.6993194590811669,0.3800767166540026,SUCCESS,0.3669155658640108,0.3041025867886798,0.1764678170948644,0.3689243774071643
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,2,13,0.0006103515625,3.2144199392957367,621.7542354655588,3.6148502061951095,172.0,3,3,3,"{""SUCCESS"": 3}",0.0135893597665916,0.020130670864583998,0.011093043916203,0.0357096089109574,0.001895092682433,0.0039575161377188,0.0012769129042623,0.0087005428264611,1.3476189356613344,1.4580982134763032,1.2594706716146264,1.767205033152949,1.7271813585777376,1.6982596733305442,1.5069255612077626,1.860672100206132,0.5505163734778762,0.5519182588905096,0.5487138200551271,0.5565245831385255,2207,1.5069255612077626,0.0357096089109574,0.0087005428264611,1.767205033152949,0.5487138200551271,SUCCESS,0.1708361290867094,0.1694824678061152,0.0939641694821783,0.2436471048494579
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D5,3,13,0.0006103515625,3.2144199392957367,621.7542354655588,3.6148502061951095,172.0,3,3,3,"{""SUCCESS"": 3}",0.0109396252868735,0.016168477771483267,0.0034412948326484,0.0341245131949279,0.0106855097005541,0.013108417866840234,0.0028169805097968,0.0258227633901698,1.253422385732804,1.2506835371082,0.7511418216542655,1.74748640393753,1.3855528032441755,1.3920762425643745,1.2719140178881192,1.518761906560829,0.7417705850675702,0.7394088348373771,0.73212147410959,0.744334445334971,2207,1.2719140178881192,0.0109396252868735,0.0106855097005541,1.253422385732804,0.73212147410959,SUCCESS,0.8185815650177317,0.850691487878605,0.756721809998097,0.9767710886199864
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,1,13,0.000732421875,3.135238693248112,611.7151341068267,3.556483337830388,172.0,3,3,3,"{""SUCCESS"": 3}",0.0049532096765757,0.015181189251521267,0.0049397914450768,0.0356505666329113,0.0013898171257464,0.006098262313187666,0.00138371280007,0.0155212570137466,0.8301254059372944,1.1154592810182173,0.8289473069158355,1.6873051302015225,1.8873135883516683,1.7204841986328205,1.3868237411302298,1.887315266416564,0.3812718354165554,0.381804708391428,0.3803845811635256,0.383757708594203,2207,1.3868237411302298,0.0356505666329113,0.0155212570137466,1.6873051302015225,0.3812718354165554,SUCCESS,0.2805891970047244,0.3320255956384117,0.2801156314906974,0.4353719584198134
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,2,13,0.000732421875,3.135238693248112,611.7151341068267,3.556483337830388,172.0,3,3,3,"{""SUCCESS"": 3}",0.0182296846892534,0.02509411925225383,0.0130400081673173,0.0440126649001908,0.0041670702890922,0.0073610090262027665,0.003286634310557,0.0146293224789591,1.3960178501695957,1.4751169217681763,1.2505165566547314,1.778816358480202,1.6852294122733902,1.678154504718736,1.5372532578913214,1.8119808439914964,0.5599481053650379,0.5607074455668529,0.5574976364150643,0.5646765949204564,2207,1.5372532578913214,0.0440126649001908,0.0146293224789591,1.778816358480202,0.5646765949204564,SUCCESS,0.252042350617114,0.2710061174551818,0.228587074330957,0.3323889274174744
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D6,3,13,0.000732421875,3.135238693248112,611.7151341068267,3.556483337830388,172.0,3,3,3,"{""SUCCESS"": 3}",0.0264472466113435,0.0258687487811311,0.0038824157746185,0.0472765839574313,0.0116661978224095,0.01708212940452933,0.0033265860819369,0.0362536043092416,1.5576191581356305,1.3639482253034387,0.7243407361380407,1.8098847816366448,1.3769420469493512,1.424816778333571,1.3607286723749443,1.536779615676418,0.7336765611544251,0.7332334658131003,0.7244345480576158,0.7415892882272601,1103,1.3607286723749443,0.0038824157746185,0.0033265860819369,0.7243407361380407,0.7244345480576158,SUCCESS,0.7668406063747117,0.6882622227705447,0.4411119990617765,0.8568340628751457
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,1,13,0.0008544921875,3.0682919036174985,595.649648294534,3.4630793505496165,172.0,3,3,3,"{""SUCCESS"": 3}",0.0046168576900812,0.004616856611511,0.0046168105108131,0.0046169016336387,0.001248893982275,0.0012489856308112335,0.0012488877798763,0.0012491751302824,0.7326383916914996,0.7326382902193984,0.7326339536512051,0.7326425253154905,1.7675924595714472,1.767592460742338,1.7675924591331538,1.767592463522413,0.1447874316945672,0.14807924255728716,0.1144452448934316,0.1850050510838627,2207,1.7675924591331538,0.0046168576900812,0.0012491751302824,0.7326383916914996,0.1850050510838627,SUCCESS,0.270508780239355,0.2705272734127793,0.2705047846754309,0.2705682553235521
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,2,13,0.0008544921875,3.0682919036174985,595.649648294534,3.4630793505496165,172.0,3,3,3,"{""SUCCESS"": 3}",0.0154426785922761,0.025209454221679167,0.0149246886815461,0.0452609953912153,0.0041899926547951,0.007452504289141266,0.0040588375847567,0.014108682627872,1.2570145362072225,1.4077425750332289,1.2421971844375506,1.724016004454913,1.6804249421250606,1.5381173308430551,1.252634297757721,1.6812927526463834,0.552538862451911,0.5522292458141843,0.5504172602668405,0.5537316147238016,2207,1.252634297757721,0.0452609953912153,0.014108682627872,1.724016004454913,0.5537316147238016,SUCCESS,0.2719545895637588,0.28499948211572806,0.271325510646247,0.3117183461371785
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,3,13,0.0008544921875,3.0682919036174985,595.649648294534,3.4630793505496165,172.0,3,3,3,"{""SUCCESS"": 3}",0.0376391866945274,0.0346274856442488,0.0060999342358516,0.0601433360023674,0.0143649179204729,0.021963777249279032,0.0055273958839622,0.045999017943402,1.643932134262863,1.44834286934216,0.8536170564707748,1.8474794172928417,1.359327304408583,1.394047419479201,1.2979051459430204,1.5249098080859995,0.7291270205751061,0.7291889932627479,0.7241098219528794,0.7343301372602582,2207,1.2979051459430204,0.0376391866945274,0.0143649179204729,1.643932134262863,0.7343301372602582,SUCCESS,0.7648231874199889,0.6842037884865279,0.3816479361537723,0.9061402418858224
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,1,13,0.0001220703125,3.9133899436317554,684.1287743341442,3.977492874035722,172.0,3,3,3,"{""SUCCESS"": 3}",0.0083506363298214,0.0082213705900938,0.0078141875549211,0.0084992878855389,0.0083506363298214,0.0082213705900938,0.0078141875549211,0.0084992878855389,1.8351095142052445,1.8280519240479836,1.8062737745146056,1.8427724834241008,1.703682152931154,1.7070618659580574,1.7013056771405293,1.716197767802488,0.3737546531483531,0.3891783142462373,0.3736545527353883,0.4201257368549704,2207,1.7013056771405293,0.0084992878855389,0.0084992878855389,1.8427724834241008,0.3737546531483531,SUCCESS,1.0,1.0,1.0,1.0
task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,2,13,0.0001220703125,3.9133899436317554,684.1287743341442,3.977492874035722,172.0,3,3,3,"{""SUCCESS"": 3}",0.0063657223241751,0.0063271176367231665,0.0059405166357819,0.0066751139502125,0.0063657223241751,0.0063271176367231665,0.0059405166357819,0.0066751139502125,1.7172376341987676,1.7141001405915797,1.687214160046009,1.7378486275299625,1.7372070895330716,1.7563750480960005,1.6704437635456042,1.8614742912093265,0.5287993513047695,0.5289110510299603,0.5282874424010515,0.5296463593840599,2207,1.6704437635456042,0.0063657223241751,0.0063657223241751,1.7172376341987676,0.5296463593840599,SUCCESS,1.0,1.0,1.0,1.0
