run_id,task_id,graph_id,base_instance_id,size_stratum,tightness_level,seed,algorithm,depth,n_nodes,n_edges,n_qubits,resource_count,budget,n_candidate_routes,n_feasible_routes,route_feasible_fraction,state_space_size,n_feasible_states,feasible_state_fraction,n_optimal_states,optimal_cost,flow_penalty_strength,resource_penalty_strength,optimizer,eval_budget,initial_parameters,optimized_parameters,nfev,status,optimizer_message,objective_initial,objective_final,expected_energy,p_feas,p_opt,p_opt_given_feasible,feasibility_amplification,uniform_p_feas,uniform_p_opt,uniform_feasibility_amplification,task_build_time_s,exact_reference_time_s,energy_build_time_s,optimization_time_s,optimizer_runtime_s,total_time_s,peak_memory_mb,execution_status,failure_reason,zero_feasible,zero_optimal_probability,resource_censored,base_graph_id,stress_level,optimizer_seed,dilution_score,log_feasibility_gain,uniform_log_feasibility_gain,expected_energy_normalized,expected_energy_raw,objective_initial_raw,objective_final_raw,objective_improvement,optimizer_status,hamiltonian_normalization_mode,hamiltonian_normalization_factor,raw_energy_span,normalized_energy_span,penalty_contract,state_norm,row_type
pilot-run-dc02cc5889c3a13e54f7,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,0,Uniform,0,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,analytic,0,,,0,0,analytic uniform baseline,,,,0.00390625,0.001953125,0.5,1.0,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.0,0.0,0.0,0.0,168.38671875,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,0,2.4082399653118496,0.0,0.0,,,,,,0,global_fixed,172.0,,,penalty_contract_v2_scale_controlled,,analytic_uniform
pilot-run-3aa80c52efeb63e2a9c5,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,1103,Penalty-X,1,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 2.3383068291715148]","[1.3534713211663643, 2.5059919408166844]",47,0,Return from COBYLA because the trust region radius reaches its lower bound.,1.486232389527281,1.4546433027554004,1.4546433027554004,0.006620242149279,0.0035317922975036,0.5334838541953164,1.6947819902154455,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.0926363002508878,0.0926363002508878,0.0932774422690272,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,1103,2.4082399653118496,0.2291138402760782,0.0,1.4546433027554004,250.1986480739289,255.6319709986924,250.1986480739289,0.0315890867718808,0,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0000000000000009,optimized_seed
pilot-run-7e2543fa2f5190044acc,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,2207,Penalty-X,1,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 2.0232897611184613]","[6.6351071602235425, 2.6252888886907377]",107,0,Return from COBYLA because the trust region radius reaches its lower bound.,1.9557550254369391,1.2954917959219172,1.2954917959219172,0.0650998395528715,0.0387406336801641,0.5950956860454392,16.66555892553512,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.2127791298553347,0.2127791298553347,0.213458483107388,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,2207,2.4082399653118496,1.221819883505412,0.0,1.2954917959219172,222.82458889856977,336.38986437515354,222.82458889856977,0.6602632295150219,0,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,0.9999999999999996,optimized_seed
pilot-run-9fc81a9e7e29ee0f19e4,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,3301,Penalty-X,1,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 1.6147767089481937]","[1.3532264258121267, 2.505947581181615]",70,0,Return from COBYLA because the trust region radius reaches its lower bound.,1.8887758245469883,1.454643315015226,1.454643315015226,0.006620061590585,0.0035317334070274,0.5334895089269694,1.6947357671897625,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.1414177194237709,0.1414177194237709,0.1421138886362314,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,3301,2.4082399653118496,0.2291019952842953,0.0,1.454643315015226,250.19865018261888,324.869441822082,250.19865018261888,0.4341325095317623,0,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,0.9999999999999992,optimized_seed
pilot-run-06c577168d5870a4aed2,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,1103,Penalty-X,2,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.251038109130302, 4.461620234289888, 2.493187229475474, 0.05415861378670805]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.87415111185294,1.4475328873882962,1.4475328873882962,0.0132429488106605,0.0072645676774662,0.5485611838670148,3.390194895529107,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.2898124894127249,0.2898124894127249,0.2908252868801355,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,1103,2.4082399653118496,0.5302246656425632,0.0,1.4475328873882962,248.9756566307869,322.35399123870565,248.9756566307869,0.4266182244646435,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0000000000000002,optimized_seed
pilot-run-c91fd266c6433d9dd753,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,2207,Penalty-X,2,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[3.63284506636174, 4.04031944683832, 1.169727701730444, -1.0409076136041355]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.868462844399285,1.6068369693945606,1.6068369693945606,0.0054904300724983,0.0029494702702015,0.537202046334315,1.405550098559584,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.2913502743467688,0.2913502743467688,0.292336480692029,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,2207,2.4082399653118496,0.1478463299436146,0.0,1.6068369693945606,276.3759587358644,321.375609236677,276.3759587358644,0.2616258750047244,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0000000000000018,optimized_seed
pilot-run-057d87d5e3a6dd1afe46,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,3301,Penalty-X,2,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[3.132259562599636, 3.2757675391423544, 1.6595877722546832, 1.2674228986354614]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.086843747806265,1.7251436737011885,1.7251436737011885,0.0031960433456359,0.0014108225185536,0.4414278424853141,0.8181870964828074,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.2939672423526644,0.2939672423526644,0.2949819900095463,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,3301,2.4082399653118496,-0.0871473739827233,0.0,1.7251436737011885,296.72471187660443,358.9371246226776,296.7247118766044,0.3617000741050766,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0000000000000009,optimized_seed
pilot-run-4c2cab4df74bed252adc,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,1103,Penalty-X,3,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.3209693790895995, 4.470368368453626, 4.3029276769676965, 0.9175744409122578, 3.116171075086248, 1.6794040822200884]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.8493422494847285,1.4461835723589087,1.4461835723589087,0.0049589867571743,0.0036984600202052,0.7458096182359448,1.269500609836621,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.3325204066932201,0.3325204066932201,0.3338280934840441,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,1103,2.4082399653118496,0.1036329138340937,0.0,1.4461835723589087,248.7435744457323,318.08686691137325,248.7435744457323,0.4031586771258195,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0000000000000024,optimized_seed
pilot-run-fd8f1e9e512e8e08ae30,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,2207,Penalty-X,3,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[2.9525431635482686, 3.840944445270985, 3.460751929653348, 0.008443032614892109, 1.0717221915346968, 1.5446072077130681]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.843672257306748,1.2968862023668164,1.2968862023668164,0.0690417636399208,0.0414179945220214,0.5998976900131358,17.674691491819743,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.3379501225426793,0.3379501225426793,0.3392761191353202,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,2207,2.4082399653118496,1.247351842012381,0.0,1.2968862023668164,223.0644268070924,317.1116282567607,223.0644268070924,0.5467860549399317,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0,optimized_seed
pilot-run-936962668131ff98ceba,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D4,3301,Penalty-X,3,8,10,10,1,2740.0,4,4,1.0,1024,4,0.00390625,2,13.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.232777407041004, 4.192570262847165, 3.4843484201944643, 1.130159056153899, 2.4355631193420875, 2.737835736320152]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.9975327202414257,1.5557881264804203,1.5557881264804203,0.0104007387112487,0.0058289647016906,0.5604375673226437,2.662589110079674,0.00390625,0.001953125,1.0,0.0002047521993517,0.0040465351194143,0.000479269772768,0.3469111323356628,0.3469111323356628,0.3482094686478376,133.09765625,SUCCESS,,False,False,False,g-6aa6775bed3bc2cc,D4,3301,2.4082399653118496,0.4253041514207966,0.0,1.5557881264804203,267.5955577546323,343.57562788152524,267.59555775463235,0.4417445937610051,3,global_fixed,172.0,556.4171329456178,3.234983331079173,penalty_contract_v2_scale_controlled,1.0,optimized_seed
pilot-run-512fbcff04fa0c340e86,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,0,Uniform,0,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,analytic,0,,,0,0,analytic uniform baseline,,,,0.0001220703125,0.0001220703125,1.0,1.0,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0,0.0,0.0,0.0,168.38671875,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,0,3.9133899436317554,0.0,0.0,,,,,,0,global_fixed,172.0,,,penalty_contract_v2_scale_controlled,,analytic_uniform
pilot-run-689bd411786f30ffa897,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,1103,Penalty-X,1,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 2.3383068291715148]","[7.099554859678779, 2.419020143750407]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.4208742035922097,1.6597446271977252,1.6597446271977252,0.0040658242750917,0.0040658242750917,1.0,33.30723246155159,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.4419699115678668,0.4419699115678668,0.4437532974407077,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,1103,3.9133899436317554,1.5225385481336868,0.0,1.6597446271977252,285.4760758780087,416.39036301786007,285.4760758780087,0.7611295763944845,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,0.9999999999999992,optimized_seed
pilot-run-8e3a419c74531e6154fe,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,2207,Penalty-X,1,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 2.0232897611184613]","[7.177680157024751, 2.4214761956635518]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.20970652615282,1.656708745216435,1.656708745216435,0.0041341929556933,0.0041341929556933,1.0,33.86730869303975,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.3751809047535062,0.3751809047535062,0.3769825464114547,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,2207,3.9133899436317554,1.529780686275526,0.0,1.656708745216435,284.95390417722666,380.0695224982849,284.95390417722683,0.5529977809363842,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,1.000000000000001,optimized_seed
pilot-run-469154fad1f024e8ff27,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,3301,Penalty-X,1,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 1.6147767089481937]","[6.97219475574922, 2.4117154209830787]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.6114631840739,1.6660489407869117,1.6660489407869117,0.0038773987546884,0.0038773987546884,1.0,31.76365059840748,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.3727512136101722,0.3727512136101722,0.3745847437530756,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,3301,3.9133899436317554,1.5019304101163138,0.0,1.6660489407869117,286.56041781534896,449.17166766071085,286.5604178153488,0.9454142432869888,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,1.0,optimized_seed
pilot-run-4f122de27f888378c9fd,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,1103,Penalty-X,2,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.3572979579313866, 5.058713558072617, 3.71953118117793, -0.9818183631331936]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.943242346668405,1.5661662043649591,1.5661662043649591,0.000757162743766,0.000757162743766,1.0,6.202677196931789,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.54289435967803,0.54289435967803,0.5459053656086326,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,1103,3.9133899436317554,0.7925791799656814,0.0,1.5661662043649591,269.3805871507731,506.2376836269656,269.3805871507729,1.3770761423034457,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,0.9999999999999996,optimized_seed
pilot-run-366035ebe2fafa601a49,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,2207,Penalty-X,2,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.95466250134755, 3.9014339141787193, 2.39102458528959, 0.1400986467793451]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.748701986189718,1.723243703630919,1.723243703630919,0.0036516813599151,0.0036516813599151,1.0,29.914573700424828,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.5849960744380951,0.5849960744380951,0.5881080124527216,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,2207,3.9133899436317554,1.475882818280445,0.0,1.723243703630919,296.3979170245181,472.7767416246315,296.39791702451805,1.025458282558799,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,1.0000000000000004,optimized_seed
pilot-run-8ffc15a1de33a060da47,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,3301,Penalty-X,2,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.873460008371536, 4.005431361233183, 2.365097705196825, 0.14007590962037544]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.9255854099878214,1.7325285318060049,1.7325285318060049,0.0038786435284181,0.0038786435284181,1.0,31.77384778480129,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.5858434839174151,0.5858434839174151,0.5890024751424789,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,3301,3.9133899436317554,1.5020698106886523,0.0,1.7325285318060049,297.9949074706329,503.2006905179053,297.9949074706328,1.1930568781818165,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,1.0,optimized_seed
pilot-run-11d0a5ffe81980da1a84,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,1103,Penalty-X,3,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[2.4352127234203738, 4.496836661465224, 4.441928469146954, 0.74358280485217, 3.607637678577531, 1.86912287058791]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.9598608750009765,1.4040450075077988,1.4040450075077988,0.0002844438852502,0.0002844438852502,1.0,2.330164307969872,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.7333133909851313,0.7333133909851313,0.7380532044917345,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,1103,3.9133899436317554,0.3673865457164641,0.0,1.4040450075077988,241.49574129134143,509.096070500168,241.4957412913414,1.5558158674931777,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,0.999999999999999,optimized_seed
pilot-run-a7675d05830ba2d90f8d,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,2207,Penalty-X,3,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[4.56019619766878, 4.696518070532821, 3.488068378136385, 0.7886272243783133, 0.2629141070937702, 1.7957974268132788]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.9780084115909569,1.3634444461393376,1.3634444461393376,1.117364248697446e-06,1.117364248697446e-06,1.0,0.0091534479253294,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.7348528383299708,0.7348528383299708,0.7394570428878069,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,2207,3.9133899436317554,-2.038415284853149,0.0,1.3634444461393376,234.51244473596608,340.21744679364457,234.51244473596608,0.6145639654516191,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,0.9999999999999992,optimized_seed
pilot-run-4fd99474cbf478676dfb,task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,3301,Penalty-X,3,8,13,13,1,768.0,7,1,0.1428571428571428,8192,1,0.0001220703125,1,18.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[2.960483255144429, 3.8535847468031124, 2.3191161933828925, 0.8085136548382672, 2.774623257066077, 2.372599384820302]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.11051451329728,1.4957194048050328,1.4957194048050328,0.0003941397380256,0.0003941397380256,1.0,3.2287927339058418,0.0001220703125,0.0001220703125,1.0,0.0005453396588563,0.0350735886022448,0.0027674306184053,0.7285503791645169,0.7285503791645169,0.7330856863409281,134.70703125,SUCCESS,,False,False,False,g-8a16a856f5377a40,D1,3301,3.9133899436317554,0.5090401672190599,0.0,1.4957194048050328,257.2637376264656,363.00849628713206,257.2637376264656,0.6147951084922467,3,global_fixed,172.0,635.0755922121598,3.692299954721859,penalty_contract_v2_scale_controlled,0.999999999999999,optimized_seed
pilot-run-bcde43a822e099458609,task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,0,Uniform,0,8,13,13,1,925.0,7,2,0.2857142857142857,8192,2,0.000244140625,1,16.0,172.0,172.0,analytic,0,,,0,0,analytic uniform baseline,,,,0.000244140625,0.0001220703125,0.5,1.0,0.000244140625,0.0001220703125,1.0,0.0005453396588563,0.0350726498290896,0.0,0.0,0.0,0.0,168.38671875,SUCCESS,,False,False,False,g-8a16a856f5377a40,D2,0,3.612359947967774,0.0,0.0,,,,,,0,global_fixed,172.0,,,penalty_contract_v2_scale_controlled,,analytic_uniform
pilot-run-ba03b35647897e00888a,task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,1103,Penalty-X,1,8,13,13,1,925.0,7,2,0.2857142857142857,8192,2,0.000244140625,1,16.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 2.3383068291715148]","[6.161308492470837, 2.4038998301381116]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.368674231179492,1.6702151516985633,1.6702151516985633,0.0067291159391388,0.0033053880488013,0.4912068804723841,27.562458886712605,0.000244140625,0.0001220703125,1.0,0.0005453396588563,0.0350726498290896,0.0026474390178918,0.3697308478876948,0.3697308478876948,0.3714643009006977,134.734375,SUCCESS,,False,False,False,g-8a16a856f5377a40,D2,1103,3.612359947967774,1.4403179590010415,0.0,1.6702151516985633,287.2770060921529,407.4119677628726,287.2770060921529,0.6984590794809287,3,global_fixed,172.0,628.2184532269753,3.6524328675986935,penalty_contract_v2_scale_controlled,0.9999999999999992,optimized_seed
pilot-run-c21b881474977dfd8d26,task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,2207,Penalty-X,1,8,13,13,1,925.0,7,2,0.2857142857142857,8192,2,0.000244140625,1,16.0,172.0,172.0,COBYLA,120,"[4.119365739193051, 2.0232897611184613]","[7.285252585502337, 2.4270121043649238]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.158789959415346,1.573495350586951,1.573495350586951,0.0082987150596069,0.0040544244594722,0.4885605097115233,33.99153688414988,0.000244140625,0.0001220703125,1.0,0.0005453396588563,0.0350726498290896,0.0026474390178918,0.3706459319218993,0.3706459319218993,0.3723942041397095,134.734375,SUCCESS,,False,False,False,g-8a16a856f5377a40,D2,2207,3.612359947967774,1.531370801100159,0.0,1.573495350586951,270.64120030095546,371.3118730194395,270.6412003009556,0.585294608828395,3,global_fixed,172.0,628.2184532269753,3.6524328675986935,penalty_contract_v2_scale_controlled,1.0000000000000016,optimized_seed
pilot-run-dedae6b324acffc0a6c9,task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,3301,Penalty-X,1,8,13,13,1,925.0,7,2,0.2857142857142857,8192,2,0.000244140625,1,16.0,172.0,172.0,COBYLA,120,"[2.8746040698350956, 1.6147767089481937]","[7.375393925317247, 2.4259478813190745]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.580342418500492,1.5723580177319838,1.5723580177319838,0.0082287782980495,0.0040179423612673,0.4882793308722011,33.70507590881083,0.000244140625,0.0001220703125,1.0,0.0005453396588563,0.0350726498290896,0.0026474390178918,0.3699813289567828,0.3699813289567828,0.3717596577480435,134.734375,SUCCESS,,False,False,False,g-8a16a856f5377a40,D2,3301,3.612359947967774,1.527695309571251,0.0,1.5723580177319838,270.4455790499012,443.8188959820846,270.4455790499012,1.007984400768508,3,global_fixed,172.0,628.2184532269753,3.6524328675986935,penalty_contract_v2_scale_controlled,1.0,optimized_seed
pilot-run-8eedd801cb1220d01401,task-v2-8f4071cbe937,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D2,1103,Penalty-X,2,8,13,13,1,925.0,7,2,0.2857142857142857,8192,2,0.000244140625,1,16.0,172.0,172.0,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.1168240366329436, 4.723762899386075, 3.256906727770692, -0.7870703560194641]",120,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,2.864099307154307,1.553451696088962,1.553451696088962,0.0063045427600074,0.0030173718268976,0.4786028014653404,25.82340714499069,0.000244140625,0.0001220703125,1.0,0.0005453396588563,0.0350726498290896,0.0026474390178918,0.5392197165638208,0.5392197165638208,0.5423826891928911,134.734375,SUCCESS,,False,False,False,g-8a16a856f5377a40,D2,1103,3.612359947967774,1.4120135426030578,0.0,1.553451696088962,267.19369172730137,492.6250808305408,267.1936917273014,1.3106476110653449,3,global_fixed,172.0,628.2184532269753,3.6524328675986935,penalty_contract_v2_scale_controlled,1.0000000000000002,optimized_seed
